hit_id,query_id,biosample_id,closest_ref,distance
USUG01.127008.1_1/2-162,USUG01,SAMN06111957,['Bilophila_wadsworthia__BilWads6'],0.386021964
ULVM01.3647.1_2/11-266,ULVM01,SAMEA4835786,['Bilophila_wadsworthia__BilWads6'],1.44E-06
ULVM01.3647.1_1/1-234,ULVM01,SAMEA4835786,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA
ULVM01.24178.1_2/64-176,ULVM01,SAMEA4835786,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
ORSV01.1613.1_6/62-435,ORSV01,SAMEA2338830,['uncultured_bacterium__EF645667'],0.473102604
ORSV01.1613.1_5/11-266,ORSV01,SAMEA2338830,['uncultured_bacterium__EF645667'],0.607475604
ORSV01.67170.1_1/1-248,ORSV01,SAMEA2338830,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],NA
CABTCP01.2.1_117/51-399,CABTCP01,SAMEA5852691,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.296156984
CABTCP01.2.1_116/4-240,CABTCP01,SAMEA5852691,['Desulfitibacter_alkalitolerans__DfiAlka2'],1.280515796
UAAG01.26079.1_1/4-179,UAAG01,SAMN06165144,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.042569363
JAGZSP01.27.1_36/51-395,JAGZSP01,SAMN17801130,['Gordonibacter_pamelaeae__GrdPame5'],0.260316377
JAGZSP01.27.1_35/3-237,JAGZSP01,SAMN17801130,['Gordonibacter_pamelaeae__GrdPame5'],0.038334261
OYTF01.1362.1_2/7-240,OYTF01,SAMN06165473,['Desulfitibacter_alkalitolerans__DfiAlka2'],0.889664796
OYTF01.1362.1_3/1-212,OYTF01,SAMN06165473,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.153824984
OYTF01.7115.1_1/52-185,OYTF01,SAMN06165473,['Bioreactor_clone__UncS2029'],1.200305824
OVZI01.8185.1_4/63-436,OVZI01,SAMEA3708698,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.076231418
OVZI01.8185.1_3/11-266,OVZI01,SAMEA3708698,['Desulfovibrio_piger__DslPige3'],0.029655363
OVZI01.64092.1_1/11-153,OVZI01,SAMEA3708698,"['Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA
OVZI01.64092.1_2/1-113,OVZI01,SAMEA3708698,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'uncultured_bacterium__EF645667']",NA
OYMG01.1341.1_2/1-189,OYMG01,SAMN06165467,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.085170984
OYMG01.3373.1_1/1-150,OYMG01,SAMN06165467,['Desulfitibacter_alkalitolerans__DfiAlka2'],NA
OYMG01.1341.1_1/6-92,OYMG01,SAMN06165467,['Desulfitibacter_alkalitolerans__DfiAlka2'],NA
ULTW01.42440.1_1/54-365,ULTW01,SAMEA4835744,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
ULTW01.18645.1_1/9-264,ULTW01,SAMEA4835744,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.001825363
ULTW01.28614.1_1/1-122,ULTW01,SAMEA4835744,"['uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige3']",NA
OYJE01.2170.1_1/52-396,OYJE01,SAMN06165428,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.108845984
OYJE01.6315.1_1/1-119,OYJE01,SAMN06165428,['Desulfitibacter_alkalitolerans__DfiAlka2'],NA
UZTV01.20987.1_1/6-145,UZTV01,SAMN00792061,"['Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA
UZTV01.21870.1_1/64-182,UZTV01,SAMN00792061,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
UZRJ01.3768.1_3/64-437,UZRJ01,SAMN00791948,['Bilophila_wadsworthia__BilWads6'],1.44E-06
UZRJ01.3768.1_2/1-253,UZRJ01,SAMN00791948,['Bilophila_wadsworthia__BilWads6'],1.44E-06
UMJQ01.3977.1_20/40-291,UMJQ01,SAMEA4836154,['Moorella_thermoacetica_Y72_copy_2__MooTher5'],7.925956635
OYDR01.12902.1_1/1-191,OYDR01,SAMN06164623,"['uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
ORNP01.7462.1_4/63-436,ORNP01,SAMEA2338708,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.047053418
OQCK01.23897.1_1/1-133,OQCK01,SAMD00036229,['Bilophila_wadsworthia__BilWads6'],0.376137964
UZOI01.8813.1_2/63-433,UZOI01,SAMN00791951,['Bilophila_wadsworthia__BilWads6'],0.153575964
UXMO01.57634.1_1/11-92,UXMO01,SAMEA2145582,"['uncultured_bacterium__EF645667', 'Bilophila_wadsworthia__BilWads6', 'Desulfovibrio_vulgaris__DQ826729']",NA
UXMO01.57634.1_2/1-90,UXMO01,SAMEA2145582,"['uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
ULSO01.92335.1_1/1-301,ULSO01,SAMEA4835708,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.340866984
UXIV01.18973.1_1/34-317,UXIV01,SAMEA1964687,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
UXIV01.20473.1_1/11-165,UXIV01,SAMEA1964687,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4', 'uncultured_bacterium__EF645667']",NA
UXIV01.34867.1_1/1-126,UXIV01,SAMEA1964687,"['uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
UXIV01.20473.1_2/1-126,UXIV01,SAMEA1964687,"['uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige2']",NA
USVO01.5543.1_4/63-436,USVO01,SAMN06112044,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.058172418
USVO01.5543.1_5/11-266,USVO01,SAMN06112044,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.001825363
OYQU01.3741.1_1/1-153,OYQU01,SAMN06165424,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA
OYQU01.3741.1_2/11-90,OYQU01,SAMN06165424,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA
OYQO01.227.1_5/52-399,OYQO01,SAMN06165518,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.147310984
OYQO01.227.1_4/7-240,OYQO01,SAMN06165518,['Desulfitibacter_alkalitolerans__DfiAlka2'],0.954604796
UPWK01.878.1_11/64-437,UPWK01,SAMN06112059,['Bilophila_wadsworthia__BilWads6'],1.44E-06
UPWK01.878.1_12/11-266,UPWK01,SAMN06112059,['Bilophila_wadsworthia__BilWads6'],1.44E-06
OQEB01.40913.1_1/4-111,OQEB01,SAMD00036317,['Bilophila_wadsworthia__BilWads6'],0.117756964
ULWF01.57152.1_1/11-266,ULWF01,SAMEA4835805,['uncultured_bacterium__EF645667'],0.596044604
ULWF01.4825.1_1/62-257,ULWF01,SAMEA4835805,['uncultured_bacterium__EF645667'],NA
ULWF01.57152.1_2/1-153,ULWF01,SAMEA4835805,"['uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
ORBZ01.118.1_57/64-437,ORBZ01,SAMN05024037,['Bilophila_wadsworthia__BilWads6'],1.44E-06
ORBZ01.118.1_56/11-266,ORBZ01,SAMN05024037,['Bilophila_wadsworthia__BilWads6'],1.44E-06
ORBZ01.23255.1_1/1-73,ORBZ01,SAMN05024037,['Gordonibacter_pamelaeae__GrdPame5'],NA
OWPL01.10114.1_1/63-436,OWPL01,SAMEA4378256,['Desulfovibrio_piger__DslPige3'],0.020473363
OWPL01.10114.1_2/11-266,OWPL01,SAMEA4378256,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.001825363
UZQK01.23395.1_1/7-256,UZQK01,SAMN00791963,['Bilophila_sp._4_1_30__BilSpec3'],0.001666865
UZQK01.35847.1_1/64-214,UZQK01,SAMN00791963,['Bilophila_sp._4_1_30__BilSpec3'],0.021624865
UZON01.4352.1_2/64-437,UZON01,SAMN00792026,['uncultured_bacterium__EF645667'],0.481725604
UZON01.4352.1_3/11-266,UZON01,SAMN00792026,['uncultured_bacterium__EF645667'],0.596044604
PPYF01.173759.1_4/40-291,PPYF01,SAMN08240021,['Moorella_thermoacetica_Y72_copy_2__MooTher5'],8.310625635
UEPQ01.62.1_14/21-362,UEPQ01,SAMN06115483,['Bilophila_wadsworthia__BilWads6'],0.099325964
UEPQ01.62.1_13/63-344,UEPQ01,SAMN06115483,['Bilophila_sp._4_1_30__BilSpec3'],NA
OWXA01.5389.1_2/20-361,OWXA01,SAMN05827029,['uncultured_bacterium__EF645667'],0.185339604
UPFD01.8591.1_3/20-361,UPFD01,SAMEA2737666,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.057962363
UPFD01.8591.1_2/4-418,UPFD01,SAMEA2737666,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.061250418
UPMZ01.5950.1_6/8-336,UPMZ01,SAMEA2737808,['Gordonibacter_pamelaeae__GrdPame5'],0.003374261
UPMZ01.5950.1_5/4-307,UPMZ01,SAMEA2737808,['Gordonibacter_pamelaeae_7-10-1-b__FP929047'],0.013941353
OYMM01.161.1_2/20-361,OYMM01,SAMN06165493,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.057372418
OYMM01.161.1_3/4-420,OYMM01,SAMN06165493,['Desulfovibrio_piger__DslPige3'],0.017737363
UEYD01.35306.1_1/33-280,UEYD01,SAMN06115506,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA
OPSF01.12557.1_1/62-398,OPSF01,SAMEA2042111,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.065051418
QWCE01.34300.1_2/1-365,QWCE01,SAMN09866716,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.330636984
QWCE01.3417.1_6/21-362,QWCE01,SAMN09866716,['Bilophila_wadsworthia__BilWads6'],0.099325964
QWCE01.3417.1_7/63-344,QWCE01,SAMN09866716,['Bilophila_sp._4_1_30__BilSpec3'],NA
QWCE01.143185.1_1/6-181,QWCE01,SAMN09866716,['Gordonibacter_pamelaeae__GrdPame5'],0.379795377
QWCE01.148739.1_1/8-192,QWCE01,SAMN09866716,['Gordonibacter_pamelaeae__GrdPame5'],NA
QWCE01.141726.1_2/4-113,QWCE01,SAMN09866716,['Thermodesulfobium_narugense__CP002690'],0.995564377
OWCY01.6912.1_2/20-361,OWCY01,SAMEA3708620,['Desulfovibrio_piger__DslPige3'],0.031098363
OWCY01.6912.1_3/6-418,OWCY01,SAMEA3708620,['Desulfovibrio_piger__DslPige2'],0.02552919
OWCY01.44532.1_1/21-270,OWCY01,SAMEA3708620,['Bilophila_wadsworthia__BilWads6'],NA
ORRJ01.22585.1_1/2-338,ORRJ01,SAMEA2338649,['Bilophila_wadsworthia__BilWads6'],0.151244964
ORRJ01.13417.1_2/6-418,ORRJ01,SAMEA2338649,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.031256363
UERO01.20183.1_1/63-344,UERO01,SAMN06115397,['Bilophila_sp._4_1_30__BilSpec3'],NA
UERO01.11922.1_1/2-214,UERO01,SAMN06115397,['Bilophila_wadsworthia__BilWads6'],0.118421964
OPAP01.30399.1_1/2-185,OPAP01,SAMEA1967055,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.001825363
OURY01.49778.1_1/1-225,OURY01,SAMEA2338638,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],NA
OYXC01.9658.1_1/19-265,OYXC01,SAMN06165016,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.038967363
OYXC01.9658.1_2/2-211,OYXC01,SAMN06165016,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
USZA01.13236.1_3/52-401,USZA01,SAMN06112073,['Bilophila_wadsworthia__BilWads6'],0.139653964
USZA01.41154.1_2/12-171,USZA01,SAMN06112073,['Desulfitibacter_alkalitolerans__DfiAlka2'],1.188539796
UZLQ01.611.1_9/10-349,UZLQ01,SAMN00715227,['Bilophila_wadsworthia__BilWads6'],0.099325964
UZLQ01.611.1_10/63-344,UZLQ01,SAMN00715227,['Bilophila_sp._4_1_30__BilSpec3'],NA
UPRH01.19723.1_1/21-362,UPRH01,SAMEA2737760,['Bilophila_wadsworthia__BilWads6'],0.099325964
UPMW01.3186.1_7/21-361,UPMW01,SAMEA2737879,['uncultured_bacterium__EF645667'],0.141870722
UPMW01.3186.1_8/4-420,UPMW01,SAMEA2737879,['uncultured_bacterium__EF645667'],0.084710606
OYQB01.459.1_2/12-336,OYQB01,SAMN06165467,['Desulfitibacter_alkalitolerans__DfiAlka2'],0.827820796
OYQB01.459.1_1/3-366,OYQB01,SAMN06165467,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.125624984
OYQB01.5101.1_1/17-211,OYQB01,SAMN06165467,"['Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA
CAAELL01.26.1_13/18-361,CAAELL01,SAMEA5280031,['uncultured_bacterium__EF645667'],0.643491604
CAAELL01.26.1_14/5-399,CAAELL01,SAMEA5280031,['uncultured_bacterium__EF645667'],0.513948604
UPMM01.15656.1_2/4-419,UPMM01,SAMEA2737839,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.015160363
ORIF01.7405.1_1/14-339,ORIF01,SAMN04329858,['Desulfitibacter_alkalitolerans__DfiAlka2'],0.820167796
ORIF01.8035.1_2/4-370,ORIF01,SAMN04329858,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.145139984
ORIF01.8853.1_1/4-394,ORIF01,SAMN04329858,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.085403418
OYKH01.90.1_1/21-362,OYKH01,SAMN06165444,['Bilophila_wadsworthia__BilWads6'],0.099325964
OYKH01.90.1_2/39-319,OYKH01,SAMN06165444,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA
OYKH01.1193.1_1/1-201,OYKH01,SAMN06165444,['Desulfitibacter_alkalitolerans__DfiAlka2'],0.757769796
OYKH01.3199.1_1/22-192,OYKH01,SAMN06165444,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.165404984
CABRAA01.133.1_8/12-350,CABRAA01,SAMEA5850570,['Desulfitibacter_alkalitolerans__DfiAlka2'],1.003215796
CABRAA01.133.1_7/5-373,CABRAA01,SAMEA5850570,['MSW_digester_clone__Unc01cxc'],1.7697026
OXJK01.30384.1_1/4-183,OXJK01,SAMN05826969,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA
UPQN01.3.1_187/18-361,UPQN01,SAMEA2737804,['uncultured_bacterium__EF645667'],0.653703604
UPQN01.3.1_186/5-398,UPQN01,SAMEA2737804,['uncultured_bacterium__EF645667'],0.506586604
USWG01.18375.1_1/12-232,USWG01,SAMN06111996,['Bilophila_sp._4_1_30__BilSpec3'],NA
UZHZ01.1361.1_6/21-362,UZHZ01,SAMN00791913,['Bilophila_sp._4_1_30__BilSpec3'],0.001666865
UZHZ01.1361.1_5/63-344,UZHZ01,SAMN00791913,['Bilophila_sp._4_1_30__BilSpec3'],NA
WGVM01.188.1_1/4-395,WGVM01,SAMN12905038,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.036407363
OZKV01.8779.1_1/6-418,OZKV01,SAMN06165244,['Desulfovibrio_piger__DslPige3'],0.028968363
CAJLMI01.293.1_2/12-336,CAJLMI01,SAMEA7847400,['Desulfitibacter_alkalitolerans__DfiAlka2'],0.848919796
CAJLMI01.293.1_1/8-314,CAJLMI01,SAMEA7847400,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],NA
OYGB01.116.1_4/12-350,OYGB01,SAMN06165590,['Desulfitibacter_alkalitolerans__DfiAlka2'],1.091025796
OYGB01.116.1_5/7-374,OYGB01,SAMN06165590,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.463639984
OYGB01.157.1_2/21-361,OYGB01,SAMN06165590,['uncultured_bacterium__EF645667'],0.141870722
OYGB01.157.1_1/28-449,OYGB01,SAMN06165590,['uncultured_bacterium__EF645667'],0.084710606
OQPZ01.68446.1_1/4-194,OQPZ01,SAMN02712189,['Bilophila_sp._4_1_30__BilSpec3'],0.046649865
OWBQ01.8.1_52/18-361,OWBQ01,SAMEA3708561,['uncultured_bacterium__EF645667'],0.653703604
OWBQ01.8.1_53/5-398,OWBQ01,SAMEA3708561,['uncultured_bacterium__EF645667'],0.509774604
OPRK01.12948.1_1/8-143,OPRK01,SAMEA1966253,['Bilophila_wadsworthia__BilWads6'],0.155512964
OWQQ01.8304.1_3/20-361,OWQQ01,SAMEA4378285,['Desulfovibrio_piger__DslPige3'],0.021715363
OWQQ01.8304.1_2/4-418,OWQQ01,SAMEA4378285,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.058560418
OYKR01.283.1_1/21-362,OYKR01,SAMN06165504,['Bilophila_wadsworthia__BilWads6'],0.099325964
OYKR01.283.1_2/96-377,OYKR01,SAMN06165504,['Bilophila_sp._4_1_30__BilSpec3'],NA
ORRD01.1201.1_14/8-368,ORRD01,SAMEA2338677,['Gordonibacter_pamelaeae__GrdPame5'],0.898348377
UZNL01.14334.1_1/5-250,UZNL01,SAMN00715143,['Candidatus_Desulfovibrio_trichonymphae'],0.338026055
ULSH01.35401.1_1/4-202,ULSH01,SAMEA4835702,['uncultured_bacterium__EF645667'],NA
UYDM01.8511.1_3/20-361,UYDM01,SAMEA2151439,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.090259418
UYDM01.8511.1_2/6-419,UYDM01,SAMEA2151439,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.079919418
OQQY01.71910.1_1/4-199,OQQY01,SAMN02711295,['Bilophila_wadsworthia__BilWads6'],0.099325964
OQQY01.70848.1_1/1-200,OQQY01,SAMN02711295,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA
OVYG01.1315.1_13/21-362,OVYG01,SAMEA3708462,['Bilophila_wadsworthia__BilWads6'],0.099325964
OVYG01.1315.1_12/63-344,OVYG01,SAMEA3708462,['Bilophila_sp._4_1_30__BilSpec3'],NA
UXRB01.19263.1_2/20-361,UXRB01,SAMEA2155512,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.077027418
UXRB01.19263.1_3/8-269,UXRB01,SAMEA2155512,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
UPMR01.3615.1_3/20-361,UPMR01,SAMEA2737866,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.001825363
UPMR01.3615.1_9/20-361,UPMR01,SAMEA2737866,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.001825363
UPMR01.3615.1_10/4-418,UPMR01,SAMEA2737866,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.082597418
UPMR01.3615.1_4/6-418,UPMR01,SAMEA2737866,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.082597418
OWSK01.6388.1_2/6-418,OWSK01,SAMEA4378329,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.053893418
OWSK01.6388.1_1/19-264,OWSK01,SAMEA4378329,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.011057363
OWSK01.6388.1_6/3-177,OWSK01,SAMEA4378329,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4', 'uncultured_bacterium__EF645667']",NA
CAABUQ01.5070.1_1/4-342,CAABUQ01,SAMN00691554,['Desulfovibrio_desulfuricans__DslDes17'],0.006744695
OWEA01.6517.1_2/20-361,OWEA01,SAMEA3708617,['uncultured_bacterium__EF645667'],0.205218604
OWEA01.6517.1_3/6-418,OWEA01,SAMEA3708617,['Desulfovibrio_piger__DslPige3'],0.024415363
UZIE01.3608.1_6/21-362,UZIE01,SAMN00791944,['Bilophila_wadsworthia__BilWads6'],0.099325964
UZIE01.3608.1_5/63-344,UZIE01,SAMN00791944,['Bilophila_sp._4_1_30__BilSpec3'],NA
ORVI01.27023.1_1/63-395,ORVI01,SAMEA2338833,['Bilophila_sp._4_1_30__BilSpec3'],0.102194865
ORVI01.95990.1_1/7-122,ORVI01,SAMEA2338833,['Desulfovibrio_vulgaris__DQ826729'],0.616841611
ULXL01.46695.1_1/3-329,ULXL01,SAMEA4835837,['Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358'],NA
ULXL01.61062.1_1/5-210,ULXL01,SAMEA4835837,['Desulfovibrio_desulfuricans__DslDes17'],0.006744695
OYRO01.1954.1_1/3-229,OYRO01,SAMN06165543,['MSW_digester_clone__Unc01cxc'],1.5435876
ULRD01.28831.1_1/3-210,ULRD01,SAMEA4835675,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
ULRD01.46055.1_1/9-144,ULRD01,SAMEA4835675,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
OWBH01.12160.1_1/10-145,OWBH01,SAMEA3708628,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'uncultured_bacterium__EF645667']",NA
UEYE01.14975.1_1/1-326,UEYE01,SAMN06115512,['Bilophila_wadsworthia__BilWads6'],0.197242964
UEYE01.11137.1_2/63-400,UEYE01,SAMN06115512,['uncultured_bacterium__EF645667'],0.446614604
UEYE01.31469.1_1/1-233,UEYE01,SAMN06115512,['Bilophila_sp._4_1_30__BilSpec3'],0.009173865
UEYE01.11137.1_1/18-211,UEYE01,SAMN06115512,['uncultured_bacterium__EF645667'],0.703245604
UMHE01.11170.1_3/18-361,UMHE01,SAMEA4836090,['uncultured_bacterium__EF645667'],0.653703604
UMHE01.11170.1_4/3-391,UMHE01,SAMEA4836090,['uncultured_bacterium__EF645667'],0.509774604
OQXB01.18.1_116/12-350,OQXB01,SAMN04161035,['Desulfitibacter_alkalitolerans__DfiAlka2'],1.091551796
OQXB01.18.1_117/5-374,OQXB01,SAMN04161035,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.349386984
ORCJ01.30263.1_1/1-203,ORCJ01,SAMN06115435,['Desulfovibrio_vulgaris__DQ826729'],0.375513894
ORWY01.341.1_49/20-361,ORWY01,SAMEA2338866,['uncultured_bacterium__EF645667'],0.213210604
ORWY01.1258.1_15/21-362,ORWY01,SAMEA2338866,['Bilophila_wadsworthia__BilWads6'],0.099325964
ORWY01.1258.1_16/63-344,ORWY01,SAMEA2338866,['Bilophila_sp._4_1_30__BilSpec3'],NA
ORWY01.95422.1_1/3-221,ORWY01,SAMEA2338866,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
ORWY01.114984.1_1/4-189,ORWY01,SAMEA2338866,['Desulfovibrio_piger__DslPige4'],0.113877418
UZMI01.6922.1_2/3-108,UZMI01,SAMN00715204,['Gordonibacter_pamelaeae__GrdPame5'],0.302107377
OWSN01.3025.1_6/21-362,OWSN01,SAMEA4378267,['Bilophila_wadsworthia__BilWads6'],0.108393964
OZPB01.8102.1_1/20-314,OZPB01,SAMN06164804,['uncultured_bacterium__EF645667'],0.196126604
OZPB01.8102.1_2/6-265,OZPB01,SAMN06164804,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
UZPQ01.2536.1_4/21-362,UZPQ01,SAMN00791950,['Bilophila_wadsworthia__BilWads6'],0.099325964
UZPQ01.2536.1_3/63-344,UZPQ01,SAMN00791950,['Bilophila_sp._4_1_30__BilSpec3'],NA
UMHG01.13160.1_5/63-344,UMHG01,SAMEA4836092,['Bilophila_sp._4_1_30__BilSpec3'],NA
UMHG01.7059.1_1/31-169,UMHG01,SAMEA4836092,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'uncultured_bacterium__EF645667']",NA
OYNY01.1690.1_1/22-157,OYNY01,SAMN06165549,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'uncultured_bacterium__EF645667']",NA
UPPQ01.16932.1_2/3-342,UPPQ01,SAMEA2737763,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.075807418
UZHX01.6273.1_1/63-251,UZHX01,SAMN00791942,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA
UYDJ01.9802.1_4/20-361,UYDJ01,SAMEA2144396,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.001825363
UYDJ01.9802.1_3/6-418,UYDJ01,SAMEA2144396,['Desulfovibrio_piger__DslPige3'],0.023370363
CABQGW01.433.1_2/7-252,CABQGW01,SAMEA5850071,['Desulfovibrio_vulgaris__DQ826729'],NA
UZTU01.1044.1_15/21-362,UZTU01,SAMN00792072,['Bilophila_wadsworthia__BilWads6'],0.099325964
UZTU01.1044.1_16/63-344,UZTU01,SAMN00792072,['Bilophila_sp._4_1_30__BilSpec3'],NA
ORHZ01.1504.1_4/12-350,ORHZ01,SAMN04329852,['Desulfitibacter_alkalitolerans__DfiAlka2'],0.968422796
ORHZ01.1504.1_5/5-373,ORHZ01,SAMN04329852,['MSW_digester_clone__Unc01cxc'],1.6983376
ORHZ01.9796.1_5/7-200,ORHZ01,SAMN04329852,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],0.669649174
ORHZ01.22362.1_1/18-192,ORHZ01,SAMN04329852,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.146682984
OQDZ01.8857.1_2/9-186,OQDZ01,SAMD00036330,"['uncultured_bacterium__EF645667', 'uncultured_bacterium__EF645664', 'Desulfovibrio_desulfuricans__DQ092635']",NA
ORPW01.19403.1_2/4-426,ORPW01,SAMEA2338703,['Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358'],0.019344829
ORPW01.41734.1_1/1-229,ORPW01,SAMEA2338703,['Desulfovibrio_desulfuricans__DslDes17'],0.006744695
OYNT01.275.1_4/12-350,OYNT01,SAMN06165591,['Desulfitibacter_alkalitolerans__DfiAlka2'],1.091025796
