# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_8_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_8/A22_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_8/A22_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_8/A22_2.bam	RPKG
40497_2	k141_87800	1283	2848	-	1566	3887	1.21989
40498_1	k141_105217	19	825	-	807	245	0.149207
40498_2	k141_105217	835	1239	-	405	161	0.195375
40498_3	k141_105217	1290	3290	-	2001	1129	0.277296
40498_4	k141_105217	3405	3953	-	549	281	0.251554
40498_5	k141_105217	4019	4414	+	396	147	0.18244
40498_6	k141_105217	4531	6141	+	1611	688	0.209889
40498_7	k141_105217	6211	6768	+	558	221	0.19465
40498_8	k141_105217	6820	7458	-	639	326	0.250734
40499_1	k141_114041	3	2159	-	2157	0	0
40499_2	k141_114041	2221	3051	-	831	1	0.00059142
40500_1	k141_87803	2	94	-	93	2	0.0105693
40500_2	k141_87803	331	1152	-	822	12	0.00717475
40501_1	k141_79051	3	1196	+	1194	49	0.0201692
40501_2	k141_79051	1205	2737	+	1533	73	0.0234034
40501_3	k141_79051	2754	4151	+	1398	94	0.0330459
40501_4	k141_79051	4172	4498	+	327	12	0.0180356
40501_5	k141_79051	4495	5610	+	1116	55	0.0242212
40501_6	k141_79051	5647	6054	+	408	10	0.0120458
40501_7	k141_79051	6108	6245	+	138	4	0.0142455
40501_8	k141_79051	6433	7176	+	744	37	0.0244414
40501_9	k141_79051	7222	8154	+	933	76	0.040034
40501_10	k141_79051	9041	10267	+	1227	71	0.0284388
40501_11	k141_79051	10271	11971	+	1701	99	0.0286041
40501_12	k141_79051	11987	13243	+	1257	48	0.0187674
40501_13	k141_79051	13326	14261	-	936	42	0.0220532
40501_14	k141_79051	14401	15837	+	1437	77	0.0263349
40501_15	k141_79051	15935	17794	+	1860	96	0.0253662
40502_1	k141_139930	492	638	+	147	0	0
40502_2	k141_139930	793	1347	+	555	0	0
40502_3	k141_139930	1500	3590	+	2091	2	0.000470082
40502_4	k141_139930	3649	4248	+	600	11	0.00901029
40502_5	k141_139930	4397	5266	+	870	5	0.00282454
40502_6	k141_139930	5411	6169	+	759	3	0.00194257
40502_7	k141_139930	6170	6625	+	456	4	0.00431114
40502_8	k141_139930	6687	8387	+	1701	11	0.00317823
40502_9	k141_139930	8499	10955	+	2457	22	0.00440063
40502_10	k141_139930	11073	12764	+	1692	10	0.00290467
40502_11	k141_139930	12853	13506	+	654	7	0.00526039
40502_12	k141_139930	13540	14388	+	849	10	0.00578881
40502_13	k141_139930	14404	14835	+	432	1	0.00113766
40502_14	k141_139930	14848	16086	+	1239	3	0.00119
40502_15	k141_139930	16099	16596	+	498	2	0.00197378
40503_1	k141_87804	1	120	-	120	0	0
40503_2	k141_87804	153	416	-	264	10	0.0186163
40503_3	k141_87804	796	1098	+	303	0	0
40503_4	k141_87804	1095	1685	+	591	2	0.00166318
40503_5	k141_87804	1699	6438	+	4740	7	0.0007258
40503_6	k141_87804	6498	8009	+	1512	4	0.00130019
40503_7	k141_87804	8058	8894	+	837	4	0.00234872
40503_8	k141_87804	8899	9573	+	675	0	0
40503_9	k141_87804	9533	10174	+	642	0	0
40503_10	k141_87804	10132	10446	-	315	2	0.00312045
40504_1	k141_87807	2	1060	+	1059	3	0.00139227
40504_2	k141_87807	1064	1591	+	528	5	0.00465408
40505_1	k141_79056	2	736	+	735	2	0.00133733
40505_2	k141_79056	860	1390	+	531	8	0.00740445
40505_3	k141_79056	1350	1820	+	471	1	0.00104346
40505_4	k141_79056	2027	2359	+	333	0	0
40506_1	k141_7455	3	104	+	102	0	0
40506_2	k141_7455	145	3273	+	3129	9	0.00141363
40506_3	k141_7455	3535	4872	+	1338	15	0.00550976
40507_1	k141_79057	92	1246	+	1155	11	0.00468067
40508_1	k141_87812	2	133	+	132	0	0
40508_2	k141_87812	422	1186	+	765	0	0
40509_1	k141_79058	3	1061	-	1059	3	0.00139227
40510_1	k141_7457	1	405	-	405	36	0.0436863
40510_2	k141_7457	426	1607	-	1182	145	0.0602904
40510_3	k141_7457	1607	2554	-	948	136	0.0705063
40510_4	k141_7457	2621	2686	-	66	2	0.014893
40511_1	k141_79061	3	155	+	153	0	0
40511_2	k141_79061	556	1644	+	1089	17	0.00767217
40512_1	k141_105223	182	1012	-	831	36	0.0212911
40512_2	k141_105223	1065	1382	-	318	2	0.00309101
40512_3	k141_105223	1403	1975	-	573	6	0.00514629
40512_4	k141_105223	1980	2327	-	348	13	0.0183595
40512_5	k141_105223	2502	3374	-	873	41	0.0230817
40512_6	k141_105223	3398	4039	-	642	8	0.00612424
40512_7	k141_105223	4239	5249	-	1011	39	0.0189588
40512_8	k141_105223	5246	5917	-	672	22	0.0160898
40512_9	k141_105223	6425	7807	+	1383	68	0.0241648
40512_10	k141_105223	8028	9782	-	1755	81	0.0226832
40512_11	k141_105223	9957	10187	-	231	4	0.00851031
40512_12	k141_105223	10263	11495	-	1233	46	0.0183355
40512_13	k141_105223	11663	12082	-	420	24	0.028084
40512_14	k141_105223	12211	13452	-	1242	55	0.021764
40512_15	k141_105223	13495	14043	-	549	22	0.0196946
40512_16	k141_105223	14239	14748	+	510	17	0.0163823
40512_17	k141_105223	14832	15998	-	1167	42	0.0176879
40512_18	k141_105223	15995	17170	-	1176	27	0.0112838
40512_19	k141_105223	17174	17413	-	240	6	0.0122868
40512_20	k141_105223	17459	18247	-	789	27	0.0168184
40512_21	k141_105223	18292	18438	-	147	4	0.0133733
40513_1	k141_79062	37	1068	-	1032	7	0.00333362
40514_1	k141_7458	34	915	+	882	10	0.00557223
40514_2	k141_7458	1053	1325	-	273	1	0.00180026
40514_3	k141_7458	1409	1657	-	249	0	0
40514_4	k141_7458	1697	1885	-	189	0	0
40515_1	k141_7460	492	1502	+	1011	32	0.0155559
40515_2	k141_7460	1522	1944	+	423	2	0.00232374
40516_1	k141_79065	1	123	-	123	5	0.0199785
40516_2	k141_79065	557	1411	-	855	49	0.0281661
40516_3	k141_79065	1418	1807	-	390	25	0.0315045
40517_1	k141_105226	3	464	+	462	0	0
40517_2	k141_105226	615	1292	+	678	0	0
40517_3	k141_105226	1621	2262	+	642	2	0.00153106
40518_1	k141_79067	293	1108	-	816	3	0.00180688
40518_2	k141_79067	1126	1404	-	279	0	0
40519_1	k141_105227	3	77	-	75	0	0
40519_2	k141_105227	188	892	-	705	74	0.051587
40519_3	k141_105227	1230	1775	-	546	213	0.191727
40519_4	k141_105227	2059	3198	+	1140	548	0.236251
40520_1	k141_7461	3	1715	-	1713	23	0.00659884
40520_2	k141_7461	1684	1791	-	108	0	0
40520_3	k141_7461	1788	1973	-	186	2	0.00528463
40520_4	k141_7461	1977	2114	+	138	1	0.00356138
40520_5	k141_7461	2324	2866	-	543	7	0.00633571
40520_6	k141_7461	2859	3626	-	768	11	0.00703929
40520_7	k141_7461	3592	5349	-	1758	20	0.00559124
40521_1	k141_7463	3	1157	+	1155	0	0
40521_2	k141_7463	1157	1459	+	303	0	0
40522_1	k141_79072	3	164	-	162	0	0
40522_2	k141_79072	148	798	-	651	11	0.00830441
40522_3	k141_79072	973	1485	-	513	0	0
40522_4	k141_79072	1505	2587	-	1083	8	0.00363044
40522_5	k141_79072	2753	2920	-	168	1	0.00292542
40522_6	k141_79072	3042	4379	-	1338	5	0.00183659
40522_7	k141_79072	4494	4931	-	438	0	0
40522_8	k141_79072	5161	5385	-	225	1	0.00218431
40522_9	k141_79072	5361	5600	-	240	2	0.00409559
40523_1	k141_79078	2	640	-	639	7	0.00538387
40523_2	k141_79078	753	1151	-	399	0	0
40524_1	k141_79079	3	65	-	63	1	0.00780112
40524_2	k141_79079	120	1091	-	972	11	0.00556191
40524_3	k141_79079	1168	1611	-	444	6	0.00664149
40524_4	k141_79079	1668	1787	+	120	2	0.00819117
40525_1	k141_17507	185	2662	+	2478	38	0.00753667
40525_2	k141_17507	2929	6474	+	3546	79	0.0109493
40525_3	k141_17507	6568	7275	-	708	7	0.00485917
40525_4	k141_17507	7308	8159	-	852	10	0.00576843
40525_5	k141_17507	8380	10659	+	2280	22	0.00474226
40525_6	k141_17507	10663	11805	+	1143	29	0.0124695
40525_7	k141_17507	11860	12441	+	582	10	0.00844451
40525_8	k141_17507	12499	13095	+	597	3	0.0024697
40525_9	k141_17507	13208	15862	+	2655	35	0.00647889
40525_10	k141_17507	16325	19237	+	2913	65	0.0109666
40525_11	k141_17507	19255	20169	+	915	12	0.00644551
40525_12	k141_17507	20227	21015	+	789	13	0.00809774
40525_13	k141_17507	21144	21911	+	768	21	0.0134386
40525_14	k141_17507	22083	23459	+	1377	39	0.0139196
40525_15	k141_17507	23755	24990	+	1236	29	0.0115313
40525_16	k141_17507	25119	27752	+	2634	55	0.0102623
40525_17	k141_17507	28175	28357	+	183	5	0.0134282
40525_18	k141_17507	28477	29184	+	708	5	0.00347084
40525_19	k141_17507	29228	30142	+	915	4	0.0021485
40525_20	k141_17507	30162	32009	+	1848	14	0.00372326
40525_21	k141_17507	32006	33277	+	1272	13	0.00502289
40525_22	k141_17507	33285	34244	+	960	26	0.0133107
40525_23	k141_17507	34261	36087	+	1827	10	0.00269004
40525_24	k141_17507	36047	37111	+	1065	25	0.0115369
40525_25	k141_17507	37369	37509	+	141	0	0
40525_26	k141_17507	37490	38902	+	1413	32	0.0111303
40525_27	k141_17507	39080	39514	+	435	6	0.0067789
40525_28	k141_17507	39636	41768	+	2133	42	0.00967733
40525_29	k141_17507	42357	42674	+	318	3	0.00463651
40525_30	k141_17507	42726	42830	+	105	0	0
40525_31	k141_17507	42956	44323	-	1368	17	0.00610745
40525_32	k141_17507	44566	46455	-	1890	13	0.00338048
40525_33	k141_17507	46489	47895	-	1407	21	0.00733538
40525_34	k141_17507	48145	49077	+	933	14	0.00737469
40525_35	k141_17507	49241	49807	+	567	7	0.00606754
40525_36	k141_17507	49908	51287	+	1380	30	0.0106841
40525_37	k141_17507	51696	52550	+	855	17	0.00977193
40525_38	k141_17507	52577	54049	+	1473	26	0.00867497
40525_39	k141_17507	54098	54766	+	669	6	0.00440781
40525_40	k141_17507	54793	55536	+	744	2	0.00132116
40525_41	k141_17507	55537	56640	+	1104	19	0.00845828
40525_42	k141_17507	56777	58723	-	1947	46	0.0116115
40525_43	k141_17507	58863	59783	-	921	14	0.00747078
40525_44	k141_17507	59993	61072	+	1080	34	0.0154722
40525_45	k141_17507	61087	61956	+	870	14	0.00790872
40525_46	k141_17507	61972	62775	+	804	18	0.0110031
40525_47	k141_17507	62806	64056	+	1251	17	0.00667865
40525_48	k141_17507	64071	66158	+	2088	27	0.00635522
40525_49	k141_17507	66159	68852	+	2694	48	0.00875671
40525_50	k141_17507	68914	70005	-	1092	26	0.0117017
40525_51	k141_17507	70350	72152	+	1803	16	0.00436136
40525_52	k141_17507	72159	73121	+	963	5	0.00255177
40525_53	k141_17507	73248	74648	+	1401	21	0.00736679
40525_54	k141_17507	74663	75964	+	1302	22	0.00830441
40525_55	k141_17507	76047	76931	+	885	2	0.00111067
40525_56	k141_17507	77046	78932	+	1887	18	0.00468811
40525_57	k141_17507	79105	79494	-	390	3	0.00378054
40525_58	k141_17507	79839	80771	+	933	35	0.0184367
40525_59	k141_17507	80860	82254	+	1395	26	0.00916002
40525_60	k141_17507	82304	82714	+	411	10	0.0119579
40525_61	k141_17507	82745	83923	+	1179	34	0.014173
40525_62	k141_17507	83996	84901	-	906	5	0.00271231
40525_63	k141_17507	85125	86027	+	903	9	0.00489838
40525_64	k141_17507	85993	86919	-	927	20	0.0106035
40525_65	k141_17507	86939	87112	+	174	1	0.00282454
40525_66	k141_17507	87114	88280	+	1167	23	0.00968622
40525_67	k141_17507	88296	89792	+	1497	17	0.00558116
40525_68	k141_17507	89919	90935	+	1017	28	0.0135311
40525_69	k141_17507	91335	92897	+	1563	32	0.0100621
40525_70	k141_17507	93208	94536	+	1329	29	0.0107243
40525_71	k141_17507	94595	95143	+	549	4	0.00358084
40525_72	k141_17507	95196	96020	+	825	16	0.00953155
40525_73	k141_17507	96136	97350	+	1215	18	0.00728104
40525_74	k141_17507	97830	99158	+	1329	19	0.00702629
40525_75	k141_17507	99193	99534	+	342	5	0.00718524
40525_76	k141_17507	99569	101029	+	1461	24	0.00807344
40525_77	k141_17507	101031	102470	+	1440	26	0.00887377
40525_78	k141_17507	102942	103652	+	711	8	0.00552991
40525_79	k141_17507	103649	104917	+	1269	26	0.0100695
40525_80	k141_17507	104986	105408	+	423	10	0.0116187
40525_81	k141_17507	105535	106902	+	1368	20	0.00718524
40525_82	k141_17507	106913	108367	+	1455	14	0.00472892
40525_83	k141_17507	108392	109315	+	924	27	0.0143611
40525_84	k141_17507	109312	110709	+	1398	18	0.00632794
40525_85	k141_17507	110776	111156	+	381	3	0.00386985
40525_86	k141_17507	111304	112200	+	897	20	0.0109581
40525_87	k141_17507	112259	112777	+	519	20	0.0189391
40525_88	k141_17507	112774	113841	+	1068	11	0.00506196
40525_89	k141_17507	113962	114519	+	558	10	0.00880771
40525_90	k141_17507	114827	115618	+	792	27	0.0167547
40525_91	k141_17507	115678	115974	-	297	2	0.00330956
40525_92	k141_17507	116013	116996	+	984	9	0.00449516
40525_93	k141_17507	117103	118137	+	1035	13	0.00617306
40526_1	k141_17510	35	1126	-	1092	10	0.00450064
40527_1	k141_79083	24	623	-	600	20	0.0163823
40527_2	k141_79083	762	1733	-	972	31	0.0156745
40527_3	k141_79083	1805	2950	-	1146	49	0.021014
40527_4	k141_79083	2937	3065	-	129	2	0.0076197
40528_1	k141_158005	211	2052	-	1842	9	0.00240132
40528_2	k141_158005	2247	3992	-	1746	0	0
40528_3	k141_158005	4103	4318	-	216	0	0
40528_4	k141_158005	4555	5568	+	1014	1	0.000484685
40528_5	k141_158005	5611	7074	-	1464	1	0.000335704
40528_6	k141_158005	7123	7728	-	606	0	0
40528_7	k141_158005	7725	8636	-	912	0	0
40528_8	k141_158005	8843	9775	+	933	0	0
40528_9	k141_158005	9788	10405	-	618	0	0
40528_10	k141_158005	10510	10878	+	369	1	0.0013319
40528_11	k141_158005	10969	11790	+	822	0	0
40528_12	k141_158005	11971	13209	-	1239	0	0
40528_13	k141_158005	13273	13893	-	621	0	0
40528_14	k141_158005	14135	15436	+	1302	0	0
40528_15	k141_158005	15459	18299	+	2841	0	0
40528_16	k141_158005	18347	19780	+	1434	0	0
40528_17	k141_158005	20573	22234	-	1662	0	0
40528_18	k141_158005	22261	22890	-	630	0	0
40528_19	k141_158005	23159	23359	+	201	0	0
40528_20	k141_158005	23402	24466	-	1065	0	0
40528_21	k141_158005	24468	25217	-	750	0	0
40528_22	k141_158005	25233	27746	-	2514	0	0
40528_23	k141_158005	27797	28348	-	552	0	0
40528_24	k141_158005	28632	28922	-	291	0	0
40528_25	k141_158005	29296	29949	+	654	0	0
40528_26	k141_158005	30211	30381	+	171	0	0
40528_27	k141_158005	30439	31212	-	774	0	0
40528_28	k141_158005	31328	32143	+	816	0	0
40528_29	k141_158005	32181	33341	-	1161	0	0
40528_30	k141_158005	33347	34018	-	672	0	0
40528_31	k141_158005	34166	35647	-	1482	4	0.00132651
40528_32	k141_158005	35852	36481	+	630	0	0
40528_33	k141_158005	36482	36904	+	423	0	0
40528_34	k141_158005	36929	37756	+	828	0	0
40528_35	k141_158005	37756	38337	+	582	0	0
40528_36	k141_158005	38366	40258	+	1893	0	0
40528_37	k141_158005	40306	40620	-	315	0	0
40528_38	k141_158005	40651	41232	-	582	0	0
40528_39	k141_158005	41482	41961	+	480	0	0
40528_40	k141_158005	41964	42674	+	711	0	0
40528_41	k141_158005	42681	43013	+	333	0	0
40528_42	k141_158005	43059	44408	-	1350	0	0
40528_43	k141_158005	44405	45064	-	660	0	0
40528_44	k141_158005	45216	45608	+	393	0	0
40528_45	k141_158005	45661	46143	+	483	0	0
40528_46	k141_158005	46348	46644	+	297	0	0
40528_47	k141_158005	46646	47041	+	396	0	0
40528_48	k141_158005	47174	48781	+	1608	0	0
40528_49	k141_158005	48919	51177	+	2259	0	0
40528_50	k141_158005	51411	52148	+	738	0	0
40528_51	k141_158005	52223	53635	+	1413	0	0
40528_52	k141_158005	53746	55965	+	2220	0	0
40528_53	k141_158005	56008	56265	-	258	0	0
40528_54	k141_158005	56316	57242	-	927	0	0
40528_55	k141_158005	57442	58269	-	828	0	0
40528_56	k141_158005	58374	59537	-	1164	0	0
40528_57	k141_158005	59674	60630	+	957	0	0
40528_58	k141_158005	60670	61329	-	660	0	0
40528_59	k141_158005	61469	62656	-	1188	0	0
40528_60	k141_158005	62908	63642	+	735	0	0
40528_61	k141_158005	63649	64074	+	426	0	0
40528_62	k141_158005	64113	64997	-	885	0	0
40528_63	k141_158005	65188	65682	+	495	0	0
40528_64	k141_158005	65722	66762	-	1041	0	0
40528_65	k141_158005	66919	67806	+	888	0	0
40528_66	k141_158005	67925	68212	+	288	0	0
40528_67	k141_158005	68401	69519	+	1119	0	0
40528_68	k141_158005	69522	70508	+	987	0	0
40528_69	k141_158005	70498	71676	+	1179	0	0
40528_70	k141_158005	71673	73376	+	1704	0	0
40528_71	k141_158005	73376	73870	+	495	0	0
40528_72	k141_158005	73863	74351	+	489	0	0
40528_73	k141_158005	74344	74685	+	342	0	0
40528_74	k141_158005	74698	74946	+	249	0	0
40528_75	k141_158005	75016	75882	-	867	0	0
40528_76	k141_158005	76087	77946	+	1860	0	0
40528_77	k141_158005	78238	79737	+	1500	0	0
40528_78	k141_158005	79786	80478	-	693	0	0
40528_79	k141_158005	80667	81365	+	699	0	0
40528_80	k141_158005	81397	82155	+	759	0	0
40528_81	k141_158005	82201	83550	+	1350	0	0
40528_82	k141_158005	83550	84374	+	825	0	0
40528_83	k141_158005	84386	84946	+	561	0	0
40528_84	k141_158005	84977	86047	+	1071	0	0
40528_85	k141_158005	86044	87123	+	1080	0	0
40528_86	k141_158005	87158	88330	-	1173	0	0
40528_87	k141_158005	88330	88578	-	249	0	0
40528_88	k141_158005	88610	89119	-	510	0	0
40528_89	k141_158005	89162	89524	-	363	0	0
40528_90	k141_158005	89521	91209	-	1689	0	0
40528_91	k141_158005	91613	92755	+	1143	0	0
40528_92	k141_158005	92762	93526	-	765	2	0.00128489
40528_93	k141_158005	93777	95276	+	1500	4	0.00131059
40528_94	k141_158005	95276	96328	+	1053	5	0.00233367
40528_95	k141_158005	96339	97562	+	1224	0	0
40528_96	k141_158005	97567	97971	+	405	0	0
40528_97	k141_158005	97993	100164	+	2172	0	0
40528_98	k141_158005	100519	102201	+	1683	0	0
40528_99	k141_158005	102686	107242	+	4557	0	0
40528_100	k141_158005	107372	108181	+	810	0	0
40528_101	k141_158005	108247	108657	+	411	0	0
40528_102	k141_158005	108792	109634	+	843	0	0
40528_103	k141_158005	109664	111724	+	2061	0	0
40528_104	k141_158005	111724	113217	+	1494	0	0
40528_105	k141_158005	113217	114440	+	1224	0	0
40528_106	k141_158005	114457	114912	+	456	0	0
40528_107	k141_158005	114916	115479	+	564	0	0
40528_108	k141_158005	115476	115847	+	372	0	0
40528_109	k141_158005	115844	116449	+	606	0	0
40528_110	k141_158005	116446	117423	+	978	0	0
40528_111	k141_158005	117420	118598	+	1179	0	0
40528_112	k141_158005	118600	119136	+	537	0	0
40528_113	k141_158005	120195	120971	+	777	0	0
40528_114	k141_158005	120968	121627	+	660	0	0
40528_115	k141_158005	121677	122300	+	624	0	0
40528_116	k141_158005	122297	123337	+	1041	0	0
40528_117	k141_158005	123337	124593	+	1257	0	0
40528_118	k141_158005	124656	125765	+	1110	0	0
40528_119	k141_158005	125731	126906	+	1176	0	0
40528_120	k141_158005	126896	128125	+	1230	0	0
40528_121	k141_158005	128275	129480	-	1206	0	0
40528_122	k141_158005	129515	131542	-	2028	0	0
40528_123	k141_158005	131539	132279	-	741	0	0
40528_124	k141_158005	132289	133965	-	1677	0	0
40528_125	k141_158005	133989	135137	-	1149	0	0
40528_126	k141_158005	135209	136192	-	984	0	0
40528_127	k141_158005	137002	137157	-	156	0	0
40528_128	k141_158005	137334	137429	-	96	0	0
40529_1	k141_139931	2	259	-	258	1	0.00190492
40529_2	k141_139931	240	1094	-	855	0	0
40529_3	k141_139931	1091	1837	-	747	3	0.00197378
40529_4	k141_139931	1905	2159	-	255	2	0.00385467
40529_5	k141_139931	2295	3578	-	1284	11	0.00421042
40529_6	k141_139931	3835	4818	-	984	6	0.00299677
40529_7	k141_139931	4843	6939	-	2097	28	0.00656231
40529_8	k141_139931	6972	9629	-	2658	37	0.00684139
40529_9	k141_139931	9717	10994	-	1278	14	0.00538387
40529_10	k141_139931	11008	12492	-	1485	13	0.00430243
40529_11	k141_139931	12788	13366	-	579	3	0.00254648
40529_12	k141_139931	13383	13610	-	228	0	0
40529_13	k141_139931	13701	15341	-	1641	10	0.00299494
40529_14	k141_139931	15338	16537	-	1200	9	0.00368603
40529_15	k141_139931	16667	17044	-	378	3	0.00390056
40529_16	k141_139931	17120	18931	-	1812	18	0.00488216
40529_17	k141_139931	18912	20036	-	1125	8	0.0034949
40529_18	k141_139931	20119	20616	-	498	3	0.00296066
40529_19	k141_139931	20613	21647	-	1035	8	0.0037988
40529_20	k141_139931	21622	22911	-	1290	7	0.00266689
40529_21	k141_139931	22921	23193	-	273	1	0.00180026
40529_22	k141_139931	23256	25133	-	1878	27	0.00706587
40529_23	k141_139931	25231	25407	-	177	8	0.0222133
40529_24	k141_139931	25545	28187	-	2643	46	0.00855378
40529_25	k141_139931	28358	29173	-	816	15	0.00903438
40529_26	k141_139931	29441	29914	-	474	6	0.00622114
40529_27	k141_139931	29948	31648	-	1701	33	0.0095347
40530_1	k141_7466	1	2016	+	2016	32	0.00780112
40530_2	k141_7466	2056	3507	+	1452	18	0.00609261
40530_3	k141_7466	3644	3829	-	186	0	0
40530_4	k141_7466	3822	3998	-	177	1	0.00277667
40531_1	k141_17518	3	1100	-	1098	10	0.00447605
40532_1	k141_139935	1	282	+	282	0	0
40532_2	k141_139935	418	1143	+	726	0	0
40533_1	k141_79084	3	779	-	777	1	0.000632523
40533_2	k141_79084	944	1762	+	819	4	0.00240034
40533_3	k141_79084	1767	2585	-	819	4	0.00240034
40533_4	k141_79084	2655	3287	-	633	3	0.00232924
40533_5	k141_79084	3508	3978	-	471	1	0.00104346
40533_6	k141_79084	3980	4315	-	336	5	0.00731355
40534_1	k141_158010	256	1971	-	1716	1	0.000286405
40535_1	k141_17522	2	1051	-	1050	1	0.000468067
40536_1	k141_17524	2	130	+	129	0	0
40536_2	k141_17524	203	1174	-	972	7	0.0035394
40537_1	k141_139936	1	1185	-	1185	4	0.00165897
40537_2	k141_139936	1257	2519	-	1263	4	0.00155652
40537_3	k141_139936	2512	3570	-	1059	6	0.00278453
40537_4	k141_139936	3598	4668	-	1071	7	0.00321222
40538_1	k141_7480	1	1383	+	1383	47	0.0167022
40538_2	k141_7480	1399	2076	+	678	12	0.00869859
40538_3	k141_7480	2099	2974	+	876	25	0.014026
40538_4	k141_7480	3163	3267	+	105	7	0.0327647
40539_1	k141_139939	3	731	-	729	4	0.00269668
40539_2	k141_139939	829	1896	-	1068	3	0.00138053
40539_3	k141_139939	1932	2030	-	99	0	0
40540_1	k141_158022	21	2858	+	2838	3	0.000519525
40541_1	k141_17525	277	456	+	180	21	0.0573382
40541_2	k141_17525	576	878	+	303	48	0.0778567
40541_3	k141_17525	1020	1559	-	540	148	0.134699
40541_4	k141_17525	2267	2473	-	207	62	0.147204
40541_5	k141_17525	2664	2969	-	306	53	0.085124
40541_6	k141_17525	3112	3519	+	408	77	0.092753
40541_7	k141_17525	3618	4235	-	618	128	0.101793
40541_8	k141_17525	4317	4412	-	96	7	0.0358364
40541_9	k141_17525	4457	4750	+	294	50	0.0835834
40541_10	k141_17525	4814	4993	-	180	14	0.0382255
40542_1	k141_87813	2	172	-	171	24	0.0689783
40542_2	k141_87813	153	320	-	168	18	0.0526575
40542_3	k141_87813	317	691	-	375	55	0.0720823
40542_4	k141_87813	681	1169	-	489	104	0.104525
40542_5	k141_87813	1162	1917	-	756	157	0.102065
40542_6	k141_87813	1927	2676	-	750	180	0.117953
40542_7	k141_87813	2676	3263	-	588	126	0.105315
40542_8	k141_87813	3251	4321	-	1071	223	0.102332
40542_9	k141_87813	4321	4740	-	420	78	0.0912731
40542_10	k141_87813	4746	5270	-	525	107	0.100166
40542_11	k141_87813	5274	5726	-	453	62	0.0672653
40542_12	k141_87813	5723	6481	-	759	170	0.110079
40542_13	k141_87813	6478	7920	-	1443	303	0.103199
40542_14	k141_87813	7923	10004	-	2082	365	0.0861607
40542_15	k141_87813	10131	10490	-	360	53	0.0723554
40542_16	k141_87813	10501	10854	-	354	61	0.0846884
40542_17	k141_87813	10867	12330	-	1464	343	0.115146
40542_18	k141_87813	12330	12512	-	183	20	0.0537126
40542_19	k141_87813	12502	13068	-	567	130	0.112683
40542_20	k141_87813	13068	13487	-	420	88	0.102975
40542_21	k141_87813	13487	13858	-	372	58	0.0766271
40542_22	k141_87813	13943	14869	-	927	201	0.106565
40542_23	k141_87813	14869	15933	-	1065	148	0.0682982
40542_24	k141_87813	16154	16591	-	438	57	0.0639585
40542_25	k141_87813	16734	18077	-	1344	229	0.0837401
40542_26	k141_87813	18067	19626	-	1560	246	0.0775011
40542_27	k141_87813	19637	21181	-	1545	258	0.0820708
40542_28	k141_87813	21181	21750	-	570	88	0.0758761
40542_29	k141_87813	21773	22066	-	294	33	0.055165
40542_30	k141_87813	22063	22392	-	330	39	0.0580829
40542_31	k141_87813	22392	22730	-	339	54	0.0782873
40542_32	k141_87813	22730	22987	-	258	22	0.0419083
40542_33	k141_87813	22984	23202	-	219	37	0.0830338
40542_34	k141_87813	23202	23342	-	141	25	0.0871401
40542_35	k141_87813	23339	23563	-	225	52	0.113584
40542_36	k141_87813	23567	24118	-	552	107	0.0952669
40542_37	k141_87813	24199	24636	-	438	72	0.0807896
40542_38	k141_87813	24783	25310	-	528	84	0.0781885
40542_39	k141_87813	25307	25768	-	462	118	0.125527
40542_40	k141_87813	25865	26158	-	294	33	0.055165
40542_41	k141_87813	26162	26392	-	231	20	0.0425515
40542_42	k141_87813	26404	26778	-	375	59	0.0773247
40542_43	k141_87813	26784	26951	-	168	44	0.128718
40542_44	k141_87813	26948	27106	-	159	37	0.114367
40542_45	k141_87813	27117	27314	-	198	42	0.104251
40542_46	k141_87813	27396	27917	-	522	117	0.110157
40542_47	k141_87813	27935	28261	-	327	76	0.114226
40542_48	k141_87813	28261	29178	-	918	172	0.0920838
40542_49	k141_87813	29212	29712	+	501	90	0.0882881
40542_50	k141_87813	29760	31778	-	2019	484	0.117817
40542_51	k141_87813	31790	31999	-	210	23	0.0538277
40542_52	k141_87813	32153	32884	+	732	106	0.0711692
40542_53	k141_87813	32933	39877	+	6945	1456	0.103035
40542_54	k141_87813	39880	40014	+	135	4	0.0145621
40543_1	k141_87815	1055	1417	+	363	34	0.046033
40543_2	k141_87815	1553	1744	+	192	1	0.00255974
40544_1	k141_139951	2	190	-	189	2	0.00520074
40544_2	k141_139951	387	1124	+	738	13	0.00865734
40544_3	k141_139951	1138	1299	+	162	0	0
40545_1	k141_17537	1	1158	-	1158	0	0
40546_1	k141_7488	2	343	+	342	7	0.0100593
40546_2	k141_7488	377	1936	+	1560	48	0.0151222
40546_3	k141_7488	2034	2903	+	870	24	0.0135578
40546_4	k141_7488	2900	3631	+	732	12	0.00805689
40546_5	k141_7488	4353	4736	+	384	9	0.0115188
