# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_5_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_5/C23_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_5/C23_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_5/C23_1.bam
12343_3	k141_53037	956	1573	-	618	279
12343_4	k141_53037	1684	3030	-	1347	159
12343_5	k141_53037	3033	3206	-	174	5
12343_6	k141_53037	3498	3755	-	258	103
12343_7	k141_53037	3867	4010	-	144	40
12344_1	k141_59832	1	132	+	132	0
12344_2	k141_59832	134	1183	+	1050	31
12344_3	k141_59832	1161	1889	+	729	12
12344_4	k141_59832	1901	2095	+	195	6
12345_1	k141_21193	1	378	+	378	8
12345_2	k141_21193	393	599	+	207	9
12345_3	k141_21193	647	6976	+	6330	326
12346_1	k141_17239	2	142	+	141	2
12346_2	k141_17239	281	1732	+	1452	45
12347_1	k141_56570	3	1310	-	1308	29
12348_1	k141_66705	1	1488	-	1488	24
12349_1	k141_17242	2	199	+	198	0
12349_2	k141_17242	213	527	+	315	14
12349_3	k141_17242	545	1057	+	513	23
12350_1	k141_49017	1	822	-	822	24
12350_2	k141_49017	819	1871	-	1053	36
12350_3	k141_49017	1883	2842	-	960	19
12350_4	k141_49017	2836	3435	-	600	13
12350_5	k141_49017	3429	3746	-	318	10
12350_6	k141_49017	3747	4499	-	753	22
12350_7	k141_49017	4496	5020	-	525	7
12350_8	k141_49017	5014	6030	-	1017	16
12351_1	k141_56575	1	147	-	147	2
12351_2	k141_56575	165	644	-	480	16
12351_3	k141_56575	906	1133	+	228	75
12352_1	k141_66711	1	1197	+	1197	31
12353_1	k141_56576	1	81	+	81	0
12353_2	k141_56576	94	1071	+	978	22
12354_1	k141_21197	1	300	-	300	9
12354_2	k141_21197	458	3106	-	2649	241
12354_3	k141_21197	3106	3195	-	90	0
12355_1	k141_53044	3	200	+	198	1
12355_2	k141_53044	197	853	-	657	10
12355_3	k141_53044	1007	2440	+	1434	33
12356_1	k141_24701	1	393	+	393	11
12356_2	k141_24701	418	582	+	165	4
12356_3	k141_24701	610	783	+	174	6
12356_4	k141_24701	844	1302	+	459	10
12356_5	k141_24701	1449	2138	-	690	21
12357_1	k141_17245	23	1153	+	1131	25
12357_2	k141_17245	1252	2508	+	1257	48
12358_1	k141_49024	3	92	+	90	0
12358_2	k141_49024	103	558	+	456	12
12358_3	k141_49024	595	1038	+	444	22
12359_1	k141_59843	3	503	-	501	18
12359_2	k141_59843	543	1076	-	534	36
12359_3	k141_59843	1100	1993	-	894	66
12359_4	k141_59843	2706	2804	-	99	28
12359_5	k141_59843	2992	3585	-	594	25
12360_1	k141_53048	2	184	-	183	3
12360_2	k141_53048	165	557	-	393	12
12360_3	k141_53048	567	761	-	195	0
12360_4	k141_53048	775	1266	-	492	12
12360_5	k141_53048	1260	1412	-	153	5
12361_1	k141_21201	143	880	-	738	38
12361_2	k141_21201	987	1463	+	477	18
12361_3	k141_21201	1482	1676	-	195	3
12362_1	k141_17246	126	764	+	639	12
12362_2	k141_17246	909	1217	-	309	5
12363_1	k141_24702	2	229	-	228	1
12363_2	k141_24702	258	1556	-	1299	26
12364_1	k141_59844	2	157	+	156	1
12364_2	k141_59844	183	1037	+	855	34
12365_1	k141_66721	2	106	-	105	0
12365_2	k141_66721	103	1017	-	915	14
12366_1	k141_49025	2	526	-	525	0
12366_2	k141_49025	529	1485	-	957	11
12366_3	k141_49025	1541	2605	-	1065	15
12367_1	k141_59848	2	925	-	924	7
12368_1	k141_49028	2	931	+	930	16
12369_1	k141_56582	4	888	-	885	25
12369_2	k141_56582	885	2726	-	1842	79
12369_3	k141_56582	2716	3747	-	1032	26
12369_4	k141_56582	3826	4482	-	657	30
12369_5	k141_56582	4665	4775	-	111	6
12370_1	k141_17255	1	1299	+	1299	27
12371_1	k141_21210	3	695	-	693	9
12371_2	k141_21210	673	1182	-	510	6
12371_3	k141_21210	1242	1811	-	570	10
12372_1	k141_66729	1	993	+	993	24
12372_2	k141_66729	990	1379	+	390	2
12372_3	k141_66729	1478	1558	+	81	0
12373_1	k141_21211	3	77	-	75	0
12373_2	k141_21211	173	1396	-	1224	112
12374_1	k141_59852	1	519	+	519	0
12374_2	k141_59852	509	1858	+	1350	37
12375_1	k141_17258	2	2182	-	2181	29
12376_1	k141_24721	1	435	+	435	12
12376_2	k141_24721	477	914	+	438	6
12377_1	k141_24722	3	317	+	315	16
12377_2	k141_24722	439	669	+	231	23
12377_3	k141_24722	897	1040	+	144	0
12378_1	k141_66735	1	417	+	417	6
12378_2	k141_66735	434	958	-	525	8
12378_3	k141_66735	1013	1294	-	282	3
12379_1	k141_21215	3	392	-	390	18
12379_2	k141_21215	499	771	-	273	20
12379_3	k141_21215	835	1131	-	297	17
12379_4	k141_21215	1094	1555	-	462	31
12379_5	k141_21215	1957	2106	-	150	4
12380_1	k141_56583	2	760	+	759	49
12380_2	k141_56583	770	1888	-	1119	69
12380_3	k141_56583	2214	3272	-	1059	80
12380_4	k141_56583	3568	4806	+	1239	99
12381_1	k141_49029	3	101	-	99	4
12381_2	k141_49029	566	1807	+	1242	104
12381_3	k141_49029	2054	2479	+	426	9
12381_4	k141_49029	2481	3254	+	774	57
12381_5	k141_49029	3289	3846	-	558	11
12381_6	k141_49029	3852	4013	+	162	3
12381_7	k141_49029	4256	4609	+	354	15
12381_8	k141_49029	4833	5111	+	279	16
12381_9	k141_49029	5201	6154	+	954	55
12381_10	k141_49029	6154	6255	+	102	1
12382_1	k141_59856	1	216	+	216	2
12382_2	k141_59856	220	729	+	510	12
12382_3	k141_59856	1061	1936	+	876	22
12383_1	k141_21218	1	510	-	510	16
12383_2	k141_21218	527	1162	-	636	19
12384_1	k141_59857	2	415	-	414	7
12384_2	k141_59857	412	1038	-	627	22
12385_1	k141_56584	2	952	-	951	7
12385_2	k141_56584	1020	2201	-	1182	21
12385_3	k141_56584	2203	2721	-	519	8
12386_1	k141_53056	2	973	-	972	13
12386_2	k141_53056	1269	1730	+	462	31
12386_3	k141_53056	1742	2536	-	795	14
12386_4	k141_53056	2654	3142	-	489	9
12386_5	k141_53056	3159	3800	-	642	18
12386_6	k141_53056	3817	4197	-	381	15
12386_7	k141_53056	4194	4754	-	561	8
12386_8	k141_53056	4756	6108	-	1353	26
12386_9	k141_53056	6109	6378	-	270	3
12386_10	k141_53056	6403	8115	-	1713	35
12386_11	k141_53056	8117	8548	-	432	12
12387_1	k141_17271	2	1189	+	1188	20
12388_1	k141_59860	2	1204	-	1203	21
12389_1	k141_49033	3	1442	+	1440	61
12389_2	k141_49033	1485	1619	+	135	2
12390_1	k141_66746	21	698	+	678	18
12391_1	k141_56586	3	1514	+	1512	30
12391_2	k141_56586	1523	1882	+	360	0
12392_1	k141_66747	78	1391	+	1314	39
12393_1	k141_49038	75	503	-	429	25
12393_2	k141_49038	682	1383	-	702	19
12394_1	k141_56589	583	933	-	351	23
12394_2	k141_56589	926	1489	-	564	62
12395_1	k141_24743	2	1207	+	1206	27
12396_1	k141_59870	2	220	+	219	3
12396_2	k141_59870	362	1318	+	957	36
12397_1	k141_17282	2	928	-	927	39
12397_2	k141_17282	940	1482	-	543	22
12398_1	k141_56590	3	74	+	72	0
12398_2	k141_56590	153	533	-	381	18
12398_3	k141_56590	882	1199	+	318	0
12398_4	k141_56590	1184	1546	-	363	0
12399_1	k141_49045	1	561	-	561	6
12399_2	k141_49045	597	995	-	399	4
12399_3	k141_49045	955	1098	-	144	0
12400_1	k141_24746	2	610	+	609	12
12400_2	k141_24746	669	1190	-	522	13
12400_3	k141_24746	1246	1674	+	429	13
12401_1	k141_24747	2	421	+	420	3
12401_2	k141_24747	411	1211	+	801	41
12402_1	k141_59877	129	1655	-	1527	35
12403_1	k141_17284	3	1010	+	1008	29
12403_2	k141_17284	1022	1804	+	783	17
12403_3	k141_17284	2064	2777	-	714	28
12404_1	k141_49049	1	1053	-	1053	14
12404_2	k141_49049	1028	1402	-	375	3
12404_3	k141_49049	1395	1724	-	330	14
12404_4	k141_49049	1741	1935	-	195	6
12404_5	k141_49049	2176	2922	+	747	21
12404_6	k141_49049	3040	3177	+	138	2
12405_1	k141_59881	49	1026	-	978	22
12406_1	k141_24752	3	1109	+	1107	19
12407_1	k141_17287	2	343	+	342	66
12407_2	k141_17287	439	816	+	378	51
12407_3	k141_17287	897	1091	+	195	18
12407_4	k141_17287	1153	1632	+	480	106
12407_5	k141_17287	2182	2361	+	180	47
12407_6	k141_17287	2363	2713	+	351	68
12407_7	k141_17287	2707	2883	+	177	7
12408_1	k141_59885	2	1369	+	1368	15
12408_2	k141_59885	1624	1764	+	141	5
12409_1	k141_49055	2	1102	-	1101	22
12410_1	k141_24758	3	866	-	864	50
12410_2	k141_24758	939	1454	-	516	21
12411_1	k141_56591	1	135	+	135	0
12411_2	k141_56591	199	1083	+	885	37
12411_3	k141_56591	1094	1765	+	672	36
12411_4	k141_56591	1791	2726	+	936	69
12411_5	k141_56591	2726	3196	+	471	21
12411_6	k141_56591	3201	3914	+	714	19
12411_7	k141_56591	3914	4570	+	657	22
12411_8	k141_56591	4693	5079	+	387	12
12411_9	k141_56591	5026	5895	-	870	134
12411_10	k141_56591	6075	6503	-	429	83
12411_11	k141_56591	6641	6838	+	198	47
12411_12	k141_56591	7256	7459	+	204	59
12412_1	k141_66760	1	708	+	708	24
12412_2	k141_66760	978	1166	-	189	18
12412_3	k141_66760	1365	2606	-	1242	127
12412_4	k141_66760	2837	3928	+	1092	123
12412_5	k141_66760	4073	5413	+	1341	117
12412_6	k141_66760	5518	6771	-	1254	119
12412_7	k141_66760	6853	7047	-	195	4
12413_1	k141_17291	3	1370	+	1368	38
12413_2	k141_17291	1390	2544	+	1155	51
12413_3	k141_17291	2548	3576	+	1029	26
12413_4	k141_17291	3573	3770	+	198	5
12414_1	k141_56593	1	2214	-	2214	62
12414_2	k141_56593	2460	3362	-	903	51
12414_3	k141_56593	3359	3868	-	510	7
12414_4	k141_56593	3927	3992	+	66	0
12415_1	k141_59891	2	190	+	189	0
12415_2	k141_59891	187	543	+	357	9
12415_3	k141_59891	741	2192	-	1452	55
12415_4	k141_59891	2373	3479	+	1107	42
12415_5	k141_59891	3484	3660	+	177	0
12416_1	k141_17296	3	1142	+	1140	39
12417_1	k141_66765	2	3037	-	3036	56
12418_1	k141_59896	1	678	-	678	5
12418_2	k141_59896	698	1057	-	360	0
12419_1	k141_66767	2	475	+	474	11
12419_2	k141_66767	468	1007	+	540	4
12420_1	k141_17299	243	1004	+	762	31
12420_2	k141_17299	1001	1765	+	765	23
12421_1	k141_59899	3	506	-	504	16
12421_2	k141_59899	796	1101	-	306	5
12422_1	k141_17302	44	607	+	564	7
12422_2	k141_17302	679	900	+	222	8
12423_1	k141_56597	1	75	-	75	0
12423_2	k141_56597	75	1073	-	999	36
12423_3	k141_56597	1085	1795	-	711	19
12423_4	k141_56597	1835	2233	-	399	19
12423_5	k141_56597	2483	3034	-	552	24
12423_6	k141_56597	3051	4187	-	1137	31
12423_7	k141_56597	4490	4612	+	123	4
12424_1	k141_66771	39	950	-	912	19
12424_2	k141_66771	954	2084	-	1131	63
12424_3	k141_66771	2187	3353	-	1167	27
12425_1	k141_49058	1	1602	-	1602	79
12425_2	k141_49058	2085	4403	-	2319	83
12425_3	k141_49058	4514	5998	-	1485	80
12425_4	k141_49058	5976	7871	-	1896	73
12425_5	k141_49058	7868	8626	-	759	30
12425_6	k141_49058	8851	9630	-	780	50
12425_7	k141_49058	9630	10373	-	744	37
12425_8	k141_49058	10437	11444	-	1008	53
12426_1	k141_56602	1	936	+	936	90
12427_1	k141_17309	3	926	-	924	32
12427_2	k141_17309	1510	2460	+	951	54
12427_3	k141_17309	2647	3948	-	1302	51
12428_1	k141_59917	3	1088	+	1086	11
12429_1	k141_56605	1	1467	+	1467	50
12430_1	k141_56606	3	344	-	342	59
12430_2	k141_56606	362	790	-	429	91
12431_1	k141_59922	218	1123	-	906	29
12432_1	k141_66785	1	2205	-	2205	61
12432_2	k141_66785	2309	4432	-	2124	80
12433_1	k141_49063	63	1142	-	1080	57
12433_2	k141_49063	1127	2290	-	1164	79
12433_3	k141_49063	2294	3076	-	783	62
12433_4	k141_49063	3076	3813	-	738	52
12433_5	k141_49063	3895	4440	-	546	16
12433_6	k141_49063	4442	5191	-	750	40
12433_7	k141_49063	5210	6091	-	882	32
12433_8	k141_49063	6179	7012	-	834	65
12433_9	k141_49063	7157	7693	-	537	42
12434_1	k141_66786	1	1011	+	1011	16
12435_1	k141_49067	3	122	-	120	0
12435_2	k141_49067	172	1020	-	849	26
12435_3	k141_49067	1005	1799	-	795	9
12436_1	k141_56609	210	1229	-	1020	21
12436_2	k141_56609	1247	2692	-	1446	19
12436_3	k141_56609	2710	4788	-	2079	44
12436_4	k141_56609	4856	5302	-	447	10
12436_5	k141_56609	5326	5655	-	330	4
12436_6	k141_56609	5636	5872	-	237	0
12437_1	k141_59938	2	184	-	183	9
12437_2	k141_59938	470	1012	-	543	19
12438_1	k141_66795	3	599	-	597	12
12438_2	k141_66795	624	1250	-	627	12
12439_1	k141_17332	2	592	+	591	16
12439_2	k141_17332	595	1407	+	813	13
12439_3	k141_17332	1554	1808	-	255	1
12440_1	k141_49069	2	1135	-	1134	42
12440_2	k141_49069	1166	1594	-	429	21
12440_3	k141_49069	1604	2071	-	468	15
12440_4	k141_49069	2101	2526	-	426	11
12441_1	k141_17333	1	498	+	498	12
12441_2	k141_17333	628	1221	+	594	40
12442_1	k141_56612	1	366	+	366	16
12442_2	k141_56612	351	2243	+	1893	32
12442_3	k141_56612	2537	2803	+	267	2
12443_1	k141_66797	2	409	+	408	7
12443_2	k141_66797	656	1042	-	387	5
12443_3	k141_66797	1029	1367	-	339	7
12443_4	k141_66797	1549	1686	+	138	3
12443_5	k141_66797	1705	1905	+	201	14
12443_6	k141_66797	1933	2241	+	309	3
12444_1	k141_59941	3	590	-	588	28
12444_2	k141_59941	901	1869	-	969	85
12444_3	k141_59941	1974	2561	-	588	93
12444_4	k141_59941	3202	3534	+	333	21
12444_5	k141_59941	3547	3666	+	120	3
12445_1	k141_42176	504	1190	+	687	83
12445_2	k141_42176	1355	1624	+	270	58
12445_3	k141_42176	1942	4683	+	2742	298
12445_4	k141_42176	4691	4846	-	156	30
12445_5	k141_42176	5110	5712	-	603	59
12445_6	k141_42176	5709	6503	-	795	131
12445_7	k141_42176	6758	7588	+	831	109
12445_8	k141_42176	7857	8378	+	522	113
12445_9	k141_42176	8487	8867	+	381	83
12445_10	k141_42176	9119	10612	+	1494	279
12445_11	k141_42176	10621	14244	+	3624	449
12445_12	k141_42176	14247	14447	+	201	12
12445_13	k141_42176	14542	15168	-	627	74
12445_14	k141_42176	15349	15534	-	186	28
12445_15	k141_42176	15698	16438	-	741	105
12445_16	k141_42176	16504	17169	+	666	146
12445_17	k141_42176	17250	18674	+	1425	163
12445_18	k141_42176	18847	19140	+	294	60
12445_19	k141_42176	19812	19961	-	150	41
12445_20	k141_42176	19971	20363	-	393	59
12445_21	k141_42176	20966	21133	+	168	46
12445_22	k141_42176	21407	22630	+	1224	196
12445_23	k141_42176	22782	24308	+	1527	200
12445_24	k141_42176	24369	24689	+	321	55
12445_25	k141_42176	24804	26039	+	1236	173
12445_26	k141_42176	26066	27340	-	1275	152
12445_27	k141_42176	27569	28516	+	948	193
12445_28	k141_42176	29051	30394	+	1344	157
12445_29	k141_42176	30468	31484	+	1017	112
12445_30	k141_42176	31546	32187	+	642	51
12445_31	k141_42176	32129	32938	+	810	102
12445_32	k141_42176	33106	35271	+	2166	331
12445_33	k141_42176	35669	36118	+	450	60
12445_34	k141_42176	36141	36632	+	492	65
12445_35	k141_42176	36723	39263	-	2541	359
12445_36	k141_42176	39547	40551	+	1005	101
12445_37	k141_42176	40800	42137	+	1338	139
12445_38	k141_42176	42318	42722	+	405	105
12445_39	k141_42176	43045	44295	+	1251	179
12445_40	k141_42176	44377	45417	+	1041	133
12445_41	k141_42176	45612	46502	+	891	164
12445_42	k141_42176	46659	46772	+	114	7
12445_43	k141_42176	46815	47957	-	1143	168
12445_44	k141_42176	48471	51200	+	2730	368
12445_45	k141_42176	51519	52550	-	1032	168
12445_46	k141_42176	52783	53091	+	309	19
12445_47	k141_42176	53108	53749	+	642	54
12445_48	k141_42176	53756	54412	+	657	86
12445_49	k141_42176	54418	54714	+	297	15
12445_50	k141_42176	54751	55581	+	831	77
12445_51	k141_42176	55597	55875	+	279	21
12445_52	k141_42176	55892	56251	+	360	29
12445_53	k141_42176	56254	57057	+	804	82
12445_54	k141_42176	57064	57483	+	420	25
12445_55	k141_42176	57483	57734	+	252	7
12445_56	k141_42176	57737	57997	+	261	27
12445_57	k141_42176	58092	58460	+	369	68
12445_58	k141_42176	58462	58797	+	336	23
12445_59	k141_42176	58794	59366	+	573	93
12445_60	k141_42176	59368	59553	+	186	19
12445_61	k141_42176	59643	60041	+	399	69
12445_62	k141_42176	60059	60598	+	540	34
12445_63	k141_42176	60600	60971	+	372	39
12445_64	k141_42176	60968	61699	+	732	68
12445_65	k141_42176	61705	61890	+	186	9
12445_66	k141_42176	61893	62345	+	453	59
12445_67	k141_42176	62619	63956	+	1338	162
12445_68	k141_42176	64126	64686	+	561	85
12445_69	k141_42176	64863	65081	+	219	37
12445_70	k141_42176	65105	65218	+	114	17
12445_71	k141_42176	65367	65744	+	378	51
12445_72	k141_42176	65832	66230	+	399	47
12445_73	k141_42176	66311	67306	+	996	155
12445_74	k141_42176	67406	67948	+	543	56
12445_75	k141_42176	68030	68941	-	912	128
12445_76	k141_42176	69217	71397	+	2181	264
12445_77	k141_42176	71604	72404	+	801	134
12445_78	k141_42176	72670	73824	+	1155	213
12446_1	k141_59942	2	151	-	150	0
12446_2	k141_59942	151	849	-	699	12
12446_3	k141_59942	957	1532	-	576	16
12446_4	k141_59942	1723	1923	+	201	2
12447_1	k141_49074	2	913	-	912	44
12447_2	k141_49074	1222	2217	+	996	24
12447_3	k141_49074	2288	2833	+	546	10
12448_1	k141_17341	233	739	+	507	17
12448_2	k141_17341	825	1616	+	792	35
12449_1	k141_42180	2	1339	+	1338	48
12450_1	k141_49076	3	419	-	417	2
12450_2	k141_49076	433	1158	-	726	18
12451_1	k141_24772	1	642	+	642	491
12451_2	k141_24772	909	1715	-	807	275
12451_3	k141_24772	1917	3194	-	1278	376
12451_4	k141_24772	3497	3817	+	321	45
12451_5	k141_24772	3804	4127	+	324	35
12451_6	k141_24772	4330	5727	-	1398	166
12451_7	k141_24772	5804	5932	-	129	18
12451_8	k141_24772	6045	6764	+	720	85
12451_9	k141_24772	6949	7854	-	906	121
12451_10	k141_24772	7983	8555	-	573	90
12451_11	k141_24772	8752	8898	-	147	11
12451_12	k141_24772	8921	9577	-	657	68
12451_13	k141_24772	9699	11369	-	1671	196
12451_14	k141_24772	11547	12242	+	696	55
12451_15	k141_24772	12542	13426	-	885	82
12451_16	k141_24772	13630	14820	-	1191	78
12451_17	k141_24772	14848	15489	-	642	54
12451_18	k141_24772	15518	16333	-	816	70
12451_19	k141_24772	16415	17041	-	627	23
12451_20	k141_24772	17077	17370	-	294	33
12451_21	k141_24772	17985	18770	+	786	96
12451_22	k141_24772	18792	19058	+	267	21
12451_23	k141_24772	19072	20541	+	1470	198
12451_24	k141_24772	20570	21022	+	453	94
12451_25	k141_24772	21316	23487	-	2172	193
12451_26	k141_24772	23607	23885	-	279	16
12451_27	k141_24772	23882	24364	-	483	58
12451_28	k141_24772	24397	25821	-	1425	141
12451_29	k141_24772	25839	26210	-	372	31
12451_30	k141_24772	26230	26808	-	579	101
12451_31	k141_24772	26818	27069	-	252	27
12452_1	k141_59947	1	315	+	315	3
12452_2	k141_59947	498	1328	-	831	34
12452_3	k141_59947	1539	2891	-	1353	41
12453_1	k141_66802	3	4898	+	4896	98
12453_2	k141_66802	4948	5778	+	831	8
12454_1	k141_56613	2	904	+	903	239
12454_2	k141_56613	908	3709	-	2802	775
12454_3	k141_56613	4120	4851	-	732	218
12454_4	k141_56613	4925	5767	-	843	224
12454_5	k141_56613	5764	6459	-	696	179
12454_6	k141_56613	6705	7223	+	519	147
12454_7	k141_56613	7305	8531	-	1227	339
12455_1	k141_17342	171	1157	+	987	22
12455_2	k141_17342	1254	2738	+	1485	51
12455_3	k141_17342	2769	3764	+	996	10
12455_4	k141_17342	3783	4664	+	882	20
12455_5	k141_17342	4677	5360	+	684	20
12456_1	k141_56619	239	604	+	366	7
12456_2	k141_56619	715	1704	-	990	5
12457_1	k141_49100	1	984	+	984	24
12457_2	k141_49100	1068	1169	+	102	1
12458_1	k141_17350	3	1088	-	1086	65
12458_2	k141_17350	1128	2624	-	1497	57
12458_3	k141_17350	2704	2820	-	117	0
12459_1	k141_6778	3	155	+	153	1
12459_2	k141_6778	172	1194	+	1023	75
12459_3	k141_6778	1246	2058	+	813	65
12459_4	k141_6778	2160	3287	+	1128	56
12459_5	k141_6778	3358	4437	-	1080	66
12459_6	k141_6778	4482	5453	-	972	51
12459_7	k141_6778	5629	6039	+	411	36
12459_8	k141_6778	6284	6553	+	270	10
12459_9	k141_6778	6573	7442	+	870	65
12459_10	k141_6778	7439	8461	-	1023	69
12459_11	k141_6778	8616	8900	+	285	27
12459_12	k141_6778	9023	10615	-	1593	178
12459_13	k141_6778	10817	11425	-	609	45
12459_14	k141_6778	11430	12020	-	591	37
12459_15	k141_6778	12311	13537	-	1227	83
12459_16	k141_6778	13681	14286	-	606	41
12459_17	k141_6778	14420	15433	-	1014	41
12459_18	k141_6778	15435	16382	+	948	53
12459_19	k141_6778	16397	17119	+	723	46
12459_20	k141_6778	17140	17805	-	666	15
12459_21	k141_6778	17886	18470	+	585	27
12459_22	k141_6778	18474	19850	+	1377	41
12459_23	k141_6778	19906	21189	+	1284	85
12459_24	k141_6778	21229	22149	+	921	38
12459_25	k141_6778	22252	23925	+	1674	87
12459_26	k141_6778	24057	25049	-	993	23
12459_27	k141_6778	25072	25809	-	738	32
12459_28	k141_6778	25832	26989	-	1158	40
12459_29	k141_6778	27014	27568	-	555	25
12459_30	k141_6778	27704	27994	-	291	11
12459_31	k141_6778	27991	28740	-	750	20
12459_32	k141_6778	28930	29382	+	453	13
12459_33	k141_6778	29697	31385	+	1689	53
12459_34	k141_6778	31436	33871	+	2436	161
12459_35	k141_6778	34313	35329	-	1017	82
12459_36	k141_6778	35541	36137	+	597	28
12459_37	k141_6778	36210	36848	+	639	39
12459_38	k141_6778	36850	39351	+	2502	117
12459_39	k141_6778	39428	40423	+	996	69
12459_40	k141_6778	40528	41697	+	1170	100
12459_41	k141_6778	41857	42360	-	504	47
12459_42	k141_6778	42372	43625	-	1254	64
12459_43	k141_6778	43658	44701	-	1044	109
12459_44	k141_6778	44742	44837	-	96	17
12459_45	k141_6778	45238	46008	+	771	75
12459_46	k141_6778	46271	47224	+	954	124
12459_47	k141_6778	47247	48314	-	1068	63
12459_48	k141_6778	48334	49494	-	1161	79
12459_49	k141_6778	49500	50390	-	891	56
12459_50	k141_6778	50387	51505	-	1119	64
12459_51	k141_6778	51502	52593	-	1092	84
12459_52	k141_6778	52539	53654	-	1116	97
12459_53	k141_6778	53656	54849	-	1194	101
12459_54	k141_6778	54840	56354	-	1515	78
12459_55	k141_6778	56351	57541	-	1191	60
12459_56	k141_6778	57538	58701	-	1164	71
12459_57	k141_6778	58694	59719	-	1026	60
12459_58	k141_6778	59726	60874	-	1149	21
12459_59	k141_6778	60871	62004	-	1134	62
12459_60	k141_6778	62026	64407	-	2382	218
12459_61	k141_6778	64412	65197	-	786	71
12459_62	k141_6778	65216	67210	-	1995	149
12459_63	k141_6778	67210	68997	-	1788	157
12459_64	k141_6778	68994	69605	-	612	19
12459_65	k141_6778	69602	70720	-	1119	105
12459_66	k141_6778	70717	71877	-	1161	124
12459_67	k141_6778	72270	73340	+	1071	113
12459_68	k141_6778	73501	74985	+	1485	111
12459_69	k141_6778	74978	75727	+	750	44
12459_70	k141_6778	75810	76715	-	906	68
12459_71	k141_6778	76717	77613	-	897	62
12459_72	k141_6778	77686	78603	-	918	51
12459_73	k141_6778	78600	79445	-	846	87
12459_74	k141_6778	79737	80273	-	537	60
12459_75	k141_6778	80490	81263	-	774	65
12459_76	k141_6778	81343	82725	-	1383	118
12459_77	k141_6778	82863	83555	+	693	60
12459_78	k141_6778	83525	84346	+	822	54
12459_79	k141_6778	84358	84999	-	642	79
12459_80	k141_6778	85532	87922	-	2391	251
12459_81	k141_6778	88000	89913	-	1914	150
12459_82	k141_6778	89923	92073	-	2151	197
12459_83	k141_6778	92218	93207	-	990	73
12459_84	k141_6778	93218	93334	-	117	8
12459_85	k141_6778	93397	94719	+	1323	82
12459_86	k141_6778	94829	95776	-	948	39
12459_87	k141_6778	95864	96148	-	285	22
12459_88	k141_6778	96405	97478	-	1074	86
12459_89	k141_6778	97669	97806	+	138	19
12459_90	k141_6778	98266	99390	-	1125	97
12459_91	k141_6778	99398	101824	-	2427	219
12459_92	k141_6778	102332	103207	-	876	154
12459_93	k141_6778	103358	103633	+	276	38
12459_94	k141_6778	103738	104745	+	1008	73
12459_95	k141_6778	104699	105790	-	1092	151
12459_96	k141_6778	105932	106741	+	810	89
12460_1	k141_56621	1	138	+	138	11
12460_2	k141_56621	349	588	-	240	7
12460_3	k141_56621	1517	1783	+	267	27
12461_1	k141_66820	1	246	-	246	6
12461_2	k141_66820	498	1568	-	1071	45
12461_3	k141_66820	1580	1729	-	150	0
12462_1	k141_42209	1	1050	+	1050	18
12462_2	k141_42209	1104	1385	+	282	7
12463_1	k141_6785	3	278	-	276	2
12463_2	k141_6785	275	1240	-	966	38
12464_1	k141_42211	119	451	+	333	24
12464_2	k141_42211	546	755	+	210	4
12464_3	k141_42211	874	1035	+	162	25
12464_4	k141_42211	1023	1151	+	129	1
12465_1	k141_49117	2	223	+	222	0
12465_2	k141_49117	237	692	+	456	18
12465_3	k141_49117	754	1611	+	858	25
12465_4	k141_49117	1762	1941	+	180	0
12466_1	k141_6792	454	1149	-	696	16
12467_1	k141_42215	847	1110	-	264	74
12467_2	k141_42215	2140	2682	-	543	123
12468_1	k141_6797	3	1109	+	1107	28
12469_1	k141_42219	486	749	+	264	43
12469_2	k141_42219	882	1526	+	645	123
12469_3	k141_42219	2146	2421	-	276	49
12470_1	k141_59950	1	159	+	159	0
12470_2	k141_59950	152	400	+	249	5
12470_3	k141_59950	459	2129	+	1671	107
12470_4	k141_59950	2143	2631	+	489	36
12470_5	k141_59950	2645	3349	+	705	19
12470_6	k141_59950	3365	4390	+	1026	89
12470_7	k141_59950	4384	4977	+	594	30
12470_8	k141_59950	4978	6501	+	1524	63
12470_9	k141_59950	6511	7764	+	1254	87
12470_10	k141_59950	7776	11531	+	3756	344
12470_11	k141_59950	11533	12912	+	1380	101
12470_12	k141_59950	12912	13187	+	276	17
12470_13	k141_59950	13482	14765	+	1284	95
12470_14	k141_59950	14758	16509	+	1752	83
12470_15	k141_59950	16502	17569	+	1068	107
12470_16	k141_59950	17716	18051	+	336	23
12470_17	k141_59950	18162	19472	+	1311	52
12470_18	k141_59950	19520	19807	+	288	10
12470_19	k141_59950	19822	20298	+	477	6
12470_20	k141_59950	20298	21302	+	1005	38
12470_21	k141_59950	21594	22826	+	1233	80
12471_1	k141_66828	3	314	-	312	1
12471_2	k141_66828	368	2614	-	2247	57
12471_3	k141_66828	2607	3965	-	1359	43
12471_4	k141_66828	4119	4688	+	570	12
12471_5	k141_66828	4731	4973	-	243	9
