# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_3_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_3/K21_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_3/K21_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_3/K21_1.bam	RPKM
6813_51	k141_1886	41878	41991	+	114	8	9.7324
6813_52	k141_1886	42018	42389	+	372	9	3.35532
6813_53	k141_1886	42407	42799	+	393	11	3.88182
6813_54	k141_1886	42820	43413	+	594	17	3.96915
6813_55	k141_1886	43457	44416	+	960	29	4.18949
6813_56	k141_1886	44468	44806	+	339	10	4.09105
6813_57	k141_1886	44883	45911	-	1029	27	3.63901
6813_58	k141_1886	46781	47332	-	552	15	3.76866
6813_59	k141_1886	47613	48038	-	426	8	2.60444
6813_60	k141_1886	48063	48959	-	897	23	3.55607
6814_1	k141_29444	3	1301	-	1299	0	0
6815_1	k141_10855	1	918	-	918	0	0
6815_2	k141_10855	1138	1722	+	585	0	0
6815_3	k141_10855	1753	2781	+	1029	0	0
6816_1	k141_22175	177	1316	-	1140	161	19.5865
6816_2	k141_22175	1342	1860	-	519	51	13.6282
6817_1	k141_31517	1	543	+	543	5	1.27704
6817_2	k141_31517	512	2329	+	1818	29	2.21227
6817_3	k141_31517	2353	2565	+	213	0	0
6817_4	k141_31517	2562	4106	+	1545	41	3.68036
6817_5	k141_31517	4087	5967	+	1881	34	2.50683
6817_6	k141_31517	5984	6319	+	336	8	3.30206
6817_7	k141_31517	6321	6668	+	348	3	1.19557
6817_8	k141_31517	6665	7234	+	570	7	1.70317
6817_9	k141_31517	7231	7710	+	480	6	1.73358
6817_10	k141_31517	7707	8006	+	300	1	0.462289
6817_11	k141_31517	8010	9458	+	1449	17	1.6271
6817_12	k141_31517	9473	10000	+	528	4	1.05066
6817_13	k141_31517	10013	10321	+	309	8	3.59059
6817_14	k141_31517	10629	13814	+	3186	41	1.78473
6818_1	k141_1891	1	987	-	987	0	0
6819_1	k141_29446	2	553	-	552	0	0
6819_2	k141_29446	588	1094	-	507	0	0
6820_1	k141_6335	49	366	+	318	0	0
6820_2	k141_6335	460	1041	-	582	0	0
6820_3	k141_6335	1058	2581	-	1524	0	0
6820_4	k141_6335	2796	3386	+	591	0	0
6821_1	k141_36478	1	123	+	123	0	0
6821_2	k141_36478	276	3356	+	3081	0	0
6822_1	k141_27211	3	587	+	585	0	0
6822_2	k141_27211	609	1742	+	1134	0	0
6822_3	k141_27211	1745	2881	+	1137	0	0
6822_4	k141_27211	2874	3902	+	1029	0	0
6822_5	k141_27211	4026	4202	+	177	0	0
6822_6	k141_27211	4351	4890	+	540	0	0
6822_7	k141_27211	4895	5203	+	309	0	0
6823_1	k141_15880	1113	1679	-	567	3	0.733792
6823_2	k141_15880	1715	2284	-	570	0	0
6823_3	k141_15880	2247	3206	-	960	1	0.144465
6823_4	k141_15880	3343	4986	+	1644	22	1.8559
6823_5	k141_15880	5130	7088	+	1959	31	2.19463
6823_6	k141_15880	7082	8824	+	1743	4	0.318271
6823_7	k141_15880	9055	9774	+	720	12	2.31144
6823_8	k141_15880	10476	11102	+	627	7	1.54834
6823_9	k141_15880	11117	12094	+	978	10	1.41806
6823_10	k141_15880	12669	12851	-	183	1	0.757851
6823_11	k141_15880	12886	13740	-	855	5	0.811033
6823_12	k141_15880	13737	14402	-	666	14	2.91534
6823_13	k141_15880	14399	14941	-	543	4	1.02163
6823_14	k141_15880	14956	15408	-	453	6	1.83691
6823_15	k141_15880	15405	16769	-	1365	12	1.21922
6823_16	k141_15880	16793	17992	-	1200	7	0.809006
6823_17	k141_15880	18410	18646	-	237	4	2.3407
6824_1	k141_33950	20	1699	-	1680	0	0
6825_1	k141_19506	181	2949	+	2769	369	18.4815
6825_2	k141_19506	2960	3931	+	972	173	24.6839
6825_3	k141_19506	3995	4957	+	963	167	24.0505
6825_4	k141_19506	5032	6168	+	1137	181	22.0777
6825_5	k141_19506	6199	8076	+	1878	343	25.3299
6825_6	k141_19506	8094	8549	+	456	78	23.7227
6825_7	k141_19506	8552	10153	+	1602	278	24.0667
6825_8	k141_19506	10257	10868	-	612	148	33.5386
6825_9	k141_19506	11274	13355	+	2082	387	25.7789
6825_10	k141_19506	13362	13823	+	462	83	24.9156
6825_11	k141_19506	14269	14364	+	96	9	13.0019
6826_1	k141_22178	1	150	+	150	0	0
6826_2	k141_22178	152	1111	+	960	0	0
6826_3	k141_22178	1111	1404	+	294	0	0
6827_1	k141_6336	1	444	+	444	13	4.06065
6827_2	k141_6336	447	1409	+	963	75	10.8011
6827_3	k141_6336	1387	2046	+	660	50	10.5066
6827_4	k141_6336	2043	2171	+	129	0	0
6828_1	k141_15882	394	561	-	168	91	75.122
6828_2	k141_15882	689	1777	+	1089	264	33.621
6829_1	k141_29454	3	497	+	495	0	0
6829_2	k141_29454	609	1151	-	543	0	0
6830_1	k141_43091	1	147	-	147	0	0
6830_2	k141_43091	153	1448	+	1296	0	0
6830_3	k141_43091	1668	1895	+	228	3	1.82482
6830_4	k141_43091	2095	4104	-	2010	2	0.137997
6830_5	k141_43091	4101	4598	-	498	0	0
6830_6	k141_43091	4701	4793	-	93	0	0
6830_7	k141_43091	4790	5080	-	291	0	0
6830_8	k141_43091	5077	5463	-	387	0	0
6830_9	k141_43091	5466	5813	-	348	0	0
6830_10	k141_43091	5810	6136	-	327	0	0
6830_11	k141_43091	6300	6554	-	255	0	0
6830_12	k141_43091	6551	6964	-	414	0	0
6830_13	k141_43091	6967	7248	-	282	0	0
6830_14	k141_43091	7245	7454	-	210	0	0
6830_15	k141_43091	7451	7684	-	234	0	0
6830_16	k141_43091	7688	8089	-	402	0	0
6830_17	k141_43091	8112	8456	-	345	0	0
6830_18	k141_43091	8467	8703	-	237	0	0
6830_19	k141_43091	8714	9241	-	528	3	0.787993
6830_20	k141_43091	9225	10136	-	912	2	0.304137
6830_21	k141_43091	10202	10849	-	648	0	0
6830_22	k141_43091	11067	11414	-	348	0	0
6831_1	k141_10865	135	1526	-	1392	0	0
6832_1	k141_19513	2	1318	-	1317	0	0
6833_1	k141_6342	1	780	-	780	0	0
6833_2	k141_6342	890	1129	-	240	0	0
6834_1	k141_24764	244	2253	+	2010	0	0
6834_2	k141_24764	2214	3866	+	1653	0	0
6834_3	k141_24764	3875	4747	+	873	0	0
6834_4	k141_24764	4783	5916	+	1134	0	0
6834_5	k141_24764	5929	6798	+	870	0	0
6835_1	k141_22183	1	639	-	639	0	0
6835_2	k141_22183	651	1349	-	699	0	0
6835_3	k141_22183	1354	1734	-	381	0	0
6836_1	k141_27222	204	845	-	642	0	0
6836_2	k141_27222	848	1507	-	660	0	0
6836_3	k141_27222	1510	2013	-	504	0	0
6836_4	k141_27222	2026	2565	-	540	0	0
6837_1	k141_29458	1	690	-	690	4	0.803981
6837_2	k141_29458	701	1444	-	744	0	0
6838_1	k141_10868	2	106	+	105	0	0
6838_2	k141_10868	127	888	+	762	6	1.09202
6838_3	k141_10868	903	1202	+	300	0	0
6839_1	k141_33961	3	1106	-	1104	0	0
6839_2	k141_33961	1286	1525	-	240	0	0
6840_1	k141_36490	91	1299	-	1209	0	0
6840_2	k141_36490	1544	2743	+	1200	0	0
6841_1	k141_15887	3	680	+	678	1	0.204553
6841_2	k141_15887	887	1333	+	447	0	0
6841_3	k141_15887	1361	1753	+	393	4	1.41157
6841_4	k141_15887	1910	2083	-	174	3	2.39115
6841_5	k141_15887	2266	2490	+	225	0	0
6842_1	k141_31521	161	1177	+	1017	0	0
6842_2	k141_31521	1242	1367	+	126	0	0
6842_3	k141_31521	2293	2667	+	375	0	0
6842_4	k141_31521	2669	2980	+	312	0	0
6842_5	k141_31521	3053	3493	+	441	0	0
6842_6	k141_31521	3645	4538	+	894	0	0
6842_7	k141_31521	4564	4719	+	156	0	0
6842_8	k141_31521	4760	4960	+	201	0	0
6842_9	k141_31521	5123	5263	+	141	0	0
6843_1	k141_6345	35	1411	-	1377	3	0.30215
6844_1	k141_27223	3	986	-	984	0	0
6844_2	k141_27223	1110	1571	-	462	0	0
6845_1	k141_1899	1	408	+	408	0	0
6845_2	k141_1899	401	808	+	408	0	0
6845_3	k141_1899	959	2146	+	1188	6	0.700438
6845_4	k141_1899	2285	3841	+	1557	4	0.356292
6845_5	k141_1899	4094	4369	+	276	0	0
6846_1	k141_29460	2	364	-	363	0	0
6846_2	k141_29460	468	1430	-	963	0	0
6847_1	k141_15889	3	1286	-	1284	0	0
6848_1	k141_1900	1	1383	-	1383	0	0
6849_1	k141_27224	2	1240	-	1239	0	0
6850_1	k141_19516	83	739	+	657	112	23.6422
6850_2	k141_19516	690	1580	+	891	133	20.7018
6850_3	k141_19516	1588	2430	+	843	127	20.8935
6850_4	k141_19516	2537	2914	+	378	64	23.4813
6850_5	k141_19516	2920	3336	-	417	1	0.332582
6851_1	k141_36494	1	924	-	924	0	0
6852_1	k141_24774	1	195	+	195	0	0
6852_2	k141_24774	291	1712	+	1422	2	0.195059
6853_1	k141_15892	43	1083	+	1041	0	0
6854_1	k141_33966	1	285	-	285	0	0
6854_2	k141_33966	322	732	-	411	0	0
6854_3	k141_33966	861	2660	-	1800	0	0
6855_1	k141_31528	1	492	-	492	1	0.281884
6855_2	k141_31528	602	1162	+	561	1	0.247213
6855_3	k141_31528	1434	1964	+	531	0	0
6856_1	k141_27225	3	1076	-	1074	2	0.258262
6856_2	k141_27225	1078	1983	-	906	12	1.83691
6856_3	k141_27225	1980	2228	-	249	4	2.2279
6857_1	k141_36499	1	324	-	324	1	0.428045
6857_2	k141_36499	300	1130	-	831	0	0
6858_1	k141_6348	16	393	+	378	0	0
6858_2	k141_6348	638	2311	-	1674	1	0.0828475
6858_3	k141_6348	2375	3139	-	765	0	0
6858_4	k141_6348	3168	3935	-	768	0	0
6859_1	k141_29465	89	1723	+	1635	0	0
6859_2	k141_29465	2250	2702	+	453	0	0
6860_1	k141_33969	1	882	+	882	0	0
6860_2	k141_33969	924	1367	-	444	0	0
6861_1	k141_15896	3	380	-	378	46	16.8772
6861_2	k141_15896	955	1059	+	105	9	11.8874
6862_1	k141_27229	162	1340	+	1179	0	0
6863_1	k141_31529	185	373	+	189	0	0
6863_2	k141_31529	536	2059	+	1524	0	0
6863_3	k141_31529	2167	2565	+	399	0	0
6864_1	k141_24776	579	1262	+	684	178	36.091
6864_2	k141_24776	1291	3276	+	1986	525	36.6619
6864_3	k141_24776	3533	3946	+	414	87	29.1443
6865_1	k141_1906	2	565	+	564	0	0
6865_2	k141_1906	782	2362	+	1581	3	0.263163
6865_3	k141_1906	2398	3783	+	1386	0	0
6866_1	k141_36503	3	533	-	531	0	0
6866_2	k141_36503	615	1001	-	387	0	0
6867_1	k141_38652	2	121	-	120	20	23.1144
6867_2	k141_38652	610	1398	+	789	89	15.644
6867_3	k141_38652	1499	1864	+	366	67	25.388
6867_4	k141_38652	1849	3072	+	1224	161	18.2423
6867_5	k141_38652	3142	3972	-	831	122	20.3607
6867_6	k141_38652	4250	4453	+	204	42	28.5531
6867_7	k141_38652	4538	4918	+	381	56	20.3844
6867_8	k141_38652	4908	7826	+	2919	485	23.0432
6867_9	k141_38652	7771	8577	+	807	78	13.4047
6867_10	k141_38652	8592	11228	+	2637	361	18.9859
6867_11	k141_38652	11250	12785	+	1536	271	24.4688
6867_12	k141_38652	12782	15547	+	2766	425	21.3094
6867_13	k141_38652	15540	17024	+	1485	163	15.2228
6867_14	k141_38652	17026	17640	+	615	81	18.2661
6867_15	k141_38652	18283	19176	+	894	156	24.2004
6867_16	k141_38652	19585	21078	-	1494	254	23.5786
6867_17	k141_38652	21087	21395	-	309	48	21.5436
6867_18	k141_38652	21684	23000	-	1317	206	21.6928
6867_19	k141_38652	23009	23779	-	771	135	24.2837
6867_20	k141_38652	23784	24368	-	585	99	23.4701
6868_1	k141_19533	59	2038	+	1980	0	0
6869_1	k141_6354	2	208	+	207	0	0
6869_2	k141_6354	337	1398	+	1062	0	0
6869_3	k141_6354	1543	2856	+	1314	0	0
6870_1	k141_29469	1	144	-	144	0	0
6870_2	k141_29469	537	1124	-	588	4	0.943447
6870_3	k141_29469	1138	2505	-	1368	4	0.405517
6870_4	k141_29469	2465	2572	-	108	0	0
6871_1	k141_33977	1	879	-	879	0	0
6871_2	k141_33977	891	1019	-	129	0	0
6871_3	k141_33977	1235	1861	-	627	0	0
6871_4	k141_33977	1984	2049	+	66	0	0
6872_1	k141_36506	3	266	-	264	0	0
6872_2	k141_36506	291	917	-	627	2	0.442382
6872_3	k141_36506	1032	1340	-	309	3	1.34647
6873_1	k141_31536	3	1814	+	1812	0	0
6874_1	k141_36511	2	1021	+	1020	0	0
6875_1	k141_1907	1	318	-	318	0	0
6875_2	k141_1907	315	1166	-	852	0	0
6875_3	k141_1907	1393	2658	+	1266	0	0
6875_4	k141_1907	2651	3397	+	747	0	0
6875_5	k141_1907	3507	4205	-	699	0	0
6875_6	k141_1907	4402	4470	+	69	0	0
6876_1	k141_36512	3	1166	-	1164	0	0
6877_1	k141_24777	411	1976	-	1566	119	10.5388
6877_2	k141_24777	1973	2833	-	861	53	8.53704
6877_3	k141_24777	2838	4226	-	1389	96	9.58526
6877_4	k141_24777	4455	5552	-	1098	106	13.3887
6877_5	k141_24777	5952	6230	+	279	78	38.7726
6878_1	k141_10885	3	320	-	318	77	33.5814
6878_2	k141_10885	401	1120	-	720	102	19.6473
6878_3	k141_10885	1170	2513	-	1344	238	24.5591
6878_4	k141_10885	2927	4207	-	1281	283	30.6388
6878_5	k141_10885	4318	5040	-	723	184	35.2951
6878_6	k141_10885	5041	5613	-	573	100	24.2036
6878_7	k141_10885	5610	6074	-	465	106	31.6146
6878_8	k141_10885	6088	7029	-	942	212	31.2119
6878_9	k141_10885	7189	9390	+	2202	392	24.689
6879_1	k141_38664	2	1246	-	1245	0	0
6879_2	k141_38664	1243	2580	-	1338	0	0
6880_1	k141_10886	3	1028	+	1026	0	0
6881_1	k141_24778	2	1060	-	1059	0	0
6882_1	k141_31547	2	121	+	120	0	0
6882_2	k141_31547	118	594	+	477	2	0.581496
6882_3	k141_31547	621	1178	+	558	0	0
6883_1	k141_33979	3	248	+	246	0	0
6883_2	k141_33979	739	1524	-	786	0	0
6883_3	k141_33979	1534	2667	-	1134	0	0
6883_4	k141_33979	2834	4114	+	1281	0	0
6883_5	k141_33979	4265	4828	-	564	0	0
6884_1	k141_1913	60	2582	+	2523	40	2.19876
6885_1	k141_24779	48	2483	+	2436	0	0
6885_2	k141_24779	2505	2765	+	261	0	0
6886_1	k141_36524	2	556	-	555	0	0
6886_2	k141_36524	604	1032	-	429	0	0
6887_1	k141_27232	2	1075	+	1074	0	0
6887_2	k141_27232	1088	1981	+	894	0	0
6887_3	k141_27232	2058	3467	+	1410	0	0
6887_4	k141_27232	3467	3682	+	216	0	0
6887_5	k141_27232	3693	4130	+	438	0	0
6887_6	k141_27232	4132	4908	-	777	0	0
6887_7	k141_27232	4941	5723	-	783	0	0
6887_8	k141_27232	5736	6548	-	813	0	0
6887_9	k141_27232	6634	7794	+	1161	0	0
6887_10	k141_27232	7805	8209	+	405	0	0
6887_11	k141_27232	8222	9199	+	978	0	0
6887_12	k141_27232	9301	9954	-	654	0	0
6887_13	k141_27232	10012	10809	-	798	0	0
6888_1	k141_19545	2	1111	-	1110	0	0
6888_2	k141_19545	1246	3093	-	1848	0	0
6888_3	k141_19545	3133	4239	-	1107	4	0.501126
6889_1	k141_31553	3	1064	-	1062	0	0
6889_2	k141_31553	1157	1558	-	402	0	0
6890_1	k141_29470	2	217	+	216	293	188.126
6890_2	k141_29470	788	2080	+	1293	192	20.5938
6890_3	k141_29470	2091	3125	+	1035	121	16.2136
6890_4	k141_29470	3385	3654	+	270	35	17.9779
6890_5	k141_29470	3666	4736	+	1071	163	21.1073
6890_6	k141_29470	4943	5911	+	969	146	20.896
6890_7	k141_29470	6095	7441	+	1347	172	17.7091
6890_8	k141_29470	7775	8224	+	450	64	19.7243
6890_9	k141_29470	8228	8479	+	252	19	10.4565
6890_10	k141_29470	8489	9247	+	759	41	7.49164
6890_11	k141_29470	9251	9910	+	660	39	8.19512
6890_12	k141_29470	9970	10128	-	159	3	2.61673
6891_1	k141_3999	2	439	+	438	0	0
6891_2	k141_3999	450	980	+	531	0	0
6891_3	k141_3999	993	1496	+	504	0	0
6891_4	k141_3999	1514	2422	+	909	0	0
6891_5	k141_3999	2572	2844	-	273	0	0
6891_6	k141_3999	2856	3086	-	231	0	0
6891_7	k141_3999	3635	4663	+	1029	0	0
6891_8	k141_3999	4673	6610	+	1938	0	0
6891_9	k141_3999	6607	8085	+	1479	0	0
6891_10	k141_3999	8082	10793	-	2712	0	0
6891_11	k141_3999	10960	11739	+	780	0	0
6891_12	k141_3999	11780	13333	-	1554	0	0
6891_13	k141_3999	13831	14253	-	423	0	0
6891_14	k141_3999	14490	14840	-	351	0	0
6891_15	k141_3999	14821	15594	-	774	0	0
6891_16	k141_3999	15656	17161	-	1506	0	0
6891_17	k141_3999	17215	17964	-	750	0	0
6891_18	k141_3999	17968	18231	+	264	0	0
6891_19	k141_3999	18328	19128	+	801	0	0
6891_20	k141_3999	19238	19927	+	690	0	0
6891_21	k141_3999	19939	20880	+	942	0	0
6891_22	k141_3999	20917	22251	+	1335	0	0
6891_23	k141_3999	22253	22642	+	390	0	0
6891_24	k141_3999	22892	24448	+	1557	0	0
6891_25	k141_3999	24445	26046	+	1602	0	0
6891_26	k141_3999	26049	26783	+	735	0	0
6891_27	k141_3999	26795	27985	+	1191	0	0
6891_28	k141_3999	28121	29458	+	1338	0	0
6891_29	k141_3999	29472	30350	+	879	0	0
6891_30	k141_3999	30460	31797	+	1338	0	0
6891_31	k141_3999	31811	32986	+	1176	0	0
6891_32	k141_3999	32983	34140	+	1158	0	0
6891_33	k141_3999	34474	36123	+	1650	0	0
6891_34	k141_3999	36287	36526	-	240	0	0
6891_35	k141_3999	36579	37004	-	426	12	3.90667
6891_36	k141_3999	37018	38310	-	1293	0	0
6891_37	k141_3999	38363	38713	-	351	0	0
6891_38	k141_3999	38922	39662	-	741	0	0
6891_39	k141_3999	39628	41016	-	1389	0	0
6891_40	k141_3999	41022	43610	-	2589	0	0
6891_41	k141_3999	43591	44325	-	735	0	0
6891_42	k141_3999	44403	44933	-	531	0	0
6891_43	k141_3999	45023	45619	-	597	0	0
6891_44	k141_3999	46226	46603	-	378	0	0
6891_45	k141_3999	46727	47203	-	477	0	0
6891_46	k141_3999	47528	48211	-	684	0	0
6891_47	k141_3999	49155	49637	-	483	0	0
6891_48	k141_3999	49606	50331	-	726	0	0
6891_49	k141_3999	51298	52023	-	726	0	0
6891_50	k141_3999	52354	52902	+	549	0	0
6891_51	k141_3999	52942	54459	-	1518	11	1.00498
6891_52	k141_3999	54469	55350	-	882	0	0
6891_53	k141_3999	55653	57386	-	1734	11	0.879789
6891_54	k141_3999	57392	58105	-	714	7	1.35967
6891_55	k141_3999	58128	59024	-	897	1	0.154612
6891_56	k141_3999	59146	59667	+	522	6	1.5941
6891_57	k141_3999	59676	60086	-	411	0	0
6891_58	k141_3999	60067	60333	-	267	0	0
6891_59	k141_3999	60578	61561	+	984	0	0
6891_60	k141_3999	61737	64535	+	2799	0	0
6891_61	k141_3999	64656	65081	+	426	0	0
6891_62	k141_3999	65094	65579	+	486	0	0
6891_63	k141_3999	65605	66354	+	750	0	0
6891_64	k141_3999	66354	67211	+	858	0	0
6891_65	k141_3999	67215	68324	+	1110	0	0
6891_66	k141_3999	68311	69054	+	744	0	0
6891_67	k141_3999	69214	69873	-	660	0	0
6891_68	k141_3999	70035	70346	-	312	0	0
6891_69	k141_3999	70370	71125	+	756	0	0
6891_70	k141_3999	71247	72680	+	1434	0	0
6891_71	k141_3999	72870	73361	+	492	0	0
6891_72	k141_3999	73471	74214	-	744	0	0
6891_73	k141_3999	74275	77148	-	2874	21	1.01337
6891_74	k141_3999	77292	77681	-	390	2	0.711214
6891_75	k141_3999	77704	78798	-	1095	4	0.506618
6891_76	k141_3999	79220	80422	-	1203	1	0.115284
6891_77	k141_3999	80433	81611	-	1179	0	0
6891_78	k141_3999	81608	82924	-	1317	6	0.63183
6891_79	k141_3999	82953	83537	-	585	0	0
6891_80	k141_3999	83697	84026	+	330	10	4.20263
6891_81	k141_3999	84355	84951	+	597	0	0
6891_82	k141_3999	85327	86559	-	1233	5	0.562395
6891_83	k141_3999	86829	87488	-	660	0	0
6891_84	k141_3999	87658	88551	+	894	2	0.310261
6891_85	k141_3999	88750	90894	+	2145	2	0.129312
6891_86	k141_3999	90887	91882	+	996	0	0
6891_87	k141_3999	91893	92678	+	786	0	0
6891_88	k141_3999	92703	94169	+	1467	0	0
6891_89	k141_3999	94166	95062	-	897	0	0
6891_90	k141_3999	95183	95950	-	768	0	0
6891_91	k141_3999	96041	96634	-	594	0	0
6891_92	k141_3999	96827	97684	-	858	7	1.13148
6891_93	k141_3999	97873	98952	-	1080	36	4.62289
6891_94	k141_3999	99050	100213	-	1164	23	2.74037
6891_95	k141_3999	100265	101284	-	1020	12	1.63161
6891_96	k141_3999	101661	102086	+	426	0	0
6891_97	k141_3999	102110	102688	+	579	4	0.958112
6891_98	k141_3999	102689	103396	+	708	0	0
6891_99	k141_3999	103384	104061	+	678	0	0
6891_100	k141_3999	104055	104711	+	657	0	0
6891_101	k141_3999	104841	106832	-	1992	27	1.87979
6891_102	k141_3999	107112	107870	+	759	0	0
6891_103	k141_3999	108002	109642	-	1641	0	0
6891_104	k141_3999	109657	111126	-	1470	0	0
6891_105	k141_3999	111142	111906	-	765	0	0
6891_106	k141_3999	111916	112710	-	795	0	0
6891_107	k141_3999	112694	113464	-	771	0	0
6891_108	k141_3999	113474	114004	-	531	0	0
6891_109	k141_3999	114015	115271	-	1257	0	0
6891_110	k141_3999	115298	116485	-	1188	0	0
6891_111	k141_3999	116482	117408	-	927	0	0
6891_112	k141_3999	117497	118285	-	789	0	0
6891_113	k141_3999	118299	119048	-	750	0	0
6891_114	k141_3999	119048	120070	-	1023	0	0
6891_115	k141_3999	120081	120389	-	309	0	0
6891_116	k141_3999	120386	120709	-	324	0	0
6891_117	k141_3999	121137	122348	+	1212	0	0
6891_118	k141_3999	122352	123272	-	921	4	0.602331
6891_119	k141_3999	123483	125459	-	1977	2	0.1403
6891_120	k141_3999	126302	127456	+	1155	13	1.56098
6891_121	k141_3999	127835	129229	+	1395	9	0.894753
6891_122	k141_3999	129347	129805	+	459	0	0
6891_123	k141_3999	129900	130607	+	708	0	0
6891_124	k141_3999	130699	131430	+	732	0	0
6891_125	k141_3999	131451	132398	+	948	2	0.292588
6891_126	k141_3999	132575	133138	+	564	4	0.983594
6891_127	k141_3999	133138	133554	+	417	0	0
6891_128	k141_3999	133610	134263	-	654	0	0
6891_129	k141_3999	134612	135592	-	981	0	0
6891_130	k141_3999	135609	136313	+	705	1	0.196719
6891_131	k141_3999	136331	136897	+	567	3	0.733792
6891_132	k141_3999	136894	137184	+	291	0	0
6891_133	k141_3999	137197	137790	+	594	1	0.233479
6891_134	k141_3999	137783	138919	+	1137	0	0
6891_135	k141_3999	139224	140210	+	987	0	0
6891_136	k141_3999	140254	140760	+	507	0	0
6891_137	k141_3999	140760	142061	+	1302	0	0
6891_138	k141_3999	142110	142826	-	717	7	1.35398
6891_139	k141_3999	142880	143206	-	327	13	5.51354
6891_140	k141_3999	143206	143925	-	720	1	0.19262
6891_141	k141_3999	144062	145120	+	1059	11	1.44056
6891_142	k141_3999	145148	145423	+	276	4	2.00995
6891_143	k141_3999	145471	146556	+	1086	2	0.255408
6891_144	k141_3999	146750	148006	+	1257	5	0.551657
6891_145	k141_3999	148074	150212	-	2139	0	0
6891_146	k141_3999	150650	151366	+	717	0	0
6891_147	k141_3999	151730	151933	-	204	0	0
6891_148	k141_3999	152009	153397	-	1389	0	0
6891_149	k141_3999	153667	153840	-	174	0	0
6891_150	k141_3999	153886	155313	+	1428	0	0
6891_151	k141_3999	155324	156469	+	1146	0	0
6891_152	k141_3999	156549	157448	-	900	0	0
6891_153	k141_3999	157547	158149	+	603	0	0
6891_154	k141_3999	158256	158594	+	339	0	0
6891_155	k141_3999	158857	160776	+	1920	0	0
6891_156	k141_3999	161050	161238	+	189	0	0
6891_157	k141_3999	161262	161351	+	90	0	0
6891_158	k141_3999	161572	162753	-	1182	0	0
6891_159	k141_3999	163018	164889	-	1872	0	0
6891_160	k141_3999	165097	165657	+	561	0	0
6891_161	k141_3999	165730	166596	+	867	11	1.75958
6891_162	k141_3999	166632	167519	-	888	0	0
6891_163	k141_3999	167641	168135	-	495	0	0
6891_164	k141_3999	168277	168702	-	426	2	0.651111
6891_165	k141_3999	168709	169440	-	732	0	0
6891_166	k141_3999	169692	170879	+	1188	6	0.700438
6891_167	k141_3999	171012	171671	+	660	0	0
6891_168	k141_3999	171716	172615	-	900	0	0
6891_169	k141_3999	172812	173975	+	1164	1	0.119147
6891_170	k141_3999	174108	174935	+	828	0	0
6891_171	k141_3999	175034	175489	+	456	0	0
6891_172	k141_3999	175583	177766	-	2184	6	0.381007
6891_173	k141_3999	177887	179299	-	1413	0	0
6891_174	k141_3999	179384	180121	-	738	5	0.939612
6891_175	k141_3999	180314	182572	-	2259	18	1.10507
6891_176	k141_3999	182695	183564	-	870	0	0
6891_177	k141_3999	183642	184049	-	408	0	0
6891_178	k141_3999	184200	184859	+	660	0	0
6891_179	k141_3999	184856	186205	+	1350	0	0
6891_180	k141_3999	186312	186893	+	582	12	2.85952
6891_181	k141_3999	186985	187299	+	315	0	0
6891_182	k141_3999	187341	189236	-	1896	1	0.073147
6891_183	k141_3999	189267	189842	-	576	9	2.16698
6891_184	k141_3999	189842	190669	-	828	0	0
6891_185	k141_3999	190694	191116	-	423	1	0.327865
6891_186	k141_3999	191113	191745	-	633	13	2.84823
6891_187	k141_3999	191941	193389	+	1449	11	1.05283
6891_188	k141_3999	193559	194227	+	669	0	0
6891_189	k141_3999	194233	195393	+	1161	11	1.314
6891_190	k141_3999	195440	196231	-	792	8	1.40088
6891_191	k141_3999	196422	197195	+	774	0	0
6891_192	k141_3999	197257	197910	-	654	6	1.27236
6891_193	k141_3999	198289	198570	+	282	1	0.491797
6891_194	k141_3999	198624	198833	-	210	0	0
6891_195	k141_3999	199107	200540	-	1434	11	1.06384
6891_196	k141_3999	200599	203433	-	2835	9	0.440275
6891_197	k141_3999	203457	204863	-	1407	5	0.492845
6891_198	k141_3999	204970	205590	+	621	0	0
6891_199	k141_3999	205651	206892	+	1242	14	1.5633
6891_200	k141_3999	206903	207724	-	822	8	1.34975
6891_201	k141_3999	207927	208310	-	384	0	0
6891_202	k141_3999	208532	209152	+	621	0	0
6891_203	k141_3999	209322	210146	+	825	0	0
6891_204	k141_3999	210156	210458	+	303	0	0
6891_205	k141_3999	210468	210788	+	321	0	0
6891_206	k141_3999	210781	212484	+	1704	0	0
6891_207	k141_3999	212494	212964	+	471	0	0
6891_208	k141_3999	212965	213639	+	675	0	0
6891_209	k141_3999	213648	214265	+	618	0	0
6891_210	k141_3999	214417	216024	+	1608	0	0
6891_211	k141_3999	216071	217084	-	1014	12	1.64126
6891_212	k141_3999	217322	217537	+	216	8	5.13654
6891_213	k141_3999	217754	219517	+	1764	13	1.02207
6891_214	k141_3999	219791	221635	+	1845	42	3.1571
6891_215	k141_3999	221878	222540	+	663	0	0
6891_216	k141_3999	222610	223116	-	507	0	0
6891_217	k141_3999	223474	223692	-	219	0	0
6891_218	k141_3999	223759	224928	-	1170	0	0
