# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_3_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_3/M9_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_3/M9_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_3/M9_1.bam	RPKM
7093_148	k141_8368	146554	147414	-	861	1923	168.892
7093_149	k141_8368	147503	147883	+	381	809	160.568
7093_150	k141_8368	148012	149955	-	1944	5263	204.725
7093_151	k141_8368	150145	150885	+	741	1681	171.547
7093_152	k141_8368	150875	151432	-	558	1597	216.424
7093_153	k141_8368	151757	151963	+	207	561	204.94
7093_154	k141_8368	152041	153384	-	1344	3919	220.501
7093_155	k141_8368	153707	154345	-	639	2237	264.728
7093_156	k141_8368	154551	156284	+	1734	4199	183.118
7093_157	k141_8368	156281	160060	+	3780	8866	177.366
7093_158	k141_8368	160063	160404	+	342	794	175.561
7093_159	k141_8368	160554	162026	+	1473	4249	218.131
7093_160	k141_8368	162440	162970	-	531	1531	218.029
7093_161	k141_8368	163280	164236	+	957	2316	183.004
7093_162	k141_8368	164376	165878	+	1503	3105	156.22
7093_163	k141_8368	165892	166914	+	1023	1892	139.856
7093_164	k141_8368	166901	167896	+	996	1764	133.929
7093_165	k141_8368	167929	168927	-	999	2191	165.848
7093_166	k141_8368	169103	170476	+	1374	3394	186.792
7093_167	k141_8368	170634	171185	-	552	1185	162.335
7093_168	k141_8368	171279	172631	+	1353	3646	203.776
7093_169	k141_8368	172815	173201	+	387	776	151.63
7093_170	k141_8368	173246	173710	-	465	1110	180.511
7093_171	k141_8368	173868	176006	-	2139	6348	224.419
7093_172	k141_8368	176400	178055	-	1656	4127	188.455
7093_173	k141_8368	178105	179526	-	1422	3282	174.531
7093_174	k141_8368	179645	180592	-	948	2658	212.022
7093_175	k141_8368	180971	183667	+	2697	6772	189.876
7093_176	k141_8368	183873	184259	-	387	746	145.768
7093_177	k141_8368	184332	184793	-	462	1048	171.535
7093_178	k141_8368	184806	185741	-	936	2345	189.453
7093_179	k141_8368	185969	186457	-	489	829	128.198
7093_180	k141_8368	186573	187976	-	1404	3444	185.494
7093_181	k141_8368	188033	189037	-	1005	2087	157.033
7093_182	k141_8368	189061	189993	-	933	1801	145.971
7093_183	k141_8368	190004	191224	-	1221	2893	179.171
7093_184	k141_8368	191902	192354	+	453	1037	173.107
7093_185	k141_8368	192399	193403	-	1005	2395	180.208
7093_186	k141_8368	193565	193981	+	417	951	172.456
7093_187	k141_8368	194159	194662	-	504	1306	195.951
7093_188	k141_8368	194855	196042	+	1188	3204	203.944
7093_189	k141_8368	196089	198944	-	2856	6428	170.197
7093_190	k141_8368	198944	199387	-	444	775	131.994
7093_191	k141_8368	199645	201156	-	1512	4080	204.053
7093_192	k141_8368	201423	202523	+	1101	2360	162.091
7093_193	k141_8368	202523	203605	+	1083	2478	173.024
7093_194	k141_8368	203766	205268	-	1503	3514	176.798
7093_195	k141_8368	205346	206344	-	999	2071	156.765
7093_196	k141_8368	206411	207730	-	1320	2846	163.04
7093_197	k141_8368	207795	208559	-	765	1311	129.591
7093_198	k141_8368	208583	209614	-	1032	2457	180.036
7093_199	k141_8368	209831	210394	+	564	1014	135.954
7093_200	k141_8368	210398	211417	-	1020	2722	201.8
7093_201	k141_8368	211884	213149	+	1266	3985	238.028
7093_202	k141_8368	213473	214129	-	657	1239	142.607
7094_1	k141_15992	254	1129	-	876	6	0.517942
7094_2	k141_15992	1288	2091	+	804	15	1.41081
7094_3	k141_15992	2075	2644	+	570	10	1.32666
7094_4	k141_15992	2641	3231	+	591	2	0.255904
7094_5	k141_15992	3239	4219	-	981	1	0.0770842
7095_1	k141_34040	1	714	+	714	90	9.53188
7095_2	k141_34040	707	1330	-	624	56	6.78637
7096_1	k141_45696	2	121	+	120	0	0
7096_2	k141_45696	376	876	+	501	0	0
7096_3	k141_45696	1193	2173	-	981	0	0
7096_4	k141_45696	2451	2732	-	282	0	0
7096_5	k141_45696	2713	3042	-	330	0	0
7096_6	k141_45696	4088	5110	-	1023	0	0
7096_7	k141_45696	5263	5382	-	120	0	0
7097_1	k141_31644	2	73	+	72	0	0
7097_2	k141_31644	125	511	+	387	1	0.195399
7097_3	k141_31644	656	1060	+	405	0	0
7098_1	k141_22205	3	599	+	597	3	0.379998
7098_2	k141_22205	625	1032	+	408	0	0
7098_3	k141_22205	1113	1979	-	867	2	0.17444
7098_4	k141_22205	1921	3834	-	1914	12	0.474104
7098_5	k141_22205	3981	4109	-	129	0	0
7099_1	k141_29563	18	437	+	420	0	0
7099_2	k141_29563	458	1288	+	831	0	0
7100_1	k141_15996	2	184	+	183	1	0.413222
7100_2	k141_15996	186	1094	+	909	3	0.24957
7101_1	k141_27276	1	765	-	765	7	0.691944
7101_2	k141_27276	827	1429	-	603	7	0.877839
7101_3	k141_27276	1436	2182	-	747	11	1.11354
7101_4	k141_27276	2184	2891	-	708	6	0.640844
7101_5	k141_27276	2888	3847	-	960	6	0.472622
7101_6	k141_27276	3932	4912	+	981	17	1.31043
7102_1	k141_41534	3	644	-	642	0	0
7102_2	k141_41534	794	1177	-	384	0	0
7102_3	k141_41534	1177	2781	-	1605	0	0
7102_4	k141_41534	2810	4285	-	1476	0	0
7102_5	k141_41534	4414	5598	-	1185	0	0
7102_6	k141_41534	5638	6831	-	1194	0	0
7102_7	k141_41534	7338	7883	+	546	0	0
7102_8	k141_41534	8343	9326	+	984	0	0
7102_9	k141_41534	9416	10597	+	1182	0	0
7102_10	k141_41534	10746	11303	+	558	0	0
7102_11	k141_41534	11584	11838	-	255	0	0
7103_1	k141_10920	367	2118	-	1752	362	15.6246
7103_2	k141_10920	2218	2874	-	657	101	11.6249
7103_3	k141_10920	2871	3698	-	828	87	7.94553
7103_4	k141_10920	3710	4630	-	921	88	7.22532
7103_5	k141_10920	4645	5748	-	1104	111	7.60305
7103_6	k141_10920	5930	6316	-	387	33	6.44818
7103_7	k141_10920	6714	9578	-	2865	384	10.1354
7103_8	k141_10920	9670	10644	+	975	182	14.1157
7103_9	k141_10920	10745	11686	-	942	148	11.8808
7103_10	k141_10920	11693	12013	-	321	37	8.71627
7103_11	k141_10920	12015	12467	-	453	60	10.0158
7103_12	k141_10920	12526	14349	-	1824	259	10.7376
7103_13	k141_10920	14665	15189	-	525	83	11.9551
7103_14	k141_10920	15248	17119	-	1872	249	10.0584
7103_15	k141_10920	17649	18065	-	417	77	13.9633
7103_16	k141_10920	18123	19355	-	1233	198	12.1433
7103_17	k141_10920	19319	19516	-	198	24	9.16601
7103_18	k141_10920	19598	20350	-	753	88	8.83735
7103_19	k141_10920	20391	21413	-	1023	148	10.9401
7103_20	k141_10920	21526	23205	+	1680	239	10.7578
7103_21	k141_10920	23379	25772	+	2394	425	13.4245
7103_22	k141_10920	26164	27090	+	927	193	15.7439
7103_23	k141_10920	27332	27883	-	552	85	11.6443
7104_1	k141_43150	3	527	+	525	4	0.576149
7104_2	k141_43150	537	1688	+	1152	0	0
7104_3	k141_43150	1775	2653	-	879	2	0.172058
7104_4	k141_43150	2808	5159	-	2352	1	0.0321512
7104_5	k141_43150	5275	8355	-	3081	2	0.0490877
7105_1	k141_22207	3	569	+	567	0	0
7105_2	k141_22207	571	1329	+	759	0	0
7106_1	k141_12751	81	3527	+	3447	527	11.5612
7106_2	k141_12751	3542	5344	+	1803	329	13.7986
7106_3	k141_12751	5349	6782	+	1434	289	15.2399
7106_4	k141_12751	7976	8566	+	591	103	13.179
7106_5	k141_12751	8620	9651	+	1032	144	10.5516
7106_6	k141_12751	9723	13064	+	3342	456	10.3179
7106_7	k141_12751	13070	14692	+	1623	232	10.8095
7106_8	k141_12751	14773	16725	+	1953	329	12.7388
7106_9	k141_12751	16986	17363	-	378	92	18.4048
7107_1	k141_19599	447	1088	-	642	0	0
7108_1	k141_2001	206	1006	-	801	0	0
7108_2	k141_2001	1407	2210	-	804	0	0
7108_3	k141_2001	2200	3069	-	870	0	0
7108_4	k141_2001	3045	3920	-	876	0	0
7108_5	k141_2001	4247	5116	+	870	0	0
7108_6	k141_2001	5147	5908	+	762	0	0
7108_7	k141_2001	7007	7609	-	603	0	0
7109_1	k141_19602	3	881	+	879	7	0.602204
7109_2	k141_19602	884	1135	+	252	0	0
7110_1	k141_4038	72	1418	+	1347	16	0.898228
7110_2	k141_4038	1396	1881	+	486	11	1.71155
7110_3	k141_4038	1884	3341	-	1458	27	1.40036
7110_4	k141_4038	3368	5233	-	1866	17	0.688924
7110_5	k141_4038	5287	5787	-	501	2	0.301874
7110_6	k141_4038	5784	6626	-	843	9	0.807326
7110_7	k141_4038	6629	7651	-	1023	29	2.14366
7110_8	k141_4038	7768	9291	-	1524	36	1.78629
7110_9	k141_4038	9514	11550	-	2037	39	1.4478
7110_10	k141_4038	11572	13542	-	1971	42	1.61138
7110_11	k141_4038	13763	14674	-	912	25	2.0729
7110_12	k141_4038	14879	17233	-	2355	35	1.12386
7110_13	k141_4038	17235	21743	-	4509	66	1.10687
7110_14	k141_4038	21905	24136	-	2232	35	1.18579
7111_1	k141_31648	1	192	-	192	0	0
7111_2	k141_31648	194	520	+	327	0	0
7111_3	k141_31648	719	1075	+	357	0	0
7111_4	k141_31648	1157	1777	+	621	0	0
7111_5	k141_31648	1789	2307	+	519	0	0
7111_6	k141_31648	2260	2382	-	123	0	0
7111_7	k141_31648	2393	3235	+	843	0	0
7111_8	k141_31648	3239	3511	+	273	0	0
7111_9	k141_31648	3490	3939	+	450	0	0
7111_10	k141_31648	3970	4497	+	528	0	0
7112_1	k141_29570	1	483	+	483	3	0.469687
7112_2	k141_29570	488	1495	+	1008	5	0.375097
7112_3	k141_29570	1514	3916	+	2403	23	0.723783
7113_1	k141_15997	161	787	-	627	0	0
7113_2	k141_15997	945	2408	-	1464	1	0.0516527
7113_3	k141_15997	2434	3309	-	876	0	0
7113_4	k141_15997	3302	4165	-	864	0	0
7113_5	k141_15997	4178	5128	-	951	0	0
7113_6	k141_15997	5125	5946	-	822	0	0
7114_1	k141_22211	108	1493	-	1386	2	0.109119
7114_2	k141_22211	1495	1815	-	321	4	0.9423
7114_3	k141_22211	1995	3200	-	1206	0	0
7115_1	k141_17774	3	215	+	213	0	0
7115_2	k141_17774	212	862	+	651	0	0
7115_3	k141_17774	859	1680	+	822	0	0
7115_4	k141_17774	2022	3284	-	1263	5	0.299365
7115_5	k141_17774	3307	3915	-	609	1	0.12417
7115_6	k141_17774	3927	4583	-	657	7	0.805688
7115_7	k141_17774	4576	5475	-	900	1	0.0840217
7115_8	k141_17774	5487	6614	-	1128	1	0.0670386
7115_9	k141_17774	6617	7972	-	1356	11	0.613433
7115_10	k141_17774	8162	8890	+	729	2	0.207461
7115_11	k141_17774	8890	9615	+	726	11	1.14575
7115_12	k141_17774	9629	10240	-	612	0	0
7115_13	k141_17774	10398	11339	+	942	3	0.240827
7115_14	k141_17774	11336	11863	+	528	2	0.286438
7115_15	k141_17774	11937	12389	+	453	0	0
7115_16	k141_17774	12620	14152	-	1533	9	0.44395
7115_17	k141_17774	14228	16849	-	2622	6	0.173042
7115_18	k141_17774	16949	17971	+	1023	2	0.147839
7115_19	k141_17774	17973	18923	+	951	1	0.0795158
7115_20	k141_17774	18946	19428	+	483	0	0
7116_1	k141_31651	3	1358	+	1356	4	0.223067
7117_1	k141_27279	1	135	+	135	0	0
7117_2	k141_27279	197	1768	-	1572	10	0.48104
7117_3	k141_27279	1922	5110	-	3189	25	0.592816
7117_4	k141_27279	5127	5954	-	828	6	0.547968
7118_1	k141_2007	2	502	-	501	0	0
7118_2	k141_2007	514	1911	-	1398	0	0
7119_1	k141_10923	146	2413	+	2268	26	0.866891
7119_2	k141_10923	2470	2895	+	426	10	1.77511
7119_3	k141_10923	3001	3987	-	987	7	0.536309
7119_4	k141_10923	3997	4413	-	417	7	1.26939
7119_5	k141_10923	4410	4973	-	564	11	1.47485
7119_6	k141_10923	5116	5709	-	594	0	0
7119_7	k141_10923	5848	6249	-	402	12	2.2573
7119_8	k141_10923	6213	6338	-	126	1	0.600155
7120_1	k141_8374	166	477	+	312	1	0.24237
7120_2	k141_8374	655	1299	+	645	1	0.11724
7120_3	k141_8374	1311	1931	+	621	9	1.09594
7120_4	k141_8374	1928	2227	+	300	3	0.756196
7120_5	k141_8374	2227	3054	+	828	0	0
7120_6	k141_8374	3067	3345	+	279	0	0
7120_7	k141_8374	3346	3681	+	336	0	0
7120_8	k141_8374	3702	4484	+	783	1	0.0965767
7120_9	k141_8374	4487	4903	+	417	0	0
7120_10	k141_8374	4920	5114	+	195	3	1.16338
7120_11	k141_8374	5111	5380	+	270	0	0
7120_12	k141_8374	5625	5993	+	369	1	0.204931
7120_13	k141_8374	6007	6330	+	324	3	0.700181
7120_14	k141_8374	6339	6878	+	540	0	0
7120_15	k141_8374	6891	7196	+	306	0	0
7120_16	k141_8374	7213	7608	+	396	0	0
7120_17	k141_8374	7624	8157	+	534	0	0
7120_18	k141_8374	8173	8541	+	369	0	0
7120_19	k141_8374	8556	8720	+	165	1	0.4583
7122_1	k141_4050	3	1292	+	1290	3	0.175859
7122_2	k141_4050	1435	1740	+	306	4	0.988491
7123_1	k141_8375	405	1475	+	1071	1	0.0706065
7123_2	k141_8375	1502	1918	+	417	3	0.544026
7123_3	k141_8375	1915	2073	+	159	2	0.951189
7124_1	k141_27284	1	1026	+	1026	9	0.663329
7125_1	k141_10927	1	429	+	429	0	0
7126_1	k141_38713	275	1429	+	1155	8	0.523772
7126_2	k141_38713	1518	2105	+	588	7	0.900233
7126_3	k141_38713	2118	2303	+	186	1	0.406557
7126_4	k141_38713	2409	3413	+	1005	14	1.05341
7126_5	k141_38713	3397	4287	+	891	8	0.678963
7126_6	k141_38713	4316	5629	+	1314	8	0.460393
7126_7	k141_38713	5829	7604	-	1776	13	0.553522
7126_8	k141_38713	7714	8787	-	1074	6	0.422456
7126_9	k141_38713	8784	9260	-	477	4	0.634126
7126_10	k141_38713	9555	11126	+	1572	19	0.913977
7126_11	k141_38713	11078	11383	+	306	6	1.48274
7126_12	k141_38713	11430	12524	+	1095	9	0.621531
7126_13	k141_38713	12533	14962	+	2430	24	0.74686
7126_14	k141_38713	14963	16162	-	1200	16	1.00826
7126_15	k141_38713	16202	16879	-	678	16	1.78453
7126_16	k141_38713	16982	17734	-	753	4	0.401698
7126_17	k141_38713	17748	18635	-	888	17	1.44767
7126_18	k141_38713	18644	19834	-	1191	9	0.571432
7126_19	k141_38713	20465	21661	+	1197	14	0.884439
7126_20	k141_38713	21671	22888	+	1218	17	1.05545
7126_21	k141_38713	22957	23799	+	843	11	0.986732
7126_22	k141_38713	23829	24620	+	792	1	0.0954792
7126_23	k141_38713	24792	25922	+	1131	8	0.534886
7126_24	k141_38713	25986	27482	-	1497	14	0.707197
7126_25	k141_38713	27553	27981	-	429	1	0.176269
7127_1	k141_22219	2	277	+	276	63	17.261
7127_2	k141_22219	716	1777	+	1062	23	1.63771
7128_1	k141_27285	1	471	+	471	0	0
7128_2	k141_27285	492	1322	+	831	0	0
7129_1	k141_2014	3	74	+	72	0	0
7129_2	k141_2014	291	1124	-	834	0	0
7129_3	k141_2014	1173	1949	-	777	0	0
7129_4	k141_2014	1939	2940	-	1002	5	0.377343
7130_1	k141_22220	3	698	-	696	0	0
7130_2	k141_22220	839	1492	+	654	0	0
7131_1	k141_8379	414	818	+	405	0	0
7131_2	k141_8379	1002	1124	+	123	0	0
7132_1	k141_38719	3	485	-	483	2	0.313124
7132_2	k141_38719	482	1075	-	594	0	0
7133_1	k141_8380	1	603	+	603	3	0.376217
7133_2	k141_8380	609	920	-	312	7	1.69659
7133_3	k141_8380	1197	1367	+	171	0	0
7134_1	k141_8381	1	237	+	237	1	0.31907
7134_2	k141_8381	296	1063	+	768	2	0.196926
7135_1	k141_45699	161	1072	-	912	4	0.331665
7135_2	k141_45699	1093	1557	-	465	0	0
7135_3	k141_45699	1570	2115	-	546	5	0.692487
7135_4	k141_45699	2133	2627	-	495	0	0
7135_5	k141_45699	2705	3286	+	582	0	0
7135_6	k141_45699	3304	3936	-	633	0	0
7135_7	k141_45699	3981	4877	-	897	6	0.505816
7135_8	k141_45699	4936	5811	-	876	11	0.949561
7135_9	k141_45699	5828	7426	+	1599	22	1.04042
7135_10	k141_45699	7525	9651	+	2127	19	0.675492
7135_11	k141_45699	9715	10335	-	621	2	0.243541
7135_12	k141_45699	10432	11430	-	999	93	7.03966
7135_13	k141_45699	11660	11914	+	255	2	0.593095
7135_14	k141_45699	12132	13229	+	1098	14	0.964184
7135_15	k141_45699	13355	13918	+	564	12	1.60893
7135_16	k141_45699	14000	15163	+	1164	12	0.779583
7135_17	k141_45699	15823	16959	+	1137	23	1.52968
7135_18	k141_45699	16974	17537	+	564	1	0.134077
7136_1	k141_2024	2	397	-	396	0	0
7136_2	k141_2024	519	1214	-	696	0	0
7137_1	k141_38720	1	531	-	531	5	0.712049
7137_2	k141_38720	533	2065	-	1533	25	1.2332
7137_3	k141_38720	2071	3561	-	1491	23	1.1665
7137_4	k141_38720	3598	4086	-	489	6	0.927847
7138_1	k141_29596	3	2195	+	2193	0	0
7139_1	k141_29598	1	246	-	246	0	0
7139_2	k141_29598	331	1062	+	732	10	1.03305
7140_1	k141_38723	2	544	+	543	1	0.139263
7140_2	k141_38723	671	886	+	216	2	0.700181
7140_3	k141_38723	992	1840	+	849	15	1.33603
7141_1	k141_45710	1	672	-	672	15	1.68794
7141_2	k141_45710	689	1210	-	522	7	1.01406
7142_1	k141_38726	3	188	-	186	0	0
7142_2	k141_38726	317	1318	+	1002	0	0
7143_1	k141_43153	1	93	-	93	0	0
7143_2	k141_43153	190	891	-	702	1	0.10772
7143_3	k141_43153	872	2344	-	1473	1	0.0513371
7143_4	k141_43153	2786	3832	-	1047	0	0
7143_5	k141_43153	4494	5069	+	576	1	0.131284
7143_6	k141_43153	5082	6569	+	1488	0	0
7143_7	k141_43153	6616	7737	+	1122	0	0
7143_8	k141_43153	7828	8724	+	897	0	0
7143_9	k141_43153	8736	10274	+	1539	0	0
7143_10	k141_43153	10281	12530	+	2250	0	0
7143_11	k141_43153	12559	15627	+	3069	0	0
7143_12	k141_43153	15736	16638	+	903	0	0
7143_13	k141_43153	16644	17555	-	912	2	0.165832
7143_14	k141_43153	17649	20285	+	2637	2	0.0573527
7144_1	k141_45712	1	462	-	462	0	0
7144_2	k141_45712	483	3335	-	2853	0	0
7145_1	k141_34041	3	143	+	141	0	0
7145_2	k141_34041	193	1068	-	876	0	0
7145_3	k141_34041	1095	1751	-	657	0	0
7145_4	k141_34041	1771	2565	-	795	0	0
7145_5	k141_34041	2815	4359	-	1545	0	0
7145_6	k141_34041	4597	5070	-	474	0	0
7145_7	k141_34041	5075	5509	-	435	0	0
7145_8	k141_34041	5572	5910	-	339	0	0
7145_9	k141_34041	5928	6908	-	981	0	0
7145_10	k141_34041	6961	7350	-	390	0	0
7145_11	k141_34041	7379	7747	-	369	0	0
7145_12	k141_34041	7770	7883	-	114	0	0
7145_13	k141_34041	7907	8125	-	219	0	0
7145_14	k141_34041	8411	9163	-	753	0	0
7145_15	k141_34041	9166	9816	-	651	0	0
7145_16	k141_34041	9833	11098	-	1266	0	0
7145_17	k141_34041	11108	11572	-	465	0	0
7145_18	k141_34041	11594	11773	-	180	0	0
7145_19	k141_34041	11792	12292	-	501	0	0
7145_20	k141_34041	12311	12673	-	363	0	0
7145_21	k141_34041	12700	13245	-	546	0	0
7145_22	k141_34041	13266	13658	-	393	0	0
7145_23	k141_34041	13690	13959	-	270	0	0
7145_24	k141_34041	13978	14517	-	540	0	0
7145_25	k141_34041	14539	14856	-	318	0	0
7145_26	k141_34041	14873	15241	-	369	0	0
7145_27	k141_34041	15267	15521	-	255	0	0
7145_28	k141_34041	15565	15765	-	201	0	0
7145_29	k141_34041	15767	16192	-	426	0	0
7145_30	k141_34041	16192	16860	-	669	0	0
7145_31	k141_34041	16874	17209	-	336	0	0
7145_32	k141_34041	17223	17498	-	276	0	0
7145_33	k141_34041	17523	18350	-	828	0	0
7145_34	k141_34041	18381	18665	-	285	0	0
7145_35	k141_34041	18665	19288	-	624	0	0
7145_36	k141_34041	19320	19958	-	639	0	0
7145_37	k141_34041	19973	20284	-	312	0	0
7145_38	k141_34041	20805	20975	-	171	0	0
7145_39	k141_34041	21085	22278	-	1194	0	0
7145_40	k141_34041	22310	24382	-	2073	0	0
7145_41	k141_34041	24422	24892	-	471	0	0
7145_42	k141_34041	24949	25320	-	372	0	0
7145_43	k141_34041	25401	25646	-	246	0	0
7146_1	k141_38727	1	471	+	471	0	0
7146_2	k141_38727	512	1468	-	957	0	0
7146_3	k141_38727	1471	2067	-	597	0	0
7147_1	k141_10928	1	141	+	141	3	1.60893
7147_2	k141_10928	209	499	+	291	1	0.259861
7147_3	k141_10928	496	597	+	102	2	1.48274
7147_4	k141_10928	1025	2602	+	1578	17	0.814659
7147_5	k141_10928	2659	3789	+	1131	14	0.936051
7147_6	k141_10928	3798	4676	+	879	10	0.860291
7147_7	k141_10928	4711	5880	+	1170	9	0.581689
7147_8	k141_10928	5886	6863	+	978	7	0.541244
7147_9	k141_10928	6886	8040	+	1155	14	0.916601
7147_10	k141_10928	8040	9245	+	1206	16	1.00324
7147_11	k141_10928	9242	9430	+	189	0	0
7147_12	k141_10928	9427	10629	+	1203	17	1.06861
7147_13	k141_10928	10622	11752	+	1131	16	1.06977
7147_14	k141_10928	11780	12874	+	1095	12	0.828707
7147_15	k141_10928	12890	13876	+	987	8	0.612924
7147_16	k141_10928	13876	14430	+	555	5	0.681257
7147_17	k141_10928	14444	14581	+	138	0	0
7148_1	k141_45717	3	509	-	507	0	0
7148_2	k141_45717	565	1767	-	1203	0	0
7149_1	k141_38731	451	741	-	291	2	0.519722
7149_2	k141_38731	746	1744	-	999	6	0.454172
7150_1	k141_41539	295	1773	-	1479	0	0
7150_2	k141_41539	2048	3697	-	1650	0	0
7150_3	k141_41539	3710	4204	-	495	0	0
7150_4	k141_41539	4245	5483	-	1239	0	0
7150_5	k141_41539	5590	6603	-	1014	0	0
7150_6	k141_41539	6938	8497	-	1560	0	0
7150_7	k141_41539	8634	8768	-	135	0	0
7150_8	k141_41539	8934	9716	-	783	0	0
7150_9	k141_41539	9941	10165	+	225	0	0
7150_10	k141_41539	10186	10905	-	720	0	0
7150_11	k141_41539	10925	11569	-	645	0	0
7150_12	k141_41539	11611	13215	-	1605	1	0.047115
7150_13	k141_41539	13229	13783	-	555	0	0
7150_14	k141_41539	13808	15337	-	1530	0	0
7150_15	k141_41539	15345	16508	-	1164	0	0
7150_16	k141_41539	16517	17128	-	612	0	0
7150_17	k141_41539	17154	18107	-	954	0	0
7150_18	k141_41539	18208	18897	-	690	0	0
7150_19	k141_41539	18919	19290	-	372	0	0
7150_20	k141_41539	19804	20145	-	342	0	0
7150_21	k141_41539	21317	22474	-	1158	0	0
7150_22	k141_41539	22639	23931	+	1293	0	0
7151_1	k141_4066	406	2172	-	1767	15	0.641932
7151_2	k141_4066	2298	3362	-	1065	16	1.13607
7151_3	k141_4066	3441	4370	-	930	16	1.30098
7151_4	k141_4066	4376	4993	-	618	3	0.367085
7151_5	k141_4066	5118	6344	+	1227	8	0.493037
7151_6	k141_4066	6352	7752	-	1401	5	0.269877
7151_7	k141_4066	7898	8404	+	507	4	0.596604
7151_8	k141_4066	8824	10185	+	1362	14	0.777294
7151_9	k141_4066	10212	11459	+	1248	3	0.181778
7151_10	k141_4066	11459	11578	+	120	0	0
7152_1	k141_34046	1	1206	+	1206	0	0
7152_2	k141_34046	1187	1246	+	60	0	0
7153_1	k141_17777	1	1101	-	1101	129	8.86006
7153_2	k141_17777	1116	1874	-	759	110	10.9594
7153_3	k141_17777	1982	3001	-	1020	132	9.78606
7153_4	k141_17777	3091	3291	-	201	27	10.1579
7153_5	k141_17777	3304	4614	-	1311	168	9.69038
7153_6	k141_17777	4614	5987	-	1374	154	8.47555
7153_7	k141_17777	6108	7475	+	1368	140	7.73884
7153_8	k141_17777	7517	8152	+	636	85	10.1064
7153_9	k141_17777	8313	10382	-	2070	286	10.4479
7153_10	k141_17777	10440	10931	+	492	38	5.84054
7153_11	k141_17777	10992	12131	+	1140	175	11.6083
7153_12	k141_17777	12550	14187	-	1638	259	11.9569
7153_13	k141_17777	14234	14389	+	156	3	1.45422
7153_14	k141_17777	14323	15993	-	1671	196	8.8698
7153_15	k141_17777	16280	18139	+	1860	281	11.4242
7153_16	k141_17777	18148	20292	+	2145	291	10.2589
7153_17	k141_17777	20492	20872	+	381	25	4.96191
7154_1	k141_16002	21	2885	-	2865	0	0
7154_2	k141_16002	2904	4628	-	1725	0	0
7154_3	k141_16002	4665	6587	-	1923	2	0.0786475
7154_4	k141_16002	6607	8259	-	1653	1	0.0457469
7154_5	k141_16002	8274	11264	-	2991	3	0.0758471
7154_6	k141_16002	11277	12317	-	1041	0	0
7154_7	k141_16002	12398	13396	-	999	1	0.0756953
7154_8	k141_16002	13655	14647	-	993	1	0.0761526
7154_9	k141_16002	14717	17131	-	2415	6	0.187875
7154_10	k141_16002	17166	20135	-	2970	5	0.127306
7154_11	k141_16002	20140	20487	-	348	0	0
7154_12	k141_16002	20575	21198	+	624	0	0
7155_1	k141_45718	2	1117	-	1116	12	0.813114
7155_2	k141_45718	1134	1874	-	741	5	0.510253
7156_1	k141_19607	12	485	-	474	62	9.89117
7156_2	k141_19607	506	2068	-	1563	288	13.9337
7156_3	k141_19607	2451	3368	+	918	200	16.4748
7156_4	k141_19607	3365	5194	+	1830	365	15.0826
7156_5	k141_19607	5181	6143	+	963	195	15.3124
7156_6	k141_19607	6383	8809	-	2427	564	17.5729
7156_7	k141_19607	8979	9599	-	621	140	17.0479
7156_8	k141_19607	9727	11370	-	1644	321	14.7651
7156_9	k141_19607	11376	12026	-	651	92	10.6866
7156_10	k141_19607	12066	13433	-	1368	295	16.3068
7156_11	k141_19607	13961	16393	+	2433	575	17.8715
7156_12	k141_19607	16398	17609	+	1212	227	14.1631
7156_13	k141_19607	17700	19001	+	1302	260	15.1007
7156_14	k141_19607	19593	20600	-	1008	310	23.256
7156_15	k141_19607	20600	21631	-	1032	335	24.547
7156_16	k141_19607	21746	22801	-	1056	375	26.8535
7157_1	k141_43157	2	1126	+	1125	18	1.20991
7157_2	k141_43157	1394	2293	+	900	28	2.35261
7157_3	k141_43157	2310	2480	+	171	0	0
7157_4	k141_43157	2402	3742	-	1341	18	1.01503
7157_5	k141_43157	3773	4930	-	1158	25	1.63255
7157_6	k141_43157	4993	5235	-	243	3	0.933575
7158_1	k141_4070	3	251	+	249	0	0
7158_2	k141_4070	452	1663	+	1212	12	0.748709
7159_1	k141_17779	30	1826	-	1797	0	0
7160_1	k141_45720	194	1804	+	1611	26	1.22043
7161_1	k141_22223	55	1929	+	1875	483	19.4796
7161_2	k141_22223	2230	4260	+	2031	880	32.7648
7161_3	k141_22223	4617	5333	+	717	343	36.175
7161_4	k141_22223	5590	7284	+	1695	688	30.694
7161_5	k141_22223	7557	8447	+	891	384	32.5902
7161_6	k141_22223	8528	8920	+	393	117	22.5127
7161_7	k141_22223	8913	9791	+	879	207	17.808
7161_8	k141_22223	10185	10658	-	474	122	19.4633
7161_9	k141_22223	10772	11425	+	654	195	22.5471
7161_10	k141_22223	11782	13083	-	1302	535	31.0726
7161_11	k141_22223	13479	14159	+	681	309	34.312
7161_12	k141_22223	14220	15638	+	1419	545	29.0435
7161_13	k141_22223	15966	17039	+	1074	350	24.6432
