# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_3_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_3/K21_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_3/K21_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_3/K21_1.bam
6120_65	k141_45453	77178	78215	-	1038	0
6120_66	k141_45453	78229	78702	-	474	0
6120_67	k141_45453	78918	79724	-	807	0
6120_68	k141_45453	79724	80794	-	1071	0
6120_69	k141_45453	80798	82144	-	1347	1
6120_70	k141_45453	82164	83174	-	1011	0
6120_71	k141_45453	83615	85033	+	1419	5
6120_72	k141_45453	85059	85424	-	366	1
6120_73	k141_45453	85469	86083	+	615	0
6120_74	k141_45453	86094	86936	+	843	0
6120_75	k141_45453	86945	88702	+	1758	0
6120_76	k141_45453	88711	90036	+	1326	1
6120_77	k141_45453	90057	90665	+	609	0
6120_78	k141_45453	90662	92479	+	1818	2
6120_79	k141_45453	92524	92973	+	450	0
6120_80	k141_45453	93257	93769	-	513	0
6120_81	k141_45453	94004	95134	-	1131	0
6120_82	k141_45453	95131	97404	-	2274	1
6120_83	k141_45453	97401	98504	-	1104	2
6120_84	k141_45453	98545	99510	-	966	0
6120_85	k141_45453	99510	103145	-	3636	4
6120_86	k141_45453	103159	103959	-	801	0
6120_87	k141_45453	104247	105572	+	1326	0
6120_88	k141_45453	105813	106478	+	666	5
6120_89	k141_45453	106750	108039	+	1290	0
6120_90	k141_45453	108350	110380	+	2031	0
6120_91	k141_45453	111254	113344	+	2091	0
6120_92	k141_45453	113322	113807	+	486	5
6120_93	k141_45453	114019	115329	-	1311	4
6120_94	k141_45453	115783	117270	+	1488	2
6120_95	k141_45453	117347	118207	+	861	0
6120_96	k141_45453	118314	118529	-	216	0
6120_97	k141_45453	118730	119392	-	663	0
6120_98	k141_45453	119682	120866	+	1185	4
6120_99	k141_45453	120942	121703	-	762	0
6120_100	k141_45453	121710	122138	-	429	0
6120_101	k141_45453	122148	123881	-	1734	6
6120_102	k141_45453	124005	125366	-	1362	0
6120_103	k141_45453	125721	128180	-	2460	5
6120_104	k141_45453	128354	128911	-	558	0
6120_105	k141_45453	128908	129327	-	420	0
6120_106	k141_45453	129548	130828	-	1281	0
6120_107	k141_45453	131311	131625	+	315	0
6120_108	k141_45453	131843	131962	-	120	0
6121_1	k141_15723	201	683	-	483	88
6121_2	k141_15723	1148	1372	-	225	80
6121_3	k141_15723	1577	1654	-	78	11
6122_1	k141_38488	2	961	-	960	0
6123_1	k141_1686	2	1957	-	1956	0
6123_2	k141_1686	1973	3310	-	1338	1
6124_1	k141_45455	55	1266	+	1212	0
6124_2	k141_45455	1266	2000	+	735	0
6125_1	k141_22031	1	498	+	498	112
6125_2	k141_22031	713	865	+	153	73
6125_3	k141_22031	1026	2228	-	1203	1048
6125_4	k141_22031	2442	5921	+	3480	741
6125_5	k141_22031	6092	7270	-	1179	229
6125_6	k141_22031	7506	8168	+	663	144
6125_7	k141_22031	8206	9372	+	1167	166
6125_8	k141_22031	9510	10769	-	1260	185
6125_9	k141_22031	10789	11319	-	531	134
6125_10	k141_22031	11493	12923	+	1431	335
6125_11	k141_22031	12898	14892	+	1995	362
6125_12	k141_22031	14913	15764	+	852	189
6125_13	k141_22031	15782	16948	+	1167	348
6125_14	k141_22031	17388	20918	+	3531	794
6125_15	k141_22031	21282	21857	+	576	118
6125_16	k141_22031	21871	22143	+	273	54
6125_17	k141_22031	22344	22940	-	597	117
6125_18	k141_22031	23140	23727	+	588	174
6125_19	k141_22031	24006	24962	-	957	246
6125_20	k141_22031	24997	25437	-	441	90
6125_21	k141_22031	25586	26212	+	627	147
6125_22	k141_22031	26245	26721	+	477	71
6125_23	k141_22031	26722	27297	+	576	90
6125_24	k141_22031	27294	28046	+	753	111
6125_25	k141_22031	28098	28751	+	654	95
6125_26	k141_22031	28761	29471	+	711	137
6125_27	k141_22031	29564	30631	+	1068	176
6125_28	k141_22031	30645	31202	+	558	84
6125_29	k141_22031	31301	31669	+	369	67
6125_30	k141_22031	31662	31958	+	297	77
6125_31	k141_22031	31980	32426	+	447	90
6125_32	k141_22031	32426	33379	+	954	133
6125_33	k141_22031	33376	34584	+	1209	175
6125_34	k141_22031	34568	34822	+	255	37
6125_35	k141_22031	34819	35703	+	885	134
6125_36	k141_22031	35725	36528	+	804	111
6125_37	k141_22031	36538	37410	+	873	182
6125_38	k141_22031	37403	38017	+	615	98
6125_39	k141_22031	37989	38444	+	456	53
6125_40	k141_22031	38452	40134	+	1683	270
6125_41	k141_22031	40293	41054	+	762	118
6125_42	k141_22031	41082	42119	+	1038	201
6125_43	k141_22031	42144	43025	+	882	175
6125_44	k141_22031	43439	43963	-	525	117
6125_45	k141_22031	44004	45263	-	1260	271
6125_46	k141_22031	45450	45833	+	384	79
6125_47	k141_22031	45833	46711	+	879	158
6125_48	k141_22031	46865	48169	-	1305	296
6125_49	k141_22031	48569	49750	-	1182	321
6125_50	k141_22031	49964	51148	-	1185	322
6126_1	k141_29263	3	902	+	900	0
6126_2	k141_29263	940	1806	+	867	0
6126_3	k141_29263	1825	3264	-	1440	0
6126_4	k141_29263	3285	4409	-	1125	0
6126_5	k141_29263	4406	5170	-	765	0
6126_6	k141_29263	5178	5753	-	576	0
6126_7	k141_29263	5771	7819	-	2049	0
6126_8	k141_29263	7846	9552	-	1707	0
6126_9	k141_29263	10110	11453	-	1344	0
6126_10	k141_29263	11741	13078	+	1338	0
6126_11	k141_29263	13194	13748	+	555	0
6126_12	k141_29263	13941	14048	-	108	0
6127_1	k141_33819	3	95	-	93	0
6127_2	k141_33819	68	415	-	348	0
6127_3	k141_33819	481	1716	-	1236	13
6127_4	k141_33819	1789	3129	-	1341	12
6127_5	k141_33819	3145	3831	-	687	0
6127_6	k141_33819	3857	4408	-	552	5
6127_7	k141_33819	4603	5346	+	744	11
6127_8	k141_33819	5346	6101	+	756	5
6127_9	k141_33819	6098	7420	+	1323	11
6127_10	k141_33819	7634	9010	-	1377	8
6127_11	k141_33819	9581	10771	+	1191	14
6127_12	k141_33819	10719	12188	+	1470	20
6127_13	k141_33819	12587	12790	-	204	2
6127_14	k141_33819	12780	13448	-	669	5
6127_15	k141_33819	13461	14165	-	705	10
6127_16	k141_33819	14165	14950	-	786	10
6127_17	k141_33819	14947	15894	-	948	7
6127_18	k141_33819	15907	16800	-	894	14
6127_19	k141_33819	16915	17310	-	396	2
6127_20	k141_33819	17394	18005	-	612	5
6127_21	k141_33819	18198	19373	-	1176	5
6127_22	k141_33819	19628	20047	-	420	4
6127_23	k141_33819	20060	20683	-	624	5
6127_24	k141_33819	20680	20991	-	312	5
6127_25	k141_33819	21218	21613	+	396	1
6128_1	k141_1689	2	2041	+	2040	0
6128_2	k141_1689	2108	2659	-	552	0
6129_1	k141_45460	1130	1600	+	471	0
6130_1	k141_6082	1	183	-	183	0
6130_2	k141_6082	216	1205	-	990	0
6130_3	k141_6082	1294	1884	-	591	0
6130_4	k141_6082	1897	2790	-	894	0
6130_5	k141_6082	2792	3664	-	873	0
6130_6	k141_6082	3686	5377	-	1692	2
6130_7	k141_6082	5566	6255	-	690	0
6130_8	k141_6082	6307	7032	-	726	0
6130_9	k141_6082	7049	7726	-	678	0
6131_1	k141_15725	341	826	+	486	87
6131_2	k141_15725	899	4156	+	3258	327
6131_3	k141_15725	4365	4514	+	150	29
6131_4	k141_15725	4783	4896	-	114	10
6132_1	k141_19289	1	141	+	141	4
6132_2	k141_19289	317	2050	+	1734	64
6132_3	k141_19289	2443	2943	+	501	18
6132_4	k141_19289	3176	3391	-	216	1
6132_5	k141_19289	3490	3615	-	126	2
6132_6	k141_19289	3901	4698	+	798	35
6132_7	k141_19289	4682	4978	+	297	7
6132_8	k141_19289	5914	6507	+	594	41
6132_9	k141_19289	7417	8085	-	669	34
6132_10	k141_19289	8144	8833	-	690	30
6132_11	k141_19289	8986	9843	-	858	20
6132_12	k141_19289	9881	11788	-	1908	26
6132_13	k141_19289	11761	12726	-	966	18
6132_14	k141_19289	12723	13133	-	411	13
6132_15	k141_19289	13137	14072	-	936	23
6132_16	k141_19289	14240	15301	-	1062	11
6132_17	k141_19289	15551	16981	-	1431	50
6132_18	k141_19289	17025	17675	-	651	10
6132_19	k141_19289	19281	20747	-	1467	61
6132_20	k141_19289	22198	22899	+	702	8
6132_21	k141_19289	22896	24068	+	1173	36
6132_22	k141_19289	24164	24805	+	642	29
6132_23	k141_19289	25001	26284	+	1284	48
6132_24	k141_19289	26281	27621	+	1341	57
6132_25	k141_19289	27618	30218	+	2601	54
6132_26	k141_19289	30499	32541	+	2043	35
6132_27	k141_19289	32538	34703	+	2166	51
6133_1	k141_36305	2	1732	-	1731	1
6133_2	k141_36305	1985	2698	+	714	0
6133_3	k141_36305	2705	4192	+	1488	1
6133_4	k141_36305	4233	5561	+	1329	0
6133_5	k141_36305	5649	7193	+	1545	0
6133_6	k141_36305	7229	8047	+	819	0
6133_7	k141_36305	8044	8289	+	246	0
6134_1	k141_29267	2	418	+	417	0
6134_2	k141_29267	430	1158	+	729	0
6134_3	k141_29267	1166	1447	+	282	0
6135_1	k141_45461	1	1107	+	1107	0
6136_1	k141_22034	1	1143	+	1143	0
6136_2	k141_22034	1273	3270	+	1998	0
6137_1	k141_6086	2	382	+	381	6
6137_2	k141_6086	401	898	+	498	10
6137_3	k141_6086	979	1404	+	426	0
6138_1	k141_33821	2	769	+	768	5
6138_2	k141_33821	882	1121	+	240	0
6138_3	k141_33821	1196	1939	-	744	17
6138_4	k141_33821	1939	2730	-	792	17
6138_5	k141_33821	2756	3487	-	732	10
6139_1	k141_24684	2	235	-	234	0
6139_2	k141_24684	637	990	-	354	0
6139_3	k141_24684	1117	1509	+	393	0
6139_4	k141_24684	1566	2525	-	960	0
6139_5	k141_24684	2737	3741	+	1005	0
6139_6	k141_24684	3820	4647	+	828	0
6139_7	k141_24684	4707	8741	-	4035	0
6140_1	k141_29268	3	407	-	405	0
6140_2	k141_29268	385	1101	-	717	0
6140_3	k141_29268	1135	1707	-	573	0
6140_4	k141_29268	1683	2402	-	720	0
6140_5	k141_29268	2496	2897	-	402	0
6140_6	k141_29268	2984	3331	-	348	0
6140_7	k141_29268	3328	3945	-	618	0
6141_1	k141_33823	2	313	+	312	0
6141_2	k141_33823	306	1232	+	927	0
6142_1	k141_26892	132	749	+	618	24
6142_2	k141_26892	845	1267	-	423	4
6142_3	k141_26892	1451	3361	+	1911	56
6142_4	k141_26892	3432	4130	+	699	30
6142_5	k141_26892	4207	4581	+	375	10
6142_6	k141_26892	4599	4721	+	123	11
6142_7	k141_26892	4839	5048	-	210	5
6142_8	k141_26892	5062	5403	-	342	4
6142_9	k141_26892	5419	5979	-	561	21
6142_10	k141_26892	6237	7388	-	1152	37
6142_11	k141_26892	7575	7787	-	213	16
6142_12	k141_26892	7932	10247	-	2316	90
6142_13	k141_26892	10261	10695	-	435	20
6142_14	k141_26892	11295	12221	+	927	16
6142_15	k141_26892	12480	16703	-	4224	144
6142_16	k141_26892	16884	16985	-	102	3
6142_17	k141_26892	17036	18391	+	1356	28
6142_18	k141_26892	18419	19576	+	1158	37
6142_19	k141_26892	19595	20197	+	603	20
6142_20	k141_26892	20210	20836	+	627	12
6142_21	k141_26892	20838	21461	+	624	7
6142_22	k141_26892	21480	22754	+	1275	33
6142_23	k141_26892	22890	24479	+	1590	32
6142_24	k141_26892	24490	24948	+	459	8
6142_25	k141_26892	25002	27002	-	2001	30
6142_26	k141_26892	27168	28205	+	1038	20
6142_27	k141_26892	28405	28686	+	282	11
6142_28	k141_26892	28906	30261	+	1356	50
6142_29	k141_26892	30282	30824	+	543	8
6142_30	k141_26892	30873	31271	+	399	13
6142_31	k141_26892	31325	31774	+	450	4
6142_32	k141_26892	31947	33707	+	1761	51
6142_33	k141_26892	33977	34273	+	297	12
6142_34	k141_26892	34380	34733	+	354	16
6142_35	k141_26892	34838	36325	+	1488	64
6142_36	k141_26892	36613	37977	-	1365	28
6142_37	k141_26892	37990	38262	-	273	13
6142_38	k141_26892	38413	39465	-	1053	22
6142_39	k141_26892	39663	41072	+	1410	31
6142_40	k141_26892	41104	41811	-	708	12
6142_41	k141_26892	42009	43163	+	1155	38
6142_42	k141_26892	43351	43794	+	444	15
6142_43	k141_26892	43863	45962	+	2100	55
6142_44	k141_26892	45974	47083	+	1110	27
6142_45	k141_26892	47107	48333	+	1227	41
6142_46	k141_26892	48431	49750	+	1320	33
6142_47	k141_26892	50037	51107	+	1071	31
6142_48	k141_26892	51121	52038	+	918	29
6142_49	k141_26892	52143	53477	+	1335	26
6142_50	k141_26892	53477	54064	+	588	12
6142_51	k141_26892	54213	56258	-	2046	60
6142_52	k141_26892	56408	57283	+	876	23
6142_53	k141_26892	57339	57689	+	351	12
6142_54	k141_26892	57704	58171	+	468	9
6142_55	k141_26892	58311	58841	+	531	14
6142_56	k141_26892	58932	60416	+	1485	32
6142_57	k141_26892	60611	61624	-	1014	17
6142_58	k141_26892	61640	62341	-	702	14
6142_59	k141_26892	62583	63092	+	510	15
6142_60	k141_26892	63116	63595	+	480	8
6142_61	k141_26892	63599	66382	+	2784	83
6142_62	k141_26892	66442	67038	+	597	18
6142_63	k141_26892	67147	68007	+	861	19
6142_64	k141_26892	68024	69049	+	1026	44
6142_65	k141_26892	69063	69575	+	513	27
6142_66	k141_26892	69723	69986	+	264	8
6142_67	k141_26892	69992	70180	+	189	0
6142_68	k141_26892	70224	70382	+	159	4
6142_69	k141_26892	70589	73165	-	2577	67
6142_70	k141_26892	73172	73945	-	774	12
6142_71	k141_26892	74009	75148	-	1140	31
6142_72	k141_26892	75228	76385	-	1158	34
6142_73	k141_26892	76525	77847	-	1323	41
6142_74	k141_26892	77875	78591	-	717	20
6142_75	k141_26892	78624	79271	-	648	20
6142_76	k141_26892	79333	80112	-	780	22
6142_77	k141_26892	80173	80889	-	717	20
6142_78	k141_26892	80906	81544	-	639	8
6142_79	k141_26892	81774	82310	-	537	12
6142_80	k141_26892	82407	83354	-	948	41
6142_81	k141_26892	83665	84219	+	555	18
6142_82	k141_26892	84265	85068	+	804	14
6142_83	k141_26892	85187	86335	-	1149	21
6142_84	k141_26892	86428	86895	-	468	16
6142_85	k141_26892	86901	87929	-	1029	26
6142_86	k141_26892	88153	89847	-	1695	63
6142_87	k141_26892	90090	91337	-	1248	26
6142_88	k141_26892	91662	93146	+	1485	45
6142_89	k141_26892	93192	93845	+	654	7
6142_90	k141_26892	93921	95045	+	1125	33
6142_91	k141_26892	95125	96591	-	1467	38
6142_92	k141_26892	96588	96878	-	291	4
6142_93	k141_26892	96936	98237	-	1302	23
6142_94	k141_26892	98241	99194	-	954	21
6142_95	k141_26892	99508	102741	-	3234	75
6142_96	k141_26892	102963	103139	-	177	3
6142_97	k141_26892	103361	103549	-	189	5
6142_98	k141_26892	103686	105098	+	1413	52
6142_99	k141_26892	105272	105928	+	657	19
6142_100	k141_26892	105945	106220	+	276	14
6142_101	k141_26892	106339	107181	+	843	22
6142_102	k141_26892	107278	107715	-	438	13
6142_103	k141_26892	107912	108352	-	441	24
6142_104	k141_26892	108426	108611	-	186	15
6142_105	k141_26892	109030	112428	-	3399	106
6142_106	k141_26892	112471	114453	-	1983	45
6142_107	k141_26892	114715	114816	-	102	3
6142_108	k141_26892	114862	115377	-	516	7
6142_109	k141_26892	115728	115961	-	234	6
6142_110	k141_26892	115976	116275	-	300	7
6142_111	k141_26892	116310	116555	-	246	12
6142_112	k141_26892	116620	118050	-	1431	38
6142_113	k141_26892	118238	118357	+	120	19
6142_114	k141_26892	118665	118877	-	213	7
6143_1	k141_45469	2	1192	+	1191	0
6144_1	k141_36307	1	99	-	99	0
6144_2	k141_36307	99	1124	-	1026	2
6144_3	k141_36307	1214	2434	+	1221	0
6144_4	k141_36307	2505	3788	+	1284	0
6144_5	k141_36307	3785	3994	+	210	0
6144_6	k141_36307	4242	4409	+	168	0
6145_1	k141_1693	1	2139	+	2139	3
6145_2	k141_1693	2145	2240	+	96	0
6145_3	k141_1693	2308	3099	-	792	1
6145_4	k141_1693	3424	4380	+	957	0
6146_1	k141_22037	2	289	+	288	1
6146_2	k141_22037	303	1103	+	801	20
6146_3	k141_22037	1228	2322	+	1095	12
6147_1	k141_6089	2	796	-	795	130
6147_2	k141_6089	910	1725	-	816	165
6147_3	k141_6089	1757	2824	-	1068	276
6148_1	k141_45470	3	140	-	138	0
6148_2	k141_45470	341	859	-	519	0
6148_3	k141_45470	1009	1170	-	162	0
6149_1	k141_26893	1	375	+	375	0
6149_2	k141_26893	452	1261	+	810	0
6150_1	k141_33825	3	122	+	120	0
6150_2	k141_33825	119	1024	-	906	5
6151_1	k141_17620	1	60	-	60	0
6151_2	k141_17620	103	720	-	618	27
6151_3	k141_17620	717	1871	-	1155	29
6151_4	k141_17620	1887	3104	-	1218	33
6151_5	k141_17620	3380	3979	-	600	28
6151_6	k141_17620	4536	4817	+	282	13
6151_7	k141_17620	5295	9140	+	3846	105
6151_8	k141_17620	9148	10176	+	1029	20
6151_9	k141_17620	10229	10465	+	237	0
6151_10	k141_17620	10505	10777	+	273	6
6151_11	k141_17620	10868	11644	+	777	15
6151_12	k141_17620	12001	14535	-	2535	81
6151_13	k141_17620	14745	16706	+	1962	62
6151_14	k141_17620	16774	18198	+	1425	54
6151_15	k141_17620	18248	18778	-	531	22
6151_16	k141_17620	18859	19668	-	810	23
6151_17	k141_17620	19674	20153	-	480	9
6151_18	k141_17620	20231	21751	+	1521	45
6151_19	k141_17620	21813	22607	-	795	34
6151_20	k141_17620	22803	24695	-	1893	51
6151_21	k141_17620	24815	25396	-	582	19
6151_22	k141_17620	25393	25752	-	360	26
6151_23	k141_17620	26193	27374	-	1182	49
6151_24	k141_17620	27680	27781	-	102	7
6151_25	k141_17620	28217	29131	+	915	16
6151_26	k141_17620	29149	30663	+	1515	26
6151_27	k141_17620	30671	33190	+	2520	108
6151_28	k141_17620	33677	34003	-	327	18
6151_29	k141_17620	34006	34671	+	666	17
6151_30	k141_17620	34839	35411	+	573	18
6151_31	k141_17620	35790	36788	+	999	49
6151_32	k141_17620	37073	38212	-	1140	35
6152_1	k141_3904	2	196	+	195	0
6152_2	k141_3904	206	2407	+	2202	0
6152_3	k141_3904	2484	3974	-	1491	1
6152_4	k141_3904	3974	4444	-	471	0
6152_5	k141_3904	4478	5815	-	1338	0
6152_6	k141_3904	5918	7330	-	1413	1
6152_7	k141_3904	7395	8714	-	1320	0
6152_8	k141_3904	8945	10300	-	1356	0
6152_9	k141_3904	10512	11264	+	753	0
6152_10	k141_3904	11290	12009	+	720	0
6152_11	k141_3904	12179	12826	+	648	0
6152_12	k141_3904	12950	14179	-	1230	0
6152_13	k141_3904	14345	15211	-	867	0
6152_14	k141_3904	15509	16261	+	753	0
6152_15	k141_3904	16397	17434	-	1038	0
6152_16	k141_3904	18022	18576	-	555	0
6153_1	k141_15742	292	2100	-	1809	0
6154_1	k141_22042	2	142	-	141	0
6154_2	k141_22042	222	1070	-	849	0
6155_1	k141_36312	3	884	-	882	0
6155_2	k141_36312	904	1419	-	516	0
6156_1	k141_41212	2	898	-	897	4
6156_2	k141_41212	899	1315	-	417	0
6156_3	k141_41212	1320	2900	-	1581	1
6156_4	k141_41212	3097	3858	-	762	0
6156_5	k141_41212	3881	4669	-	789	1
6156_6	k141_41212	4701	5615	-	915	0
6156_7	k141_41212	5707	7125	-	1419	0
6156_8	k141_41212	7122	7739	-	618	0
6156_9	k141_41212	7802	9298	-	1497	3
6156_10	k141_41212	9388	10728	-	1341	0
6156_11	k141_41212	10881	11141	+	261	0
6156_12	k141_41212	11264	12151	-	888	0
6156_13	k141_41212	12394	12705	+	312	1
6156_14	k141_41212	12726	12986	+	261	0
6156_15	k141_41212	13608	14162	-	555	0
6156_16	k141_41212	14565	18092	-	3528	8
6156_17	k141_41212	18447	19685	+	1239	2
6156_18	k141_41212	19682	20953	+	1272	1
6156_19	k141_41212	21012	21863	-	852	1
6156_20	k141_41212	22078	22320	-	243	0
6156_21	k141_41212	22334	22552	-	219	0
6156_22	k141_41212	22668	24860	-	2193	0
6156_23	k141_41212	24962	25846	+	885	0
6156_24	k141_41212	25839	27083	+	1245	0
6156_25	k141_41212	27123	28109	+	987	0
6156_26	k141_41212	28091	28951	+	861	3
6156_27	k141_41212	28948	29466	+	519	2
6156_28	k141_41212	29451	31184	+	1734	0
6156_29	k141_41212	31479	32138	-	660	2
6156_30	k141_41212	32381	32938	+	558	0
6156_31	k141_41212	33035	33559	+	525	0
6156_32	k141_41212	33588	34793	+	1206	7
6156_33	k141_41212	34912	35493	+	582	1
6156_34	k141_41212	35676	35903	+	228	0
6156_35	k141_41212	35903	36760	+	858	0
6156_36	k141_41212	36923	38641	+	1719	0
6157_1	k141_26897	2	1342	+	1341	0
6158_1	k141_24695	68	991	-	924	0
6159_1	k141_6094	63	875	+	813	1
6159_2	k141_6094	888	1346	+	459	0
6160_1	k141_29273	75	392	+	318	109
6160_2	k141_29273	472	1629	+	1158	222
6160_3	k141_29273	1912	2994	+	1083	282
6160_4	k141_29273	3047	3529	+	483	78
6161_1	k141_22046	2	160	+	159	0
6161_2	k141_22046	176	2278	+	2103	0
6162_1	k141_33837	2	1417	-	1416	51
6163_1	k141_41217	1	819	-	819	0
6163_2	k141_41217	828	1556	-	729	0
6163_3	k141_41217	1559	2578	-	1020	0
6164_1	k141_10610	105	569	-	465	4
6164_2	k141_10610	530	991	-	462	5
6164_3	k141_10610	1268	1447	-	180	7
6164_4	k141_10610	1485	2861	-	1377	19
6164_5	k141_10610	2939	3880	-	942	21
6164_6	k141_10610	3877	4875	-	999	15
6164_7	k141_10610	4936	5532	-	597	15
6164_8	k141_10610	5569	5925	-	357	4
6164_9	k141_10610	6258	6602	-	345	6
6164_10	k141_10610	6698	7408	-	711	11
6164_11	k141_10610	7413	7793	-	381	5
6164_12	k141_10610	7790	8479	-	690	9
6164_13	k141_10610	8489	10654	-	2166	54
6164_14	k141_10610	10654	11469	-	816	15
6164_15	k141_10610	11466	12248	-	783	14
6164_16	k141_10610	12259	13323	-	1065	21
6164_17	k141_10610	13333	14994	-	1662	27
6164_18	k141_10610	15099	17072	-	1974	40
6164_19	k141_10610	17084	18403	-	1320	23
6164_20	k141_10610	18396	21359	-	2964	71
6164_21	k141_10610	21356	21601	-	246	9
6164_22	k141_10610	21626	22492	-	867	15
6164_23	k141_10610	22505	23431	-	927	15
6164_24	k141_10610	23465	24688	-	1224	8
6164_25	k141_10610	24685	25473	-	789	18
6164_26	k141_10610	25464	26372	-	909	28
6164_27	k141_10610	26393	27529	-	1137	33
6164_28	k141_10610	27507	28625	-	1119	29
6164_29	k141_10610	28976	30598	-	1623	33
6164_30	k141_10610	30652	30933	-	282	10
6164_31	k141_10610	31075	31656	-	582	7
6164_32	k141_10610	31800	33209	-	1410	19
6164_33	k141_10610	33225	34250	-	1026	10
6164_34	k141_10610	34409	35362	-	954	7
6164_35	k141_10610	35359	36927	-	1569	29
6164_36	k141_10610	37100	37759	-	660	14
6165_1	k141_24704	130	1056	+	927	0
6166_1	k141_41218	3	500	-	498	0
6166_2	k141_41218	581	1018	-	438	0
6166_3	k141_41218	1161	1868	-	708	0
6167_1	k141_24705	32	1051	-	1020	0
6168_1	k141_33841	1	1038	+	1038	3
6169_1	k141_41220	2	334	+	333	1
6169_2	k141_41220	532	1143	+	612	0
6170_1	k141_22047	57	758	+	702	250
6170_2	k141_22047	642	1304	-	663	254
6170_3	k141_22047	1720	3087	+	1368	229
6170_4	k141_22047	3054	4049	+	996	135
6170_5	k141_22047	4098	5081	+	984	178
6170_6	k141_22047	5580	6440	+	861	169
6170_7	k141_22047	6505	6612	-	108	12
6171_1	k141_41222	1	1257	-	1257	1
6172_1	k141_10619	3	230	+	228	0
6172_2	k141_10619	250	1224	+	975	0
6172_3	k141_10619	1339	1833	+	495	0
6173_1	k141_26918	1	1599	-	1599	0
6174_1	k141_15763	84	2144	-	2061	0
6174_2	k141_15763	2272	2856	+	585	0
6174_3	k141_15763	2859	3623	-	765	0
6174_4	k141_15763	3791	3982	+	192	0
6175_1	k141_29286	2	2287	+	2286	2
6175_2	k141_29286	2658	2756	-	99	0
6175_3	k141_29286	2759	2932	-	174	0
6175_4	k141_29286	3389	6016	-	2628	5
6176_1	k141_22052	2	199	+	198	0
6176_2	k141_22052	408	842	+	435	0
6176_3	k141_22052	949	1197	+	249	0
6177_1	k141_26922	1	1083	+	1083	0
6178_1	k141_45471	2	1234	-	1233	0
6178_2	k141_45471	1251	1442	-	192	0
6178_3	k141_45471	1865	3178	-	1314	3
6178_4	k141_45471	3522	4661	+	1140	2
6178_5	k141_45471	4755	6599	+	1845	5
6178_6	k141_45471	6622	7155	+	534	1
6178_7	k141_45471	7168	8760	+	1593	2
6178_8	k141_45471	8823	9029	+	207	0
6178_9	k141_45471	9026	9304	+	279	0
6178_10	k141_45471	9311	9841	+	531	0
6178_11	k141_45471	9843	10394	+	552	0
6178_12	k141_45471	10654	12009	+	1356	4
6178_13	k141_45471	12180	13412	+	1233	2
6178_14	k141_45471	13458	14198	+	741	0
6178_15	k141_45471	14307	15527	+	1221	3
6178_16	k141_45471	15792	15992	+	201	0
6179_1	k141_10625	3	128	-	126	0
6179_2	k141_10625	258	1556	-	1299	4
6179_3	k141_10625	1553	1708	-	156	0
6180_1	k141_3918	1	2343	-	2343	0
6180_2	k141_3918	2360	2815	-	456	0
6180_3	k141_3918	2816	5677	-	2862	6
6180_4	k141_3918	5817	6986	+	1170	0
6180_5	k141_3918	7226	8491	+	1266	0
6180_6	k141_3918	8570	10846	+	2277	5
6180_7	k141_3918	10880	10963	+	84	0
6181_1	k141_33857	2	331	+	330	0
6181_2	k141_33857	673	1434	+	762	0
6181_3	k141_33857	1454	1840	+	387	0
6182_1	k141_1699	3	182	-	180	0
6182_2	k141_1699	303	1481	-	1179	2
6182_3	k141_1699	1626	3257	-	1632	0
6182_4	k141_1699	3454	3642	+	189	0
6182_5	k141_1699	3904	4458	+	555	0
6182_6	k141_1699	4477	6147	+	1671	4
6182_7	k141_1699	6125	7249	+	1125	1
6182_8	k141_1699	7269	8513	+	1245	0
6182_9	k141_1699	8633	9598	+	966	0
6182_10	k141_1699	9630	11729	-	2100	1
6182_11	k141_1699	11817	12047	-	231	0
6182_12	k141_1699	12205	13869	-	1665	2
6182_13	k141_1699	14022	14165	+	144	0
6183_1	k141_22058	80	583	-	504	4
6183_2	k141_22058	733	972	-	240	0
6183_3	k141_22058	1004	1474	-	471	0
6183_4	k141_22058	1486	1776	-	291	0
6184_1	k141_41233	1	369	-	369	0
6184_2	k141_41233	743	1168	+	426	0
6185_1	k141_3919	2	286	+	285	47
6185_2	k141_3919	395	1132	+	738	149
6186_1	k141_1701	1	657	+	657	0
6186_2	k141_1701	698	1024	+	327	0
6187_1	k141_45475	130	423	+	294	0
6187_2	k141_45475	593	943	-	351	0
6187_3	k141_45475	895	1011	-	117	0
6188_1	k141_29290	13	1077	-	1065	0
6188_2	k141_29290	1077	2243	-	1167	0
6188_3	k141_29290	2333	3688	-	1356	0
6188_4	k141_29290	3693	4196	-	504	0
6189_1	k141_41236	407	622	+	216	0
6189_2	k141_41236	619	1110	+	492	1
6189_3	k141_41236	1162	1236	+	75	0
6190_1	k141_26932	367	657	+	291	0
6190_2	k141_26932	966	1070	+	105	0
6191_1	k141_10634	3	314	+	312	0
6191_2	k141_10634	318	1151	-	834	0
6192_1	k141_26934	1	534	-	534	0
