# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_4_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_4/L23_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_4/L23_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_4/L23_1.bam	RPKG
25465_4	k141_61137	2487	2771	+	285	0	0
25465_5	k141_61137	2902	3129	-	228	0	0
25465_6	k141_61137	3169	3789	-	621	0	0
25465_7	k141_61137	4042	4380	+	339	0	0
25466_1	k141_116141	1	843	+	843	0	0
25466_2	k141_116141	862	1965	+	1104	0	0
25466_3	k141_116141	2347	2802	+	456	0	0
25466_4	k141_116141	2881	4281	+	1401	0	0
25466_5	k141_116141	4286	4813	+	528	0	0
25467_1	k141_39031	3	431	+	429	0	0
25467_2	k141_39031	685	825	-	141	0	0
25467_3	k141_39031	829	1299	-	471	0	0
25468_1	k141_71554	1	594	-	594	0	0
25468_2	k141_71554	676	1041	-	366	0	0
25469_1	k141_126273	1	147	+	147	0	0
25469_2	k141_126273	140	985	+	846	3	0.0046242
25469_3	k141_126273	989	1843	+	855	2	0.00305035
25470_1	k141_192664	2	1123	-	1122	2	0.00232446
25471_1	k141_203539	3	776	+	774	0	0
25471_2	k141_203539	875	1735	+	861	0	0
25472_1	k141_82479	25	714	-	690	0	0
25472_2	k141_82479	782	2062	-	1281	2	0.00203595
25472_3	k141_82479	2097	2828	-	732	0	0
25472_4	k141_82479	2884	3666	-	783	1	0.00166542
25472_5	k141_82479	3681	4028	-	348	0	0
25472_6	k141_82479	4115	5281	-	1167	1	0.00111742
25472_7	k141_82479	5281	6792	-	1512	0	0
25472_8	k141_82479	6891	7538	-	648	0	0
25472_9	k141_82479	7685	9601	+	1917	3	0.00204073
25472_10	k141_82479	9675	10538	-	864	0	0
25472_11	k141_82479	10554	11918	-	1365	3	0.00286599
25472_12	k141_82479	11952	12224	-	273	0	0
25472_13	k141_82479	12255	13052	-	798	0	0
25472_14	k141_82479	13106	13717	-	612	0	0
25472_15	k141_82479	13728	16343	-	2616	0	0
25472_16	k141_82479	16570	17142	-	573	0	0
25472_17	k141_82479	17288	17932	-	645	0	0
25473_1	k141_28166	1	675	-	675	0	0
25473_2	k141_28166	672	1376	-	705	0	0
25474_1	k141_61143	84	2003	-	1920	9	0.00611262
25474_2	k141_61143	2050	2247	-	198	0	0
25475_1	k141_213209	2	643	+	642	0	0
25475_2	k141_213209	947	1744	-	798	0	0
25475_3	k141_213209	1860	2285	+	426	0	0
25475_4	k141_213209	2297	2479	+	183	0	0
25476_1	k141_203542	1	1149	-	1149	1	0.00113492
25476_2	k141_203542	1187	1390	-	204	0	0
25477_1	k141_104485	82	375	+	294	0	0
25477_2	k141_104485	614	2011	+	1398	5	0.00466389
25477_3	k141_104485	2029	3699	+	1671	3	0.00234116
25477_4	k141_104485	3732	4733	+	1002	6	0.00780853
25477_5	k141_104485	4735	5337	+	603	0	0
25478_1	k141_93747	420	1193	+	774	10	0.0168479
25478_2	k141_93747	1262	3805	-	2544	36	0.0184532
25478_3	k141_93747	3808	5463	-	1656	11	0.008662
25478_4	k141_93747	5436	6017	-	582	8	0.0179247
25478_5	k141_93747	6256	6735	-	480	9	0.0244505
25478_6	k141_93747	6732	7316	-	585	5	0.0111455
25478_7	k141_93747	7313	8470	-	1158	8	0.00900881
25478_8	k141_93747	8467	9000	-	534	2	0.00488399
25478_9	k141_93747	9136	9468	-	333	3	0.011748
25478_10	k141_93747	9574	9756	-	183	4	0.0285033
25478_11	k141_93747	10090	11019	-	930	10	0.0140218
25478_12	k141_93747	11697	12758	-	1062	6	0.00736737
25479_1	k141_116143	1	174	+	174	4	0.0299776
25479_2	k141_116143	298	1236	+	939	28	0.0388847
25479_3	k141_116143	1270	2367	+	1098	28	0.0332538
25479_4	k141_116143	2389	3774	+	1386	69	0.064919
25479_5	k141_116143	4040	4099	+	60	3	0.0652012
25480_1	k141_148087	303	1658	-	1356	17	0.0163484
25480_2	k141_148087	1940	2797	-	858	12	0.0182381
25480_3	k141_148087	2891	3886	-	996	6	0.00785557
25480_4	k141_148087	3919	4887	-	969	4	0.00538297
25480_5	k141_148087	4880	5719	-	840	13	0.0201813
25480_6	k141_148087	5747	6802	-	1056	16	0.0197579
25480_7	k141_148087	6853	8223	-	1371	18	0.0171207
25480_8	k141_148087	8307	8999	-	693	10	0.0188171
25480_9	k141_148087	9058	10149	-	1092	10	0.0119416
25480_10	k141_148087	10550	10984	-	435	2	0.00599552
25481_1	k141_126278	1	108	+	108	0	0
25481_2	k141_126278	237	1166	-	930	3	0.00420653
25481_3	k141_126278	1192	1965	-	774	4	0.00673915
25481_4	k141_126278	1962	2477	-	516	3	0.00758154
25482_1	k141_93748	1	1374	-	1374	2	0.00189814
25483_1	k141_213213	1	1044	+	1044	0	0
25484_1	k141_61148	15	1049	+	1035	0	0
25485_1	k141_126279	1	198	+	198	0	0
25485_2	k141_126279	188	1324	+	1137	4	0.0045876
25486_1	k141_116147	2	655	+	654	1	0.00199392
25486_2	k141_116147	708	1232	+	525	0	0
25487_1	k141_104488	3	485	+	483	0	0
25487_2	k141_104488	561	1121	-	561	0	0
25487_3	k141_104488	1260	1835	+	576	0	0
25487_4	k141_104488	2082	2573	+	492	0	0
25488_1	k141_28180	2	577	+	576	3	0.0067918
25488_2	k141_28180	847	1014	+	168	0	0
25489_1	k141_71565	3	866	-	864	17	0.0256579
25489_2	k141_71565	1075	2934	+	1860	59	0.0413642
25490_1	k141_213219	3	710	+	708	13	0.023944
25490_2	k141_213219	707	1015	+	309	0	0
25491_1	k141_17047	142	1305	-	1164	11	0.0123233
25491_2	k141_17047	1295	1981	-	687	0	0
25491_3	k141_17047	1992	2921	-	930	4	0.00560871
25491_4	k141_17047	2970	3176	-	207	1	0.00629964
25491_5	k141_17047	3355	4035	+	681	0	0
25491_6	k141_17047	4028	5398	+	1371	17	0.0161695
25491_7	k141_17047	5395	5817	-	423	0	0
25491_8	k141_17047	5933	8989	-	3057	19	0.00810483
25491_9	k141_17047	8998	10473	-	1476	14	0.0123688
25491_10	k141_17047	10618	11169	-	552	0	0
25492_1	k141_93750	55	1023	+	969	2	0.00269149
25492_2	k141_93750	1197	2261	-	1065	0	0
25492_3	k141_93750	2279	2704	-	426	1	0.00306109
25492_4	k141_93750	2797	3195	-	399	0	0
25492_5	k141_93750	3192	3338	-	147	0	0
25493_1	k141_82483	3	938	+	936	0	0
25493_2	k141_82483	935	1951	+	1017	2	0.00256445
25493_3	k141_82483	1962	2972	+	1011	0	0
25493_4	k141_82483	3045	4028	+	984	2	0.00265046
25493_5	k141_82483	4070	4552	+	483	0	0
25493_6	k141_82483	4563	5867	+	1305	0	0
25493_7	k141_82483	5819	5938	-	120	0	0
25493_8	k141_82483	5938	6075	-	138	0	0
25494_1	k141_192672	1	2301	+	2301	7	0.00396705
25494_2	k141_192672	2301	2561	+	261	0	0
25494_3	k141_192672	2554	2835	+	282	0	0
25494_4	k141_192672	2816	4180	+	1365	3	0.00286599
25494_5	k141_192672	4183	4407	+	225	0	0
25494_6	k141_192672	4404	4829	+	426	2	0.00612218
25495_1	k141_148100	3	467	+	465	0	0
25495_2	k141_148100	472	1572	+	1101	0	0
25496_1	k141_126287	2	199	-	198	0	0
25496_2	k141_126287	440	928	-	489	0	0
25496_3	k141_126287	1133	1930	-	798	0	0
25497_1	k141_71568	1	267	-	267	0	0
25497_2	k141_71568	370	1155	-	786	0	0
25497_3	k141_71568	1171	1536	-	366	0	0
25497_4	k141_71568	1646	2239	-	594	1	0.00219533
25497_5	k141_71568	2258	2557	-	300	0	0
25498_1	k141_48882	1	1749	+	1749	3	0.00223675
25498_2	k141_48882	1769	4243	+	2475	5	0.00263439
25498_3	k141_48882	4263	5396	+	1134	1	0.00114993
25498_4	k141_48882	5482	6951	-	1470	6	0.00532255
25498_5	k141_48882	7150	7611	+	462	1	0.00282256
25498_6	k141_48882	7729	7971	+	243	0	0
25498_7	k141_48882	8088	9719	+	1632	9	0.00719131
25498_8	k141_48882	9723	10898	+	1176	8	0.00887092
25498_9	k141_48882	10913	12370	+	1458	8	0.00715514
25498_10	k141_48882	12578	14092	+	1515	2	0.00172148
25498_11	k141_48882	14134	14670	-	537	0	0
25498_12	k141_48882	14791	17562	+	2772	8	0.00376342
25498_13	k141_48882	17603	18280	-	678	1	0.00192334
25498_14	k141_48882	18389	19354	-	966	0	0
25499_1	k141_148101	57	1556	-	1500	2	0.0017387
25500_1	k141_71569	1	294	-	294	0	0
25500_2	k141_71569	513	1433	+	921	0	0
25501_1	k141_203551	3	488	+	486	5	0.0134159
25501_2	k141_203551	506	1486	+	981	22	0.0292442
25501_3	k141_203551	1479	1820	+	342	4	0.0152518
25501_4	k141_203551	1854	2630	+	777	10	0.0167828
25501_5	k141_203551	2797	3753	+	957	11	0.0149888
25501_6	k141_203551	3948	4430	+	483	11	0.0296983
25501_7	k141_203551	4542	6308	+	1767	30	0.0221396
25502_1	k141_17051	2	1015	+	1014	6	0.00771612
25502_2	k141_17051	1522	3141	+	1620	7	0.00563467
25502_3	k141_17051	2974	3315	-	342	1	0.00381294
25503_1	k141_116151	62	349	-	288	15	0.067918
25503_2	k141_116151	1104	3779	+	2676	131	0.0638368
25503_3	k141_116151	3852	5714	+	1863	54	0.0377978
25504_1	k141_148102	3	179	-	177	0	0
25504_2	k141_148102	271	1848	-	1578	0	0
25505_1	k141_71570	2	868	+	867	5	0.00752033
25505_2	k141_71570	890	2101	+	1212	6	0.00645557
25506_1	k141_116152	3	1187	-	1185	3	0.00330133
25507_1	k141_181046	135	1700	-	1566	88	0.0732785
25507_2	k141_181046	1755	2564	+	810	54	0.086935
25507_3	k141_181046	2577	2966	+	390	20	0.0668731
25507_4	k141_181046	2960	4081	-	1122	70	0.0813563
25507_5	k141_181046	4099	5703	-	1605	83	0.0674355
25507_6	k141_181046	5717	7087	-	1371	83	0.0789453
25507_7	k141_181046	7121	8119	-	999	83	0.108342
25507_8	k141_181046	8253	8387	+	135	2	0.0193189
25507_9	k141_181046	8448	10754	-	2307	106	0.0599162
25507_10	k141_181046	10873	11745	+	873	54	0.0806613
25507_11	k141_181046	11813	12625	-	813	49	0.0785944
25507_12	k141_181046	12647	12841	-	195	3	0.0200619
25507_13	k141_181046	12878	12976	+	99	2	0.0263439
25507_14	k141_181046	12981	13862	+	882	71	0.104973
25507_15	k141_181046	14031	14837	+	807	72	0.116344
25507_16	k141_181046	14914	16833	-	1920	97	0.0658804
25507_17	k141_181046	16875	20042	-	3168	226	0.093027
25507_18	k141_181046	20508	20873	-	366	15	0.0534436
25507_19	k141_181046	20983	22938	-	1956	85	0.0566677
25507_20	k141_181046	22954	26100	-	3147	159	0.0658849
25507_21	k141_181046	26626	27630	-	1005	66	0.0856374
25507_22	k141_181046	27864	28025	-	162	6	0.0482972
25507_23	k141_181046	28212	28754	-	543	35	0.0840532
25507_24	k141_181046	28789	29565	-	777	42	0.0704878
25507_25	k141_181046	29662	30696	+	1035	63	0.0793754
25507_26	k141_181046	30844	32013	+	1170	84	0.0936223
25507_27	k141_181046	32320	35871	-	3552	222	0.0815015
25507_28	k141_181046	35910	37088	-	1179	54	0.0597263
25507_29	k141_181046	37269	38288	-	1020	62	0.0792642
25507_30	k141_181046	38470	41709	-	3240	218	0.0877399
25507_31	k141_181046	41830	42783	+	954	52	0.0710789
25507_32	k141_181046	42880	42981	+	102	1	0.0127846
25507_33	k141_181046	43038	44162	+	1125	74	0.0857758
25507_34	k141_181046	44167	45429	-	1263	49	0.0505916
25507_35	k141_181046	45371	45574	-	204	5	0.0319614
25507_36	k141_181046	45598	46596	+	999	66	0.0861518
25507_37	k141_181046	46739	48349	+	1611	76	0.0615182
25507_38	k141_181046	48431	49714	-	1284	68	0.0690605
25507_39	k141_181046	50482	54228	+	3747	260	0.0904848
25507_40	k141_181046	54218	55714	+	1497	95	0.0827537
25507_41	k141_181046	55719	57344	+	1626	95	0.0761884
25507_42	k141_181046	57507	58952	-	1446	87	0.0784579
25507_43	k141_181046	58980	59798	-	819	44	0.0700575
25507_44	k141_181046	59848	60036	-	189	20	0.137992
25508_1	k141_93756	3	467	-	465	0	0
25508_2	k141_93756	493	1560	-	1068	0	0
25508_3	k141_93756	1599	2381	-	783	3	0.00499626
25508_4	k141_93756	2428	3456	-	1029	0	0
25509_1	k141_17052	3	521	+	519	4	0.0100503
25509_2	k141_17052	587	1657	+	1071	1	0.00121758
25509_3	k141_17052	1676	2011	+	336	0	0
25510_1	k141_48886	187	621	+	435	0	0
25510_2	k141_48886	835	1830	+	996	1	0.00130926
25510_3	k141_48886	2409	2936	+	528	2	0.00493949
25511_1	k141_148106	1	573	+	573	1	0.00227578
25511_2	k141_148106	654	971	-	318	1	0.00410071
25511_3	k141_148106	1141	1491	-	351	0	0
25512_1	k141_71575	8	628	-	621	0	0
25512_2	k141_71575	671	1018	-	348	0	0
25513_1	k141_192677	1	420	-	420	8	0.0248386
25513_2	k141_192677	517	1506	-	990	44	0.0579567
25513_3	k141_192677	1548	2072	-	525	25	0.0620964
25513_4	k141_192677	2074	2577	-	504	24	0.0620964
25513_5	k141_192677	2744	3625	-	882	30	0.0443546
25513_6	k141_192677	3987	5216	-	1230	64	0.0678517
25513_7	k141_192677	5647	5865	+	219	6	0.0357267
25513_8	k141_192677	5855	6643	+	789	22	0.0363606
25514_1	k141_82490	1	1644	+	1644	7	0.00555242
25514_2	k141_82490	1641	2396	+	756	0	0
25514_3	k141_82490	2401	2703	+	303	0	0
25514_4	k141_82490	2751	4115	+	1365	0	0
25514_5	k141_82490	4175	4546	+	372	0	0
25514_6	k141_82490	4556	5755	+	1200	2	0.00217337
25515_1	k141_17058	3	596	-	594	2	0.00439066
25515_2	k141_17058	829	1392	-	564	0	0
25515_3	k141_17058	1444	2031	-	588	1	0.00221773
25516_1	k141_71581	3	356	-	354	0	0
25516_2	k141_71581	337	1113	-	777	0	0
25517_1	k141_104507	2	310	-	309	0	0
25517_2	k141_104507	471	1043	+	573	0	0
25517_3	k141_104507	1069	1911	+	843	0	0
25517_4	k141_104507	1911	2471	+	561	0	0
25517_5	k141_104507	2527	3795	+	1269	0	0
25517_6	k141_104507	3821	4747	+	927	2	0.00281343
25517_7	k141_104507	4761	6710	+	1950	2	0.00133746
25517_8	k141_104507	7013	7576	-	564	2	0.0046242
25517_9	k141_104507	7717	8211	+	495	0	0
25517_10	k141_104507	8280	8357	+	78	0	0
25518_1	k141_203556	1	69	-	69	0	0
25518_2	k141_203556	158	664	+	507	0	0
25518_3	k141_203556	795	1247	+	453	4	0.0115146
25518_4	k141_203556	1298	3100	+	1803	2	0.00144651
25518_5	k141_203556	3110	3700	+	591	0	0
25518_6	k141_203556	3775	4395	+	621	1	0.00209988
25518_7	k141_203556	4392	4988	+	597	0	0
25519_1	k141_126293	1	942	+	942	0	0
25519_2	k141_126293	976	1278	-	303	0	0
25519_3	k141_126293	1374	1973	+	600	1	0.00217337
25519_4	k141_126293	2158	4965	+	2808	27	0.0125387
25519_5	k141_126293	4967	5326	+	360	1	0.00362229
25519_6	k141_126293	5307	5969	+	663	4	0.00786742
25519_7	k141_126293	5970	6632	+	663	5	0.00983427
25519_8	k141_126293	6661	7071	-	411	0	0
25520_1	k141_192682	2	130	+	129	0	0
25520_2	k141_192682	210	980	+	771	0	0
25520_3	k141_192682	934	1554	+	621	0	0
25521_1	k141_17060	2	217	-	216	0	0
25521_2	k141_17060	375	929	-	555	1	0.00234959
25521_3	k141_17060	947	1393	-	447	7	0.020421
25521_4	k141_17060	1491	2738	-	1248	2	0.00208978
25522_1	k141_116160	3	530	+	528	2	0.00493949
25522_2	k141_116160	661	1596	+	936	1	0.00139319
25522_3	k141_116160	1630	2193	+	564	0	0
25522_4	k141_116160	2190	2753	+	564	1	0.0023121
25522_5	k141_116160	2816	3475	+	660	2	0.00395159
25522_6	k141_116160	3550	4470	+	921	1	0.00141588
25522_7	k141_116160	4598	5269	+	672	0	0
25523_1	k141_93766	2	187	+	186	0	0
25523_2	k141_93766	398	3847	+	3450	9	0.0034018
25523_3	k141_93766	4156	4884	+	729	5	0.00894393
25524_1	k141_126300	1	126	+	126	0	0
25524_2	k141_126300	246	794	+	549	0	0
25524_3	k141_126300	806	1075	+	270	0	0
25525_1	k141_213220	5	664	-	660	1	0.00197579
25525_2	k141_213220	657	1223	-	567	0	0
25525_3	k141_213220	1251	2108	-	858	0	0
25525_4	k141_213220	2137	2850	-	714	1	0.00182637
25525_5	k141_213220	2916	3263	-	348	2	0.00749439
25525_6	k141_213220	3355	4122	-	768	3	0.00509385
25525_7	k141_213220	4122	4628	-	507	1	0.00257204
25525_8	k141_213220	4747	4977	-	231	0	0
25525_9	k141_213220	5000	5245	-	246	1	0.00530091
25525_10	k141_213220	5291	6649	-	1359	4	0.00383819
25525_11	k141_213220	6651	6995	-	345	1	0.00377978
25525_12	k141_213220	7176	7532	+	357	0	0
25525_13	k141_213220	7529	7921	+	393	1	0.00331813
25525_14	k141_213220	7918	8199	+	282	0	0
25525_15	k141_213220	8259	8786	-	528	0	0
25525_16	k141_213220	8954	9610	-	657	1	0.00198482
25525_17	k141_213220	9624	10136	-	513	0	0
25525_18	k141_213220	10220	11584	-	1365	4	0.00382132
25525_19	k141_213220	11648	11932	-	285	0	0
25525_20	k141_213220	11983	12459	-	477	0	0
25525_21	k141_213220	12490	14523	-	2034	2	0.00128223
25526_1	k141_82494	2	442	+	441	1	0.00295697
25526_2	k141_82494	442	2175	+	1734	7	0.00526423
25526_3	k141_82494	2728	2877	+	150	0	0
25526_4	k141_82494	2945	3169	+	225	1	0.00579567
25526_5	k141_82494	3313	3534	+	222	0	0
25526_6	k141_82494	3550	3792	+	243	0	0
25527_1	k141_48906	2	235	+	234	0	0
25527_2	k141_48906	602	1273	-	672	0	0
25528_1	k141_17062	219	1628	-	1410	8	0.00739872
25528_2	k141_17062	1654	1809	-	156	0	0
25529_1	k141_126304	1	72	-	72	0	0
25529_2	k141_126304	151	1083	-	933	11	0.0153744
25530_1	k141_6361	2	571	+	570	17	0.038892
25530_2	k141_6361	648	878	+	231	7	0.0395159
25530_3	k141_6361	889	1140	+	252	17	0.0879699
25530_4	k141_6361	1194	1400	+	207	12	0.0755956
25530_5	k141_6361	1449	3125	-	1677	103	0.0800922
25530_6	k141_6361	3226	3393	-	168	15	0.116431
25530_7	k141_6361	3608	3874	+	267	20	0.0976798
25530_8	k141_6361	3858	4109	-	252	19	0.0983193
25530_9	k141_6361	4090	4530	-	441	24	0.0709673
25530_10	k141_6361	5005	7332	-	2328	150	0.0840222
25530_11	k141_6361	7329	8012	-	684	40	0.0762588
25530_12	k141_6361	8084	9121	-	1038	50	0.0628143
25530_13	k141_6361	9130	9816	-	687	12	0.0227777
25530_14	k141_6361	9813	10001	-	189	6	0.0413976
25530_15	k141_6361	10162	10515	+	354	28	0.103143
25530_16	k141_6361	10780	11109	+	330	18	0.0711286
25530_17	k141_6361	11070	12419	+	1350	111	0.10722
25530_18	k141_6361	12601	12966	-	366	15	0.0534436
25530_19	k141_6361	12963	13169	-	207	6	0.0377978
25530_20	k141_6361	13172	14125	-	954	40	0.0546761
25530_21	k141_6361	14130	17969	-	3840	259	0.0879537
25530_22	k141_6361	18172	20268	-	2097	119	0.0740004
25530_23	k141_6361	20265	20966	-	702	33	0.0613003
25530_24	k141_6361	20956	21213	-	258	12	0.0606523
25530_25	k141_6361	21247	23355	-	2109	122	0.0754343
25530_26	k141_6361	23352	24233	-	882	34	0.0502685
25530_27	k141_6361	24230	26665	-	2436	178	0.0952859
25530_28	k141_6361	26607	27017	-	411	17	0.0539378
25530_29	k141_6361	27038	27907	-	870	79	0.118411
25530_30	k141_6361	27925	28140	-	216	10	0.0603715
25530_31	k141_6361	28351	28563	-	213	30	0.183665
25530_32	k141_6361	28560	30341	-	1782	128	0.0936673
25530_33	k141_6361	30338	30814	-	477	25	0.0683451
25530_34	k141_6361	30909	31127	-	219	6	0.0357267
25530_35	k141_6361	31151	32134	-	984	50	0.0662614
25530_36	k141_6361	32460	35267	+	2808	220	0.102167
25530_37	k141_6361	35426	36307	-	882	45	0.0665319
25530_38	k141_6361	36360	37145	-	786	42	0.0696807
25530_39	k141_6361	37555	38031	+	477	14	0.0382733
25531_1	k141_17063	1	1449	-	1449	2	0.0017999
25532_1	k141_61153	1	1125	+	1125	1	0.00115913
25532_2	k141_61153	1125	1403	+	279	0	0
25532_3	k141_61153	1390	1695	+	306	1	0.00426152
25532_4	k141_61153	1744	4437	+	2694	3	0.00145214
25532_5	k141_61153	4450	4818	+	369	0	0
25532_6	k141_61153	4828	5784	+	957	0	0
25532_7	k141_61153	5795	6682	+	888	0	0
25532_8	k141_61153	6712	7611	+	900	0	0
25532_9	k141_61153	7743	8009	+	267	0	0
25532_10	k141_61153	8211	10304	+	2094	2	0.00124549
25532_11	k141_61153	10308	10799	+	492	0	0
25532_12	k141_61153	10843	11361	+	519	0	0
25532_13	k141_61153	11481	11855	-	375	0	0
25532_14	k141_61153	12033	12788	+	756	1	0.0017249
25532_15	k141_61153	12823	14748	+	1926	4	0.00270825
25532_16	k141_61153	14699	15292	+	594	0	0
25532_17	k141_61153	15350	15928	+	579	2	0.0045044
25532_18	k141_61153	16007	18481	+	2475	4	0.00210751
25533_1	k141_48909	1	435	+	435	0	0
25533_2	k141_48909	527	1825	-	1299	0	0
25534_1	k141_192693	3	662	+	660	5	0.00987897
25534_2	k141_192693	730	1746	-	1017	19	0.0243623
25535_1	k141_93774	3	449	-	447	1	0.00291728
25535_2	k141_93774	446	952	-	507	0	0
25535_3	k141_93774	1094	1249	-	156	0	0
25536_1	k141_203564	1	597	-	597	0	0
25536_2	k141_203564	600	1277	-	678	0	0
25536_3	k141_203564	1282	2172	-	891	0	0
25536_4	k141_203564	2336	3130	-	795	0	0
25537_1	k141_6364	3	1259	-	1257	2	0.00207482
25538_1	k141_48911	3	785	-	783	1	0.00166542
25538_2	k141_48911	830	1309	-	480	0	0
25539_1	k141_203567	354	1073	+	720	4	0.00724458
25540_1	k141_104523	2	2329	-	2328	1	0.000560148
25540_2	k141_104523	2457	3335	-	879	0	0
25540_3	k141_104523	3340	4125	-	786	0	0
25541_1	k141_17064	3	434	+	432	0	0
25541_2	k141_17064	606	1604	+	999	4	0.00522132
25541_3	k141_17064	2222	3256	+	1035	14	0.017639
25542_1	k141_126308	509	739	+	231	2	0.0112903
25542_2	k141_126308	730	879	+	150	0	0
25542_3	k141_126308	950	1528	+	579	0	0
25542_4	k141_126308	1528	2151	+	624	1	0.00208978
25542_5	k141_126308	2108	2365	+	258	0	0
25543_1	k141_82504	1	312	-	312	1	0.00417957
25543_2	k141_82504	532	1533	-	1002	4	0.00520569
25544_1	k141_61154	1	102	+	102	0	0
25544_2	k141_61154	1740	3365	+	1626	22	0.0176436
25545_1	k141_6366	3	491	+	489	3	0.00800015
25545_2	k141_6366	559	1551	+	993	4	0.00525287
25546_1	k141_93780	2	631	+	630	2	0.00413976
25546_2	k141_93780	628	1050	-	423	0	0
25546_3	k141_93780	1050	1346	-	297	0	0
25547_1	k141_48914	3	275	+	273	0	0
25547_2	k141_48914	367	1539	+	1173	6	0.0066702
25547_3	k141_48914	1650	2066	+	417	3	0.00938147
25548_1	k141_17065	3	524	-	522	0	0
25548_2	k141_17065	540	1157	-	618	3	0.00633022
25548_3	k141_17065	1288	1926	+	639	0	0
25548_4	k141_17065	2140	2778	+	639	1	0.00204073
25549_1	k141_104530	1	489	+	489	0	0
25549_2	k141_104530	486	1316	+	831	0	0
25550_1	k141_93782	3	185	+	183	0	0
25550_2	k141_93782	189	917	+	729	0	0
25550_3	k141_93782	984	1778	+	795	0	0
25551_1	k141_39032	1	366	-	366	8	0.0285033
25551_2	k141_39032	733	1821	-	1089	22	0.0263439
25551_3	k141_39032	1962	2441	-	480	7	0.019017
25551_4	k141_39032	2575	3129	-	555	0	0
25551_5	k141_39032	3126	3947	-	822	4	0.00634562
25551_6	k141_39032	4135	5346	-	1212	5	0.00537964
25551_7	k141_39032	5846	7000	+	1155	2	0.00225805
25551_8	k141_39032	7142	7912	+	771	9	0.0152221
25551_9	k141_39032	7943	8833	+	891	8	0.0117084
25551_10	k141_39032	9038	9970	+	933	3	0.00419301
25551_11	k141_39032	10097	11089	-	993	6	0.0078793
25551_12	k141_39032	11260	12495	+	1236	2	0.00211007
25551_13	k141_39032	12631	13962	-	1332	5	0.00489499
25551_14	k141_39032	14393	15658	+	1266	2	0.00206007
25551_15	k141_39032	15699	16676	-	978	10	0.0133336
25551_16	k141_39032	17008	18255	+	1248	16	0.0167183
25551_17	k141_39032	18359	18742	+	384	2	0.0067918
25551_18	k141_39032	18906	20012	+	1107	9	0.0106018
25551_19	k141_39032	20150	20908	-	759	0	0
25551_20	k141_39032	20911	21792	-	882	9	0.0133064
25551_21	k141_39032	21789	22364	-	576	1	0.00226393
25551_22	k141_39032	22377	25136	-	2760	9	0.00425225
25551_23	k141_39032	25277	26215	+	939	5	0.00694369
25551_24	k141_39032	26249	26947	-	699	6	0.0111933
25551_25	k141_39032	27184	27411	-	228	2	0.0114388
25551_26	k141_39032	27580	28752	-	1173	3	0.0033351
25551_27	k141_39032	28773	29465	-	693	0	0
25551_28	k141_39032	29548	30978	-	1431	4	0.00364507
25551_29	k141_39032	31332	32099	-	768	3	0.00509385
25552_1	k141_82508	3	356	-	354	0	0
25552_2	k141_82508	385	990	-	606	0	0
25552_3	k141_82508	1013	2326	-	1314	0	0
25553_1	k141_48916	1	546	+	546	0	0
25553_2	k141_48916	842	1366	+	525	1	0.00248386
25553_3	k141_48916	1431	1703	+	273	0	0
25553_4	k141_48916	1690	2733	+	1044	0	0
25554_1	k141_192696	3	629	-	627	71	0.147665
25554_2	k141_192696	907	2514	+	1608	187	0.15165
25554_3	k141_192696	2620	3330	+	711	29	0.0531881
25554_4	k141_192696	3349	4536	-	1188	104	0.114157
25554_5	k141_192696	4748	5779	+	1032	117	0.14784
25554_6	k141_192696	5804	6220	+	417	20	0.0625432
25555_1	k141_61157	3	230	+	228	0	0
25555_2	k141_61157	340	645	-	306	0	0
25555_3	k141_61157	806	3856	-	3051	4	0.00170964
25556_1	k141_93784	115	1113	+	999	0	0
25556_2	k141_93784	1131	1712	+	582	0	0
25557_1	k141_39037	3	536	+	534	1	0.00244199
25557_2	k141_39037	578	1396	+	819	1	0.00159222
25557_3	k141_39037	1468	1734	-	267	1	0.00488399
25558_1	k141_192697	1	1164	+	1164	4	0.00448118
25558_2	k141_192697	1495	1854	-	360	0	0
25558_3	k141_192697	2141	2449	+	309	3	0.0126604
25559_1	k141_213238	359	997	+	639	31	0.0632625
25559_2	k141_213238	1007	1246	+	240	4	0.0217337
25559_3	k141_213238	1359	2453	-	1095	23	0.0273905
25559_4	k141_213238	2580	3665	-	1086	21	0.0252159
25559_5	k141_213238	3672	4370	-	699	10	0.0186556
25559_6	k141_213238	4386	4814	-	429	3	0.00911905
25559_7	k141_213238	4820	5899	-	1080	42	0.0507121
25559_8	k141_213238	5992	6945	-	954	22	0.0300718
25559_9	k141_213238	7026	7610	-	585	9	0.0200619
25560_1	k141_116169	3	89	-	87	0	0
25560_2	k141_116169	107	889	-	783	3	0.00499626
25560_3	k141_116169	1113	3272	+	2160	8	0.00482972
25560_4	k141_116169	3314	3457	-	144	0	0
25560_5	k141_116169	3542	3760	+	219	0	0
25560_6	k141_116169	3812	4657	-	846	3	0.0046242
25560_7	k141_116169	4654	4788	-	135	0	0
