# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_14_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_14/H3_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_14/H3_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_14/H3_2.bam	RPKG
44392_10	k141_204435	14760	15149	+	390	99	0.486722
44393_1	k141_36762	1	1059	+	1059	0	0
44394_1	k141_105752	2	754	-	753	8	0.0203707
44394_2	k141_105752	865	2205	-	1341	21	0.0300262
44394_3	k141_105752	2412	3788	+	1377	47	0.0654447
44394_4	k141_105752	3802	4938	+	1137	31	0.0522771
44395_1	k141_11525	225	1238	+	1014	13	0.0245819
44396_1	k141_246395	2	241	+	240	8	0.063913
44396_2	k141_246395	238	1266	+	1029	0	0
44396_3	k141_246395	1445	1681	+	237	0	0
44397_1	k141_170217	3	383	-	381	0	0
44397_2	k141_170217	513	1316	-	804	0	0
44398_1	k141_147407	2	103	+	102	0	0
44398_2	k141_147407	233	1288	-	1056	22	0.0399456
44399_1	k141_23644	3	932	+	930	13	0.0268022
44400_1	k141_184233	104	1450	+	1347	7	0.00996416
44401_1	k141_134143	3	128	+	126	0	0
44401_2	k141_134143	130	1269	+	1140	0	0
44402_1	k141_61167	3	392	-	390	0	0
44402_2	k141_61167	407	1369	-	963	0	0
44403_1	k141_83814	1	816	+	816	5	0.0117487
44403_2	k141_83814	829	1602	+	774	8	0.019818
44403_3	k141_83814	1599	1904	+	306	0	0
44403_4	k141_83814	1958	2638	+	681	1	0.00281555
44403_5	k141_83814	2655	2846	+	192	4	0.0399456
44403_6	k141_83814	3068	3133	+	66	0	0
44404_1	k141_122064	3	107	+	105	0	0
44404_2	k141_122064	115	1086	-	972	0	0
44404_3	k141_122064	1205	2179	-	975	0	0
44404_4	k141_122064	2341	3678	+	1338	0	0
44404_5	k141_122064	3730	4782	-	1053	0	0
44404_6	k141_122064	4823	4927	-	105	0	0
44405_1	k141_73148	2	412	+	411	1	0.00466518
44405_2	k141_73148	752	1243	+	492	0	0
44405_3	k141_73148	1240	1482	+	243	8	0.0631239
44405_4	k141_73148	1670	2020	+	351	4	0.0218506
44405_5	k141_73148	2302	2682	+	381	3	0.0150976
44405_6	k141_73148	2679	3272	+	594	6	0.0193676
44405_7	k141_73148	3269	4318	+	1050	20	0.0365217
44405_8	k141_73148	4418	4675	+	258	3	0.0222952
44405_9	k141_73148	4659	5021	+	363	9	0.0475386
44405_10	k141_73148	5442	6113	+	672	3	0.00855977
44405_11	k141_73148	6091	6423	+	333	0	0
44405_12	k141_73148	6555	7385	+	831	1	0.00230733
44405_13	k141_73148	7766	9016	+	1251	28	0.0429152
44405_14	k141_73148	9026	9403	+	378	9	0.0456521
44405_15	k141_73148	9571	10125	+	555	8	0.027638
44405_16	k141_73148	10122	11312	+	1191	24	0.0386376
44406_1	k141_134145	1	1098	-	1098	0	0
44407_1	k141_159676	2	247	-	246	0	0
44407_2	k141_159676	492	1154	-	663	3	0.00867597
44407_3	k141_159676	1444	1593	+	150	0	0
44408_1	k141_61168	2	1192	-	1191	66	0.106253
44408_2	k141_61168	1345	1872	-	528	35	0.1271
44409_1	k141_83815	3	1259	-	1257	0	0
44409_2	k141_83815	1306	1800	-	495	0	0
44410_1	k141_196507	2	742	-	741	0	0
44410_2	k141_196507	755	1870	-	1116	0	0
44410_3	k141_196507	1887	2774	-	888	0	0
44410_4	k141_196507	2764	3450	-	687	0	0
44410_5	k141_196507	3518	4612	-	1095	0	0
44410_6	k141_196507	4612	6654	-	2043	0	0
44411_1	k141_105763	2	1054	-	1053	63	0.114716
44411_2	k141_105763	1466	1615	-	150	8	0.102261
44412_1	k141_204448	1	423	+	423	6	0.027197
44412_2	k141_204448	531	914	+	384	25	0.12483
44412_3	k141_204448	1098	1715	+	618	47	0.145821
44413_1	k141_36768	1	2304	-	2304	0	0
44413_2	k141_36768	2581	3519	+	939	0	0
44414_1	k141_134147	2	1036	+	1035	16	0.0296408
44414_2	k141_134147	1082	2158	+	1077	3	0.00534092
44415_1	k141_23646	2	103	+	102	0	0
44415_2	k141_23646	282	575	+	294	12	0.0782608
44415_3	k141_23646	563	892	+	330	13	0.0755335
44415_4	k141_23646	1011	2039	-	1029	51	0.095031
44415_5	k141_23646	2079	3353	-	1275	53	0.0797032
44415_6	k141_23646	3473	4147	+	675	29	0.0823767
44415_7	k141_23646	4239	4871	-	633	27	0.0817844
44415_8	k141_23646	4876	5073	+	198	13	0.125889
44416_1	k141_73149	3	419	-	417	0	0
44416_2	k141_73149	526	1290	-	765	0	0
44416_3	k141_73149	1311	2309	-	999	2	0.00383862
44416_4	k141_73149	3030	3671	+	642	0	0
44417_1	k141_122070	3	1655	-	1653	0	0
44418_1	k141_83824	2	907	+	906	0	0
44419_1	k141_159686	2	235	-	234	0	0
44419_2	k141_159686	240	455	-	216	0	0
44419_3	k141_159686	492	740	-	249	0	0
44419_4	k141_159686	912	1166	+	255	0	0
44420_1	k141_170224	1	786	+	786	7	0.017076
44420_2	k141_170224	783	1469	+	687	6	0.0167458
44420_3	k141_170224	1480	1890	+	411	0	0
44420_4	k141_170224	2167	2505	-	339	0	0
44420_5	k141_170224	2576	5203	-	2628	27	0.0196992
44421_1	k141_23651	2	178	+	177	0	0
44421_2	k141_23651	181	1104	+	924	1	0.0020751
44422_1	k141_220356	3	2009	-	2007	19	0.0181517
44422_2	k141_220356	2021	2713	-	693	3	0.00830039
44422_3	k141_220356	2717	3202	-	486	4	0.015781
44422_4	k141_220356	3356	3703	-	348	12	0.0661169
44422_5	k141_220356	3700	4596	-	897	6	0.0128253
44422_6	k141_220356	4609	5544	-	936	9	0.0184364
44422_7	k141_220356	5532	7163	-	1632	27	0.0317215
44422_8	k141_220356	7176	7952	-	777	3	0.00740305
44422_9	k141_220356	8004	8684	-	681	7	0.0197088
44422_10	k141_220356	8681	9139	-	459	0	0
44422_11	k141_220356	9153	9671	-	519	11	0.0406383
44422_12	k141_220356	9867	10079	-	213	11	0.0990201
44422_13	k141_220356	10215	10772	-	558	6	0.0206171
44423_1	k141_73151	3	320	-	318	1	0.00602953
44423_2	k141_73151	508	870	+	363	9	0.0475386
44423_3	k141_73151	1219	2148	-	930	26	0.0536044
44424_1	k141_147420	161	1156	-	996	15	0.0288763
44424_2	k141_147420	1269	3824	-	2556	44	0.0330067
44425_1	k141_36775	2	601	-	600	0	0
44425_2	k141_36775	633	1169	-	537	0	0
44426_1	k141_11551	2	562	+	561	0	0
44426_2	k141_11551	559	996	+	438	0	0
44427_1	k141_147421	1	285	-	285	0	0
44427_2	k141_147421	282	1394	-	1113	0	0
44428_1	k141_204461	3	1859	-	1857	0	0
44429_1	k141_105775	2	1228	+	1227	0	0
44430_1	k141_83827	1	309	-	309	2	0.0124103
44430_2	k141_83827	306	1361	-	1056	27	0.0490242
44430_3	k141_83827	1459	2022	-	564	36	0.122387
44430_4	k141_83827	2357	3004	-	648	42	0.124275
44430_5	k141_83827	3175	3765	-	591	33	0.107062
44431_1	k141_36779	2	76	+	75	0	0
44431_2	k141_36779	746	1021	-	276	1	0.00694706
44431_3	k141_36779	1018	1182	-	165	0	0
44432_1	k141_97003	1	513	-	513	3	0.0112128
44432_2	k141_97003	604	1134	+	531	6	0.0216654
44432_3	k141_97003	1278	2471	-	1194	16	0.0256937
44432_4	k141_97003	2636	4927	-	2292	8	0.00669246
44432_5	k141_97003	5049	7835	-	2787	20	0.0137595
44432_6	k141_97003	7872	9686	-	1815	34	0.035918
44432_7	k141_97003	9704	11305	-	1602	12	0.0143625
44432_8	k141_97003	11430	12659	-	1230	1	0.00155885
44432_9	k141_97003	12898	13461	-	564	2	0.00679925
44432_10	k141_97003	13644	14777	-	1134	37	0.0625603
44432_11	k141_97003	14758	15264	-	507	14	0.0529457
44432_12	k141_97003	15590	16816	-	1227	15	0.02344
44432_13	k141_97003	16850	17248	-	399	8	0.0384439
44432_14	k141_97003	17400	18887	-	1488	31	0.0399456
44432_15	k141_97003	18888	20387	-	1500	21	0.0268434
44432_16	k141_97003	20543	21577	-	1035	21	0.0389035
44432_17	k141_97003	21788	22462	+	675	10	0.0284058
44432_18	k141_97003	22543	22794	-	252	6	0.0456521
44432_19	k141_97003	22878	23819	-	942	18	0.036638
44432_20	k141_97003	23806	24573	-	768	4	0.0099864
44432_21	k141_97003	24923	25075	-	153	12	0.150383
44433_1	k141_23656	2	1624	+	1623	0	0
44433_2	k141_23656	1621	2346	+	726	0	0
44434_1	k141_73155	2	247	-	246	0	0
44434_2	k141_73155	395	592	-	198	0	0
44434_3	k141_73155	834	1214	+	381	0	0
44434_4	k141_73155	1253	1729	+	477	0	0
44434_5	k141_73155	1746	2072	+	327	0	0
44435_1	k141_184237	1	66	-	66	5	0.145257
44435_2	k141_184237	272	940	-	669	7	0.0200624
44435_3	k141_184237	984	1157	-	174	0	0
44435_4	k141_184237	1138	2187	-	1050	33	0.0602608
44435_5	k141_184237	2181	3347	-	1167	19	0.0312171
44435_6	k141_184237	3468	3587	-	120	4	0.063913
44435_7	k141_184237	3731	5083	+	1353	41	0.0581027
44435_8	k141_184237	5252	6691	-	1440	38	0.0505978
44435_9	k141_184237	6803	7603	-	801	17	0.0406937
44435_10	k141_184237	7600	8274	-	675	34	0.0965796
44435_11	k141_184237	8271	9074	-	804	33	0.0786988
44435_12	k141_184237	9067	9339	-	273	9	0.0632106
44435_13	k141_184237	9278	9952	-	675	13	0.0369275
44435_14	k141_184237	10038	10547	-	510	30	0.112788
44436_1	k141_159687	92	490	+	399	0	0
44436_2	k141_159687	504	1148	+	645	0	0
44436_3	k141_159687	1173	1586	+	414	0	0
44436_4	k141_159687	1791	2312	-	522	0	0
44436_5	k141_159687	2331	2921	-	591	0	0
44436_6	k141_159687	3142	4329	-	1188	0	0
44436_7	k141_159687	4343	5113	-	771	0	0
44436_8	k141_159687	5171	5365	-	195	0	0
44437_1	k141_11557	1	231	+	231	3	0.0249012
44437_2	k141_11557	528	1487	-	960	11	0.0219701
44437_3	k141_11557	1671	1829	-	159	0	0
44438_1	k141_105777	1	870	-	870	5	0.0110195
44438_2	k141_105777	876	1172	-	297	0	0
44439_1	k141_36781	2	1138	-	1137	0	0
44440_1	k141_122086	1	228	+	228	3	0.0252288
44440_2	k141_122086	237	956	-	720	1	0.00266304
44440_3	k141_122086	1105	1284	-	180	3	0.0319565
44441_1	k141_61169	64	348	+	285	0	0
44441_2	k141_61169	332	979	+	648	0	0
44441_3	k141_61169	1211	1354	-	144	0	0
44441_4	k141_61169	1406	1621	-	216	0	0
44441_5	k141_61169	1694	3178	-	1485	0	0
44441_6	k141_61169	3373	4368	+	996	0	0
44441_7	k141_61169	4547	4942	+	396	0	0
44441_8	k141_61169	4939	6342	+	1404	5	0.00682831
44441_9	k141_61169	6470	6949	+	480	1	0.00399456
44441_10	k141_61169	7049	7222	-	174	2	0.022039
44441_11	k141_61169	7516	7836	+	321	1	0.00597317
44441_12	k141_61169	7922	9199	+	1278	19	0.0285058
44441_13	k141_61169	9368	9670	+	303	0	0
44442_1	k141_170232	3	77	+	75	0	0
44442_2	k141_170232	82	1338	+	1257	2	0.00305074
44442_3	k141_170232	1650	3398	+	1749	35	0.0383697
44443_1	k141_122087	199	420	+	222	8	0.0690951
44443_2	k141_122087	564	1019	+	456	5	0.021024
44444_1	k141_61170	2	208	-	207	0	0
44444_2	k141_61170	216	1013	-	798	0	0
44445_1	k141_105779	1	291	+	291	0	0
44445_2	k141_105779	495	1589	+	1095	0	0
44446_1	k141_184239	3	1199	+	1197	0	0
44446_2	k141_184239	1468	1689	+	222	0	0
44447_1	k141_147426	1	717	-	717	0	0
44447_2	k141_147426	783	1748	-	966	0	0
44447_3	k141_147426	1741	2187	-	447	0	0
44447_4	k141_147426	2236	3192	-	957	0	0
44447_5	k141_147426	3189	3302	-	114	0	0
44448_1	k141_73162	3	467	+	465	0	0
44448_2	k141_73162	491	1051	+	561	0	0
44449_1	k141_97009	219	1349	+	1131	0	0
44449_2	k141_97009	1397	1819	+	423	0	0
44450_1	k141_83829	1	1710	+	1710	236	0.264622
44450_2	k141_83829	1861	2889	+	1029	145	0.270186
44450_3	k141_83829	3095	3955	+	861	155	0.345175
44451_1	k141_122089	135	1418	+	1284	11	0.0164262
44452_1	k141_204463	1	78	-	78	2	0.0491638
44452_2	k141_204463	436	1128	+	693	4	0.0110672
44452_3	k141_204463	1312	2022	+	711	0	0
44452_4	k141_204463	2036	2905	+	870	0	0
44452_5	k141_204463	2921	3616	+	696	3	0.00826461
44452_6	k141_204463	3613	4359	+	747	5	0.0128339
44452_7	k141_204463	4356	4712	+	357	0	0
44453_1	k141_11558	326	1450	+	1125	35	0.0596521
44453_2	k141_11558	1517	2392	-	876	11	0.0240768
44453_3	k141_11558	2888	3547	+	660	0	0
44454_1	k141_23661	37	927	-	891	0	0
44454_2	k141_23661	882	1700	-	819	0	0
44454_3	k141_23661	1767	2219	-	453	0	0
44454_4	k141_23661	2222	2791	-	570	0	0
44454_5	k141_23661	2830	3135	-	306	0	0
44455_1	k141_73163	1	633	+	633	13	0.0393777
44455_2	k141_73163	854	1777	-	924	1	0.0020751
44456_1	k141_105780	3	1811	+	1809	0	0
44456_2	k141_105780	1842	2249	+	408	0	0
44457_1	k141_97011	2	1102	-	1101	0	0
44458_1	k141_83831	1	297	-	297	0	0
44458_2	k141_83831	486	1286	+	801	0	0
44459_1	k141_220362	3	842	-	840	30	0.0684782
44459_2	k141_220362	874	3639	-	2766	58	0.0402056
44459_3	k141_220362	3741	5567	-	1827	54	0.0566716
44459_4	k141_220362	5589	7490	-	1902	44	0.044356
44460_1	k141_147429	501	926	+	426	12	0.054011
44460_2	k141_147429	1059	2342	+	1284	26	0.0388256
44460_3	k141_147429	2522	2674	-	153	0	0
44461_1	k141_170239	2	1027	+	1026	57	0.106522
44461_2	k141_170239	1024	1890	-	867	43	0.0950954
44462_1	k141_11559	286	1536	+	1251	1	0.00153269
44463_1	k141_83834	76	1011	+	936	0	0
44463_2	k141_83834	1039	1680	+	642	0	0
44464_1	k141_220363	2	2293	-	2292	16	0.0133849
44465_1	k141_159703	2	1171	-	1170	0	0
44465_2	k141_159703	1184	2584	-	1401	0	0
44465_3	k141_159703	2600	3037	-	438	0	0
44466_1	k141_23669	3	500	+	498	3	0.0115505
44466_2	k141_23669	585	1079	-	495	13	0.0503557
44467_1	k141_97017	54	1895	-	1842	14	0.014573
44468_1	k141_36789	3	191	+	189	1	0.0101449
44468_2	k141_36789	160	708	+	549	0	0
44468_3	k141_36789	701	904	+	204	0	0
44468_4	k141_36789	915	2033	+	1119	0	0
44468_5	k141_36789	2195	3007	+	813	0	0
44468_6	k141_36789	3012	3182	+	171	0	0
44468_7	k141_36789	3210	3458	-	249	0	0
44468_8	k141_36789	3764	3985	+	222	0	0
44468_9	k141_36789	3982	4440	+	459	0	0
44468_10	k141_36789	4644	5039	+	396	18	0.0871541
44469_1	k141_170243	1	576	+	576	0	0
44469_2	k141_170243	566	943	-	378	0	0
44469_3	k141_170243	912	1472	-	561	0	0
44469_4	k141_170243	1659	1853	+	195	0	0
44470_1	k141_105789	2	109	-	108	1	0.0177536
44470_2	k141_105789	526	1272	-	747	17	0.0436354
44471_1	k141_83838	1	1437	-	1437	12	0.0160116
44472_1	k141_97021	3	227	+	225	0	0
44472_2	k141_97021	278	1165	+	888	4	0.00863689
44473_1	k141_184244	1	105	-	105	0	0
44473_2	k141_184244	105	623	-	519	0	0
44473_3	k141_184244	841	1338	-	498	0	0
44473_4	k141_184244	1375	3969	-	2595	0	0
44473_5	k141_184244	4000	4239	-	240	0	0
44473_6	k141_184244	4357	5139	-	783	0	0
44473_7	k141_184244	5363	6019	-	657	7	0.0204288
44474_1	k141_73166	5	844	-	840	0	0
44474_2	k141_73166	841	1413	-	573	0	0
44474_3	k141_73166	1410	1952	-	543	0	0
44474_4	k141_73166	1961	2383	-	423	0	0
44474_5	k141_73166	2388	3962	-	1575	0	0
44474_6	k141_73166	3980	5041	-	1062	0	0
44474_7	k141_73166	4995	5177	-	183	0	0
44475_1	k141_170246	2	577	+	576	6	0.0199728
44475_2	k141_170246	697	1314	+	618	21	0.065154
44476_1	k141_36792	20	1171	-	1152	0	0
44477_1	k141_220367	2	886	+	885	3	0.00649962
44477_2	k141_220367	1037	1681	-	645	0	0
44478_1	k141_83839	235	1368	+	1134	1	0.00169082
44479_1	k141_23675	1	987	-	987	0	0
44479_2	k141_23675	984	1658	-	675	0	0
44480_1	k141_105794	3	218	-	216	0	0
44480_2	k141_105794	361	1005	+	645	0	0
44481_1	k141_170247	533	1009	-	477	5	0.0200984
44482_1	k141_184248	3	623	+	621	0	0
44482_2	k141_184248	646	1047	+	402	0	0
44483_1	k141_97023	2	382	+	381	0	0
44483_2	k141_97023	428	1816	+	1389	0	0
44484_1	k141_147435	3	581	+	579	0	0
44484_2	k141_147435	593	1753	-	1161	0	0
44484_3	k141_147435	1890	2741	+	852	0	0
44484_4	k141_147435	2891	3277	-	387	0	0
44484_5	k141_147435	3296	4219	-	924	0	0
44484_6	k141_147435	4237	4458	-	222	0	0
44485_1	k141_220368	314	718	+	405	13	0.0615458
44486_1	k141_61174	1	183	-	183	0	0
44486_2	k141_61174	442	1116	-	675	2	0.00568115
44486_3	k141_61174	1113	2057	-	945	7	0.0142029
44486_4	k141_61174	2369	4486	+	2118	39	0.035306
44486_5	k141_61174	4562	5371	-	810	18	0.0426086
44486_6	k141_61174	5560	7428	-	1869	25	0.0256473
44486_7	k141_61174	7548	7766	-	219	1	0.0087552
44486_8	k141_61174	8072	9952	-	1881	15	0.0152902
44487_1	k141_23678	2	598	-	597	0	0
44487_2	k141_23678	763	1173	+	411	0	0
44488_1	k141_105796	272	559	+	288	0	0
44488_2	k141_105796	638	2179	+	1542	0	0
44489_1	k141_36800	2	289	+	288	9	0.0599184
44489_2	k141_36800	606	1292	+	687	18	0.0502373
44490_1	k141_159719	135	779	+	645	0	0
44491_1	k141_23679	1	384	+	384	0	0
44491_2	k141_23679	476	1189	+	714	0	0
44492_1	k141_73176	3	62	-	60	0	0
44492_2	k141_73176	85	672	-	588	0	0
44492_3	k141_73176	669	1070	-	402	0	0
44493_1	k141_170253	2	595	+	594	4	0.0129117
44493_2	k141_170253	657	1568	+	912	9	0.0189216
44494_1	k141_159720	275	1345	-	1071	1	0.00179028
44495_1	k141_61179	19	564	-	546	0	0
44495_2	k141_61179	614	1612	-	999	0	0
44495_3	k141_61179	1917	2210	-	294	0	0
44496_1	k141_48198	82	720	+	639	8	0.0240049
44496_2	k141_48198	729	1211	+	483	7	0.0277882
44496_3	k141_48198	1448	2464	+	1017	6	0.011312
44496_4	k141_48198	2474	2953	+	480	5	0.0199728
44496_5	k141_48198	2972	3706	+	735	4	0.0104348
44496_6	k141_48198	3747	4256	+	510	0	0
44496_7	k141_48198	4409	6016	+	1608	1	0.00119241
44496_8	k141_48198	6255	6380	+	126	0	0
44496_9	k141_48198	6377	6622	+	246	0	0
44496_10	k141_48198	6630	7073	+	444	0	0
44496_11	k141_48198	7444	7932	+	489	1	0.00392104
44496_12	k141_48198	7982	8245	+	264	2	0.0145257
44496_13	k141_48198	8242	8520	+	279	0	0
44496_14	k141_48198	8507	8710	+	204	2	0.0187979
44496_15	k141_48198	8736	9167	+	432	0	0
44496_16	k141_48198	9230	10054	-	825	7	0.0162688
44496_17	k141_48198	10190	12409	-	2220	14	0.0120916
44496_18	k141_48198	12409	13137	-	729	6	0.015781
44496_19	k141_48198	13125	13871	-	747	5	0.0128339
44496_20	k141_48198	13849	14346	-	498	2	0.00770036
44496_21	k141_48198	14386	16926	-	2541	36	0.0271649
44496_22	k141_48198	16949	17692	-	744	19	0.0489656
44496_23	k141_48198	17710	18900	-	1191	31	0.0499069
44496_24	k141_48198	18927	19928	-	1002	11	0.0210492
44496_25	k141_48198	19925	20098	-	174	1	0.0110195
44496_26	k141_48198	20150	20884	+	735	5	0.0130435
44496_27	k141_48198	20896	21471	+	576	13	0.0432744
44496_28	k141_48198	21590	21994	+	405	0	0
44496_29	k141_48198	22054	22299	+	246	0	0
44496_30	k141_48198	22290	23276	+	987	0	0
44496_31	k141_48198	23655	23978	+	324	0	0
44496_32	k141_48198	23986	24252	+	267	0	0
44496_33	k141_48198	24260	24577	+	318	0	0
44496_34	k141_48198	24695	28627	-	3933	46	0.0224256
44496_35	k141_48198	28735	29370	-	636	0	0
44496_36	k141_48198	29413	30861	-	1449	20	0.026465
44496_37	k141_48198	30918	32555	-	1638	21	0.0245819
44497_1	k141_220373	2	1171	+	1170	0	0
44497_2	k141_220373	1313	2113	+	801	0	0
44498_1	k141_184253	3	392	+	390	0	0
44498_2	k141_184253	783	1100	+	318	0	0
44498_3	k141_184253	1175	1858	+	684	11	0.0308352
44498_4	k141_184253	1893	2513	+	621	0	0
44498_5	k141_184253	2513	2812	+	300	0	0
44499_1	k141_97029	1	279	-	279	0	0
44499_2	k141_97029	397	2148	-	1752	0	0
44499_3	k141_97029	2194	2517	-	324	0	0
44500_1	k141_147447	1	621	+	621	0	0
44500_2	k141_147447	721	1044	+	324	5	0.0295893
44501_1	k141_83852	2	418	-	417	0	0
44501_2	k141_83852	506	1438	-	933	0	0
44502_1	k141_159723	3	89	-	87	0	0
44502_2	k141_159723	343	549	-	207	0	0
44502_3	k141_159723	554	934	+	381	2	0.010065
44502_4	k141_159723	1173	1832	+	660	2	0.00581027
44503_1	k141_134149	922	1899	+	978	17	0.0333289
44503_2	k141_134149	2156	2467	+	312	5	0.0307274
44503_3	k141_134149	2480	3535	+	1056	0	0
44503_4	k141_134149	3547	4971	+	1425	16	0.0215286
44503_5	k141_134149	5405	6082	-	678	48	0.135744
44503_6	k141_134149	6404	6643	+	240	37	0.295597
44503_7	k141_134149	6826	7515	+	690	39	0.108374
44503_8	k141_134149	7521	9026	+	1506	106	0.134956
44503_9	k141_134149	9077	9682	+	606	28	0.0885922
44503_10	k141_134149	9696	10457	+	762	28	0.0704552
44503_11	k141_134149	10496	11164	+	669	49	0.140437
44503_12	k141_134149	11392	11754	+	363	4	0.0211283
44503_13	k141_134149	11754	12437	+	684	39	0.109325
44503_14	k141_134149	12451	13209	+	759	25	0.0631551
44503_15	k141_134149	13270	14157	-	888	42	0.0906873
44503_16	k141_134149	14382	15719	+	1338	101	0.144736
44503_17	k141_134149	15879	16721	+	843	33	0.0750579
44503_18	k141_134149	16721	17557	+	837	46	0.105376
44503_19	k141_134149	17855	19411	+	1557	60	0.0738878
44503_20	k141_134149	19374	21083	+	1710	39	0.0437299
44503_21	k141_134149	21080	22822	+	1743	35	0.0385018
44503_22	k141_134149	22828	24813	+	1986	33	0.0318599
44504_1	k141_196510	2	316	+	315	0	0
44504_2	k141_196510	333	1073	-	741	0	0
44504_3	k141_196510	1126	2796	+	1671	0	0
44504_4	k141_196510	2793	3503	+	711	0	0
44504_5	k141_196510	3634	4575	+	942	0	0
44504_6	k141_196510	4532	4678	+	147	0	0
44504_7	k141_196510	4762	5340	+	579	0	0
44504_8	k141_196510	5350	5886	+	537	0	0
44504_9	k141_196510	6048	6809	+	762	0	0
44504_10	k141_196510	6806	7804	+	999	0	0
44504_11	k141_196510	7804	8538	+	735	0	0
44504_12	k141_196510	8531	9214	+	684	0	0
44504_13	k141_196510	9229	10359	-	1131	0	0
44504_14	k141_196510	10418	11434	+	1017	0	0
44504_15	k141_196510	11514	11813	+	300	0	0
44504_16	k141_196510	11849	12535	+	687	0	0
44504_17	k141_196510	12532	12837	+	306	0	0
44504_18	k141_196510	13021	13635	+	615	0	0
44504_19	k141_196510	13712	14443	+	732	0	0
44504_20	k141_196510	14545	14691	+	147	0	0
44504_21	k141_196510	14724	14948	+	225	0	0
44504_22	k141_196510	15139	15315	+	177	0	0
44504_23	k141_196510	15545	16222	+	678	0	0
44504_24	k141_196510	16479	16628	-	150	0	0
44504_25	k141_196510	16676	17659	-	984	0	0
44504_26	k141_196510	17656	18975	-	1320	0	0
44504_27	k141_196510	18981	20093	-	1113	0	0
44504_28	k141_196510	20184	21656	+	1473	0	0
44504_29	k141_196510	21649	22521	+	873	0	0
44504_30	k141_196510	22514	22948	+	435	0	0
44504_31	k141_196510	22948	23637	+	690	0	0
44504_32	k141_196510	23634	24182	+	549	0	0
44504_33	k141_196510	24234	24518	+	285	0	0
44504_34	k141_196510	24598	26196	+	1599	0	0
44504_35	k141_196510	26211	27407	+	1197	0	0
44504_36	k141_196510	27417	27545	+	129	0	0
44505_1	k141_83858	1	165	-	165	0	0
44505_2	k141_83858	221	814	-	594	0	0
44505_3	k141_83858	831	1115	-	285	0	0
44506_1	k141_61187	2	310	-	309	0	0
44506_2	k141_61187	340	1551	-	1212	0	0
44507_1	k141_159724	35	1048	+	1014	97	0.183419
44507_2	k141_159724	1095	2030	-	936	84	0.172073
44508_1	k141_11561	3	737	-	735	3	0.00782608
44508_2	k141_11561	1063	2664	+	1602	29	0.0347093
44508_3	k141_11561	3386	3577	-	192	6	0.0599184
44508_4	k141_11561	3693	4049	+	357	6	0.032225
44508_5	k141_11561	4042	4641	+	600	9	0.0287608
44508_6	k141_11561	4638	5783	+	1146	19	0.0317892
44508_7	k141_11561	5871	7604	-	1734	26	0.0287498
44508_8	k141_11561	7607	12922	-	5316	119	0.0429212
44508_9	k141_11561	12935	13798	-	864	19	0.0421648
44509_1	k141_170259	1	627	+	627	1	0.00305804
44509_2	k141_170259	629	1540	+	912	18	0.0378432
44509_3	k141_170259	1527	2276	+	750	5	0.0127826
44509_4	k141_170259	2296	3066	+	771	5	0.0124344
44510_1	k141_184264	3	254	+	252	0	0
44510_2	k141_184264	167	1105	-	939	0	0
44510_3	k141_184264	1141	1458	-	318	0	0
44510_4	k141_184264	1463	1813	-	351	0	0
44510_5	k141_184264	1932	2087	+	156	0	0
44511_1	k141_159725	211	1251	+	1041	0	0
44511_2	k141_159725	1685	1879	+	195	0	0
44512_1	k141_23693	3	227	+	225	4	0.0340869
44512_2	k141_23693	228	1223	-	996	51	0.0981796
44512_3	k141_23693	1464	2597	+	1134	64	0.108212
44513_1	k141_36820	2	1786	+	1785	36	0.03867
44514_1	k141_61194	372	983	+	612	0	0
44514_2	k141_61194	1105	1311	-	207	0	0
44515_1	k141_184267	2	1063	+	1062	0	0
44516_1	k141_196511	3	767	+	765	4	0.0100256
44516_2	k141_196511	789	2705	+	1917	6	0.00600122
44516_3	k141_196511	2795	3598	+	804	4	0.00953925
44517_1	k141_170263	3	92	+	90	0	0
44517_2	k141_170263	95	379	+	285	0	0
44517_3	k141_170263	389	742	+	354	0	0
44517_4	k141_170263	776	1351	+	576	7	0.0233016
44518_1	k141_147450	1	813	+	813	62	0.146222
44518_2	k141_147450	872	2296	-	1425	60	0.0807322
44518_3	k141_147450	2507	3673	+	1167	52	0.0854364
44518_4	k141_147450	3805	4278	+	474	19	0.0768574
44518_5	k141_147450	4371	5429	+	1059	51	0.0923389
44518_6	k141_147450	5598	5933	+	336	28	0.159782
44518_7	k141_147450	5983	6315	-	333	17	0.0978847
44519_1	k141_23694	134	985	+	852	1	0.00225046
44519_2	k141_23694	985	1620	+	636	9	0.0271329
44520_1	k141_97037	81	578	-	498	0	0
44520_2	k141_97037	599	1426	-	828	0	0
44520_3	k141_97037	1423	2874	-	1452	0	0
44520_4	k141_97037	2825	3034	-	210	4	0.0365217
44520_5	k141_97037	3206	3676	-	471	4	0.0162836
44520_6	k141_97037	3781	4275	-	495	0	0
44520_7	k141_97037	4761	5828	+	1068	11	0.0197484
