# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_5_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_5/C23_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_5/C23_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_5/C23_1.bam	RPKM
9894_2	k141_45622	630	1277	+	648	13	5.24822
9894_3	k141_45622	1348	1464	+	117	0	0
9895_1	k141_59056	1	1734	+	1734	38	5.73295
9896_1	k141_16415	3	131	+	129	0	0
9896_2	k141_16415	340	1005	-	666	44	17.2831
9896_3	k141_16415	1074	1760	-	687	40	15.2316
9896_4	k141_16415	1872	2159	+	288	2	1.81669
9897_1	k141_31449	1	1056	-	1056	25	6.19326
9898_1	k141_13320	2	352	+	351	4	2.98124
9898_2	k141_13320	349	1722	+	1374	44	8.3774
9899_1	k141_38226	1	660	+	660	10	3.96369
9899_2	k141_38226	671	1147	+	477	22	12.0656
9900_1	k141_45627	2	370	-	369	9	6.38057
9900_2	k141_45627	424	996	-	573	22	10.0441
9900_3	k141_45627	1011	1106	-	96	1	2.72504
9901_1	k141_9903	2	70	-	69	0	0
9901_2	k141_9903	57	203	-	147	12	21.3554
9901_3	k141_9903	365	592	-	228	4	4.58953
9901_4	k141_9903	650	778	-	129	1	2.02793
9901_5	k141_9903	805	1119	-	315	9	7.47439
9901_6	k141_9903	1107	3479	-	2373	76	8.37837
9902_1	k141_34829	2	64	-	63	14	58.1341
9902_2	k141_34829	250	555	-	306	18	15.3884
9902_3	k141_34829	548	1243	-	696	49	18.4175
9902_4	k141_34829	1300	1947	-	648	37	14.9372
9902_5	k141_34829	2115	2600	-	486	4	2.15312
9903_1	k141_66149	2	7513	+	7512	513	17.8651
9904_1	k141_45628	18	1139	-	1122	8	1.86527
9905_1	k141_62878	3	206	+	204	0	0
9905_2	k141_62878	206	802	+	597	11	4.82016
9905_3	k141_62878	830	1033	+	204	6	7.69422
9906_1	k141_52375	4	174	-	171	13	19.888
9906_2	k141_52375	285	1154	-	870	50	15.0347
9906_3	k141_52375	1257	1916	-	660	33	13.0802
9906_4	k141_52375	2469	2612	-	144	13	23.617
9907_1	k141_2978	3	458	-	456	3	1.72108
9907_2	k141_2978	458	1336	-	879	19	5.65468
9907_3	k141_2978	1399	2700	-	1302	34	6.83143
9907_4	k141_2978	2807	3676	-	870	41	12.3284
9907_5	k141_2978	3648	4718	-	1071	41	10.0147
9907_6	k141_2978	4980	6041	+	1062	42	10.3459
9908_1	k141_5879	3	236	+	234	0	0
9908_2	k141_5879	229	909	+	681	7	2.68902
9908_3	k141_5879	925	1218	+	294	2	1.77962
9909_1	k141_9907	2	532	-	531	3	1.47799
9909_2	k141_9907	534	1559	-	1026	47	11.9838
9910_1	k141_31456	1	1221	-	1221	22	4.71358
9910_2	k141_31456	1483	2259	-	777	15	5.05026
9911_1	k141_55603	2	1003	+	1002	25	6.52703
9911_2	k141_55603	948	2546	+	1599	36	5.88976
9912_1	k141_9908	1	1695	-	1695	64	9.87765
9913_1	k141_27938	1	141	+	141	0	0
9913_2	k141_27938	193	1071	+	879	35	10.4165
9913_3	k141_27938	1149	1403	+	255	13	13.3366
9914_1	k141_69935	511	1926	-	1416	193	35.6564
9914_2	k141_69935	2113	2649	-	537	91	44.3313
9914_3	k141_69935	2786	3430	-	645	103	41.7754
9914_4	k141_69935	3457	3666	-	210	36	44.8463
9914_5	k141_69935	3676	3837	-	162	10	16.1484
9914_6	k141_69935	3854	4156	-	303	40	34.5351
9914_7	k141_69935	4160	5038	-	879	166	49.4041
9914_8	k141_69935	5163	6116	-	954	133	36.4709
9914_9	k141_69935	6159	6410	-	252	26	26.9908
9914_10	k141_69935	6423	7835	-	1413	232	42.9526
9914_11	k141_69935	7847	8074	-	228	27	30.9794
9914_12	k141_69935	8258	8542	+	285	58	53.2386
9914_13	k141_69935	8664	9230	-	567	88	40.6016
9914_14	k141_69935	9223	10473	-	1251	157	32.8311
9914_15	k141_69935	11593	12474	+	882	128	37.9651
9914_16	k141_69935	12467	13534	+	1068	146	35.7623
9914_17	k141_69935	13644	14594	+	951	200	55.0165
9914_18	k141_69935	14731	14859	-	129	10	20.2793
9914_19	k141_69935	15055	15669	-	615	83	35.3058
9914_20	k141_69935	16145	17557	+	1413	275	50.9136
9914_21	k141_69935	18116	18535	-	420	112	69.7609
9914_22	k141_69935	18551	18703	-	153	11	18.8081
9914_23	k141_69935	18693	19301	-	609	81	34.7946
9914_24	k141_69935	19303	19503	-	201	38	49.4574
9914_25	k141_69935	19554	19772	-	219	22	26.2798
9914_26	k141_69935	19769	21757	-	1989	300	39.4575
9914_27	k141_69935	21964	22086	+	123	17	36.1566
9914_28	k141_69935	22252	23469	-	1218	177	38.0163
9914_29	k141_69935	24472	26046	-	1575	237	39.3651
9914_30	k141_69935	26277	26681	+	405	61	39.402
9914_31	k141_69935	26671	26826	+	156	18	30.185
9914_32	k141_69935	27130	27918	+	789	129	42.7717
9914_33	k141_69935	27955	28518	-	564	91	42.2091
9914_34	k141_69935	28617	29540	+	924	218	61.7203
9914_35	k141_69935	29661	31823	+	2163	273	33.0179
9914_36	k141_69935	31926	32225	+	300	31	27.0324
9914_37	k141_69935	32222	33592	+	1371	224	42.7419
9914_38	k141_69935	33605	34921	+	1317	190	37.7408
9914_39	k141_69935	35223	36041	+	819	96	30.6641
9914_40	k141_69935	36107	36259	+	153	17	29.0671
9914_41	k141_69935	36370	36795	+	426	127	77.9898
9914_42	k141_69935	36792	36890	+	99	3	7.92738
9914_43	k141_69935	36928	39993	+	3066	442	37.7132
9914_44	k141_69935	40140	42122	+	1983	273	36.015
9914_45	k141_69935	42138	42923	+	786	97	32.2844
9914_46	k141_69935	43144	45015	+	1872	310	43.3211
9914_47	k141_69935	45021	45404	+	384	47	32.0192
9914_48	k141_69935	45448	46701	+	1254	229	47.7729
9914_49	k141_69935	46717	47745	+	1029	154	39.1515
9914_50	k141_69935	47827	48060	+	234	31	34.6569
9914_51	k141_69935	48133	49074	+	942	151	41.9343
9914_52	k141_69935	49170	51653	+	2484	407	42.8634
9914_53	k141_69935	51741	52553	+	813	94	30.2469
9914_54	k141_69935	52617	53606	+	990	84	22.1967
9914_55	k141_69935	53599	54249	+	651	68	27.3257
9914_56	k141_69935	54308	54607	+	300	59	51.4487
9915_1	k141_59059	2	1270	-	1269	25	5.15373
9915_2	k141_59059	1353	2219	+	867	17	5.12948
9916_1	k141_13337	2	490	+	489	5	2.67488
9916_2	k141_13337	544	1176	-	633	17	7.02569
9917_1	k141_38233	2	145	+	144	3	5.45007
9917_2	k141_38233	160	1065	+	906	98	28.2971
9917_3	k141_38233	1196	1804	+	609	16	6.873
9917_4	k141_38233	1873	2433	+	561	18	8.39369
9917_5	k141_38233	2510	3838	+	1329	69	13.5821
9917_6	k141_38233	3835	4191	-	357	23	16.854
9917_7	k141_38233	4766	5059	+	294	17	15.1267
9918_1	k141_62884	1	2067	+	2067	56	7.08747
9918_2	k141_62884	2082	3653	+	1572	77	12.8139
9918_3	k141_62884	3770	4222	+	453	4	2.30996
9919_1	k141_13340	3	206	+	204	3	3.84711
9919_2	k141_13340	217	495	+	279	7	6.56353
9919_3	k141_13340	482	805	+	324	2	1.61484
9919_4	k141_13340	820	1077	+	258	4	4.05587
9920_1	k141_69940	2	1288	+	1287	26	5.28492
9921_1	k141_52385	2	997	+	996	41	10.7688
9921_2	k141_52385	1001	1444	+	444	10	5.89197
9922_1	k141_55604	2	1324	-	1323	41	8.10714
9922_2	k141_55604	1616	2098	-	483	31	16.7903
9922_3	k141_55604	2159	5104	-	2946	99	8.79116
9923_1	k141_34849	1	1236	+	1236	27	5.71464
9924_1	k141_62887	3	749	+	747	14	4.90288
9924_2	k141_62887	844	1686	+	843	17	5.27552
9925_1	k141_59063	1	1029	+	1029	35	8.89808
9925_2	k141_59063	1034	1672	+	639	14	5.73153
9925_3	k141_59063	1669	2301	+	633	28	11.5717
9926_1	k141_69941	3	104	+	102	0	0
9926_2	k141_69941	195	1043	+	849	18	5.54636
9926_3	k141_69941	1315	1887	+	573	17	7.76136
9926_4	k141_69941	1968	2588	-	621	8	3.37009
9927_1	k141_55608	3	305	-	303	8	6.90702
9927_2	k141_55608	298	1524	-	1227	32	6.82258
9928_1	k141_34853	2	538	+	537	4	1.94863
9928_2	k141_34853	528	1061	+	534	7	3.42926
9929_1	k141_62889	1	483	+	483	10	5.41622
9929_2	k141_62889	490	1200	+	711	27	9.93431
9930_1	k141_13343	2	1111	+	1110	29	6.83469
9930_2	k141_13343	1131	1493	+	363	8	5.76537
9930_3	k141_13343	1567	2403	+	837	43	13.4396
9930_4	k141_13343	2418	2555	+	138	0	0
9930_5	k141_13343	2539	2907	+	369	21	14.888
9930_6	k141_13343	3010	3249	+	240	0	0
9931_1	k141_9910	3	455	-	453	22	12.7048
9931_2	k141_9910	455	1537	-	1083	136	32.8514
9931_3	k141_9910	1521	3212	-	1692	260	40.1991
9931_4	k141_9910	3288	4961	-	1674	321	50.1641
9931_5	k141_9910	5069	6151	-	1083	240	57.9731
9931_6	k141_9910	6340	6639	-	300	102	88.9452
9931_7	k141_9910	6888	7709	-	822	119	37.872
9932_1	k141_52393	2	583	+	582	10	4.49491
9932_2	k141_52393	1022	1657	-	636	24	9.87183
9933_1	k141_31482	1	396	+	396	7	4.6243
9933_2	k141_31482	396	1691	+	1296	65	13.1205
9933_3	k141_31482	1762	1974	+	213	5	6.14093
9934_1	k141_59065	1	1599	+	1599	40	6.54418
9934_2	k141_59065	1770	2342	+	573	16	7.30481
9935_1	k141_27951	76	504	-	429	13	7.92738
9935_2	k141_27951	530	1246	-	717	40	14.5943
9935_3	k141_27951	1262	1891	-	630	9	3.73719
9936_1	k141_55611	3	725	-	723	28	10.1313
9936_2	k141_55611	722	1468	-	747	22	7.70452
9937_1	k141_3001	2	919	+	918	43	12.2538
9937_2	k141_3001	986	2167	+	1182	25	5.53307
9938_1	k141_34855	61	861	-	801	26	8.4915
9938_2	k141_34855	879	1712	-	834	8	2.50939
9938_3	k141_34855	1714	2352	-	639	7	2.86577
9939_1	k141_38251	131	1141	+	1011	18	4.65763
9940_1	k141_9911	1	525	-	525	4	1.99317
9940_2	k141_9911	642	1586	+	945	27	7.47439
9940_3	k141_9911	1637	2167	-	531	16	7.88259
9941_1	k141_27954	1	1062	+	1062	23	5.66561
9942_1	k141_55612	1	162	-	162	0	0
9942_2	k141_55612	155	1117	-	963	20	5.43309
9942_3	k141_55612	1130	1705	-	576	5	2.27086
9943_1	k141_52398	3	137	+	135	0	0
9943_2	k141_52398	163	1083	+	921	28	7.9532
9944_1	k141_34857	3	206	-	204	2	2.56474
9944_2	k141_34857	335	1303	-	969	19	5.12948
9945_1	k141_69956	1	654	+	654	7	2.80004
9945_2	k141_69956	642	1004	+	363	2	1.44134
9946_1	k141_5895	3	623	+	621	23	9.68902
9946_2	k141_5895	635	1843	+	1209	28	6.05864
9947_1	k141_34858	237	1085	+	849	25	7.70328
9948_1	k141_3008	2	1213	+	1212	18	3.8852
9949_1	k141_13354	2	1048	+	1047	39	9.74454
9949_2	k141_13354	1045	1545	+	501	13	6.78811
9950_1	k141_3009	2	304	-	303	1	0.863378
9950_2	k141_3009	307	1389	-	1083	22	5.3142
9951_1	k141_55617	3	1847	-	1845	503	71.3206
9951_2	k141_55617	1825	2223	-	399	137	89.8238
9951_3	k141_55617	2342	2530	-	189	49	67.8231
9952_1	k141_27964	2	454	+	453	50	28.8746
9952_2	k141_27964	534	824	+	291	30	26.9694
9952_3	k141_27964	766	951	+	186	4	5.62588
9953_1	k141_38256	3	905	+	903	19	5.50439
9953_2	k141_38256	1042	2046	+	1005	33	8.58997
9953_3	k141_38256	2194	3384	+	1191	40	8.78601
9954_1	k141_69962	1	1752	+	1752	33	4.92746
9954_2	k141_69962	1774	1842	+	69	0	0
9955_1	k141_41234	60	3275	+	3216	224	18.2211
9955_2	k141_41234	3318	4757	+	1440	113	20.5286
9955_3	k141_41234	5459	6229	+	771	48	16.2866
9955_4	k141_41234	6321	9326	+	3006	239	20.7995
9955_5	k141_41234	9464	10084	-	621	52	21.9056
9955_6	k141_41234	10183	10722	-	540	50	24.2225
9955_7	k141_41234	10940	11383	+	444	64	37.7086
9955_8	k141_41234	11380	13170	+	1791	106	15.483
9955_9	k141_41234	13145	13426	-	282	22	20.4088
9955_10	k141_41234	13659	14669	+	1011	76	19.6655
9955_11	k141_41234	14801	15526	-	726	78	28.1062
9955_12	k141_41234	15986	17341	+	1356	112	21.6074
9955_13	k141_41234	17728	18846	-	1119	88	20.5729
9955_14	k141_41234	18957	19631	+	675	46	17.8278
9955_15	k141_41234	19649	20125	+	477	36	19.7437
9955_16	k141_41234	20182	20526	-	345	18	13.6489
9955_17	k141_41234	20823	21167	-	345	68	51.5624
9955_18	k141_41234	21359	21862	-	504	55	28.548
9955_19	k141_41234	22525	23406	-	882	80	23.7282
9955_20	k141_41234	23399	23680	-	282	15	13.9151
9955_21	k141_41234	23677	25311	-	1635	117	18.7202
9955_22	k141_41234	25320	25535	-	216	7	8.47789
9955_23	k141_41234	25816	26436	+	621	59	24.8544
9955_24	k141_41234	26487	26780	+	294	14	12.4573
9955_25	k141_41234	26777	27040	+	264	24	23.7821
9955_26	k141_41234	29820	30110	-	291	24	21.5755
9955_27	k141_41234	30125	31144	-	1020	59	15.132
9955_28	k141_41234	31141	31812	-	672	54	21.0217
9955_29	k141_41234	31936	34311	+	2376	213	23.4518
9955_30	k141_41234	34407	35027	+	621	65	27.382
9955_31	k141_41234	35029	36888	+	1860	148	20.8158
9955_32	k141_41234	36875	37735	+	861	62	18.8379
9955_33	k141_41234	37822	38334	-	513	43	21.9278
9955_34	k141_41234	38361	38567	+	207	33	41.7049
9956_1	k141_31492	2	730	+	729	18	6.45935
9956_2	k141_31492	739	2301	+	1563	38	6.36016
9956_3	k141_31492	2347	2832	+	486	6	3.22967
9956_4	k141_31492	2928	3455	-	528	18	8.9183
9956_5	k141_31492	3653	3901	+	249	5	5.25308
9957_1	k141_69963	180	860	-	681	31	11.9085
9957_2	k141_69963	1125	1199	-	75	6	20.9283
9958_1	k141_38257	2	637	-	636	10	4.11326
9958_2	k141_38257	640	1515	-	876	13	3.88224
9959_1	k141_55619	1	117	-	117	0	0
9959_2	k141_55619	246	899	-	654	7	2.80004
9959_3	k141_55619	971	1432	-	462	5	2.83121
9960_1	k141_52401	2	1066	+	1065	35	8.5973
9960_2	k141_52401	1208	2056	+	849	47	14.4822
9960_3	k141_52401	2201	3130	+	930	39	10.9705
9960_4	k141_52401	3720	4343	+	624	15	6.28855
9960_5	k141_52401	4503	4874	-	372	11	7.73559
9960_6	k141_52401	5090	5329	+	240	0	0
9961_1	k141_27965	126	1649	-	1524	60	10.2993
9962_1	k141_20332	360	3752	+	3393	289	22.2822
9962_2	k141_20332	3944	5317	-	1374	124	23.609
9962_3	k141_20332	5501	7108	-	1608	168	27.3317
9962_4	k141_20332	7110	8915	-	1806	137	19.8448
9962_5	k141_20332	9128	10435	+	1308	163	32.6004
9962_6	k141_20332	10495	11367	+	873	56	16.781
9962_7	k141_20332	11364	12206	+	843	56	17.3782
9962_8	k141_20332	12216	14384	+	2169	280	33.7709
9962_9	k141_20332	14491	14745	+	255	15	15.3884
9962_10	k141_20332	14786	15889	-	1104	143	33.8852
9962_11	k141_20332	16071	16967	+	897	83	24.2063
9962_12	k141_20332	17074	17703	+	630	74	30.728
9962_13	k141_20332	17944	18453	+	510	69	35.3934
9962_14	k141_20332	18529	18903	+	375	44	30.6948
9962_15	k141_20332	19052	21688	+	2637	288	28.571
9962_16	k141_20332	21837	21941	+	105	2	4.98292
9962_17	k141_20332	21914	25771	+	3858	534	36.2095
9962_18	k141_20332	25789	29487	+	3699	445	31.4716
9962_19	k141_20332	29586	31535	+	1950	249	33.4048
9962_20	k141_20332	31566	32381	+	816	54	17.312
9962_21	k141_20332	32423	33649	+	1227	87	18.5489
9962_22	k141_20332	33719	34873	-	1155	146	33.0685
9962_23	k141_20332	34895	35920	-	1026	65	16.5733
9962_24	k141_20332	36096	36416	+	321	33	26.8938
9962_25	k141_20332	36413	37126	+	714	58	21.2507
9962_26	k141_20332	37119	38129	+	1011	129	33.3797
9962_27	k141_20332	38360	39292	+	933	105	29.4409
9962_28	k141_20332	39746	40180	+	435	46	27.6638
9962_29	k141_20332	40335	41198	+	864	97	29.3698
9962_30	k141_20332	41345	42178	+	834	112	35.1314
9962_31	k141_20332	42168	43082	+	915	123	35.1664
9962_32	k141_20332	43092	43850	+	759	90	31.0202
9962_33	k141_20332	43843	44538	+	696	79	29.6935
9962_34	k141_20332	44727	46409	+	1683	218	33.8857
9962_35	k141_20332	46597	48000	+	1404	129	24.0362
9962_36	k141_20332	48156	48707	+	552	52	24.6438
9962_37	k141_20332	48917	49471	+	555	62	29.2242
9962_38	k141_20332	49528	50904	+	1377	155	29.447
9962_39	k141_20332	51111	52559	+	1449	205	37.0108
9962_40	k141_20332	52993	54600	+	1608	150	24.4033
9962_41	k141_20332	54602	55801	+	1200	97	21.1463
9962_42	k141_20332	56143	56361	+	219	18	21.5017
9962_43	k141_20332	56358	56870	+	513	57	29.0671
9962_44	k141_20332	56863	57093	+	231	13	14.7223
9962_45	k141_20332	57192	60716	+	3525	375	27.8302
9962_46	k141_20332	60769	61695	+	927	127	35.84
9962_47	k141_20332	61806	61994	-	189	28	38.7561
9962_48	k141_20332	62502	63365	-	864	126	38.1505
9962_49	k141_20332	63759	65042	+	1284	145	29.5424
9962_50	k141_20332	65115	66515	+	1401	125	23.3408
9962_51	k141_20332	66508	67623	+	1116	94	22.0347
9962_52	k141_20332	67688	69076	+	1389	133	25.0491
9962_53	k141_20332	69226	69825	+	600	80	34.8805
9962_54	k141_20332	70017	70283	-	267	35	34.2926
9962_55	k141_20332	70511	72769	+	2259	359	41.574
9962_56	k141_20332	73301	73384	-	84	7	21.8003
9963_1	k141_3015	108	1220	-	1113	60	14.1026
9963_2	k141_3015	1171	1596	-	426	14	8.5973
9964_1	k141_52402	1	1044	+	1044	30	7.51734
9964_2	k141_52402	1055	1222	-	168	1	1.55716
9964_3	k141_52402	1308	1670	-	363	14	10.0894
9964_4	k141_52402	1794	2237	-	444	25	14.7299
9965_1	k141_31494	2	229	+	228	1	1.14738
9965_2	k141_31494	304	648	+	345	9	6.82444
9965_3	k141_31494	669	1550	+	882	12	3.55923
9966_1	k141_13364	2	457	+	456	4	2.29477
9966_2	k141_13364	472	1623	+	1152	18	4.08755
9966_3	k141_13364	2039	3094	+	1056	12	2.97277
9966_4	k141_13364	3225	3464	+	240	9	9.81013
9967_1	k141_20334	104	2125	-	2022	60	7.76271
9967_2	k141_20334	2080	2196	-	117	0	0
9968_1	k141_38263	3	287	-	285	15	13.7686
9968_2	k141_38263	484	1227	-	744	24	8.43882
9969_1	k141_41238	111	431	-	321	9	7.33468
9969_2	k141_41238	738	1529	-	792	20	6.60615
9970_1	k141_55627	3	146	-	144	2	3.63338
9970_2	k141_55627	173	1123	-	951	36	9.90297
9970_3	k141_55627	1131	1310	-	180	1	1.45335
9971_1	k141_27975	3	167	+	165	0	0
9971_2	k141_27975	112	978	-	867	18	5.43121
9971_3	k141_27975	981	1229	-	249	0	0
9972_1	k141_9939	82	489	-	408	17	10.9001
9972_2	k141_9939	563	1378	-	816	23	7.37363
9972_3	k141_9939	1387	2073	-	687	15	5.71187
9972_4	k141_9939	2233	2442	+	210	17	21.1774
9973_1	k141_38267	1	654	+	654	15	6.00008
9973_2	k141_38267	666	1472	+	807	25	8.1042
9974_1	k141_69972	2	274	+	273	2	1.91651
9974_2	k141_69972	280	1002	+	723	23	8.3221
9974_3	k141_69972	1010	1636	-	627	5	2.08615
9975_1	k141_3024	2	433	-	432	9	5.45007
9975_2	k141_3024	430	1101	-	672	27	10.5109
9975_3	k141_3024	1301	1630	+	330	1	0.792738
9976_1	k141_31500	3	1184	-	1182	17	3.76249
9977_1	k141_41241	2	178	-	177	2	2.95597
9977_2	k141_41241	195	344	-	150	16	27.9044
9977_3	k141_41241	341	802	-	462	21	11.8911
9977_4	k141_41241	911	1279	-	369	24	17.0149
9977_5	k141_41241	1563	1709	-	147	3	5.33885
9977_6	k141_41241	1721	2359	-	639	19	7.77851
9978_1	k141_20339	3	491	-	489	11	5.88474
9978_2	k141_20339	469	1563	-	1095	31	7.40613
9979_1	k141_13372	1	432	+	432	5	3.02782
9979_2	k141_13372	445	1272	+	828	20	6.31892
9980_1	k141_55630	2	403	-	402	9	5.85679
9980_2	k141_55630	773	1387	-	615	20	8.50743
9981_1	k141_52406	2	100	+	99	0	0
9981_2	k141_52406	97	582	+	486	21	11.3039
9981_3	k141_52406	597	1040	+	444	3	1.76759
9981_4	k141_52406	1037	1597	+	561	7	3.26421
9981_5	k141_52406	1602	4613	+	3012	110	9.55391
9982_1	k141_27977	3	941	+	939	25	6.96495
9982_2	k141_27977	1021	2397	+	1377	33	6.26936
9983_1	k141_69974	2	127	-	126	38	78.8963
9983_2	k141_69974	277	666	-	390	37	24.8188
9983_3	k141_69974	761	1747	-	987	140	37.1069
9984_1	k141_13375	3	392	-	390	0	0
9984_2	k141_13375	389	763	-	375	0	0
9985_1	k141_45631	121	528	-	408	68	43.6006
9985_2	k141_45631	1296	1910	+	615	27	11.485
9985_3	k141_45631	2654	3562	+	909	60	17.2676
9985_4	k141_45631	3608	4306	+	699	40	14.9702
9985_5	k141_45631	4421	4945	+	525	20	9.96585
9985_6	k141_45631	4966	5994	+	1029	127	32.2873
9985_7	k141_45631	6425	6934	-	510	96	49.243
9985_8	k141_45631	7271	12796	-	5526	531	25.1378
9985_9	k141_45631	13007	14005	-	999	130	34.0425
9985_10	k141_45631	14100	14477	-	378	23	15.9177
9985_11	k141_45631	14691	18044	+	3354	276	21.5273
9985_12	k141_45631	18120	19220	+	1101	100	23.7605
9985_13	k141_45631	19566	19859	+	294	35	31.1433
9985_14	k141_45631	19919	20443	-	525	26	12.9556
9985_15	k141_45631	20463	20813	-	351	47	35.0295
9985_16	k141_45631	21066	22250	+	1185	49	10.8174
9985_17	k141_45631	23342	23491	-	150	19	33.1364
9985_18	k141_45631	23469	24026	-	558	67	31.4112
9985_19	k141_45631	24554	25960	+	1407	54	10.0402
9985_20	k141_45631	26123	27058	+	936	49	13.6951
9985_21	k141_45631	27113	27895	+	783	26	8.68671
9986_1	k141_31501	165	2504	-	2340	71	7.93754
9987_1	k141_16416	3	98	+	96	12	32.7004
9987_2	k141_16416	1633	4605	+	2973	247	21.7343
9987_3	k141_16416	4631	5248	+	618	48	20.3187
9987_4	k141_16416	5319	6164	-	846	58	17.935
9987_5	k141_16416	6795	7940	+	1146	94	21.4579
9987_6	k141_16416	7943	8125	+	183	10	14.2953
9987_7	k141_16416	8116	8340	+	225	10	11.6268
9987_8	k141_16416	8343	9605	+	1263	109	22.577
9987_9	k141_16416	9607	10788	+	1182	87	19.2551
9987_10	k141_16416	10825	12072	+	1248	111	23.2676
9987_11	k141_16416	12182	13204	+	1023	115	29.408
9987_12	k141_16416	13287	14501	+	1215	87	18.7321
9987_13	k141_16416	14488	16110	+	1623	67	10.7994
9987_14	k141_16416	16127	17068	+	942	53	14.7187
9987_15	k141_16416	17071	18039	+	969	87	23.4876
9987_16	k141_16416	18050	20050	+	2001	159	20.7871
9987_17	k141_16416	20117	21634	-	1518	95	16.3718
9987_18	k141_16416	21803	22933	+	1131	76	17.579
9987_19	k141_16416	22930	24405	+	1476	98	17.3693
9987_20	k141_16416	24415	27852	+	3438	196	14.914
9987_21	k141_16416	27918	31571	+	3654	266	19.0439
9987_22	k141_16416	31573	32559	+	987	65	17.2282
9988_1	k141_69977	3	1319	+	1317	11	2.18499
9988_2	k141_69977	1437	1574	+	138	0	0
9989_1	k141_20345	3	683	+	681	19	7.29878
9989_2	k141_20345	1072	1380	+	309	11	9.31275
9990_1	k141_52411	2	253	+	252	10	10.3811
9990_2	k141_52411	337	573	-	237	17	18.7648
9990_3	k141_52411	854	991	-	138	22	41.7049
9991_1	k141_41249	1	534	-	534	11	5.38884
9991_2	k141_41249	831	2162	-	1332	35	6.87397
9992_1	k141_55635	61	1086	-	1026	16	4.07959
9992_2	k141_55635	1086	1472	-	387	3	2.02793
9992_3	k141_55635	1465	1740	-	276	4	3.79135
9992_4	k141_55635	1737	2546	-	810	6	1.9378
9993_1	k141_20348	89	973	+	885	40	11.8239
9994_1	k141_55636	3	899	-	897	45	13.1239
9994_2	k141_55636	1145	1537	+	393	6	3.99395
9995_1	k141_3028	3	575	-	573	36	16.4358
9995_2	k141_3028	778	1701	+	924	25	7.07802
9995_3	k141_3028	1828	2637	+	810	40	12.9187
9995_4	k141_3028	2885	3796	-	912	21	6.02376
9995_5	k141_3028	3910	5394	-	1485	68	11.9791
9995_6	k141_3028	5613	5774	-	162	1	1.61484
9996_1	k141_31509	119	853	-	735	13	4.627
9996_2	k141_31509	1020	1511	+	492	9	4.78543
9997_1	k141_34869	193	2334	-	2142	71	8.67126
9997_2	k141_34869	2443	3627	-	1185	34	7.50592
9997_3	k141_34869	3643	5031	-	1389	71	13.3721
9997_4	k141_34869	5160	6269	-	1110	44	10.3699
9997_5	k141_34869	6358	7413	+	1056	30	7.43192
9997_6	k141_34869	7563	8105	+	543	4	1.9271
9997_7	k141_34869	8139	9032	+	894	36	10.5344
9997_8	k141_34869	9294	11159	-	1866	50	7.00974
9997_9	k141_34869	11159	12064	-	906	21	6.06366
9997_10	k141_34869	12205	12972	+	768	24	8.17511
9998_1	k141_69980	2	259	-	258	8	8.11174
9998_2	k141_69980	275	1858	-	1584	39	6.44099
9998_3	k141_69980	2106	2393	-	288	2	1.81669
9999_1	k141_45637	102	2015	-	1914	60	8.20074
9999_2	k141_45637	2012	2686	-	675	11	4.26317
10000_1	k141_13382	102	611	-	510	11	5.64243
10000_2	k141_13382	611	1396	-	786	22	7.32224
10000_3	k141_13382	1513	2217	-	705	31	11.5031
10000_4	k141_13382	2442	3344	-	903	39	11.2985
10001_1	k141_52416	3	128	+	126	2	4.15244
10001_2	k141_52416	243	1085	+	843	64	19.8608
10001_3	k141_52416	1243	1584	-	342	14	10.7089
10002_1	k141_9948	2	2278	+	2277	96	11.0294
10002_2	k141_9948	2454	2777	+	324	10	8.07418
10002_3	k141_9948	2774	3394	+	621	15	6.31892
10002_4	k141_9948	3352	3501	+	150	1	1.74402
10002_5	k141_9948	3506	4381	+	876	21	6.27132
10002_6	k141_9948	4410	4598	+	189	1	1.38415
10002_7	k141_9948	4637	4894	+	258	15	15.2095
10002_8	k141_9948	4980	5612	+	633	10	4.13276
10003_1	k141_41258	2	151	-	150	0	0
10003_2	k141_41258	142	795	-	654	6	2.40003
10003_3	k141_41258	758	1378	-	621	11	4.63388
10004_1	k141_16431	1	702	-	702	34	12.6703
10004_2	k141_16431	703	1233	-	531	12	5.91194
10005_1	k141_55640	386	1348	+	963	39	10.5945
10006_1	k141_20351	2	208	-	207	1	1.26378
10006_2	k141_20351	214	624	-	411	10	6.36505
10006_3	k141_20351	691	1476	-	786	25	8.32072
10006_4	k141_20351	1448	1693	-	246	6	6.38057
10006_5	k141_20351	1671	1889	-	219	1	1.19454
10006_6	k141_20351	1901	2722	-	822	13	4.13728
10007_1	k141_31515	1	1314	+	1314	18	3.58361
10008_1	k141_13385	1	318	+	318	0	0
10008_2	k141_13385	287	1654	+	1368	11	2.10354
10008_3	k141_13385	1713	2174	+	462	7	3.96369
10009_1	k141_52418	2	556	+	555	16	7.54172
