# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_5_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_5/C21_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_5/C21_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_5/C21_1.bam
11082_5	k141_45968	2612	3103	-	492	8
11082_6	k141_45968	3088	3273	-	186	4
11082_7	k141_45968	3215	3538	-	324	6
11082_8	k141_45968	3817	4044	+	228	1
11082_9	k141_45968	4118	4354	+	237	27
11082_10	k141_45968	5080	5511	-	432	24
11082_11	k141_45968	5808	6683	-	876	28
11082_12	k141_45968	6703	6939	-	237	1
11082_13	k141_45968	6878	7129	-	252	4
11082_14	k141_45968	7141	8394	-	1254	64
11083_1	k141_3473	1	1203	+	1203	12
11084_1	k141_10256	3	86	+	84	0
11084_2	k141_10256	226	1050	-	825	11
11084_3	k141_10256	1160	2170	+	1011	18
11085_1	k141_6220	58	1209	+	1152	25
11085_2	k141_6220	1210	2403	+	1194	18
11086_1	k141_13749	3	1622	-	1620	5
11086_2	k141_13749	1674	2708	-	1035	6
11086_3	k141_13749	2766	3077	-	312	0
11086_4	k141_13749	3309	3458	-	150	1
11087_1	k141_20589	404	2080	-	1677	30
11087_2	k141_20589	2175	2327	-	153	2
11088_1	k141_41617	3	1016	+	1014	4
11088_2	k141_41617	994	1851	+	858	1
11088_3	k141_41617	1835	1924	-	90	0
11089_1	k141_3478	3	245	-	243	3
11089_2	k141_3478	329	1126	-	798	29
11090_1	k141_48533	2	388	+	387	0
11090_2	k141_48533	330	863	-	534	11
11090_3	k141_48533	998	1609	-	612	8
11090_4	k141_48533	1774	3597	-	1824	58
11090_5	k141_48533	3755	4390	+	636	20
11090_6	k141_48533	4481	5371	+	891	23
11090_7	k141_48533	5465	6223	+	759	10
11090_8	k141_48533	6348	6638	+	291	1
11091_1	k141_66411	180	509	+	330	26
11091_2	k141_66411	525	1220	+	696	81
11091_3	k141_66411	2068	2289	-	222	13
11091_4	k141_66411	2369	2959	-	591	47
11091_5	k141_66411	3198	3659	-	462	51
11091_6	k141_66411	3698	4012	-	315	37
11091_7	k141_66411	4399	5439	-	1041	96
11091_8	k141_66411	5633	5827	-	195	15
11091_9	k141_66411	5983	6147	-	165	38
11091_10	k141_66411	6252	6632	-	381	22
11091_11	k141_66411	7336	8442	-	1107	87
11091_12	k141_66411	8557	8943	-	387	21
11091_13	k141_66411	8958	9182	+	225	7
11091_14	k141_66411	9593	9736	-	144	8
11091_15	k141_66411	9877	10497	-	621	29
11091_16	k141_66411	12661	13800	+	1140	41
11091_17	k141_66411	13918	14325	+	408	11
11092_1	k141_6221	298	1050	+	753	30
11092_2	k141_6221	1440	1910	+	471	20
11092_3	k141_6221	1926	2909	+	984	70
11093_1	k141_45974	1	120	+	120	0
11093_2	k141_45974	135	749	+	615	24
11093_3	k141_45974	1044	1664	-	621	16
11093_4	k141_45974	1748	2485	+	738	12
11094_1	k141_63212	3	488	-	486	6
11094_2	k141_63212	626	1270	-	645	2
11095_1	k141_52684	2	361	+	360	9
11095_2	k141_52684	807	1220	+	414	30
11095_3	k141_52684	1236	1826	-	591	14
11095_4	k141_52684	2012	2635	+	624	20
11095_5	k141_52684	2730	3632	-	903	39
11095_6	k141_52684	3822	5570	+	1749	45
11095_7	k141_52684	5699	5758	+	60	0
11096_1	k141_38691	314	850	-	537	3
11096_2	k141_38691	864	1274	-	411	6
11097_1	k141_3479	2	1255	-	1254	46
11097_2	k141_3479	1407	2258	-	852	29
11097_3	k141_3479	2274	2807	-	534	9
11098_1	k141_45977	2	697	+	696	3
11098_2	k141_45977	690	1082	+	393	4
11099_1	k141_6226	137	1096	+	960	11
11100_1	k141_3482	1	951	+	951	12
11100_2	k141_3482	917	1171	+	255	2
11101_1	k141_13760	91	1152	-	1062	9
11102_1	k141_70322	3	434	-	432	19
11102_2	k141_70322	696	1319	-	624	34
11102_3	k141_70322	1843	2985	+	1143	51
11102_4	k141_70322	2978	3184	+	207	11
11102_5	k141_70322	3260	4456	+	1197	48
11102_6	k141_70322	4620	5087	+	468	22
11102_7	k141_70322	5368	7050	+	1683	55
11103_1	k141_48534	1	198	+	198	0
11103_2	k141_48534	140	1165	+	1026	29
11103_3	k141_48534	1369	3585	+	2217	73
11103_4	k141_48534	3710	4018	+	309	5
11104_1	k141_63214	2	1084	-	1083	22
11104_2	k141_63214	1112	1789	-	678	18
11104_3	k141_63214	1807	2508	-	702	8
11104_4	k141_63214	2525	2986	+	462	18
11104_5	k141_63214	2971	3123	-	153	0
11105_1	k141_13761	1	603	-	603	3
11105_2	k141_13761	698	1096	-	399	7
11106_1	k141_52688	2	835	-	834	10
11106_2	k141_52688	842	1201	-	360	1
11107_1	k141_41632	3	644	-	642	0
11107_2	k141_41632	710	1213	+	504	1
11108_1	k141_48535	2	571	+	570	4
11108_2	k141_48535	778	1011	+	234	1
11109_1	k141_6233	186	1199	-	1014	18
11110_1	k141_63217	3	206	+	204	0
11110_2	k141_63217	199	1050	+	852	11
11111_1	k141_13765	177	815	+	639	5
11111_2	k141_13765	871	1032	+	162	0
11112_1	k141_10257	1	327	+	327	19
11112_2	k141_10257	487	1173	+	687	36
11112_3	k141_10257	1431	1862	+	432	9
11112_4	k141_10257	1859	2347	+	489	21
11112_5	k141_10257	2373	3191	+	819	35
11112_6	k141_10257	3212	4033	+	822	36
11112_7	k141_10257	4052	5308	+	1257	62
11112_8	k141_10257	5320	6168	+	849	27
11112_9	k141_10257	6184	6999	+	816	69
11112_10	k141_10257	7384	7683	+	300	18
11112_11	k141_10257	7701	8939	+	1239	41
11112_12	k141_10257	8951	9448	+	498	28
11113_1	k141_16735	2	931	+	930	33
11113_2	k141_16735	921	2012	+	1092	39
11113_3	k141_16735	2012	2977	+	966	24
11113_4	k141_16735	3068	3466	+	399	1
11114_1	k141_41636	2	1702	+	1701	11
11115_1	k141_66417	1	96	-	96	0
11115_2	k141_66417	98	550	-	453	10
11115_3	k141_66417	615	986	-	372	3
11115_4	k141_66417	1234	2622	+	1389	40
11115_5	k141_66417	2678	3889	+	1212	30
11115_6	k141_66417	3910	4830	+	921	31
11115_7	k141_66417	4843	5697	-	855	20
11116_1	k141_70323	1	1797	+	1797	70
11116_2	k141_70323	1866	3689	-	1824	57
11117_1	k141_48538	1	1683	+	1683	36
11118_1	k141_20590	1	135	-	135	16
11118_2	k141_20590	375	935	-	561	63
11118_3	k141_20590	1045	2481	-	1437	173
11118_4	k141_20590	2542	4230	-	1689	102
11118_5	k141_20590	4209	7160	-	2952	278
11118_6	k141_20590	7166	8125	-	960	92
11118_7	k141_20590	8520	8975	+	456	71
11118_8	k141_20590	9152	9643	-	492	37
11119_1	k141_10259	1	633	+	633	9
11120_1	k141_6234	2	604	+	603	6
11120_2	k141_6234	697	1239	+	543	0
11121_1	k141_38692	1	6693	+	6693	307
11122_1	k141_10260	270	884	-	615	5
11123_1	k141_45978	3	5378	+	5376	101
11123_2	k141_45978	5702	6112	+	411	4
11123_3	k141_45978	6244	6510	-	267	5
11124_1	k141_66421	3	1457	+	1455	16
11125_1	k141_3493	2	199	+	198	2
11125_2	k141_3493	215	1453	+	1239	49
11125_3	k141_3493	1457	2092	+	636	7
11126_1	k141_24371	3	1568	-	1566	22
11126_2	k141_24371	1714	1944	-	231	14
11126_3	k141_24371	2223	2831	-	609	8
11126_4	k141_24371	2831	5248	-	2418	64
11126_5	k141_24371	5315	6340	-	1026	37
11126_6	k141_24371	6699	7592	-	894	24
11126_7	k141_24371	7618	8205	-	588	21
11126_8	k141_24371	8241	9299	-	1059	33
11126_9	k141_24371	9619	11109	-	1491	44
11126_10	k141_24371	11326	12159	-	834	49
11126_11	k141_24371	12164	12259	-	96	0
11126_12	k141_24371	12647	14593	-	1947	69
11126_13	k141_24371	14718	16373	-	1656	75
11126_14	k141_24371	16893	17513	-	621	26
11126_15	k141_24371	17830	20100	+	2271	104
11126_16	k141_24371	20670	21110	+	441	28
11126_17	k141_24371	21138	21347	+	210	8
11126_18	k141_24371	21424	22320	+	897	45
11126_19	k141_24371	22484	23503	-	1020	67
11126_20	k141_24371	23600	24097	-	498	27
11126_21	k141_24371	24262	25302	-	1041	41
11126_22	k141_24371	25456	26400	+	945	38
11126_23	k141_24371	26583	27392	-	810	21
11126_24	k141_24371	27410	28678	-	1269	76
11126_25	k141_24371	28763	29821	-	1059	53
11126_26	k141_24371	30044	30706	-	663	23
11126_27	k141_24371	30754	32187	-	1434	45
11126_28	k141_24371	32209	32541	-	333	2
11126_29	k141_24371	32544	32846	-	303	14
11126_30	k141_24371	32954	33253	-	300	19
11126_31	k141_24371	33269	39202	-	5934	150
11126_32	k141_24371	39215	39607	-	393	16
11126_33	k141_24371	39604	39864	-	261	9
11126_34	k141_24371	39877	40242	-	366	10
11126_35	k141_24371	40255	43803	-	3549	113
11126_36	k141_24371	43834	44196	-	363	11
11126_37	k141_24371	44196	44645	-	450	25
11126_38	k141_24371	44659	45081	-	423	11
11126_39	k141_24371	45094	45462	-	369	6
11126_40	k141_24371	45459	45968	-	510	12
11126_41	k141_24371	45965	46339	-	375	15
11126_42	k141_24371	46314	46643	-	330	7
11126_43	k141_24371	46648	46887	-	240	2
11126_44	k141_24371	46884	47816	-	933	24
11126_45	k141_24371	47834	48469	-	636	23
11126_46	k141_24371	48612	48776	-	165	5
11126_47	k141_24371	48810	49073	-	264	19
11126_48	k141_24371	49084	49386	-	303	1
11126_49	k141_24371	49453	49710	-	258	2
11126_50	k141_24371	49691	51283	-	1593	41
11126_51	k141_24371	51276	52742	-	1467	38
11126_52	k141_24371	52833	53450	-	618	19
11126_53	k141_24371	53777	53866	-	90	1
11126_54	k141_24371	54004	55665	-	1662	62
11126_55	k141_24371	55625	56398	-	774	14
11126_56	k141_24371	56620	57690	-	1071	15
11127_1	k141_70328	2	1414	-	1413	18
11128_1	k141_45980	2	1735	-	1734	48
11129_1	k141_20594	3	1565	-	1563	20
11129_2	k141_20594	1770	2087	-	318	5
11130_1	k141_48540	1	195	+	195	3
11130_2	k141_48540	389	1042	+	654	15
11130_3	k141_48540	996	1964	+	969	12
11130_4	k141_48540	2041	2748	+	708	7
11130_5	k141_48540	2759	3556	+	798	9
11131_1	k141_13776	43	1152	+	1110	12
11132_1	k141_66422	2	361	+	360	1
11132_2	k141_66422	375	2294	+	1920	48
11133_1	k141_10265	3	803	+	801	8
11133_2	k141_10265	807	1490	+	684	12
11134_1	k141_48542	3	1220	-	1218	16
11134_2	k141_48542	1222	1470	-	249	2
11135_1	k141_6242	3	521	-	519	28
11135_2	k141_6242	902	1381	+	480	45
11135_3	k141_6242	1378	2820	+	1443	144
11136_1	k141_66426	1	357	+	357	0
11136_2	k141_66426	394	1029	+	636	7
11137_1	k141_41650	1	108	-	108	4
11138_1	k141_20600	1	1089	+	1089	19
11139_1	k141_16747	1	309	+	309	6
11139_2	k141_16747	610	1065	+	456	21
11140_1	k141_70338	1	507	-	507	6
11140_2	k141_70338	665	895	-	231	16
11141_1	k141_24373	2	265	+	264	0
11141_2	k141_24373	357	1652	+	1296	31
11141_3	k141_24373	1665	2888	+	1224	40
11141_4	k141_24373	2911	4362	+	1452	41
11142_1	k141_56014	2	889	+	888	6
11142_2	k141_56014	886	1785	+	900	7
11142_3	k141_56014	1848	2108	+	261	3
11142_4	k141_56014	2596	3687	-	1092	21
11142_5	k141_56014	3873	4760	+	888	33
11142_6	k141_56014	4850	5371	+	522	11
11142_7	k141_56014	5384	6322	+	939	28
11142_8	k141_56014	6335	6829	+	495	22
11142_9	k141_56014	6884	8656	+	1773	44
11142_10	k141_56014	8712	10448	+	1737	60
11142_11	k141_56014	10477	11448	+	972	27
11142_12	k141_56014	11462	12826	+	1365	46
11142_13	k141_56014	12857	13948	+	1092	22
11142_14	k141_56014	13960	14730	+	771	20
11142_15	k141_56014	14830	15987	+	1158	32
11142_16	k141_56014	16117	17160	-	1044	35
11142_17	k141_56014	17273	17905	+	633	15
11142_18	k141_56014	18015	19835	+	1821	80
11142_19	k141_56014	19924	20610	+	687	29
11142_20	k141_56014	20692	21180	+	489	8
11142_21	k141_56014	21217	22101	+	885	29
11142_22	k141_56014	22127	22870	+	744	13
11142_23	k141_56014	22971	24269	-	1299	65
11142_24	k141_56014	24531	25658	+	1128	38
11142_25	k141_56014	25743	26471	-	729	9
11143_1	k141_6246	433	1008	-	576	28
11144_1	k141_20603	1	66	-	66	0
11144_2	k141_20603	66	794	-	729	23
11144_3	k141_20603	791	1117	-	327	8
11144_4	k141_20603	1322	1750	+	429	20
11144_5	k141_20603	1819	2355	+	537	21
11144_6	k141_20603	2380	3204	+	825	15
11145_1	k141_45984	2	148	+	147	1
11145_2	k141_45984	145	1419	+	1275	51
11145_3	k141_45984	1421	2437	+	1017	45
11145_4	k141_45984	2457	3437	-	981	31
11145_5	k141_45984	3566	5269	+	1704	36
11146_1	k141_66434	3	242	+	240	3
11146_2	k141_66434	285	1025	+	741	6
11147_1	k141_24378	1	678	+	678	17
11147_2	k141_24378	868	1128	+	261	4
11148_1	k141_63239	2	457	+	456	18
11148_2	k141_63239	531	1295	+	765	24
11148_3	k141_63239	1292	2170	+	879	30
11148_4	k141_63239	2217	2552	-	336	6
11148_5	k141_63239	2814	3644	+	831	19
11148_6	k141_63239	3727	4230	+	504	10
11149_1	k141_6249	591	1244	-	654	18
11149_2	k141_6249	1405	1869	-	465	11
11150_1	k141_20604	1	1155	+	1155	59
11150_2	k141_20604	1296	1418	-	123	0
11151_1	k141_3516	1	306	+	306	1
11151_2	k141_3516	318	1568	+	1251	16
11152_1	k141_59354	240	1829	+	1590	55
11152_2	k141_59354	1932	3584	+	1653	63
11152_3	k141_59354	3773	4630	+	858	21
11152_4	k141_59354	4920	5186	+	267	21
11152_5	k141_59354	5484	5726	+	243	3
11152_6	k141_59354	5792	6433	+	642	42
11153_1	k141_66435	1	327	+	327	3
11153_2	k141_66435	523	1263	+	741	17
11153_3	k141_66435	1277	2548	+	1272	27
11154_1	k141_38718	2	1183	+	1182	8
11154_2	k141_38718	1253	1651	+	399	6
11155_1	k141_24382	385	2016	+	1632	31
11156_1	k141_59356	1	1023	-	1023	21
11157_1	k141_16753	108	1652	+	1545	74
11157_2	k141_16753	1889	2692	+	804	90
11157_3	k141_16753	3341	3910	+	570	31
11157_4	k141_16753	3936	5123	-	1188	22
11158_1	k141_63243	3	179	-	177	0
11158_2	k141_63243	318	1064	-	747	9
11159_1	k141_3521	3	329	+	327	0
11159_2	k141_3521	332	931	+	600	3
11159_3	k141_3521	996	1061	-	66	0
11160_1	k141_56017	2	1516	+	1515	3
11160_2	k141_56017	1545	2849	+	1305	8
11160_3	k141_56017	2883	4454	+	1572	14
11160_4	k141_56017	4631	5323	+	693	15
11160_5	k141_56017	5414	5560	-	147	0
11161_1	k141_16754	2	124	-	123	1
11161_2	k141_16754	142	534	-	393	15
11161_3	k141_16754	544	1593	-	1050	40
11162_1	k141_59358	1	492	+	492	5
11162_2	k141_59358	504	1148	+	645	6
11162_3	k141_59358	1148	1807	+	660	4
11163_1	k141_20612	3	767	+	765	6
11163_2	k141_20612	771	1055	-	285	1
11164_1	k141_6255	3	1220	+	1218	6
11164_2	k141_6255	1423	1845	+	423	15
11164_3	k141_6255	1970	2068	+	99	0
11165_1	k141_48545	2	1516	-	1515	14
11165_2	k141_48545	1621	2544	-	924	16
11165_3	k141_48545	2558	3403	-	846	16
11165_4	k141_48545	3408	4856	-	1449	23
11165_5	k141_48545	4861	6624	-	1764	22
11165_6	k141_48545	6603	7337	-	735	11
11165_7	k141_48545	7368	8147	-	780	29
11165_8	k141_48545	8128	9402	-	1275	16
11166_1	k141_13804	284	478	-	195	4
11166_2	k141_13804	608	1081	+	474	16
11167_1	k141_48547	2	433	+	432	3
11167_2	k141_48547	552	1178	-	627	17
11168_1	k141_6258	1	264	-	264	2
11168_2	k141_6258	388	1035	-	648	7
11169_1	k141_13806	97	1305	-	1209	17
11170_1	k141_38719	2	2065	+	2064	25
11170_2	k141_38719	2099	3547	+	1449	43
11170_3	k141_38719	3551	4564	+	1014	20
11171_1	k141_48548	2	1132	+	1131	1
11172_1	k141_24392	2	478	+	477	1
11172_2	k141_24392	507	1028	+	522	10
11172_3	k141_24392	1140	1559	+	420	3
11173_1	k141_3522	2	247	-	246	5
11173_2	k141_3522	411	851	-	441	2
11173_3	k141_3522	870	2258	-	1389	23
11173_4	k141_3522	2469	3113	+	645	19
11173_5	k141_3522	3161	4093	-	933	24
11173_6	k141_3522	4102	4887	-	786	27
11174_1	k141_41669	2	355	-	354	14
11174_2	k141_41669	342	473	-	132	0
11174_3	k141_41669	476	1291	-	816	44
11174_4	k141_41669	1338	2216	-	879	61
11174_5	k141_41669	2574	2912	-	339	5
11174_6	k141_41669	2887	3861	-	975	44
11174_7	k141_41669	4025	4753	-	729	49
11175_1	k141_66449	3	287	+	285	0
11175_2	k141_66449	289	933	+	645	13
11176_1	k141_20618	30	869	-	840	10
11176_2	k141_20618	873	1454	-	582	2
11176_3	k141_20618	1491	2336	-	846	5
11177_1	k141_6263	1	297	+	297	1
11177_2	k141_6263	402	1175	-	774	12
11178_1	k141_63258	2	187	+	186	4
11178_2	k141_63258	239	484	-	246	25
11178_3	k141_63258	509	1108	-	600	17
11179_1	k141_59369	1	591	+	591	3
11179_2	k141_59369	610	1551	+	942	6
11180_1	k141_13810	2	826	+	825	11
11180_2	k141_13810	851	2104	+	1254	2
11181_1	k141_16764	3	314	-	312	4
11181_2	k141_16764	522	917	+	396	5
11181_3	k141_16764	973	1707	+	735	17
11181_4	k141_16764	1717	2205	+	489	10
11181_5	k141_16764	2291	3136	+	846	6
11182_1	k141_38724	3	494	-	492	0
11182_2	k141_38724	497	1795	-	1299	13
11182_3	k141_38724	1792	2154	-	363	3
11183_1	k141_66452	3	1250	-	1248	22
11184_1	k141_41670	2	109	-	108	4
11184_2	k141_41670	287	1669	+	1383	50
11184_3	k141_41670	1653	2252	+	600	19
11185_1	k141_45989	102	584	+	483	68
11185_2	k141_45989	581	2458	+	1878	265
11185_3	k141_45989	2472	5180	+	2709	450
11185_4	k141_45989	5391	7115	+	1725	263
11185_5	k141_45989	7102	8304	+	1203	174
11185_6	k141_45989	8521	8955	+	435	93
11186_1	k141_3529	2	223	+	222	11
11186_2	k141_3529	697	1017	-	321	20
11187_1	k141_16769	1	381	-	381	7
11187_2	k141_16769	375	569	-	195	0
11187_3	k141_16769	648	1121	-	474	10
11187_4	k141_16769	1123	1452	-	330	1
11188_1	k141_52692	3	137	+	135	0
11188_2	k141_52692	85	1302	+	1218	45
11188_3	k141_52692	1352	1891	+	540	10
11188_4	k141_52692	1975	3006	-	1032	34
11188_5	k141_52692	3371	4660	+	1290	39
11188_6	k141_52692	4826	5644	+	819	30
11188_7	k141_52692	5668	7638	+	1971	63
11188_8	k141_52692	7654	8586	+	933	18
11188_9	k141_52692	8734	9945	+	1212	26
11188_10	k141_52692	9939	11087	+	1149	36
11188_11	k141_52692	11110	11484	+	375	14
11188_12	k141_52692	11581	11976	+	396	16
11188_13	k141_52692	12009	13229	+	1221	58
11188_14	k141_52692	13213	13431	+	219	9
11188_15	k141_52692	13431	14354	+	924	22
11188_16	k141_52692	14356	16212	+	1857	46
11188_17	k141_52692	16231	17037	+	807	16
11188_18	k141_52692	17041	17892	+	852	31
11188_19	k141_52692	17951	18400	+	450	11
11188_20	k141_52692	18482	20158	+	1677	59
11188_21	k141_52692	20164	21762	-	1599	50
11188_22	k141_52692	22024	23358	+	1335	69
11188_23	k141_52692	23359	24720	-	1362	56
11189_1	k141_66457	1	1317	+	1317	7
11190_1	k141_13815	1	2181	+	2181	16
11191_1	k141_45994	2	982	-	981	2
11191_2	k141_45994	988	1335	-	348	1
11192_1	k141_3533	1	291	+	291	2
11192_2	k141_3533	369	1109	+	741	3
11193_1	k141_6272	2	370	+	369	0
11193_2	k141_6272	360	656	+	297	13
11193_3	k141_6272	752	916	-	165	1
11193_4	k141_6272	1057	2010	+	954	28
11194_1	k141_16770	2	241	+	240	9
11194_2	k141_16770	302	706	+	405	13
11194_3	k141_16770	808	1920	-	1113	20
11194_4	k141_16770	1936	2391	-	456	5
11195_1	k141_10284	3	395	-	393	4
11195_2	k141_10284	395	1312	-	918	12
11196_1	k141_66459	2	1165	+	1164	56
11196_2	k141_66459	1150	1587	+	438	19
11197_1	k141_38725	216	1088	+	873	7
11197_2	k141_38725	1260	2150	-	891	26
11197_3	k141_38725	2432	3703	+	1272	44
11197_4	k141_38725	3710	5191	-	1482	20
11198_1	k141_16772	3	365	+	363	4
11198_2	k141_16772	368	1099	+	732	5
11199_1	k141_20626	1	1278	-	1278	62
11199_2	k141_20626	1226	1630	-	405	8
11199_3	k141_20626	1652	2521	-	870	24
11199_4	k141_20626	2538	2753	-	216	7
11199_5	k141_20626	2952	3119	-	168	5
11199_6	k141_20626	3112	4575	-	1464	121
11200_1	k141_56030	3	968	-	966	22
11200_2	k141_56030	1011	1217	-	207	5
11201_1	k141_24396	2	94	+	93	0
11201_2	k141_24396	109	471	+	363	2
11201_3	k141_24396	982	1623	+	642	17
11201_4	k141_24396	1620	2201	+	582	5
11201_5	k141_24396	2209	2616	+	408	8
11201_6	k141_24396	2763	2954	+	192	2
11201_7	k141_24396	2984	3775	+	792	5
11201_8	k141_24396	3786	6626	+	2841	53
11201_9	k141_24396	6707	8188	+	1482	45
11202_1	k141_3534	1	213	+	213	0
11202_2	k141_3534	210	914	+	705	12
11202_3	k141_3534	917	1843	+	927	3
11202_4	k141_3534	1910	2464	+	555	5
11202_5	k141_3534	2479	2805	+	327	3
11203_1	k141_20627	1	153	-	153	0
11203_2	k141_20627	524	1267	-	744	6
11204_1	k141_13821	2	616	-	615	8
11204_2	k141_13821	801	1214	+	414	5
11204_3	k141_13821	1241	1522	+	282	0
11205_1	k141_66461	2	103	+	102	0
11205_2	k141_66461	106	588	+	483	3
11205_3	k141_66461	667	1839	+	1173	9
11206_1	k141_6278	2	790	+	789	13
11206_2	k141_6278	787	2685	+	1899	48
11206_3	k141_6278	2735	3199	-	465	18
11207_1	k141_13826	1	93	+	93	4
11207_2	k141_13826	540	1172	-	633	4
11208_1	k141_35106	2	1114	+	1113	63
11208_2	k141_35106	1114	1647	+	534	30
11208_3	k141_35106	1595	1876	+	282	10
11208_4	k141_35106	1943	4093	+	2151	118
11208_5	k141_35106	4459	5445	+	987	67
11208_6	k141_35106	5466	6347	+	882	25
11208_7	k141_35106	6456	7970	+	1515	67
11208_8	k141_35106	8187	9110	+	924	42
11208_9	k141_35106	9138	9866	+	729	17
11208_10	k141_35106	9863	10606	+	744	15
11208_11	k141_35106	10612	11757	+	1146	32
11208_12	k141_35106	11768	12442	+	675	37
11208_13	k141_35106	12457	13527	+	1071	44
11208_14	k141_35106	13770	14606	-	837	45
11208_15	k141_35106	14760	15293	+	534	20
11208_16	k141_35106	15295	16971	+	1677	63
11208_17	k141_35106	16950	17891	+	942	40
11208_18	k141_35106	17888	18304	-	417	18
11208_19	k141_35106	18364	18789	-	426	8
11208_20	k141_35106	19080	21005	-	1926	84
11208_21	k141_35106	21049	21294	-	246	1
11208_22	k141_35106	21294	22388	-	1095	58
11208_23	k141_35106	22389	22619	-	231	11
11208_24	k141_35106	22644	24905	-	2262	100
11208_25	k141_35106	24910	26622	-	1713	42
11208_26	k141_35106	26965	27936	-	972	42
11208_27	k141_35106	28111	28836	-	726	26
11208_28	k141_35106	28836	29297	-	462	1
11208_29	k141_35106	29319	30344	-	1026	40
11208_30	k141_35106	30432	31241	-	810	45
11208_31	k141_35106	31340	32629	-	1290	62
11208_32	k141_35106	33086	34759	+	1674	68
11208_33	k141_35106	34771	35571	+	801	45
11208_34	k141_35106	35587	36402	+	816	40
11208_35	k141_35106	36580	37713	+	1134	46
11208_36	k141_35106	37723	38475	+	753	24
11208_37	k141_35106	38662	39111	+	450	15
11208_38	k141_35106	39126	39497	+	372	9
11208_39	k141_35106	39494	40492	+	999	49
11208_40	k141_35106	40531	42984	+	2454	100
11208_41	k141_35106	43080	44261	-	1182	29
11208_42	k141_35106	44447	45289	+	843	46
11208_43	k141_35106	45286	46473	+	1188	40
11208_44	k141_35106	46486	47370	+	885	27
11208_45	k141_35106	47717	48049	+	333	9
11208_46	k141_35106	48046	48288	+	243	6
11208_47	k141_35106	48294	49277	+	984	40
11208_48	k141_35106	49225	50187	+	963	52
11208_49	k141_35106	50416	50541	+	126	0
11209_1	k141_24403	1	489	+	489	22
11209_2	k141_24403	582	1376	+	795	39
11210_1	k141_45995	2	358	+	357	27
11210_2	k141_45995	342	1535	+	1194	70
11210_3	k141_45995	1625	1885	+	261	10
11210_4	k141_45995	1903	2178	+	276	1
11210_5	k141_45995	2313	2972	+	660	19
11210_6	k141_45995	2978	4261	+	1284	53
11210_7	k141_45995	4298	5758	+	1461	55
11210_8	k141_45995	5908	6099	+	192	39
11211_1	k141_10292	1	543	+	543	17
11211_2	k141_10292	519	1370	+	852	34
11211_3	k141_10292	1363	2160	+	798	23
11211_4	k141_10292	2127	2894	+	768	26
11211_5	k141_10292	3061	3369	+	309	3
11212_1	k141_20635	2	604	-	603	3
11212_2	k141_20635	1080	1364	-	285	2
11213_1	k141_56040	2	430	+	429	1
11213_2	k141_56040	443	610	+	168	0
11213_3	k141_56040	626	1009	+	384	4
11214_1	k141_59374	1	186	+	186	2
11214_2	k141_59374	330	1661	-	1332	42
11214_3	k141_59374	1756	3171	-	1416	56
11214_4	k141_59374	3432	5144	+	1713	69
11214_5	k141_59374	5531	6049	+	519	10
11214_6	k141_59374	6087	6452	+	366	6
11214_7	k141_59374	6536	7684	+	1149	36
11214_8	k141_59374	7769	8500	+	732	11
11214_9	k141_59374	8754	9830	+	1077	34
11214_10	k141_59374	9814	10347	+	534	26
11215_1	k141_6281	2	544	-	543	1
11216_1	k141_38729	1	1782	-	1782	39
11216_2	k141_38729	1850	2533	-	684	17
11216_3	k141_38729	2487	3845	-	1359	38
11216_4	k141_38729	3868	4530	-	663	14
11217_1	k141_35108	89	1339	+	1251	5
11217_2	k141_35108	1444	1689	-	246	0
11218_1	k141_56041	3	125	+	123	0
11218_2	k141_56041	176	1225	+	1050	6
11219_1	k141_66467	1	555	-	555	13
11219_2	k141_66467	560	1009	-	450	5
11219_3	k141_66467	1071	1295	-	225	8
11219_4	k141_66467	1449	2648	-	1200	15
11219_5	k141_66467	2641	2862	-	222	0
11220_1	k141_13828	1	852	-	852	21
11220_2	k141_13828	1267	2751	+	1485	3
11221_1	k141_16789	1	1911	+	1911	25
11221_2	k141_16789	1923	2222	+	300	4
11222_1	k141_20640	1	171	-	171	5
11222_2	k141_20640	168	554	-	387	2
11222_3	k141_20640	557	751	-	195	1
11222_4	k141_20640	765	1283	-	519	5
11222_5	k141_20640	1277	1573	-	297	0
11223_1	k141_6285	2	1411	+	1410	21
11224_1	k141_41701	2	928	-	927	6
11225_1	k141_46003	3	1298	-	1296	8
11226_1	k141_70343	205	468	+	264	9
11226_2	k141_70343	552	761	+	210	1
11226_3	k141_70343	871	1080	+	210	20
11226_4	k141_70343	1080	1589	+	510	26
11226_5	k141_70343	1576	2361	+	786	44
11226_6	k141_70343	2475	4058	+	1584	62
11226_7	k141_70343	4442	4900	+	459	36
11226_8	k141_70343	4900	5076	+	177	5
11226_9	k141_70343	5100	5876	+	777	46
11226_10	k141_70343	5869	6756	+	888	28
11226_11	k141_70343	6779	7861	+	1083	66
11226_12	k141_70343	7858	8244	+	387	14
