# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_5_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_5/C21_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_5/C21_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_5/C21_1.bam	RPKM
10178_49	k141_24142	59306	59572	-	267	18	31.8281
10178_50	k141_24142	59961	60431	-	471	49	49.1162
10178_51	k141_24142	60446	63184	-	2739	175	30.1645
10178_52	k141_24142	63459	64490	+	1032	58	26.5337
10178_53	k141_24142	64323	64655	-	333	5	7.08885
10178_54	k141_24142	64687	66282	+	1596	68	20.1153
10178_55	k141_24142	66345	67466	+	1122	57	23.9846
10178_56	k141_24142	67598	69271	+	1674	75	21.1522
10178_57	k141_24142	70038	71081	-	1044	46	20.8021
10178_58	k141_24142	71129	74362	-	3234	111	16.2044
10178_59	k141_24142	74670	75491	-	822	36	20.6767
10178_60	k141_24142	75571	76029	-	459	35	36.0002
10178_61	k141_24142	76041	76547	-	507	8	7.44958
10178_62	k141_24142	76626	77417	-	792	38	22.6521
10178_63	k141_24142	77511	78149	-	639	51	37.6807
10178_64	k141_24142	78246	78917	-	672	67	47.0712
10178_65	k141_24142	79503	80000	+	498	36	34.129
10178_66	k141_24142	80020	80991	+	972	37	17.9715
10178_67	k141_24142	80995	81780	+	786	39	23.4257
10178_68	k141_24142	81829	84294	+	2466	167	31.9723
10178_69	k141_24142	84289	84645	-	357	14	18.5144
10178_70	k141_24142	84674	85312	-	639	23	16.9933
10178_71	k141_24142	85317	86729	-	1413	69	23.0546
10178_72	k141_24142	86784	87044	-	261	17	30.7509
10178_73	k141_24142	87117	87386	-	270	26	45.4631
10178_74	k141_24142	87702	88739	+	1038	96	43.664
10178_75	k141_24142	88754	89662	+	909	50	25.969
10178_76	k141_24142	89850	91142	+	1293	93	33.9574
10178_77	k141_24142	91242	92861	+	1620	96	27.9773
10178_78	k141_24142	92893	94131	+	1239	42	16.004
10178_79	k141_24142	94184	94948	+	765	54	33.3259
10178_80	k141_24142	95096	95779	+	684	64	44.1747
10178_81	k141_24142	95908	96519	+	612	34	26.2287
10178_82	k141_24142	96688	98259	+	1572	116	34.8382
10178_83	k141_24142	98887	99777	+	891	84	44.5094
10178_84	k141_24142	100126	100548	-	423	48	53.5736
10178_85	k141_24142	100597	101346	-	750	30	18.8847
10178_86	k141_24142	101377	101679	-	303	24	37.3954
10178_87	k141_24142	101765	102574	+	810	61	35.5545
10178_88	k141_24142	102681	108785	-	6105	289	22.3492
10179_1	k141_70035	2	106	-	105	0	0
10179_2	k141_70035	120	1493	-	1374	39	13.4007
10179_3	k141_70035	1472	2962	-	1491	40	12.6658
10179_4	k141_70035	3008	5413	-	2406	38	7.45655
10179_5	k141_70035	5954	7399	-	1446	29	9.46846
10180_1	k141_16499	307	1185	-	879	13	6.98239
10181_1	k141_34924	3	995	+	993	26	12.3616
10181_2	k141_34924	1011	2411	+	1401	33	11.1205
10181_3	k141_34924	2423	3037	+	615	38	29.1715
10181_4	k141_34924	3162	3308	-	147	5	16.0584
10181_5	k141_34924	3387	4667	-	1281	46	16.9535
10181_6	k141_34924	4771	5487	-	717	29	19.0954
10181_7	k141_34924	5664	6617	+	954	35	17.3209
10182_1	k141_3114	1	789	+	789	17	10.1724
10182_2	k141_3114	899	1453	+	555	3	2.55199
10183_1	k141_41317	2	298	-	297	2	3.17924
10183_2	k141_41317	385	888	-	504	7	6.55718
10184_1	k141_45723	2	1306	+	1305	13	4.70308
10185_1	k141_5933	2	2764	+	2763	56	9.56879
10186_1	k141_16500	2	1003	-	1002	16	7.5388
10187_1	k141_24143	1	1080	+	1080	21	9.18006
10188_1	k141_20396	3	332	-	330	2	2.86132
10188_2	k141_20396	417	782	-	366	5	6.44969
10188_3	k141_20396	763	1020	-	258	1	1.82991
10188_4	k141_20396	1037	1390	-	354	5	6.66832
10189_1	k141_66192	3	515	-	513	1	0.920306
10189_2	k141_66192	553	1536	+	984	41	19.6716
10189_3	k141_66192	1550	2731	+	1182	32	12.7815
10189_4	k141_66192	2775	2993	+	219	0	0
10190_1	k141_34928	3	1139	-	1137	21	8.71984
10191_1	k141_41320	415	882	+	468	4	4.03519
10191_2	k141_41320	944	2014	-	1071	5	2.2041
10192_1	k141_28031	248	1426	+	1179	29	11.6127
10192_2	k141_28031	1613	2722	+	1110	13	5.5293
10192_3	k141_28031	2771	3517	+	747	12	7.58421
10192_4	k141_28031	3572	4804	+	1233	14	5.36062
10192_5	k141_28031	5045	6280	+	1236	18	6.87549
10192_6	k141_28031	6545	8176	+	1632	31	8.96791
10193_1	k141_45725	1	195	+	195	0	0
10193_2	k141_45725	192	1313	+	1122	20	8.41564
10193_3	k141_45725	1421	2440	+	1020	10	4.6286
10194_1	k141_52460	3	98	-	96	7	34.4252
10194_2	k141_52460	235	495	-	261	22	39.7953
10194_3	k141_52460	501	1247	-	747	72	45.5053
10194_4	k141_52460	1388	1771	-	384	30	36.8842
10194_5	k141_52460	1734	2204	-	471	24	24.0569
10194_6	k141_52460	2216	2641	-	426	22	24.3816
10194_7	k141_52460	2859	3209	-	351	16	21.521
10194_8	k141_52460	3226	4530	-	1305	124	44.8602
10194_9	k141_52460	5079	6962	-	1884	172	43.102
10194_10	k141_52460	7069	7782	-	714	42	27.7716
10194_11	k141_52460	7779	8930	-	1152	81	33.1957
10194_12	k141_52460	8933	9355	-	423	29	32.3674
10194_13	k141_52460	9370	10173	-	804	39	22.9012
10194_14	k141_52460	10186	11247	-	1062	89	39.5654
10194_15	k141_52460	11315	12121	-	807	65	38.0268
10194_16	k141_52460	12118	13464	-	1347	83	29.0911
10194_17	k141_52460	13461	13616	-	156	1	3.02639
10194_18	k141_52460	13555	14991	-	1437	95	31.2116
10194_19	k141_52460	15107	15994	-	888	115	61.1413
10194_20	k141_52460	16076	16945	-	870	82	44.4984
10194_21	k141_52460	17034	17888	-	855	67	36.9963
10194_22	k141_52460	17911	18999	-	1089	39	16.9078
10194_23	k141_52460	19039	19350	-	312	14	21.1847
10194_24	k141_52460	19661	20110	-	450	18	18.8847
10194_25	k141_52460	20142	22112	-	1971	139	33.2949
10194_26	k141_52460	22397	23389	-	993	90	42.7901
10195_1	k141_62926	381	896	+	516	13	11.8944
10195_2	k141_62926	942	1124	-	183	8	20.639
10195_3	k141_62926	1259	2248	+	990	43	20.5061
10195_4	k141_62926	2433	3059	+	627	29	21.8364
10195_5	k141_62926	3338	3862	+	525	10	8.99271
10196_1	k141_16505	2	883	+	882	5	2.6764
10196_2	k141_16505	914	1003	+	90	0	0
10197_1	k141_31589	1	1662	+	1662	32	9.0901
10197_2	k141_31589	1833	2432	+	600	6	4.72117
10198_1	k141_34929	57	950	+	894	13	6.86524
10199_1	k141_55697	1	402	+	402	9	10.5698
10199_2	k141_55697	470	1111	-	642	11	8.08924
10200_1	k141_45726	2	802	+	801	20	11.7882
10200_2	k141_45726	795	1196	+	402	8	9.39537
10201_1	k141_62928	3	95	+	93	0	0
10201_2	k141_62928	92	988	+	897	20	10.5266
10202_1	k141_31591	3	1133	-	1131	16	6.67894
10203_1	k141_59071	155	364	+	210	2	4.49635
10203_2	k141_59071	586	1113	+	528	38	33.9781
10203_3	k141_59071	1157	1582	+	426	17	18.8404
10203_4	k141_59071	1627	2448	-	822	28	16.0819
10203_5	k141_59071	3170	3502	+	333	22	31.1909
10203_6	k141_59071	3499	3801	+	303	15	23.3721
10203_7	k141_59071	4089	4448	+	360	16	20.983
10203_8	k141_59071	4601	6193	+	1593	39	11.5584
10203_9	k141_59071	6255	6896	+	642	22	16.1785
10203_10	k141_59071	6910	8202	+	1293	40	14.6053
10203_11	k141_59071	8445	8642	+	198	11	26.2287
10203_12	k141_59071	8649	10313	+	1665	61	17.2968
10203_13	k141_59071	10486	11355	+	870	24	13.0239
10203_14	k141_59071	11736	14174	+	2439	47	9.09779
10203_15	k141_59071	14167	15186	+	1020	7	3.24002
10203_16	k141_59071	15382	16179	+	798	13	7.69113
10203_17	k141_59071	16195	18729	+	2535	43	8.0083
10203_18	k141_59071	18731	19477	+	747	13	8.21623
10203_19	k141_59071	19499	19777	+	279	5	8.46088
10203_20	k141_59071	19767	20399	+	633	12	8.95009
10203_21	k141_59071	20485	20796	+	312	3	4.53959
10203_22	k141_59071	20880	22943	+	2064	35	8.00586
10203_23	k141_59071	22953	23747	+	795	14	8.31401
10203_24	k141_59071	23761	25791	+	2031	37	8.60086
10203_25	k141_59071	25795	26535	+	741	10	6.37135
10203_26	k141_59071	26532	26744	+	213	0	0
10203_27	k141_59071	26748	28814	+	2067	21	4.79655
10203_28	k141_59071	28811	29176	+	366	2	2.57988
10203_29	k141_59071	29753	30118	-	366	3	3.86981
10203_30	k141_59071	30115	32181	-	2067	25	5.71017
10203_31	k141_59071	32185	32397	-	213	0	0
10203_32	k141_59071	32394	33134	-	741	7	4.45995
10203_33	k141_59071	33138	35168	-	2031	44	10.228
10203_34	k141_59071	35182	35976	-	795	20	11.8772
10203_35	k141_59071	35986	38049	-	2064	45	10.2933
10203_36	k141_59071	38133	38444	-	312	3	4.53959
10203_37	k141_59071	38530	39162	-	633	14	10.4418
10203_38	k141_59071	39152	39430	-	279	2	3.38435
10203_39	k141_59071	39452	40198	-	747	13	8.21623
10203_40	k141_59071	40200	42734	-	2535	37	6.89086
10203_41	k141_59071	42750	43547	-	798	16	9.46601
10203_42	k141_59071	43743	44762	-	1020	12	5.55432
10203_43	k141_59071	44755	47193	-	2439	48	9.29136
10203_44	k141_59071	47574	48443	-	870	18	9.76794
10203_45	k141_59071	48616	50280	-	1665	60	17.0132
10203_46	k141_59071	50287	50484	-	198	6	14.3066
10203_47	k141_59071	50727	52019	-	1293	38	13.8751
10203_48	k141_59071	52033	52674	-	642	13	9.56001
10203_49	k141_59071	52736	54328	-	1593	52	15.4112
10203_50	k141_59071	54481	54840	-	360	23	30.163
10203_51	k141_59071	55128	55430	-	303	15	23.3721
10203_52	k141_59071	55427	55759	-	333	28	39.6975
10203_53	k141_59071	56481	57302	+	822	40	22.9741
10203_54	k141_59071	57347	57772	-	426	12	13.2991
10203_55	k141_59071	57816	58343	-	528	41	36.6606
10203_56	k141_59071	58565	58774	-	210	4	8.99271
10204_1	k141_45727	31	1083	+	1053	5	2.24177
10204_2	k141_45727	1126	1287	+	162	0	0
10205_1	k141_28032	2	2650	+	2649	42	7.48544
10206_1	k141_66201	2	1024	+	1023	17	7.84555
10207_1	k141_59073	2	469	+	468	0	0
10207_2	k141_59073	638	1066	-	429	0	0
10208_1	k141_16509	3	449	+	447	5	5.28095
10208_2	k141_16509	631	1038	-	408	18	20.8287
10208_3	k141_16509	1333	2064	-	732	21	13.5443
10209_1	k141_5945	2	88	-	87	0	0
10209_2	k141_5945	85	1443	-	1359	28	9.72721
10210_1	k141_41325	1	594	+	594	5	3.97405
10210_2	k141_41325	632	1411	+	780	9	5.44751
10211_1	k141_38332	3	860	-	858	20	11.0051
10211_2	k141_38332	1165	2190	-	1026	15	6.9023
10211_3	k141_38332	2190	2900	-	711	21	13.9444
10211_4	k141_38332	3059	3175	-	117	2	8.07038
10212_1	k141_52467	1	1032	-	1032	9	4.1173
10213_1	k141_70036	2	769	+	768	22	13.5242
10213_2	k141_70036	878	2158	+	1281	56	20.639
10213_3	k141_70036	2305	3042	+	738	7	4.47808
10213_4	k141_70036	3042	3968	+	927	34	17.3161
10213_5	k141_70036	4025	5380	+	1356	41	14.2749
10213_6	k141_70036	5428	6102	+	675	11	7.69376
10213_7	k141_70036	6106	7098	+	993	32	15.2143
10214_1	k141_55703	2	1030	-	1029	20	9.17623
10214_2	k141_55703	1116	1700	-	585	6	4.84223
10215_1	k141_62931	186	1649	+	1464	21	6.77217
10216_1	k141_5946	1	1011	+	1011	19	8.87263
10216_2	k141_5946	1013	1255	+	243	0	0
10217_1	k141_41326	96	1880	+	1785	14	3.70288
10218_1	k141_13455	300	527	-	228	15	31.0603
10218_2	k141_13455	957	1601	-	645	29	21.227
10218_3	k141_13455	2234	2575	+	342	19	26.2287
10218_4	k141_13455	2531	2725	-	195	8	19.3689
10218_5	k141_13455	3082	3672	-	591	25	19.9711
10218_6	k141_13455	3814	4413	-	600	19	14.9504
10218_7	k141_13455	4410	5060	-	651	18	13.0539
10218_8	k141_13455	5053	5940	-	888	37	19.6716
10218_9	k141_13455	5930	7831	-	1902	79	19.6095
10218_10	k141_13455	7835	8566	-	732	19	12.2544
10218_11	k141_13455	8566	9588	-	1023	39	17.9986
10218_12	k141_13455	9592	10842	-	1251	54	20.3792
10218_13	k141_13455	10845	13112	-	2268	99	20.6083
10218_14	k141_13455	13116	13667	-	552	24	20.5268
10218_15	k141_13455	13779	14705	+	927	27	13.751
10219_1	k141_48368	1	918	-	918	34	17.4858
10219_2	k141_48368	924	1238	-	315	0	0
10220_1	k141_34941	3	725	-	723	5	3.26499
10220_2	k141_34941	738	1184	-	447	0	0
10221_1	k141_5949	3	1100	-	1098	14	6.01971
10222_1	k141_31595	117	743	+	627	11	8.28276
10222_2	k141_31595	801	1172	+	372	13	16.4987
10222_3	k141_31595	1246	2397	+	1152	12	4.91789
10222_4	k141_31595	2379	3566	+	1188	10	3.97405
10223_1	k141_66207	87	1214	+	1128	12	5.02252
10223_2	k141_66207	1196	1861	+	666	5	3.54442
10223_3	k141_66207	1901	2539	+	639	9	6.64954
10224_1	k141_45736	3	173	+	171	7	19.3264
10224_2	k141_45736	183	602	+	420	13	14.6132
10224_3	k141_45736	624	1124	+	501	12	11.3082
10224_4	k141_45736	1172	1486	-	315	16	23.9806
10225_1	k141_59075	163	882	+	720	3	1.96716
10225_2	k141_59075	984	2198	+	1215	19	7.3829
10225_3	k141_59075	2249	2410	+	162	0	0
10225_4	k141_59075	2407	3087	+	681	10	6.93271
10225_5	k141_59075	3084	3971	+	888	7	3.72164
10226_1	k141_38336	2	529	-	528	7	6.25913
10226_2	k141_38336	517	1353	-	837	10	5.64059
10226_3	k141_38336	1369	1668	-	300	3	4.72117
10227_1	k141_52473	3	515	-	513	5	4.60153
10227_2	k141_52473	729	1277	+	549	8	6.87967
10228_1	k141_24168	245	1183	+	939	7	3.51951
10228_2	k141_24168	1201	2004	-	804	8	4.69768
10229_1	k141_28043	1	312	+	312	8	12.1056
10229_2	k141_28043	491	1390	-	900	18	9.44234
10230_1	k141_41330	55	537	-	483	4	3.90987
10230_2	k141_41330	749	1135	-	387	1	1.21994
10231_1	k141_52474	35	472	+	438	4	4.31157
10231_2	k141_52474	474	986	+	513	3	2.76092
10231_3	k141_52474	1019	1825	+	807	9	5.26525
10231_4	k141_52474	1842	1907	+	66	2	14.3066
10232_1	k141_3143	3	377	+	375	0	0
10232_2	k141_3143	735	2138	-	1404	14	4.70772
10233_1	k141_16510	1	1506	+	1506	35	10.9722
10233_2	k141_16510	1525	3159	+	1635	34	9.81773
10233_3	k141_16510	3264	3926	+	663	12	8.54511
10233_4	k141_16510	4062	4946	+	885	21	11.2028
10233_5	k141_16510	4983	5474	+	492	24	23.0301
10233_6	k141_16510	5467	6504	+	1038	44	20.0127
10233_7	k141_16510	6509	6874	+	366	8	10.3195
10234_1	k141_70048	1	1386	+	1386	17	5.79076
10234_2	k141_70048	1519	1854	+	336	2	2.81022
10235_1	k141_34947	262	1212	-	951	43	21.347
10236_1	k141_28047	3	515	-	513	9	8.28276
10236_2	k141_28047	568	1194	-	627	4	3.01191
10237_1	k141_41332	3	2324	+	2322	42	8.53959
10238_1	k141_38343	308	664	+	357	49	64.8004
10239_1	k141_10004	23	883	+	861	9	4.93502
10239_2	k141_10004	880	1698	+	819	29	16.7172
10239_3	k141_10004	1880	3184	-	1305	28	10.1297
10239_4	k141_10004	3297	4748	-	1452	31	10.0796
10239_5	k141_10004	4794	5447	-	654	14	10.1065
10239_6	k141_10004	5434	6297	-	864	23	12.5679
10239_7	k141_10004	7309	8082	-	774	45	27.4487
10239_8	k141_10004	8213	8740	-	528	12	10.7299
10239_9	k141_10004	8848	10077	-	1230	38	14.5857
10239_10	k141_10004	10058	10960	-	903	27	14.1165
10239_11	k141_10004	10980	11993	-	1014	29	13.5024
10239_12	k141_10004	11998	12402	-	405	11	12.8229
10239_13	k141_10004	12662	13144	-	483	41	40.0762
10239_14	k141_10004	13207	14157	-	951	44	21.8435
10239_15	k141_10004	14161	14934	-	774	14	8.53959
10239_16	k141_10004	14918	15262	-	345	24	32.8429
10239_17	k141_10004	15275	16255	-	981	31	14.9191
10239_18	k141_10004	16280	17266	-	987	23	11.0017
10240_1	k141_55709	1	1191	-	1191	3	1.18921
10241_1	k141_52479	3	1025	+	1023	6	2.76902
10241_2	k141_52479	1098	1175	-	78	0	0
10242_1	k141_13461	2	3520	+	3519	124	16.6361
10243_1	k141_66217	3	737	-	735	1	0.642336
10243_2	k141_66217	1031	2065	-	1035	5	2.28076
10243_3	k141_66217	2098	2217	-	120	0	0
10244_1	k141_16512	3	1295	-	1293	10	3.65133
10244_2	k141_16512	1509	2321	-	813	4	2.32284
10244_3	k141_16512	2469	2570	-	102	0	0
10245_1	k141_24181	2	745	+	744	16	10.1531
10245_2	k141_24181	857	1120	+	264	0	0
10246_1	k141_70054	3	536	+	534	0	0
10246_2	k141_70054	553	1194	+	642	0	0
10247_1	k141_45743	1	1980	-	1980	71	16.9295
10247_2	k141_45743	2624	3124	+	501	23	21.674
10247_3	k141_45743	3246	4244	-	999	52	24.5747
10247_4	k141_45743	4491	4562	-	72	0	0
10248_1	k141_10008	3	1175	-	1173	10	4.02487
10249_1	k141_38350	2	1171	-	1170	27	10.895
10250_1	k141_31610	27	1169	+	1143	44	18.1742
10251_1	k141_38351	3	401	-	399	2	2.3665
10251_2	k141_38351	373	1047	-	675	4	2.79773
10252_1	k141_41333	1	1209	-	1209	56	21.8681
10252_2	k141_41333	1268	1978	-	711	17	11.2883
10252_3	k141_41333	2049	2438	-	390	5	6.05278
10252_4	k141_41333	2454	2768	-	315	13	19.4842
10252_5	k141_41333	3014	4276	-	1263	46	17.1951
10253_1	k141_20399	3	311	+	309	4	6.11155
10253_2	k141_20399	633	4463	+	3831	119	14.6651
10253_3	k141_20399	4515	8186	+	3672	119	15.3001
10253_4	k141_20399	8336	9484	+	1149	20	8.21788
10253_5	k141_20399	9528	10091	+	564	7	5.85961
10253_6	k141_20399	10157	11392	-	1236	35	13.369
10253_7	k141_20399	11417	11995	-	579	8	6.52321
10253_8	k141_20399	11988	13817	-	1830	58	14.9633
10253_9	k141_20399	14015	15145	+	1131	35	14.6102
10253_10	k141_20399	15294	16061	+	768	29	17.8273
10254_1	k141_13468	1	201	-	201	0	0
10254_2	k141_13468	221	1204	-	984	14	6.71712
10254_3	k141_13468	1291	1362	+	72	0	0
10255_1	k141_59079	3	125	-	123	14	53.7369
10255_2	k141_59079	149	364	-	216	27	59.0147
10255_3	k141_59079	500	2395	-	1896	154	38.3471
10255_4	k141_59079	2392	2907	-	516	65	59.4721
10255_5	k141_59079	2966	3175	-	210	20	44.9635
10255_6	k141_59079	3214	4908	-	1695	176	49.0222
10256_1	k141_48376	102	1595	+	1494	50	15.8004
10256_2	k141_48376	1615	1728	+	114	3	12.4241
10256_3	k141_48376	1951	3114	-	1164	34	13.7904
10256_4	k141_48376	3329	3670	+	342	10	13.8046
10256_5	k141_48376	3792	6305	+	2514	70	13.1457
10256_6	k141_48376	6423	7895	+	1473	28	8.97439
10257_1	k141_34958	3	350	-	348	29	39.3431
10257_2	k141_34958	1056	1214	-	159	36	106.894
10258_1	k141_38352	77	1156	+	1080	2	0.874291
10258_2	k141_38352	1174	1383	+	210	9	20.2336
10259_1	k141_10016	1	990	+	990	41	19.5523
10260_1	k141_41336	3	452	+	450	6	6.2949
10260_2	k141_41336	616	1194	-	579	6	4.89241
10261_1	k141_16519	3	1685	-	1683	31	8.69616
10261_2	k141_16519	1914	2774	-	861	15	8.22504
10262_1	k141_62958	17	2707	-	2691	49	8.59671
10263_1	k141_24187	1	1941	+	1941	25	6.08085
10263_2	k141_24187	2123	2446	+	324	13	18.943
10263_3	k141_24187	2546	2680	+	135	1	3.49716
10264_1	k141_10017	1	792	-	792	15	8.94161
10264_2	k141_10017	926	1123	+	198	6	14.3066
10265_1	k141_3148	1	174	+	174	0	0
10265_2	k141_3148	220	1206	+	987	36	17.2201
10265_3	k141_3148	1902	4829	+	2928	116	18.7041
10265_4	k141_3148	4841	6160	+	1320	33	11.8029
10265_5	k141_3148	6349	7002	-	654	25	18.0473
10265_6	k141_3148	7089	7148	+	60	1	7.86862
10266_1	k141_38354	1	681	+	681	8	5.54616
10266_2	k141_38354	693	1262	+	570	0	0
10267_1	k141_34961	38	223	-	186	1	2.53826
10267_2	k141_34961	281	868	-	588	12	9.63505
10267_3	k141_34961	882	1103	-	222	1	2.12665
10268_1	k141_20404	1	669	+	669	7	4.93994
10268_2	k141_20404	690	1373	+	684	5	3.45115
10268_3	k141_20404	1370	2140	+	771	7	4.28641
10269_1	k141_52495	3	428	-	426	2	2.21651
10269_2	k141_52495	599	1192	-	594	0	0
10270_1	k141_10020	3	1463	-	1461	23	7.43237
10271_1	k141_66225	383	1621	+	1239	90	34.2942
10271_2	k141_66225	1637	1987	+	351	5	6.72532
10271_3	k141_66225	2207	2632	+	426	14	15.5156
10271_4	k141_66225	2644	3108	+	465	27	27.4133
10271_5	k141_66225	3071	3454	+	384	12	14.7537
10271_6	k141_66225	3595	4350	+	756	36	22.4818
10271_7	k141_66225	4473	4568	+	96	5	24.5894
10272_1	k141_48383	220	1143	-	924	0	0
10273_1	k141_28048	65	298	+	234	17	34.2991
10273_2	k141_28048	502	2046	-	1545	69	21.0848
10273_3	k141_28048	2074	4134	-	2061	45	10.3082
10273_4	k141_28048	4148	4498	-	351	16	21.521
10273_5	k141_28048	4604	4957	-	354	13	17.3376
10273_6	k141_28048	4966	5523	-	558	13	10.9991
10273_7	k141_28048	5646	6440	-	795	32	19.0035
10273_8	k141_28048	6451	6999	-	549	10	8.59959
10273_9	k141_28048	7182	7667	+	486	12	11.6572
10273_10	k141_28048	7953	9407	+	1455	34	11.0323
10274_1	k141_55734	1	480	+	480	9	8.8522
10274_2	k141_55734	737	1441	+	705	19	12.7237
10275_1	k141_24191	105	581	-	477	0	0
10275_2	k141_24191	595	2259	-	1665	15	4.25331
10275_3	k141_24191	2802	3158	+	357	9	11.9021
10276_1	k141_28050	1	414	-	414	0	0
10276_2	k141_28050	404	1084	-	681	7	4.85289
10276_3	k141_28050	1074	1184	-	111	0	0
10277_1	k141_10021	2	1024	-	1023	15	6.92254
10277_2	k141_10021	1281	2096	-	816	10	5.78575
10278_1	k141_41338	191	730	+	540	14	12.2401
10278_2	k141_41338	720	1385	+	666	32	22.6843
10278_3	k141_41338	1498	2625	+	1128	40	16.7417
10278_4	k141_41338	2622	4529	+	1908	37	9.15531
10278_5	k141_41338	4513	4587	+	75	0	0
10279_1	k141_66228	1	1227	+	1227	5	1.92387
10280_1	k141_10022	2	715	-	714	4	2.64491
10280_2	k141_10022	697	1188	-	492	1	0.959588
10280_3	k141_10022	1195	1314	-	120	0	0
10281_1	k141_31625	2	2329	+	2328	37	7.50358
10281_2	k141_31625	2346	2681	+	336	8	11.2409
10281_3	k141_31625	2671	3336	+	666	12	8.50662
10281_4	k141_31625	3409	3882	+	474	5	4.98014
10282_1	k141_52505	1	231	+	231	8	16.3504
10282_2	k141_52505	350	1090	+	741	32	20.3883
10283_1	k141_70072	3	1697	-	1695	44	12.2556
10283_2	k141_70072	1744	3024	-	1281	26	9.58239
10283_3	k141_70072	3628	3834	-	207	3	6.84228
10284_1	k141_66229	2	1177	-	1176	14	5.62044
10285_1	k141_34968	1	1074	+	1074	115	50.5526
10285_2	k141_34968	1169	3322	+	2154	128	28.0552
10285_3	k141_34968	3367	3816	+	450	10	10.4915
10286_1	k141_41340	2	484	+	483	5	4.88734
10286_2	k141_41340	525	767	-	243	4	7.77148
10286_3	k141_41340	857	1348	-	492	4	3.83835
10287_1	k141_45745	173	955	+	783	20	12.0592
10287_2	k141_45745	1113	1544	-	432	14	15.3001
10287_3	k141_45745	1551	2498	-	948	50	24.9007
10287_4	k141_45745	2495	3892	-	1398	62	20.938
10287_5	k141_45745	3903	4625	-	723	22	14.3659
10287_6	k141_45745	4567	6897	-	2331	117	23.697
10287_7	k141_45745	6894	8021	-	1128	60	25.1126
10287_8	k141_45745	8153	8851	-	699	24	16.21
10287_9	k141_45745	8848	9297	-	450	5	5.24575
10287_10	k141_45745	9294	10214	-	921	36	18.4541
10288_1	k141_31626	3	875	-	873	8	4.32639
10288_2	k141_31626	977	1135	+	159	5	14.8465
10289_1	k141_10024	3	1034	+	1032	1	0.457478
10290_1	k141_62963	3	218	-	216	12	26.2287
10290_2	k141_62963	590	2713	-	2124	136	30.2297
10290_3	k141_62963	2962	4566	-	1605	77	22.6499
10290_4	k141_62963	4702	4878	-	177	3	8.00199
10290_5	k141_62963	4920	5096	-	177	2	5.33466
10290_6	k141_62963	5164	5667	-	504	25	23.4185
10290_7	k141_62963	5705	6010	-	306	10	15.4287
10291_1	k141_20411	3	1379	-	1377	44	15.0858
10291_2	k141_20411	1676	2860	-	1185	30	11.9523
10291_3	k141_20411	3055	3780	-	726	35	22.7605
10292_1	k141_41341	1	255	-	255	0	0
10292_2	k141_41341	645	1124	-	480	8	7.86862
10293_1	k141_34969	3	218	-	216	5	10.9286
10293_2	k141_34969	237	593	-	357	5	6.61229
10293_3	k141_34969	683	1219	-	537	13	11.4293
10293_4	k141_34969	1346	1498	-	153	2	6.17147
10294_1	k141_5974	1	90	+	90	0	0
10294_2	k141_5974	87	2027	+	1941	24	5.83762
10294_3	k141_5974	2047	2655	+	609	5	3.87617
10294_4	k141_5974	2696	2872	+	177	0	0
10294_5	k141_5974	2863	3207	+	345	2	2.73691
10295_1	k141_31628	1	1119	+	1119	10	4.2191
10296_1	k141_38371	3	485	+	483	7	6.84228
10296_2	k141_38371	623	1045	+	423	11	12.2773
10297_1	k141_13471	2	706	+	705	10	6.6967
10297_2	k141_13471	1138	3276	+	2139	16	3.5315
10297_3	k141_13471	3348	5402	+	2055	17	3.90559
10297_4	k141_13471	5417	6094	+	678	13	9.0524
10297_5	k141_13471	6117	6992	+	876	6	3.23368
10297_6	k141_13471	7379	8104	+	726	2	1.3006
10297_7	k141_13471	8127	8888	+	762	3	1.85873
10297_8	k141_13471	8898	9593	+	696	3	2.03499
10297_9	k141_13471	9605	10018	+	414	2	2.28076
10298_1	k141_28057	3	716	+	714	21	13.8858
10298_2	k141_28057	781	2022	+	1242	44	16.7256
10299_1	k141_41342	2	1255	-	1254	22	8.28276
10300_1	k141_70078	2	409	+	408	2	2.3143
10300_2	k141_70078	415	831	+	417	3	3.39653
10300_3	k141_70078	831	1304	+	474	6	5.97617
10300_4	k141_70078	1373	1528	+	156	1	3.02639
10301_1	k141_10027	2	307	-	306	4	6.17147
10301_2	k141_10027	656	1261	+	606	11	8.56978
10301_3	k141_10027	1244	1318	-	75	0	0
10302_1	k141_38372	3	548	-	546	16	13.8349
10302_2	k141_38372	760	1083	-	324	10	14.5715
10303_1	k141_20416	2	877	-	876	11	5.92841
10303_2	k141_20416	840	1049	-	210	1	2.24818
10303_3	k141_20416	1077	1169	-	93	0	0
10304_1	k141_31632	223	1263	+	1041	21	9.52398
10305_1	k141_24201	3	1109	+	1107	11	4.69132
10305_2	k141_24201	1124	2602	+	1479	15	4.78821
10305_3	k141_24201	2762	3412	+	651	2	1.45044
10306_1	k141_59088	35	1120	-	1086	141	61.297
