# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_10_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_10/A17_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_10/A17_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_10/A17_2.bam	RPKG
32186_56	k141_44824	64174	64677	-	504	7	0.00570237
32186_57	k141_44824	64681	66033	-	1353	29	0.00880012
32186_58	k141_44824	66213	67067	-	855	25	0.012005
32186_59	k141_44824	67067	68089	-	1023	14	0.00561876
32186_60	k141_44824	68104	68997	-	894	14	0.00642952
32186_61	k141_44824	68994	69302	-	309	3	0.00398613
32186_62	k141_44824	69286	70065	-	780	29	0.0152648
32186_63	k141_44824	70034	70522	-	489	7	0.00587729
32186_64	k141_44824	70554	71630	-	1077	39	0.0148675
32186_65	k141_44824	71649	72647	-	999	26	0.0106855
32186_66	k141_44824	72680	73636	-	957	22	0.00943841
32186_67	k141_44824	73723	73932	-	210	2	0.0039102
32186_68	k141_44824	74248	76059	-	1812	28	0.00634436
32186_69	k141_44824	76362	77684	-	1323	28	0.00868933
32186_70	k141_44824	77694	78410	-	717	19	0.0108798
32186_71	k141_44824	78645	79484	-	840	22	0.010753
32186_72	k141_44824	79497	80171	-	675	16	0.00973205
32186_73	k141_44824	80337	81113	-	777	38	0.0200794
32186_74	k141_44824	81164	81535	-	372	17	0.0187627
32186_75	k141_44824	81640	82128	-	489	23	0.0193111
32186_76	k141_44824	82348	83115	-	768	18	0.00962276
32186_77	k141_44824	83233	84402	-	1170	40	0.0140366
32186_78	k141_44824	84408	85319	-	912	18	0.00810337
32186_79	k141_44824	85541	85783	-	243	8	0.0135167
32186_80	k141_44824	85900	86304	-	405	18	0.0182476
32186_81	k141_44824	86390	86878	-	489	9	0.00755652
32186_82	k141_44824	86878	87627	-	750	17	0.00930628
32186_83	k141_44824	87651	88076	-	426	5	0.00481891
32186_84	k141_44824	88073	88570	-	498	10	0.0082444
32186_85	k141_44824	88664	90817	-	2154	49	0.00933982
32186_86	k141_44824	91050	91430	+	381	18	0.0193971
32186_87	k141_44824	91525	92742	-	1218	26	0.00876424
32186_88	k141_44824	92748	93191	-	444	6	0.00554826
32186_89	k141_44824	93396	94523	-	1128	15	0.00545972
32186_90	k141_44824	94736	97318	-	2583	60	0.00953707
32186_91	k141_44824	97909	98436	+	528	2	0.00155519
32187_1	k141_112619	2	727	+	726	4	0.0022621
32187_2	k141_112619	795	2300	+	1506	10	0.00272623
32188_1	k141_159570	222	449	-	228	8	0.014406
32188_2	k141_159570	1309	1449	-	141	0	0
32188_3	k141_159570	1657	1869	+	213	0	0
32188_4	k141_159570	2229	2927	+	699	12	0.00704843
32189_1	k141_53831	1	1908	-	1908	33	0.00710107
32190_1	k141_26067	3	1157	+	1155	13	0.00462115
32191_1	k141_178739	2	1000	+	999	5	0.00205491
32192_1	k141_131277	143	1537	-	1395	154	0.0453247
32192_2	k141_131277	1734	2666	-	933	88	0.0387248
32192_3	k141_131277	2851	3783	-	933	87	0.0382848
32192_4	k141_131277	3858	5567	-	1710	148	0.0355348
32192_5	k141_131277	5694	5957	-	264	54	0.0839804
32192_6	k141_131277	6505	8508	-	2004	143	0.0292972
32192_7	k141_131277	8780	9637	+	858	84	0.0401958
32192_8	k141_131277	9859	11487	-	1629	127	0.0320089
32192_9	k141_131277	11477	12337	-	861	47	0.0224121
32192_10	k141_131277	12334	13137	-	804	67	0.0342142
32192_11	k141_131277	13146	13412	-	267	6	0.00922631
32192_12	k141_131277	13415	14002	-	588	46	0.0321195
32192_13	k141_131277	14006	14368	-	363	23	0.0260141
32192_14	k141_131277	14393	14956	-	564	34	0.0247507
32192_15	k141_131277	15116	16246	-	1131	102	0.0370276
32192_16	k141_131277	16379	17488	-	1110	67	0.0247822
32192_17	k141_131277	17485	18018	-	534	45	0.0345987
32192_18	k141_131277	18027	18524	-	498	31	0.0255576
32192_19	k141_131277	18527	19549	-	1023	73	0.0292978
32192_20	k141_131277	19875	20303	-	429	30	0.0287113
32192_21	k141_131277	20321	22978	-	2658	186	0.0287307
32192_22	k141_131277	23176	23415	+	240	15	0.0256607
32192_23	k141_131277	23422	24834	-	1413	97	0.028185
32192_24	k141_131277	24831	25622	-	792	32	0.0165887
32192_25	k141_131277	25624	26001	-	378	43	0.0467052
32192_26	k141_131277	25994	26587	-	594	56	0.038707
32192_27	k141_131277	26683	28047	-	1365	117	0.0351918
32192_28	k141_131277	28093	29340	-	1248	87	0.0286215
32192_29	k141_131277	29372	29794	-	423	31	0.0300891
32192_30	k141_131277	29875	31170	-	1296	93	0.0294623
32192_31	k141_131277	31253	32266	-	1014	100	0.0404902
32192_32	k141_131277	32266	32847	-	582	39	0.0275125
32192_33	k141_131277	33084	35864	-	2781	238	0.035137
32192_34	k141_131277	36375	37463	+	1089	82	0.0309154
32192_35	k141_131277	37611	38063	-	453	38	0.0344408
32192_36	k141_131277	38139	40031	-	1893	111	0.0240747
32192_37	k141_131277	40124	40609	+	486	38	0.0321023
32192_38	k141_131277	40632	41981	-	1350	111	0.0337581
32192_39	k141_131277	42107	43021	-	915	114	0.0511531
32192_40	k141_131277	43131	43649	-	519	25	0.019777
32192_41	k141_131277	43659	44507	-	849	91	0.044007
32192_42	k141_131277	44674	45438	+	765	80	0.0429355
32192_43	k141_131277	45559	47034	-	1476	101	0.0280946
32192_44	k141_131277	47045	47962	-	918	69	0.0308599
32192_45	k141_131277	47962	51498	-	3537	249	0.0289036
32192_46	k141_131277	51509	52234	-	726	49	0.0277107
32192_47	k141_131277	52238	52480	-	243	17	0.0287231
32192_48	k141_131277	52605	53624	-	1020	94	0.0378369
32192_49	k141_131277	53712	53891	-	180	15	0.0342142
32192_50	k141_131277	53956	54510	-	555	60	0.0443861
32192_51	k141_131277	54510	55007	-	498	34	0.028031
32192_52	k141_131277	55076	55573	-	498	45	0.0370998
32192_53	k141_131277	55566	56210	-	645	74	0.0471043
32192_54	k141_131277	56207	58384	-	2178	161	0.0303498
32192_55	k141_131277	58394	60055	-	1662	124	0.0306323
32192_56	k141_131277	60083	60472	-	390	42	0.0442153
32192_57	k141_131277	61117	62457	-	1341	112	0.0342908
32192_58	k141_131277	62568	64697	-	2130	204	0.0393223
32192_59	k141_131277	64690	65697	-	1008	76	0.0309557
32192_60	k141_131277	65694	66596	-	903	86	0.039102
32192_61	k141_131277	66642	67685	-	1044	82	0.0322479
32192_62	k141_131277	67678	68088	-	411	26	0.0259729
32192_63	k141_131277	68100	70814	-	2715	201	0.0303959
32192_64	k141_131277	70906	72153	-	1248	90	0.0296085
32192_65	k141_131277	72155	72649	-	495	52	0.0431307
32192_66	k141_131277	72908	75484	-	2577	255	0.0406269
32192_67	k141_131277	75855	77366	-	1512	139	0.0377443
32192_68	k141_131277	77560	77904	+	345	52	0.0618832
32192_69	k141_131277	78039	79049	-	1011	103	0.0418287
32192_70	k141_131277	79128	80669	-	1542	166	0.044199
32192_71	k141_131277	80776	82176	-	1401	146	0.0427861
32192_72	k141_131277	82361	83374	-	1014	144	0.0583059
32192_73	k141_131277	83581	84246	-	666	89	0.0548661
32192_74	k141_131277	84250	85041	-	792	91	0.0471742
32192_75	k141_131277	85028	85225	-	198	11	0.0228095
32192_76	k141_131277	85229	86797	-	1569	166	0.0434384
32192_77	k141_131277	86787	88331	-	1545	131	0.0348122
32192_78	k141_131277	88335	89762	-	1428	151	0.0434147
32192_79	k141_131277	89759	91639	-	1881	192	0.0419084
32192_80	k141_131277	91636	92541	-	906	83	0.037613
32192_81	k141_131277	92538	94706	-	2169	176	0.0333151
32192_82	k141_131277	94853	95956	-	1104	82	0.0304953
32192_83	k141_131277	96068	96556	-	489	73	0.0612918
32192_84	k141_131277	96864	97532	-	669	67	0.0411185
32192_85	k141_131277	97655	98617	+	963	90	0.0383711
32192_86	k141_131277	98733	99968	-	1236	111	0.0368717
32192_87	k141_131277	99990	101048	-	1059	64	0.0248126
32192_88	k141_131277	101057	102166	-	1110	78	0.0288509
32192_89	k141_131277	102168	102923	-	756	30	0.0162925
32192_90	k141_131277	102933	103745	-	813	60	0.0303004
32192_91	k141_131277	104016	105152	-	1137	115	0.0415265
32192_92	k141_131277	105347	107338	+	1992	161	0.0331837
32192_93	k141_131277	107482	107577	+	96	22	0.0940892
32192_94	k141_131277	107887	109464	+	1578	144	0.0374666
32192_95	k141_131277	109653	111203	-	1551	136	0.0360011
32192_96	k141_131277	111305	112324	-	1020	64	0.0257613
32192_97	k141_131277	112337	112600	-	264	11	0.0171071
32192_98	k141_131277	112548	113159	-	612	50	0.0335434
32192_99	k141_131277	113184	114083	-	900	76	0.0346704
32192_100	k141_131277	114413	115204	-	792	27	0.0139967
32192_101	k141_131277	115210	117633	-	2424	101	0.0171071
32192_102	k141_131277	117766	118815	-	1050	28	0.0109486
32192_103	k141_131277	118972	120861	-	1890	66	0.0143374
32192_104	k141_131277	121518	122363	-	846	37	0.0179564
32192_105	k141_131277	122837	124186	+	1350	31	0.00942793
32192_106	k141_131277	124298	125221	+	924	22	0.0097755
32192_107	k141_131277	125237	126211	+	975	38	0.0160017
32192_108	k141_131277	126465	127394	+	930	70	0.0309032
32192_109	k141_131277	127466	127915	+	450	11	0.0100362
32192_110	k141_131277	127919	128623	+	705	25	0.0145593
32193_1	k141_159573	3	434	-	432	37	0.0351646
32193_2	k141_159573	977	1258	-	282	11	0.0160152
32193_3	k141_159573	1260	1481	-	222	9	0.0166448
32193_4	k141_159573	1474	1749	-	276	20	0.0297515
32194_1	k141_140019	335	3136	-	2802	14	0.00205139
32194_2	k141_140019	3488	4243	-	756	16	0.00868933
32194_3	k141_140019	4517	5038	-	522	11	0.00865188
32194_4	k141_140019	5031	5882	-	852	2	0.000963782
32194_5	k141_140019	5872	6600	-	729	15	0.00844796
32194_6	k141_140019	6832	7134	+	303	3	0.00406506
32194_7	k141_140019	7857	9452	+	1596	40	0.01029
32194_8	k141_140019	9465	10208	+	744	10	0.00551843
32194_9	k141_140019	10335	13607	-	3273	43	0.005394
32194_10	k141_140019	13604	14824	-	1221	14	0.00470761
32194_11	k141_140019	15110	15208	-	99	1	0.00414718
32194_12	k141_140019	15260	17269	-	2010	29	0.00592366
32194_13	k141_140019	17266	18714	-	1449	14	0.00396687
32195_1	k141_6209	38	1543	+	1506	6	0.00163574
32195_2	k141_6209	1533	2702	+	1170	9	0.00315824
32195_3	k141_6209	2736	3272	+	537	3	0.00229369
32196_1	k141_188091	59	1480	+	1422	1162	0.335502
32196_2	k141_188091	1624	2865	-	1242	838	0.27702
32196_3	k141_188091	3029	4222	+	1194	844	0.290219
32196_4	k141_188091	4552	4665	+	114	114	0.410571
32197_1	k141_131278	1	1131	+	1131	6	0.0021781
32198_1	k141_159575	2	400	+	399	8	0.008232
32198_2	k141_159575	593	865	+	273	10	0.0150392
32198_3	k141_159575	1020	1148	-	129	1	0.00318272
32199_1	k141_131279	3	1040	+	1038	7	0.00276878
32200_1	k141_53840	3	482	-	480	0	0
32200_2	k141_53840	551	1066	+	516	3	0.00238704
32201_1	k141_188093	2	469	-	468	8	0.00701831
32201_2	k141_188093	665	1279	+	615	10	0.00667595
32202_1	k141_131280	3	800	-	798	4	0.002058
32202_2	k141_131280	803	1123	-	321	0	0
32203_1	k141_44841	3	980	-	978	1	0.000419807
32203_2	k141_44841	1187	1450	+	264	0	0
32204_1	k141_159577	285	1589	+	1305	4	0.00125846
32205_1	k141_6215	1	1161	-	1161	29	0.0102554
32205_2	k141_6215	1171	1323	-	153	0	0
32206_1	k141_26069	1	510	-	510	2	0.00161008
32206_2	k141_26069	619	1269	-	651	2	0.00126135
32206_3	k141_26069	1260	2318	-	1059	4	0.00155079
32206_4	k141_26069	2320	4956	-	2637	11	0.00171266
32207_1	k141_140026	47	376	-	330	1	0.00124415
32207_2	k141_140026	522	1493	-	972	5	0.00211199
32208_1	k141_44843	2	169	-	168	1	0.00244387
32208_2	k141_44843	166	738	-	573	6	0.00429917
32208_3	k141_44843	735	1121	-	387	2	0.00212181
32209_1	k141_178752	441	1412	+	972	6	0.00253439
32209_2	k141_178752	1567	2124	+	558	3	0.00220737
32210_1	k141_53843	3	137	+	135	0	0
32210_2	k141_53843	435	1673	+	1239	3	0.000994119
32210_3	k141_53843	1766	2401	-	636	0	0
32211_1	k141_159580	1	1896	-	1896	2914	0.631015
32212_1	k141_131287	120	1139	+	1020	6	0.00241512
32213_1	k141_188099	2	1222	+	1221	42	0.0141228
32213_2	k141_188099	1417	1836	+	420	18	0.0175959
32213_3	k141_188099	1902	2738	+	837	24	0.0117726
32213_4	k141_188099	2803	3063	+	261	0	0
32214_1	k141_53845	2	544	-	543	9	0.00680504
32214_2	k141_53845	580	1182	-	603	3	0.00204264
32215_1	k141_150339	514	1539	+	1026	1428	0.571438
32215_2	k141_150339	1776	2276	-	501	470	0.385166
32215_3	k141_150339	2351	2998	-	648	627	0.397265
32215_4	k141_150339	3159	4562	+	1404	1308	0.382498
32215_5	k141_150339	4555	5379	+	825	722	0.359312
32215_6	k141_150339	5376	6197	+	822	663	0.331154
32215_7	k141_150339	6199	7608	+	1410	1530	0.445513
32215_8	k141_150339	8006	9211	-	1206	1149	0.391166
32215_9	k141_150339	9229	9615	-	387	252	0.267349
32215_10	k141_150339	9657	10769	-	1113	999	0.368518
32215_11	k141_150339	10955	12418	-	1464	1347	0.377759
32215_12	k141_150339	12605	13093	+	489	496	0.416448
32215_13	k141_150339	13109	13918	+	810	826	0.418681
32215_14	k141_150339	14069	14599	+	531	413	0.319333
32215_15	k141_150339	14729	16153	-	1425	1186	0.34171
32215_16	k141_150339	16163	18124	-	1962	1615	0.337957
32215_17	k141_150339	18325	20829	+	2505	2443	0.400409
32215_18	k141_150339	21030	21515	+	486	614	0.518705
32216_1	k141_26071	2	490	+	489	2	0.00167923
32216_2	k141_26071	524	2038	+	1515	30	0.00813012
32216_3	k141_26071	2050	2559	+	510	6	0.00483025
32217_1	k141_159585	3	530	-	528	4	0.00311039
32217_2	k141_159585	592	1038	-	447	0	0
32218_1	k141_131291	1	1158	-	1158	18	0.00638193
32219_1	k141_140035	3	3173	-	3171	34	0.00440221
32220_1	k141_178759	1	564	-	564	1	0.000727963
32220_2	k141_178759	564	1229	-	666	1	0.000616473
32221_1	k141_6225	3	1787	+	1785	58	0.0133407
32221_2	k141_6225	1862	3175	+	1314	52	0.0162479
32221_3	k141_6225	3285	3515	-	231	9	0.0159963
32222_1	k141_150344	1	1107	+	1107	12	0.00445063
32223_1	k141_140036	3	1160	-	1158	12	0.00425462
32224_1	k141_26076	201	455	-	255	8	0.0128807
32224_2	k141_26076	463	1218	-	756	14	0.00760317
32225_1	k141_150346	39	1130	-	1092	4	0.00150392
32226_1	k141_53846	2	466	+	465	26	0.0229567
32226_2	k141_53846	562	795	+	234	27	0.0473736
32226_3	k141_53846	1632	2069	+	438	38	0.0356203
32226_4	k141_53846	2156	2539	+	384	24	0.0256607
32226_5	k141_53846	2778	3878	+	1101	37	0.0137976
32227_1	k141_178761	3	161	-	159	2	0.00516441
32227_2	k141_178761	358	969	-	612	7	0.00469607
32227_3	k141_178761	986	1618	-	633	13	0.00843195
32228_1	k141_188100	2	163	+	162	2	0.00506878
32228_2	k141_188100	168	761	+	594	23	0.0158975
32228_3	k141_188100	791	919	+	129	1	0.00318272
32228_4	k141_188100	941	3286	+	2346	141	0.0246763
32228_5	k141_188100	3267	4574	+	1308	82	0.0257392
32228_6	k141_188100	4867	5280	+	414	24	0.0238012
32229_1	k141_6226	35	301	-	267	6	0.00922631
32229_2	k141_6226	326	559	-	234	2	0.00350915
32229_3	k141_6226	563	1132	-	570	11	0.0079233
32229_4	k141_6226	1138	2193	-	1056	10	0.00388798
32229_5	k141_6226	2190	2549	-	360	3	0.00342142
32229_6	k141_6226	2549	2953	-	405	5	0.00506878
32229_7	k141_6226	2955	3443	-	489	5	0.00419807
32230_1	k141_26077	172	2505	-	2334	44	0.00773998
32231_1	k141_178764	1	642	+	642	0	0
32231_2	k141_178764	841	1932	+	1092	0	0
32232_1	k141_159586	2	82	-	81	0	0
32232_2	k141_159586	130	435	-	306	21	0.0281764
32232_3	k141_159586	432	914	-	483	55	0.0467524
32232_4	k141_159586	933	1568	-	636	75	0.0484164
32232_5	k141_159586	1579	2085	-	507	57	0.0461589
32232_6	k141_159586	2099	3007	-	909	99	0.0447157
32232_7	k141_159586	3083	3928	-	846	108	0.0524133
32232_8	k141_159586	3925	4599	-	675	91	0.0553511
32232_9	k141_159586	4580	4747	-	168	8	0.019551
32232_10	k141_159586	4744	5574	-	831	107	0.0528653
32232_11	k141_159586	6008	6358	-	351	45	0.0526373
32233_1	k141_150354	3	1001	-	999	0	0
32234_1	k141_26079	16	810	-	795	0	0
32234_2	k141_26079	1046	1462	-	417	3	0.00295375
32235_1	k141_121177	159	950	-	792	38	0.0196991
32235_2	k141_121177	1021	1815	-	795	25	0.012911
32235_3	k141_121177	1812	2819	-	1008	40	0.0162925
32235_4	k141_121177	3072	5540	+	2469	155	0.025775
32235_5	k141_121177	5554	6756	+	1203	65	0.0221838
32235_6	k141_121177	6777	8243	+	1467	81	0.0226696
32235_7	k141_121177	8275	12135	+	3861	170	0.0180775
32235_8	k141_121177	12248	13135	+	888	31	0.014333
32235_9	k141_121177	13215	14006	-	792	36	0.0186623
32235_10	k141_121177	14209	16173	-	1965	102	0.0213121
32235_11	k141_121177	16180	17520	-	1341	81	0.0247996
32235_12	k141_121177	17721	19469	-	1749	102	0.0239441
32235_13	k141_121177	19687	20556	-	870	43	0.0202926
32235_14	k141_121177	20710	24030	-	3321	172	0.0212641
32235_15	k141_121177	24062	24985	-	924	36	0.0159963
32235_16	k141_121177	25191	25859	-	669	25	0.0153427
32235_17	k141_121177	25862	27601	-	1740	100	0.023596
32235_18	k141_121177	27808	30021	-	2214	111	0.0205842
32235_19	k141_121177	30034	33423	-	3390	113	0.0136857
32235_20	k141_121177	33453	34952	-	1500	30	0.00821142
32235_21	k141_121177	35124	36017	-	894	46	0.0211256
32235_22	k141_121177	36040	36198	-	159	4	0.0103288
32235_23	k141_121177	36319	38592	-	2274	113	0.0204022
32235_24	k141_121177	38600	39568	-	969	68	0.028812
32235_25	k141_121177	39585	40913	-	1329	56	0.0173002
32236_1	k141_178768	2	85	+	84	0	0
32236_2	k141_178768	186	437	-	252	0	0
32236_3	k141_178768	412	615	-	204	0	0
32236_4	k141_178768	634	1107	-	474	0	0
32237_1	k141_178769	2	706	+	705	701	0.408242
32237_2	k141_178769	1142	1282	+	141	145	0.422218
32238_1	k141_140037	309	1346	+	1038	4	0.00158216
32238_2	k141_140037	1472	1843	+	372	1	0.00110369
32238_3	k141_140037	2010	2294	+	285	3	0.0043218
32238_4	k141_140037	2466	3923	-	1458	5	0.00140799
32238_5	k141_140037	4381	5940	-	1560	11	0.00289505
32238_6	k141_140037	6717	7466	+	750	4	0.00218971
32239_1	k141_168668	268	813	-	546	23	0.0172951
32239_2	k141_168668	908	1960	+	1053	60	0.0233944
32239_3	k141_168668	2057	3025	+	969	81	0.0343202
32239_4	k141_168668	3047	6370	+	3324	176	0.021739
32239_5	k141_168668	6401	6703	-	303	17	0.0230353
32239_6	k141_168668	6712	7026	-	315	10	0.013034
32239_7	k141_168668	7089	8546	-	1458	78	0.0219647
32239_8	k141_168668	8810	9787	-	978	65	0.0272874
32239_9	k141_168668	10112	11920	+	1809	109	0.0247387
32239_10	k141_168668	11913	12647	+	735	38	0.0212268
32239_11	k141_168668	12658	13053	+	396	18	0.0186623
32239_12	k141_168668	13064	13423	+	360	17	0.0193881
32239_13	k141_168668	13486	14619	+	1134	87	0.0314988
32239_14	k141_168668	14708	15241	+	534	23	0.0176838
32239_15	k141_168668	15238	15555	-	318	25	0.0322776
32239_16	k141_168668	15731	15877	-	147	11	0.030723
32239_17	k141_168668	15988	16113	-	126	5	0.0162925
32239_18	k141_168668	16165	16731	-	567	31	0.0224474
32239_19	k141_168668	16773	17801	+	1029	78	0.031122
32239_20	k141_168668	18036	18905	+	870	38	0.017933
32239_21	k141_168668	18955	19308	-	354	34	0.0394334
32239_22	k141_168668	19446	21092	-	1647	106	0.0264241
32239_23	k141_168668	21136	21429	-	294	14	0.019551
32239_24	k141_168668	21705	22961	+	1257	71	0.0231906
32239_25	k141_168668	22977	23453	-	477	19	0.016354
32239_26	k141_168668	23790	25226	+	1437	119	0.034
32239_27	k141_168668	25344	26645	+	1302	85	0.0268038
32239_28	k141_168668	26761	27099	+	339	18	0.0218002
32239_29	k141_168668	27075	28772	+	1698	97	0.0234543
32239_30	k141_168668	28809	29384	+	576	24	0.0171071
32240_1	k141_44844	3	248	-	246	7	0.0116829
32240_2	k141_44844	287	1393	-	1107	15	0.00556329
32240_3	k141_44844	1542	2603	-	1062	28	0.0108248
32240_4	k141_44844	2636	4321	-	1686	24	0.00584443
32240_5	k141_44844	4353	7430	-	3078	80	0.0106711
32240_6	k141_44844	7571	8080	-	510	13	0.0104655
32240_7	k141_44844	8278	9978	-	1701	40	0.00965481
32240_8	k141_44844	10104	11039	-	936	12	0.00526373
32240_9	k141_44844	11241	12749	-	1509	17	0.00462539
32240_10	k141_44844	12837	13013	-	177	9	0.0208765
32240_11	k141_44844	13150	13350	-	201	6	0.0122559
32240_12	k141_44844	13841	14263	-	423	5	0.00485308
32241_1	k141_168670	1	543	-	543	10	0.00756116
32241_2	k141_168670	566	1246	-	681	4	0.00241158
32242_1	k141_6235	3	1202	-	1200	7	0.002395
32242_2	k141_6235	1259	2011	-	753	9	0.00490722
32242_3	k141_6235	1956	2126	-	171	0	0
32242_4	k141_6235	2244	3128	-	885	11	0.00510314
32243_1	k141_53849	13	318	-	306	8	0.0107339
32243_2	k141_53849	318	650	-	333	12	0.0147954
32243_3	k141_53849	835	1704	-	870	30	0.0141576
32243_4	k141_53849	1770	4097	+	2328	39	0.00687812
32243_5	k141_53849	4146	4298	+	153	2	0.00536694
32243_6	k141_53849	4307	4483	+	177	3	0.00695883
32243_7	k141_53849	4684	5223	+	540	18	0.0136857
32243_8	k141_53849	5356	5841	+	486	6	0.00506878
32243_9	k141_53849	5973	6782	-	810	14	0.00709629
32243_10	k141_53849	6775	7542	-	768	13	0.00694977
32243_11	k141_53849	7736	8245	+	510	10	0.00805041
32244_1	k141_44846	3	98	-	96	0	0
32244_2	k141_44846	264	845	-	582	0	0
32245_1	k141_83529	1	249	-	249	40	0.0659552
32245_2	k141_83529	749	2980	-	2232	649	0.119382
32245_3	k141_83529	3017	4093	-	1077	238	0.0907297
32245_4	k141_83529	4112	5914	-	1803	474	0.107937
32245_5	k141_83529	5937	8804	-	2868	729	0.104361
32245_6	k141_83529	8841	10832	-	1992	472	0.0972839
32245_7	k141_83529	10851	13982	-	3132	784	0.102774
32245_8	k141_83529	14119	15516	-	1398	437	0.12834
32245_9	k141_83529	16048	17658	+	1611	430	0.109588
32245_10	k141_83529	17600	20131	+	2532	546	0.0885354
32245_11	k141_83529	20276	21946	+	1671	347	0.0852592
32245_12	k141_83529	22781	23659	-	879	278	0.129851
32245_13	k141_83529	23682	24458	-	777	199	0.105153
32245_14	k141_83529	24553	25086	+	534	159	0.122249
32245_15	k141_83529	25233	25565	-	333	97	0.119596
32245_16	k141_83529	25727	26911	+	1185	309	0.10706
32245_17	k141_83529	26948	27145	+	198	35	0.0725757
32245_18	k141_83529	27408	28718	-	1311	297	0.0930126
32245_19	k141_83529	28745	29584	-	840	179	0.0874907
32245_20	k141_83529	29596	30756	-	1161	267	0.0944207
32245_21	k141_83529	30813	31385	-	573	126	0.0902826
32245_22	k141_83529	31416	31955	-	540	167	0.126973
32245_23	k141_83529	32105	33622	+	1518	326	0.0881727
32245_24	k141_83529	33690	34676	-	987	213	0.0886035
32245_25	k141_83529	34673	34804	-	132	22	0.0684285
32245_26	k141_83529	36037	37050	-	1014	363	0.14698
32245_27	k141_83529	37286	38497	-	1212	310	0.105014
32245_28	k141_83529	38497	38772	-	276	44	0.0654533
32245_29	k141_83529	39116	39703	-	588	128	0.089376
32245_30	k141_83529	39875	40153	-	279	23	0.0338464
32245_31	k141_83529	40150	40377	-	228	32	0.057624
32245_32	k141_83529	40578	41207	-	630	145	0.0944965
32245_33	k141_83529	41211	44270	-	3060	670	0.0898963
32245_34	k141_83529	44267	47551	-	3285	667	0.083364
32245_35	k141_83529	47563	48609	-	1047	238	0.0933294
32245_36	k141_83529	48793	50346	-	1554	370	0.097755
32245_37	k141_83529	50406	52421	-	2016	574	0.116899
32245_38	k141_83529	52476	53780	-	1305	339	0.106654
32245_39	k141_83529	53788	54753	-	966	274	0.116456
32245_40	k141_83529	54834	56060	-	1227	332	0.111092
32245_41	k141_83529	56080	56724	-	645	198	0.126036
32245_42	k141_83529	56737	57699	-	963	243	0.103602
32245_43	k141_83529	57750	58718	-	969	325	0.137704
32245_44	k141_83529	58913	59650	+	738	177	0.0984703
32245_45	k141_83529	59667	62777	-	3111	831	0.10967
32245_46	k141_83529	62930	63655	+	726	257	0.14534
32245_47	k141_83529	63853	64698	-	846	282	0.136857
32245_48	k141_83529	64855	65352	-	498	142	0.11707
32245_49	k141_83529	65384	66379	-	996	279	0.115009
32245_50	k141_83529	66392	66997	-	606	192	0.130082
32245_51	k141_83529	67051	67440	-	390	93	0.0979054
32245_52	k141_83529	67462	67842	-	381	109	0.11746
32245_53	k141_83529	67941	68057	-	117	34	0.119311
32245_54	k141_83529	68073	68291	-	219	61	0.11436
32245_55	k141_83529	68294	69094	-	801	237	0.12148
32245_56	k141_83529	69110	70447	-	1338	459	0.140846
32246_1	k141_140039	3	1043	-	1041	59	0.0232696
32246_2	k141_140039	1043	2329	-	1287	71	0.02265
32246_3	k141_140039	2313	3263	-	951	41	0.0177007
32246_4	k141_140039	3553	3792	-	240	4	0.00684285
32247_1	k141_168673	1	498	+	498	1	0.00082444
32247_2	k141_168673	495	1301	+	807	2	0.00101752
32248_1	k141_6239	796	1410	+	615	4	0.00267038
32248_2	k141_6239	1426	1494	+	69	0	0
32249_1	k141_159602	2	301	+	300	9	0.0123171
32249_2	k141_159602	373	879	+	507	21	0.0170059
32249_3	k141_159602	876	1259	+	384	14	0.0149687
32249_4	k141_159602	1341	1811	+	471	6	0.0052302
32249_5	k141_159602	1857	2390	+	534	11	0.00845745
32249_6	k141_159602	2523	2795	+	273	2	0.00300785
32249_7	k141_159602	2737	2895	+	159	1	0.00258221
32250_1	k141_150361	2	289	+	288	0	0
32250_2	k141_150361	340	1002	+	663	2	0.00123852
32250_3	k141_150361	1116	1769	+	654	0	0
32250_4	k141_150361	1941	2603	+	663	0	0
32250_5	k141_150361	2641	3327	-	687	2	0.00119526
32250_6	k141_150361	3608	4798	+	1191	4	0.00137891
32250_7	k141_150361	4899	5846	-	948	3	0.00129928
32251_1	k141_140040	1	330	+	330	6	0.00746493
32251_2	k141_140040	350	874	+	525	0	0
32251_3	k141_140040	944	1789	+	846	21	0.0101915
32252_1	k141_168675	1	519	+	519	4	0.00316432
32252_2	k141_168675	590	1594	+	1005	3	0.00122559
32253_1	k141_6240	1	309	-	309	5	0.00664354
32253_2	k141_6240	1027	2046	-	1020	21	0.00845293
32253_3	k141_6240	2043	3764	-	1722	19	0.00453011
32254_1	k141_168679	3	821	-	819	29	0.0145379
32254_2	k141_168679	851	1570	-	720	46	0.0262309
32255_1	k141_102003	1	177	-	177	1	0.00231961
32255_2	k141_102003	203	1039	-	837	24	0.0117726
32255_3	k141_102003	1108	1887	-	780	32	0.0168439
32255_4	k141_102003	2240	2914	+	675	20	0.0121651
