"Seq_run"	"R1"	"R2"	"SequenceNum"	"WellName"	"plate"	"sampleType"	"S"	"samplename"	"R1_filename"	"R2_filename"	"SequencingName"	"Subject"	"Main"	"Set"	"Type"	"Pellet"	"Super"	"co_assembly"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/P15-BC2-BiomeHealth_169_S273_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/P15-BC2-BiomeHealth_169_S273_R2_001.fastq.gz"	"169"	"P15"	"BC2"	"BiomeHealth"	"S273"	"P15_1"	"P15-BC2-BiomeHealth_169_S273_R1_001.fastq.gz"	"P15-BC2-BiomeHealth_169_S273_R2_001.fastq.gz"	"P15-BC2-BiomeHealth_169_S273"	"5"	1169	"2"	"Capsule 1"	"1329"	"1491"	"Capsule_5"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/P17-BC2-BiomeHealth_177_S274_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/P17-BC2-BiomeHealth_177_S274_R2_001.fastq.gz"	"177"	"P17"	"BC2"	"BiomeHealth"	"S274"	"P17_1"	"P17-BC2-BiomeHealth_177_S274_R1_001.fastq.gz"	"P17-BC2-BiomeHealth_177_S274_R2_001.fastq.gz"	"P17-BC2-BiomeHealth_177_S274"	"5"	1177	"4"	"Capsule 2"	"1337"	"1499"	"Capsule_5"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/P21-BC2-BiomeHealth_136_S276_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/P21-BC2-BiomeHealth_136_S276_R2_001.fastq.gz"	"136"	"P21"	"BC2"	"BiomeHealth"	"S276"	"P21_1"	"P21-BC2-BiomeHealth_136_S276_R1_001.fastq.gz"	"P21-BC2-BiomeHealth_136_S276_R2_001.fastq.gz"	"P21-BC2-BiomeHealth_136_S276"	"3"	1136	"2"	"Capsule 1"	"1296"	"1458"	"Capsule_3"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A10_dnaPlate2_a5_1212_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A10_dnaPlate2_a5_1212_R2.fastq.gz"	NA	"A10"	"BC2"	NA	NA	"A10_2"	"A10_dnaPlate2_a5_1212_R1.fastq.gz"	"A10_dnaPlate2_a5_1212_R2.fastq.gz"	"A10_dnaPlate2_a5_1212"	"6"	1212	"5"	"Capsule 2"	"1372"	"1534"	"Capsule_6"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A11_dnaPlate1_a6_2131_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A11_dnaPlate1_a6_2131_R2.fastq.gz"	NA	"A11"	"BC1"	NA	NA	"A11_2"	"A11_dnaPlate1_a6_2131_R1.fastq.gz"	"A11_dnaPlate1_a6_2131_R2.fastq.gz"	"A11_dnaPlate1_a6_2131"	"9"	2131	"Stool"	"Stool"	"2131"	"2131"	"Stool_9"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A12_dnaPlate2_a6_1213_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A12_dnaPlate2_a6_1213_R2.fastq.gz"	NA	"A12"	"BC2"	NA	NA	"A12_2"	"A12_dnaPlate2_a6_1213_R1.fastq.gz"	"A12_dnaPlate2_a6_1213_R2.fastq.gz"	"A12_dnaPlate2_a6_1213"	"6"	1213	"5"	"Capsule 3"	"1373"	"1535"	"Capsule_6"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A13_dnaPlate1_a7_2133_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A13_dnaPlate1_a7_2133_R2.fastq.gz"	NA	"A13"	"BC1"	NA	NA	"A13_2"	"A13_dnaPlate1_a7_2133_R1.fastq.gz"	"A13_dnaPlate1_a7_2133_R2.fastq.gz"	"A13_dnaPlate1_a7_2133"	"10"	2133	"Stool"	"Stool"	"2133"	"2133"	"Stool_10"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A14_dnaPlate2_a7_1214_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A14_dnaPlate2_a7_1214_R2.fastq.gz"	NA	"A14"	"BC2"	NA	NA	"A14_2"	"A14_dnaPlate2_a7_1214_R1.fastq.gz"	"A14_dnaPlate2_a7_1214_R2.fastq.gz"	"A14_dnaPlate2_a7_1214"	"6"	1214	"5"	"Capsule 4"	"1374"	"1536"	"Capsule_6"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A15_dnaPlate1_a8_2134_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A15_dnaPlate1_a8_2134_R2.fastq.gz"	NA	"A15"	"BC1"	NA	NA	"A15_2"	"A15_dnaPlate1_a8_2134_R1.fastq.gz"	"A15_dnaPlate1_a8_2134_R2.fastq.gz"	"A15_dnaPlate1_a8_2134"	"10"	2134	"Stool"	"Stool"	"2134"	"2134"	"Stool_10"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A16_dnaPlate2_a8_1215_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A16_dnaPlate2_a8_1215_R2.fastq.gz"	NA	"A16"	"BC2"	NA	NA	"A16_2"	"A16_dnaPlate2_a8_1215_R1.fastq.gz"	"A16_dnaPlate2_a8_1215_R2.fastq.gz"	"A16_dnaPlate2_a8_1215"	"8"	1215	"1"	"Capsule 2"	"1375"	"1537"	"Capsule_8"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A17_dnaPlate1_a9_2135_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A17_dnaPlate1_a9_2135_R2.fastq.gz"	NA	"A17"	"BC1"	NA	NA	"A17_2"	"A17_dnaPlate1_a9_2135_R1.fastq.gz"	"A17_dnaPlate1_a9_2135_R2.fastq.gz"	"A17_dnaPlate1_a9_2135"	"10"	2135	"Stool"	"Stool"	"2135"	"2135"	"Stool_10"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A18_dnaPlate2_a9_1216_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A18_dnaPlate2_a9_1216_R2.fastq.gz"	NA	"A18"	"BC2"	NA	NA	"A18_2"	"A18_dnaPlate2_a9_1216_R1.fastq.gz"	"A18_dnaPlate2_a9_1216_R2.fastq.gz"	"A18_dnaPlate2_a9_1216"	"8"	1216	"2"	"Capsule 1"	"1376"	"1538"	"Capsule_8"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A19_dnaPlate1_a10_2136_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A19_dnaPlate1_a10_2136_R2.fastq.gz"	NA	"A19"	"BC1"	NA	NA	"A19_2"	"A19_dnaPlate1_a10_2136_R1.fastq.gz"	"A19_dnaPlate1_a10_2136_R2.fastq.gz"	"A19_dnaPlate1_a10_2136"	"10"	2136	"Stool"	"Stool"	"2136"	"2136"	"Stool_10"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A1_dnaPlate1_a1_2126_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A1_dnaPlate1_a1_2126_R2.fastq.gz"	NA	"A1"	"BC1"	NA	NA	"A1_2"	"A1_dnaPlate1_a1_2126_R1.fastq.gz"	"A1_dnaPlate1_a1_2126_R2.fastq.gz"	"A1_dnaPlate1_a1_2126"	"9"	2126	"Stool"	"Stool"	"2126"	"2126"	"Stool_9"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A20_dnaPlate2_a10_1217_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A20_dnaPlate2_a10_1217_R2.fastq.gz"	NA	"A20"	"BC2"	NA	NA	"A20_2"	"A20_dnaPlate2_a10_1217_R1.fastq.gz"	"A20_dnaPlate2_a10_1217_R2.fastq.gz"	"A20_dnaPlate2_a10_1217"	"8"	1217	"2"	"Capsule 2"	"1377"	"1539"	"Capsule_8"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A21_dnaPlate1_a11_2137_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A21_dnaPlate1_a11_2137_R2.fastq.gz"	NA	"A21"	"BC1"	NA	NA	"A21_2"	"A21_dnaPlate1_a11_2137_R1.fastq.gz"	"A21_dnaPlate1_a11_2137_R2.fastq.gz"	"A21_dnaPlate1_a11_2137"	"10"	2137	"Stool"	"Stool"	"2137"	"2137"	"Stool_10"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A22_dnaPlate2_a11_1218_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A22_dnaPlate2_a11_1218_R2.fastq.gz"	NA	"A22"	"BC2"	NA	NA	"A22_2"	"A22_dnaPlate2_a11_1218_R1.fastq.gz"	"A22_dnaPlate2_a11_1218_R2.fastq.gz"	"A22_dnaPlate2_a11_1218"	"8"	1218	"2"	"Capsule 3"	"1378"	"1540"	"Capsule_8"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A23_dnaPlate1_a12_2150_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A23_dnaPlate1_a12_2150_R2.fastq.gz"	NA	"A23"	"BC1"	NA	NA	"A23_2"	"A23_dnaPlate1_a12_2150_R1.fastq.gz"	"A23_dnaPlate1_a12_2150_R2.fastq.gz"	"A23_dnaPlate1_a12_2150"	"10"	2150	"Stool"	"Stool"	"2150"	"2150"	"Stool_10"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A2_dnaPlate2_a1_1208_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A2_dnaPlate2_a1_1208_R2.fastq.gz"	NA	"A2"	"BC2"	NA	NA	"A2_2"	"A2_dnaPlate2_a1_1208_R1.fastq.gz"	"A2_dnaPlate2_a1_1208_R2.fastq.gz"	"A2_dnaPlate2_a1_1208"	"6"	1208	"4"	"Capsule 1"	"1368"	"1530"	"Capsule_6"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A3_dnaPlate1_a2_2127_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A3_dnaPlate1_a2_2127_R2.fastq.gz"	NA	"A3"	"BC1"	NA	NA	"A3_2"	"A3_dnaPlate1_a2_2127_R1.fastq.gz"	"A3_dnaPlate1_a2_2127_R2.fastq.gz"	"A3_dnaPlate1_a2_2127"	"9"	2127	"Stool"	"Stool"	"2127"	"2127"	"Stool_9"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A4_dnaPlate2_a2_1209_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A4_dnaPlate2_a2_1209_R2.fastq.gz"	NA	"A4"	"BC2"	NA	NA	"A4_2"	"A4_dnaPlate2_a2_1209_R1.fastq.gz"	"A4_dnaPlate2_a2_1209_R2.fastq.gz"	"A4_dnaPlate2_a2_1209"	"6"	1209	"4"	"Capsule 2"	"1369"	"1531"	"Capsule_6"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A5_dnaPlate1_a3_2128_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A5_dnaPlate1_a3_2128_R2.fastq.gz"	NA	"A5"	"BC1"	NA	NA	"A5_2"	"A5_dnaPlate1_a3_2128_R1.fastq.gz"	"A5_dnaPlate1_a3_2128_R2.fastq.gz"	"A5_dnaPlate1_a3_2128"	"9"	2128	"Stool"	"Stool"	"2128"	"2128"	"Stool_9"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A6_dnaPlate2_a3_1210_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A6_dnaPlate2_a3_1210_R2.fastq.gz"	NA	"A6"	"BC2"	NA	NA	"A6_2"	"A6_dnaPlate2_a3_1210_R1.fastq.gz"	"A6_dnaPlate2_a3_1210_R2.fastq.gz"	"A6_dnaPlate2_a3_1210"	"6"	1210	"4"	"Capsule 3"	"1370"	"1532"	"Capsule_6"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A7_dnaPlate1_a4_2129_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A7_dnaPlate1_a4_2129_R2.fastq.gz"	NA	"A7"	"BC1"	NA	NA	"A7_2"	"A7_dnaPlate1_a4_2129_R1.fastq.gz"	"A7_dnaPlate1_a4_2129_R2.fastq.gz"	"A7_dnaPlate1_a4_2129"	"9"	2129	"Stool"	"Stool"	"2129"	"2129"	"Stool_9"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A8_dnaPlate2_a4_1211_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A8_dnaPlate2_a4_1211_R2.fastq.gz"	NA	"A8"	"BC2"	NA	NA	"A8_2"	"A8_dnaPlate2_a4_1211_R1.fastq.gz"	"A8_dnaPlate2_a4_1211_R2.fastq.gz"	"A8_dnaPlate2_a4_1211"	"6"	1211	"5"	"Capsule 1"	"1371"	"1533"	"Capsule_6"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A9_dnaPlate1_a5_2130_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/A9_dnaPlate1_a5_2130_R2.fastq.gz"	NA	"A9"	"BC1"	NA	NA	"A9_2"	"A9_dnaPlate1_a5_2130_R1.fastq.gz"	"A9_dnaPlate1_a5_2130_R2.fastq.gz"	"A9_dnaPlate1_a5_2130"	"9"	2130	"Stool"	"Stool"	"2130"	"2130"	"Stool_9"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/B11_dnaPlate3_a6_1640_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/B11_dnaPlate3_a6_1640_R2.fastq.gz"	NA	"B11"	"BC3"	NA	NA	"B11_2"	"B11_dnaPlate3_a6_1640_R1.fastq.gz"	"B11_dnaPlate3_a6_1640_R2.fastq.gz"	"B11_dnaPlate3_a6_1640"	"15"	1640	"2"	"Capsule 3"	"1802"	"1964"	"Capsule_15"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/B13_dnaPlate3_a7_1641_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/B13_dnaPlate3_a7_1641_R2.fastq.gz"	NA	"B13"	"BC3"	NA	NA	"B13_2"	"B13_dnaPlate3_a7_1641_R1.fastq.gz"	"B13_dnaPlate3_a7_1641_R2.fastq.gz"	"B13_dnaPlate3_a7_1641"	"15"	1641	"2"	"Capsule 4"	"1803"	"1965"	"Capsule_15"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/B15_dnaPlate3_a8_1642_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/B15_dnaPlate3_a8_1642_R2.fastq.gz"	NA	"B15"	"BC3"	NA	NA	"B15_2"	"B15_dnaPlate3_a8_1642_R1.fastq.gz"	"B15_dnaPlate3_a8_1642_R2.fastq.gz"	"B15_dnaPlate3_a8_1642"	"15"	1642	"3"	"Capsule 1"	"1804"	"1966"	"Capsule_15"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/B17_dnaPlate3_a9_1643_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/B17_dnaPlate3_a9_1643_R2.fastq.gz"	NA	"B17"	"BC3"	NA	NA	"B17_2"	"B17_dnaPlate3_a9_1643_R1.fastq.gz"	"B17_dnaPlate3_a9_1643_R2.fastq.gz"	"B17_dnaPlate3_a9_1643"	"15"	1643	"3"	"Capsule 2"	"1805"	"1967"	"Capsule_15"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/B19_dnaPlate3_a10_1644_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/B19_dnaPlate3_a10_1644_R2.fastq.gz"	NA	"B19"	"BC3"	NA	NA	"B19_2"	"B19_dnaPlate3_a10_1644_R1.fastq.gz"	"B19_dnaPlate3_a10_1644_R2.fastq.gz"	"B19_dnaPlate3_a10_1644"	"15"	1644	"3"	"Capsule 3"	"1806"	"1968"	"Capsule_15"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/B1_dnaPlate3_a1_1635_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/B1_dnaPlate3_a1_1635_R2.fastq.gz"	NA	"B1"	"BC3"	NA	NA	"B1_2"	"B1_dnaPlate3_a1_1635_R1.fastq.gz"	"B1_dnaPlate3_a1_1635_R2.fastq.gz"	"B1_dnaPlate3_a1_1635"	"11"	1635	"5"	"Capsule 3"	"1797"	"1959"	"Capsule_11"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/B21_dnaPlate3_a11_1645_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/B21_dnaPlate3_a11_1645_R2.fastq.gz"	NA	"B21"	"BC3"	NA	NA	"B21_2"	"B21_dnaPlate3_a11_1645_R1.fastq.gz"	"B21_dnaPlate3_a11_1645_R2.fastq.gz"	"B21_dnaPlate3_a11_1645"	"15"	1645	"3"	"Capsule 4"	"1807"	"1969"	"Capsule_15"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/B23_dnaPlate3_a12_1646_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/B23_dnaPlate3_a12_1646_R2.fastq.gz"	NA	"B23"	"BC3"	NA	NA	"B23_2"	"B23_dnaPlate3_a12_1646_R1.fastq.gz"	"B23_dnaPlate3_a12_1646_R2.fastq.gz"	"B23_dnaPlate3_a12_1646"	"15"	1646	"4"	"Capsule 1"	"1808"	"1970"	"Capsule_15"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/B3_dnaPlate3_a2_1636_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/B3_dnaPlate3_a2_1636_R2.fastq.gz"	NA	"B3"	"BC3"	NA	NA	"B3_2"	"B3_dnaPlate3_a2_1636_R1.fastq.gz"	"B3_dnaPlate3_a2_1636_R2.fastq.gz"	"B3_dnaPlate3_a2_1636"	"11"	1636	"5"	"Capsule 4"	"1798"	"1960"	"Capsule_11"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/B5_dnaPlate3_a3_1637_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/B5_dnaPlate3_a3_1637_R2.fastq.gz"	NA	"B5"	"BC3"	NA	NA	"B5_2"	"B5_dnaPlate3_a3_1637_R1.fastq.gz"	"B5_dnaPlate3_a3_1637_R2.fastq.gz"	"B5_dnaPlate3_a3_1637"	"15"	1637	"1"	"Capsule 2"	"1799"	"1961"	"Capsule_15"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/B7_dnaPlate3_a4_1638_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/B7_dnaPlate3_a4_1638_R2.fastq.gz"	NA	"B7"	"BC3"	NA	NA	"B7_2"	"B7_dnaPlate3_a4_1638_R1.fastq.gz"	"B7_dnaPlate3_a4_1638_R2.fastq.gz"	"B7_dnaPlate3_a4_1638"	"15"	1638	"2"	"Capsule 1"	"1800"	"1962"	"Capsule_15"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/B9_dnaPlate3_a5_1639_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/B9_dnaPlate3_a5_1639_R2.fastq.gz"	NA	"B9"	"BC3"	NA	NA	"B9_2"	"B9_dnaPlate3_a5_1639_R1.fastq.gz"	"B9_dnaPlate3_a5_1639_R2.fastq.gz"	"B9_dnaPlate3_a5_1639"	"15"	1639	"2"	"Capsule 2"	"1801"	"1963"	"Capsule_15"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/C10_dnaPlate2_b5_1224_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/C10_dnaPlate2_b5_1224_R2.fastq.gz"	NA	"C10"	"BC2"	NA	NA	"C10_2"	"C10_dnaPlate2_b5_1224_R1.fastq.gz"	"C10_dnaPlate2_b5_1224_R2.fastq.gz"	"C10_dnaPlate2_b5_1224"	"8"	1224	"4"	"Capsule 1"	"1384"	"1546"	"Capsule_8"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/C11_dnaPlate1_b6_2164_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/C11_dnaPlate1_b6_2164_R2.fastq.gz"	NA	"C11"	"BC1"	NA	NA	"C11_2"	"C11_dnaPlate1_b6_2164_R1.fastq.gz"	"C11_dnaPlate1_b6_2164_R2.fastq.gz"	"C11_dnaPlate1_b6_2164"	"11"	2164	"Stool"	"Stool"	"2164"	"2164"	"Stool_11"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/C12_dnaPlate2_b6_1225_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/C12_dnaPlate2_b6_1225_R2.fastq.gz"	NA	"C12"	"BC2"	NA	NA	"C12_2"	"C12_dnaPlate2_b6_1225_R1.fastq.gz"	"C12_dnaPlate2_b6_1225_R2.fastq.gz"	"C12_dnaPlate2_b6_1225"	"8"	1225	"4"	"Capsule 2"	"1385"	"1547"	"Capsule_8"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/C13_dnaPlate1_b7_2165_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/C13_dnaPlate1_b7_2165_R2.fastq.gz"	NA	"C13"	"BC1"	NA	NA	"C13_2"	"C13_dnaPlate1_b7_2165_R1.fastq.gz"	"C13_dnaPlate1_b7_2165_R2.fastq.gz"	"C13_dnaPlate1_b7_2165"	"11"	2165	"Stool"	"Stool"	"2165"	"2165"	"Stool_11"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/C14_dnaPlate2_b7_1226_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/C14_dnaPlate2_b7_1226_R2.fastq.gz"	NA	"C14"	"BC2"	NA	NA	"C14_2"	"C14_dnaPlate2_b7_1226_R1.fastq.gz"	"C14_dnaPlate2_b7_1226_R2.fastq.gz"	"C14_dnaPlate2_b7_1226"	"8"	1226	"4"	"Capsule 3"	"1386"	"1548"	"Capsule_8"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/C15_dnaPlate1_b8_2166_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/C15_dnaPlate1_b8_2166_R2.fastq.gz"	NA	"C15"	"BC1"	NA	NA	"C15_2"	"C15_dnaPlate1_b8_2166_R1.fastq.gz"	"C15_dnaPlate1_b8_2166_R2.fastq.gz"	"C15_dnaPlate1_b8_2166"	"11"	2166	"Stool"	"Stool"	"2166"	"2166"	"Stool_11"
2	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/C16_dnaPlate2_b8_1227_R1.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch2/BiomeHealth_Sbj6-15/C16_dnaPlate2_b8_1227_R2.fastq.gz"	NA	"C16"	"BC2"	NA	NA	"C16_2"	"C16_dnaPlate2_b8_1227_R1.fastq.gz"	"C16_dnaPlate2_b8_1227_R2.fastq.gz"	"C16_dnaPlate2_b8_1227"	"8"	1227	"4"	"Capsule 4"	"1387"	"1549"	"Capsule_8"
